osmid,highway,maxspeed,oneway,reversed,length,geometry,ref,name,access,lanes,junction
351911653,residential,30,False,True,308.718,"LINESTRING (80.2108041 9.5001845, 80.2094699 9.5010391, 80.2090958 9.5012685, 80.20851 9.5016669, 80.2084858 9.5017338)",,,,,
477226701,trunk,60,False,False,444.3100000000001,"LINESTRING (80.2108041 9.5001845, 80.2108253 9.5006285, 80.2108572 9.5011521, 80.2108928 9.5015661, 80.2109423 9.5019988, 80.2110033 9.5024542, 80.2110433 9.5026911, 80.211104 9.5028835, 80.211199 9.5030526, 80.2113094 9.5032043, 80.2114578 9.5033583, 80.2115597 9.503464, 80.2118043 9.5036734, 80.2118209 9.5036875, 80.2119683 9.503818)",AA032,Navatkuli-Keraitivu-Mannar Road,yes,,
627838327,secondary,70,False,False,37.7,"LINESTRING (80.212873 9.5040121, 80.212545 9.5041136)",B357,Paranthan - Poonakary,,,
627838327,secondary,70,False,True,178.57000000000002,"LINESTRING (80.212873 9.5040121, 80.213008 9.5038662, 80.2134661 9.5030188, 80.2135111 9.502904, 80.2135394 9.5025802)",B357,Paranthan - Poonakary,,,
746720337,residential,30,False,False,406.21799999999996,"LINESTRING (80.212873 9.5040121, 80.2130081 9.5040551, 80.2131229 9.5041155, 80.2140786 9.5054616, 80.2151184 9.5068692)",,,,,
627838327,secondary,70,False,False,178.57,"LINESTRING (80.2135394 9.5025802, 80.2135111 9.502904, 80.2134661 9.5030188, 80.213008 9.5038662, 80.212873 9.5040121)",B357,Paranthan - Poonakary,,,
99282957,trunk,70,False,True,16.555,"LINESTRING (80.2080338 9.5085151, 80.2081395 9.5084088)",AA032,Navatkuli-Keraitivu-Mannar Road,yes,2,
399855226,residential,30,False,False,173.267,"LINESTRING (80.2124093 9.5060322, 80.2118118 9.5045897)",,,,,
399855226,residential,30,False,True,173.267,"LINESTRING (80.2118118 9.5045897, 80.2124093 9.5060322)",,,,,
99282957,trunk,70,False,False,585.598,"LINESTRING (80.2118118 9.5045897, 80.2116193 9.5047826, 80.2114201 9.5049824, 80.2107114 9.5056583, 80.2100906 9.5062579, 80.2092988 9.507138, 80.2092402 9.507203, 80.2089307 9.507547, 80.208578 9.5079403, 80.2084115 9.508126, 80.2081395 9.5084088)",AA032,Navatkuli-Keraitivu-Mannar Road,yes,2,
99282957,trunk,70,False,True,32.772000000000006,"LINESTRING (80.2118118 9.5045897, 80.2119042 9.5045015, 80.2120266 9.5043848)",AA032,Navatkuli-Keraitivu-Mannar Road,yes,2,
746720337,residential,30,False,True,406.218,"LINESTRING (80.2151184 9.5068692, 80.2140786 9.5054616, 80.2131229 9.5041155, 80.2130081 9.5040551, 80.212873 9.5040121)",,,,,
412236742,trunk,70,True,False,34.766,"LINESTRING (80.2119683 9.503818, 80.2121547 9.5040709)",AA032,Navatkuli-Karaitivu-Mannar Road,yes,,
477226701,trunk,60,False,True,444.31,"LINESTRING (80.2119683 9.503818, 80.2118209 9.5036875, 80.2118043 9.5036734, 80.2115597 9.503464, 80.2114578 9.5033583, 80.2113094 9.5032043, 80.211199 9.5030526, 80.211104 9.5028835, 80.2110433 9.5026911, 80.2110033 9.5024542, 80.2109423 9.5019988, 80.2108928 9.5015661, 80.2108572 9.5011521, 80.2108253 9.5006285, 80.2108041 9.5001845)",AA032,Navatkuli-Keraitivu-Mannar Road,yes,,
412236738,trunk,70,True,False,34.203,"LINESTRING (80.2122378 9.5039728, 80.2119683 9.503818)",AA032,Navatkuli-Karaitivu-Mannar Road,yes,,
412236736,trunk,30,True,False,15.006,"LINESTRING (80.2122378 9.5039728, 80.2121794 9.504008, 80.2121547 9.5040709)",,,,,roundabout
412236736,trunk,30,True,False,13.100999999999999,"LINESTRING (80.2123456 9.5040114, 80.2122974 9.5039766, 80.2122378 9.5039728)",,,,,roundabout
412236736,trunk,30,True,False,5.047,"LINESTRING (80.2121547 9.5040709, 80.2121627 9.5041156)",,,,,roundabout
412236740,secondary,70,True,False,24.644,"LINESTRING (80.212545 9.5041136, 80.2123456 9.5040114)",B357,Paranthan-Pooneryn Road,,,
627838327,secondary,70,False,True,37.7,"LINESTRING (80.212545 9.5041136, 80.212873 9.5040121)",B357,Paranthan - Poonakary,,,
412236745,trunk,70,True,False,33.449,"LINESTRING (80.2121627 9.5041156, 80.2120266 9.5043848)",AA032,Navatkuli-Karaitivu-Mannar Road,yes,,
412236736,trunk,30,True,False,13.789,"LINESTRING (80.2121627 9.5041156, 80.2122028 9.5041633, 80.2122633 9.5041803)",,,,,roundabout
412236743,secondary,50,True,False,24.345,"LINESTRING (80.2123275 9.5041574, 80.212545 9.5041136)",,,,,
412236736,trunk,30,True,False,17.668,"LINESTRING (80.2123275 9.5041574, 80.2123668 9.504088, 80.2123456 9.5040114)",,,,,roundabout
412236736,trunk,30,True,False,7.487,"LINESTRING (80.2122633 9.5041803, 80.2123275 9.5041574)",,,,,roundabout
412236737,trunk,70,True,False,34.51,"LINESTRING (80.2120266 9.5043848, 80.2122633 9.5041803)",AA032,Navatkuli-Karaitivu-Mannar Road,yes,,
99282957,trunk,70,False,False,32.772000000000006,"LINESTRING (80.2120266 9.5043848, 80.2119042 9.5045015, 80.2118118 9.5045897)",AA032,Navatkuli-Keraitivu-Mannar Road,yes,2,
351911653,residential,30,False,False,308.71799999999996,"LINESTRING (80.2084858 9.5017338, 80.20851 9.5016669, 80.2090958 9.5012685, 80.2094699 9.5010391, 80.2108041 9.5001845)",,,,,
99282957,trunk,70,False,False,16.555,"LINESTRING (80.2081395 9.5084088, 80.2080338 9.5085151)",AA032,Navatkuli-Keraitivu-Mannar Road,yes,2,
99282957,trunk,70,False,True,585.5980000000001,"LINESTRING (80.2081395 9.5084088, 80.2084115 9.508126, 80.208578 9.5079403, 80.2089307 9.507547, 80.2092402 9.507203, 80.2092988 9.507138, 80.2100906 9.5062579, 80.2107114 9.5056583, 80.2114201 9.5049824, 80.2116193 9.5047826, 80.2118118 9.5045897)",AA032,Navatkuli-Keraitivu-Mannar Road,yes,2,
