osmid,ref,name,highway,maxspeed,oneway,reversed,length,width,geometry
49901314,B334,Oddusudan-Nedunkerni Road,tertiary,50,False,False,370.244,,"LINESTRING (80.6592151 9.0643271, 80.6608733 9.0614279)"
401637257,E281,Rambakulam Road,residential,40,False,True,309.352,4,"LINESTRING (80.6592151 9.0643271, 80.656773 9.06294)"
49900403,B296,Puliyankulam-Mullaittivu,secondary,50,False,False,46.773,,"LINESTRING (80.6608733 9.0614279, 80.6607657 9.0610209)"
49901314,B334,Oddusudan-Nedunkerni Road,tertiary,50,False,True,370.244,,"LINESTRING (80.6608733 9.0614279, 80.6592151 9.0643271)"
49900403,B296,Puliyankulam-Mullaittivu,secondary,50,False,True,462.738,,"LINESTRING (80.6608733 9.0614279, 80.6610037 9.0616896, 80.6616209 9.0636066, 80.6621911 9.0653775)"
49900403,B296,Puliyankulam-Mullaittivu,secondary,50,False,True,119.973,,"LINESTRING (80.6582976 9.0582992, 80.6591754 9.0589416)"
49900403,B296,Puliyankulam-Mullaittivu,secondary,50,False,False,69.911,,"LINESTRING (80.6596796 9.0593255, 80.6591754 9.0589416)"
49900403,B296,Puliyankulam-Mullaittivu,secondary,50,False,True,102.787,,"LINESTRING (80.6596796 9.0593255, 80.6602096 9.0597392, 80.6603667 9.0599444)"
401797096,E269,Nedunkerny north 2nd Lane,residential,30,False,True,85.584,4,"LINESTRING (80.6596796 9.0593255, 80.6598776 9.0590995, 80.6598684 9.0590196, 80.6596953 9.0586686)"
401637257,E281,Rambakulam Road,residential,40,False,False,309.352,4,"LINESTRING (80.656773 9.06294, 80.6592151 9.0643271)"
383573232,E282,Rambakulam Nedunkerny Road,residential,30,False,True,359.87,4,"LINESTRING (80.656773 9.06294, 80.6572249 9.0623125, 80.6573563 9.0622304, 80.6575816 9.0623496, 80.6576567 9.0623151, 80.6578579 9.0621006, 80.6581744 9.0618225, 80.6587966 9.0614251, 80.6588825 9.0613192, 80.6589066 9.061102, 80.6588841 9.0609214)"
49900403,B296,Puliyankulam-Mullaittivu,secondary,50,False,False,102.787,,"LINESTRING (80.6603667 9.0599444, 80.6602096 9.0597392, 80.6596796 9.0593255)"
49900403,B296,Puliyankulam-Mullaittivu,secondary,50,False,True,128.393,,"LINESTRING (80.6603667 9.0599444, 80.6604628 9.0600675, 80.6607657 9.0610209)"
383573232,E282,Rambakulam Nedunkerny Road,residential,30,False,False,70.175,4,"LINESTRING (80.6603667 9.0599444, 80.6598802 9.0602544, 80.6598306 9.0602879)"
383573232,E282,Rambakulam Nedunkerny Road,residential,30,False,False,359.87,4,"LINESTRING (80.6588841 9.0609214, 80.6589066 9.061102, 80.6588825 9.0613192, 80.6587966 9.0614251, 80.6581744 9.0618225, 80.6578579 9.0621006, 80.6576567 9.0623151, 80.6575816 9.0623496, 80.6573563 9.0622304, 80.6572249 9.0623125, 80.656773 9.06294)"
383573232,E282,Rambakulam Nedunkerny Road,residential,30,False,True,127.273,4,"LINESTRING (80.6588841 9.0609214, 80.6589281 9.0608318, 80.6589817 9.0607947, 80.6595503 9.0604769, 80.6598306 9.0602879)"
383573283,E283,Rambakulam Nedunkerny Road 2nd Lane,residential,30,False,True,86.38400000000001,4,"LINESTRING (80.6588841 9.0609214, 80.658794 9.0607126, 80.6587832 9.0602623, 80.6587444 9.0601705)"
49900403,B296,Puliyankulam-Mullaittivu,secondary,50,False,False,119.973,,"LINESTRING (80.6591754 9.0589416, 80.6582976 9.0582992)"
49900403,B296,Puliyankulam-Mullaittivu,secondary,50,False,True,69.911,,"LINESTRING (80.6591754 9.0589416, 80.6596796 9.0593255)"
383573283,E283,Rambakulam Nedunkerny Road 2nd Lane,residential,30,False,False,164.873,4,"LINESTRING (80.6591754 9.0589416, 80.6589844 9.0591764, 80.6586142 9.0596611, 80.6585606 9.0597617, 80.6585552 9.0598597, 80.6587444 9.0601705)"
49900403,B296,Puliyankulam-Mullaittivu,secondary,50,False,True,46.773,,"LINESTRING (80.6607657 9.0610209, 80.6608733 9.0614279)"
389629669,,,residential,30,False,True,88.834,,"LINESTRING (80.6607657 9.0610209, 80.6615379 9.0607827)"
49900403,B296,Puliyankulam-Mullaittivu,secondary,50,False,False,128.393,,"LINESTRING (80.6607657 9.0610209, 80.6604628 9.0600675, 80.6603667 9.0599444)"
389629669,,,residential,30,False,False,88.834,,"LINESTRING (80.6615379 9.0607827, 80.6607657 9.0610209)"
389629669,,,residential,30,False,True,431.3260000000001,,"LINESTRING (80.6615379 9.0607827, 80.6616372 9.0607284, 80.6613367 9.0597271, 80.6617739 9.0595973, 80.6618704 9.0595485, 80.6617659 9.0590491, 80.661696 9.0588625, 80.6616075 9.0588121, 80.6614011 9.0588107, 80.6613339 9.0587565, 80.6613017 9.0581473, 80.6612402 9.0580717, 80.6608923 9.0581736)"
389630237,,,residential,30,False,True,438.60200000000003,,"LINESTRING (80.6615379 9.0607827, 80.6617819 9.0609271, 80.6619321 9.0609732, 80.6621037 9.0609573, 80.6622056 9.060915, 80.6626402 9.060551, 80.6630318 9.0603587, 80.663241 9.0603163, 80.6634073 9.0603111, 80.6639437 9.0599206, 80.6648288 9.0594264, 80.665004 9.0593326)"
389630237,,,residential,30,False,False,438.602,,"LINESTRING (80.665004 9.0593326, 80.6648288 9.0594264, 80.6639437 9.0599206, 80.6634073 9.0603111, 80.663241 9.0603163, 80.6630318 9.0603587, 80.6626402 9.060551, 80.6622056 9.060915, 80.6621037 9.0609573, 80.6619321 9.0609732, 80.6617819 9.0609271, 80.6615379 9.0607827)"
49900403,B296,Puliyankulam-Mullaittivu,secondary,50,False,True,107.456,,"LINESTRING (80.6621911 9.0653775, 80.6624956 9.0662959)"
49900403,B296,Puliyankulam-Mullaittivu,secondary,50,False,False,462.738,,"LINESTRING (80.6621911 9.0653775, 80.6616209 9.0636066, 80.6610037 9.0616896, 80.6608733 9.0614279)"
392457014,,,residential,30,False,False,243.16400000000002,,"LINESTRING (80.664542 9.0654617, 80.6641101 9.0656602, 80.6624956 9.0662959)"
49900403,B296,Puliyankulam-Mullaittivu,secondary,50,False,False,107.456,,"LINESTRING (80.6624956 9.0662959, 80.6621911 9.0653775)"
392457014,,,residential,30,False,True,243.16400000000002,,"LINESTRING (80.6624956 9.0662959, 80.6641101 9.0656602, 80.664542 9.0654617)"
383573283,E283,Rambakulam Nedunkerny Road 2nd Lane,residential,30,False,False,86.384,4,"LINESTRING (80.6587444 9.0601705, 80.6587832 9.0602623, 80.658794 9.0607126, 80.6588841 9.0609214)"
383573283,E283,Rambakulam Nedunkerny Road 2nd Lane,residential,30,False,True,164.87300000000002,4,"LINESTRING (80.6587444 9.0601705, 80.6585552 9.0598597, 80.6585606 9.0597617, 80.6586142 9.0596611, 80.6589844 9.0591764, 80.6591754 9.0589416)"
401636304,E284,Rambakulam Nedunkerny Road1st Lane,residential,30,False,False,121.27599999999998,4,"LINESTRING (80.6587444 9.0601705, 80.6589389 9.0601909, 80.65914 9.0601644, 80.6594404 9.0601803, 80.6598306 9.0602879)"
383573232,E282,Rambakulam Nedunkerny Road,residential,30,False,False,127.273,4,"LINESTRING (80.6598306 9.0602879, 80.6595503 9.0604769, 80.6589817 9.0607947, 80.6589281 9.0608318, 80.6588841 9.0609214)"
383573232,E282,Rambakulam Nedunkerny Road,residential,30,False,True,70.175,4,"LINESTRING (80.6598306 9.0602879, 80.6598802 9.0602544, 80.6603667 9.0599444)"
401636304,E284,Rambakulam Nedunkerny Road1st Lane,residential,30,False,True,121.27600000000001,4,"LINESTRING (80.6598306 9.0602879, 80.6594404 9.0601803, 80.65914 9.0601644, 80.6589389 9.0601909, 80.6587444 9.0601705)"
389629669,,,residential,30,False,False,431.32599999999996,,"LINESTRING (80.6608923 9.0581736, 80.6612402 9.0580717, 80.6613017 9.0581473, 80.6613339 9.0587565, 80.6614011 9.0588107, 80.6616075 9.0588121, 80.661696 9.0588625, 80.6617659 9.0590491, 80.6618704 9.0595485, 80.6617739 9.0595973, 80.6613367 9.0597271, 80.6616372 9.0607284, 80.6615379 9.0607827)"
401797662,E270,Nedunkerny north 2nd Lane Cross Road,residential,30,False,True,142.879,4,"LINESTRING (80.6608923 9.0581736, 80.6601628 9.058426, 80.6597569 9.0586333, 80.6596953 9.0586686)"
401797096,E269,Nedunkerny north 2nd Lane,residential,30,False,False,85.584,4,"LINESTRING (80.6596953 9.0586686, 80.6598684 9.0590196, 80.6598776 9.0590995, 80.6596796 9.0593255)"
401797662,E270,Nedunkerny north 2nd Lane Cross Road,residential,30,False,False,142.87900000000002,4,"LINESTRING (80.6596953 9.0586686, 80.6597569 9.0586333, 80.6601628 9.058426, 80.6608923 9.0581736)"
