osmid,oneway,ref,name,highway,maxspeed,reversed,length,bridge,geometry
"[228885207, 228885196, 228885191]",True,B111,Minuwangoda-Ekala Road,secondary,50,False,114.55600000000001,yes,"LINESTRING (79.9235773 7.1232317, 79.9236883 7.1233431, 79.9239954 7.1235646, 79.9244033 7.1237743, 79.9244415 7.1237899)"
423600006,False,B111,Minuwangoda-Ekala Road,secondary,50,True,301.058,,"LINESTRING (79.9235773 7.1232317, 79.9232018 7.1229828, 79.9227136 7.1226049, 79.921976 7.1220087, 79.9217686 7.1218273, 79.9215879 7.1216318, 79.9214691 7.1215216)"
50283186,False,B400,Kotugoda-Udugampola Road,primary,50,True,29.296999999999997,,"LINESTRING (79.9245286 7.123496, 79.9245443 7.1233599, 79.9245794 7.1232383)"
"[228885192, 228885193, 228885195]",True,B111,Minuwangoda-Ekala Road,secondary,50,False,109.406,yes,"LINESTRING (79.9245286 7.123496, 79.924395 7.1234745, 79.9240486 7.123406, 79.9239674 7.1233783, 79.9235773 7.1232317)"
228885194,False,B111,Minuwangoda-Ekala Road,primary,50,False,25.975,,"LINESTRING (79.9245286 7.123496, 79.9245429 7.1235526, 79.9245473 7.1235972, 79.9245884 7.1237211)"
50283186,False,B400,Kotugoda-Udugampola Road,primary,50,False,49.703,,"LINESTRING (79.927955 7.1203078, 79.9275447 7.1204923)"
50283186,False,B400,Kotugoda-Udugampola Road,primary,50,True,28.983000000000004,,"LINESTRING (79.927955 7.1203078, 79.9281066 7.1202583, 79.9282087 7.1202442)"
356600022,False,,Dammawasi Nahimi Pedesa,residential,30,False,149.09799999999998,,"LINESTRING (79.927955 7.1203078, 79.9280819 7.1208454, 79.9281298 7.1210038, 79.9281394 7.1211409, 79.9280859 7.1212722, 79.9280859 7.1214771, 79.9279893 7.1215783)"
50283186,False,B400,Kotugoda-Udugampola Road,primary,50,False,167.03,,"LINESTRING (79.925245 7.1206301, 79.9251308 7.1207207, 79.9250624 7.1208119, 79.9250217 7.1208768, 79.9249792 7.1209477, 79.9249528 7.1210293, 79.9249269 7.1211301, 79.9249041 7.1212697, 79.9248987 7.121637, 79.9248961 7.1217514, 79.9248541 7.1220197)"
50283186,False,B400,Kotugoda-Udugampola Road,primary,50,True,232.53,,"LINESTRING (79.925245 7.1206301, 79.9253255 7.1206084, 79.9254164 7.120607, 79.9255076 7.1206203, 79.9255614 7.1206409, 79.9256418 7.1206882, 79.9259009 7.1208459, 79.9260922 7.1209393, 79.9261996 7.1209636, 79.9262727 7.1209599, 79.9264673 7.120913, 79.9268783 7.1207735, 79.9272046 7.1206356)"
50283186,False,B400,Kotugoda-Udugampola Road,primary,50,False,89.706,,"LINESTRING (79.9247673 7.1224534, 79.9247228 7.1226394, 79.9245794 7.1232383)"
50283186,False,B400,Kotugoda-Udugampola Road,primary,50,True,49.168000000000006,,"LINESTRING (79.9247673 7.1224534, 79.9248286 7.1221433, 79.9248541 7.1220197)"
432860844,False,,,residential,,False,160.409,,"LINESTRING (79.9247673 7.1224534, 79.924996 7.1224459, 79.9252132 7.1224273, 79.9258248 7.1224752, 79.925983 7.1224619, 79.9262177 7.1224606)"
50283186,False,B400,Kotugoda-Udugampola Road,primary,50,False,29.296999999999997,,"LINESTRING (79.9245794 7.1232383, 79.9245443 7.1233599, 79.9245286 7.123496)"
50283186,False,B400,Kotugoda-Udugampola Road,primary,50,True,89.706,,"LINESTRING (79.9245794 7.1232383, 79.9247228 7.1226394, 79.9247673 7.1224534)"
112454985,False,,Old Road,tertiary,40,False,228.39100000000002,,"LINESTRING (79.9245794 7.1232383, 79.9248316 7.1231466, 79.9250636 7.1230934, 79.9253016 7.1230834, 79.925676 7.1231313, 79.9266201 7.1230515)"
228885181,False,B400,Kotugoda-Seeduwa Road,secondary,50,True,2.158,,"LINESTRING (79.9209468 7.12169, 79.9209288 7.1216976)"
50287363,True,B400,Kotugoda-Seeduwa Road,secondary,50,False,60.595,,"LINESTRING (79.9209468 7.12169, 79.9210758 7.1216488, 79.9214691 7.1215216)"
423600006,False,B111,Minuwangoda-Ekala Road,secondary,50,True,20.993,,"LINESTRING (79.9214691 7.1215216, 79.9213457 7.1213779)"
423600006,False,B111,Minuwangoda-Ekala Road,secondary,50,False,301.058,,"LINESTRING (79.9214691 7.1215216, 79.9215879 7.1216318, 79.9217686 7.1218273, 79.921976 7.1220087, 79.9227136 7.1226049, 79.9232018 7.1229828, 79.9235773 7.1232317)"
423600006,False,B111,Minuwangoda-Ekala Road,secondary,50,False,20.993,,"LINESTRING (79.9213457 7.1213779, 79.9214691 7.1215216)"
423600006,False,B111,Minuwangoda-Ekala Road,secondary,50,True,43.165,,"LINESTRING (79.9213457 7.1213779, 79.9210878 7.121086)"
50287368,True,B400,Kotugoda-Seeduwa Road,secondary,50,False,56.099000000000004,,"LINESTRING (79.9213457 7.1213779, 79.9212854 7.1214351, 79.9209468 7.12169)"
356600014,False,,,residential,30,False,72.066,,"LINESTRING (79.9289536 7.1228332, 79.9289528 7.1234813)"
112454985,False,,Old Road,tertiary,40,True,185.346,,"LINESTRING (79.9289536 7.1228332, 79.9278898 7.1229328, 79.9272812 7.1229897)"
112454985,False,,Old Road,tertiary,40,False,73.266,,"LINESTRING (79.9266201 7.1230515, 79.9269356 7.123022, 79.9272812 7.1229897)"
112454985,False,,Old Road,tertiary,40,True,228.391,,"LINESTRING (79.9266201 7.1230515, 79.925676 7.1231313, 79.9253016 7.1230834, 79.9250636 7.1230934, 79.9248316 7.1231466, 79.9245794 7.1232383)"
432860847,False,,,residential,,False,61.724999999999994,,"LINESTRING (79.9266201 7.1230515, 79.9266147 7.1229024, 79.926612 7.1224965)"
228885194,False,B111,Minuwangoda-Ekala Road,primary,50,False,16.744999999999997,,"LINESTRING (79.9245884 7.1237211, 79.9246125 7.1238028, 79.9246293 7.1238661)"
228885194,False,B111,Minuwangoda-Ekala Road,primary,50,True,25.974999999999998,,"LINESTRING (79.9245884 7.1237211, 79.9245473 7.1235972, 79.9245429 7.1235526, 79.9245286 7.123496)"
228885194,False,B111,Minuwangoda-Ekala Road,primary,50,False,54.449,,"LINESTRING (79.924673 7.1240877, 79.9247937 7.1245625)"
228885194,False,B111,Minuwangoda-Ekala Road,primary,50,True,25.108,,"LINESTRING (79.924673 7.1240877, 79.9246293 7.1238661)"
356600014,False,,,residential,30,True,40.92,,"LINESTRING (79.9289515 7.1238493, 79.9289526 7.1236677, 79.9289528 7.1234813)"
356600023,False,,,residential,30,False,47.412000000000006,,"LINESTRING (79.9289515 7.1238493, 79.9287739 7.1239532, 79.92859 7.1240793)"
356600027,False,,,residential,30,True,38.62,,"LINESTRING (79.9278585 7.1246694, 79.9275277 7.1247829)"
356600027,False,,,residential,30,False,104.4,,"LINESTRING (79.9278585 7.1246694, 79.9280794 7.1245372, 79.92859 7.1240793)"
422888854,False,,,residential,30,False,135.752,,"LINESTRING (79.9278585 7.1246694, 79.9279451 7.124806, 79.9280189 7.124987, 79.9280926 7.1250762, 79.9284673 7.1250101, 79.9285478 7.1251857, 79.9285505 7.125364)"
356600027,False,,,residential,30,False,38.62,,"LINESTRING (79.9275277 7.1247829, 79.9278585 7.1246694)"
356600023,False,,,residential,30,True,177.67399999999998,,"LINESTRING (79.9275277 7.1247829, 79.9274227 7.1244174, 79.9282333 7.1241169, 79.9284216 7.124073, 79.92859 7.1240793)"
