osmid,highway,maxspeed,oneway,reversed,length,lanes,ref,name,geometry,junction,width
205173069,residential,30,False,True,32.614,,,,"LINESTRING (80.3999213 6.6831705, 80.3997527 6.6834113)",,
548720395,trunk,,True,False,161.57999999999998,2,AA004,Colombo - Ratnapura Road,"LINESTRING (80.3999213 6.6831705, 80.4001733 6.6830736, 80.4004589 6.6828404, 80.4009636 6.6821946)",,
543880079,tertiary,,False,False,137.798,2,,Bus Station Approach Road,"LINESTRING (80.4009636 6.6821946, 80.4011311 6.6823057, 80.4015568 6.6825938, 80.4018218 6.6827734, 80.402009 6.6828687)",,
909104642,trunk,,True,False,39.726,2,AA004,Main Street,"LINESTRING (80.4009636 6.6821946, 80.4010078 6.682145, 80.4011787 6.6819086)",,
544804535,trunk,,False,False,24.755,2,,Senanayake Mawatha,"LINESTRING (80.4040309 6.6783546, 80.4041919 6.6785095)",,
160327601,tertiary,30,False,False,153.62,2,,Demuwawatha Road,"LINESTRING (80.4040309 6.6783546, 80.4043948 6.6779335, 80.404834 6.6774329, 80.4049106 6.6772892)",,
548724502,trunk,,False,False,167.447,2,,Council Avenue,"LINESTRING (80.4040309 6.6783546, 80.4039604 6.6783359, 80.4035788 6.6783864, 80.4030373 6.678513, 80.4027911 6.6786217, 80.4025924 6.6787416)",,
516355357,residential,30,False,True,42.321,,,,"LINESTRING (80.4046506 6.678951, 80.4042775 6.6790378)",,
544804535,trunk,,False,False,53.249,2,,Senanayake Mawatha,"LINESTRING (80.4046506 6.678951, 80.4049968 6.6792843)",,
544804535,trunk,,False,True,12.805,2,,Senanayake Mawatha,"LINESTRING (80.4046506 6.678951, 80.4045673 6.6788709)",,
543880079,tertiary,,False,True,137.798,2,,Bus Station Approach Road,"LINESTRING (80.402009 6.6828687, 80.4018218 6.6827734, 80.4015568 6.6825938, 80.4011311 6.6823057, 80.4009636 6.6821946)",,
547964110,tertiary,,False,False,90.38599999999998,2,,Inner Circular Road,"LINESTRING (80.402009 6.6828687, 80.4021216 6.6827532, 80.4023945 6.6825699, 80.4026631 6.6825159, 80.4027093 6.68249)",,
547964110,tertiary,,False,True,161.80200000000002,2,,Inner Circular Road,"LINESTRING (80.402009 6.6828687, 80.4019871 6.683059, 80.4019323 6.6832646, 80.401727 6.6836794, 80.4016598 6.683885, 80.4016774 6.6839993, 80.4017925 6.6841575, 80.4017978 6.684219)",,
197753783,residential,30,False,True,50.269999999999996,,,,"LINESTRING (80.4025924 6.6787416, 80.4025123 6.6786277, 80.4022644 6.6784342)",,
548724502,trunk,,False,False,99.63,2,,Council Avenue,"LINESTRING (80.4025924 6.6787416, 80.4023714 6.6789715, 80.4020387 6.6794459)",,
548724502,trunk,,False,True,167.447,2,,Council Avenue,"LINESTRING (80.4025924 6.6787416, 80.4027911 6.6786217, 80.4030373 6.678513, 80.4035788 6.6783864, 80.4039604 6.6783359, 80.4040309 6.6783546)",,
547964110,tertiary,,False,False,6.304,2,,Inner Circular Road,"LINESTRING (80.4017931 6.6842755, 80.4017978 6.684219)",,
547964110,tertiary,,False,True,81.872,2,,Inner Circular Road,"LINESTRING (80.4017931 6.6842755, 80.4017553 6.6843209, 80.4011529 6.6846385)",,
160309118,residential,30,False,False,282.91100000000006,,,Cathdral Road,"LINESTRING (80.4037286 6.6808229, 80.4039111 6.6806091, 80.404416 6.6803034, 80.4047684 6.6800144, 80.4048723 6.6800207, 80.4050852 6.6801083, 80.4052502 6.6802188, 80.4053058 6.6802102, 80.405342 6.679975, 80.4053229 6.6796954, 80.405369 6.6795858)",,
197753780,residential,30,False,True,8.354,,,,"LINESTRING (80.4022644 6.6784342, 80.4022005 6.678394)",,
197753783,residential,30,False,False,50.269999999999996,,,,"LINESTRING (80.4022644 6.6784342, 80.4025123 6.6786277, 80.4025924 6.6787416)",,
197753783,residential,30,False,True,74.57000000000001,,,,"LINESTRING (80.4022644 6.6784342, 80.4023936 6.6780757, 80.4025237 6.6778532, 80.4025103 6.6778235)",,
197753783,residential,30,False,False,74.57000000000001,,,,"LINESTRING (80.4025103 6.6778235, 80.4025237 6.6778532, 80.4023936 6.6780757, 80.4022644 6.6784342)",,
160327598,residential,30,False,False,160.705,,,Riverside Road,"LINESTRING (80.4049106 6.6772892, 80.4052582 6.6774136, 80.4062484 6.6778557)",,
160327598,residential,30,False,True,366.591,,,Riverside Road,"LINESTRING (80.4049106 6.6772892, 80.4042886 6.6771093, 80.4041116 6.67709, 80.4030586 6.6773442, 80.4027604 6.6775175, 80.4025419 6.6777358, 80.4022971 6.6780836, 80.4022005 6.678394)",,
160327601,tertiary,30,False,True,153.62,2,,Demuwawatha Road,"LINESTRING (80.4049106 6.6772892, 80.404834 6.6774329, 80.4043948 6.6779335, 80.4040309 6.6783546)",,
197753782,residential,30,False,True,76.201,,,,"LINESTRING (80.4049106 6.6772892, 80.405064 6.6768207, 80.4051 6.6766314)",,
909104642,trunk,,True,False,200.02,2,AA004,Main Street,"LINESTRING (80.4011787 6.6819086, 80.4012434 6.6818241, 80.401827 6.6810255, 80.4021014 6.6806843, 80.4022482 6.680458)",,
197753782,residential,30,False,False,76.201,,,,"LINESTRING (80.4051 6.6766314, 80.405064 6.6768207, 80.4049106 6.6772892)",,
197753780,residential,30,False,False,8.354,,,,"LINESTRING (80.4022005 6.678394, 80.4022644 6.6784342)",,
160327598,residential,30,False,False,366.591,,,Riverside Road,"LINESTRING (80.4022005 6.678394, 80.4022971 6.6780836, 80.4025419 6.6777358, 80.4027604 6.6775175, 80.4030586 6.6773442, 80.4041116 6.67709, 80.4042886 6.6771093, 80.4049106 6.6772892)",,
160327598,residential,30,False,True,127.29099999999998,,,Riverside Road,"LINESTRING (80.4022005 6.678394, 80.4021348 6.6786611, 80.4019229 6.6791706, 80.4019268 6.6793245, 80.4019688 6.6793699, 80.4020387 6.6794459)",,
205168034,trunk,50,True,False,49.903,,,,"LINESTRING (80.402263 6.6801506, 80.4021616 6.6800744, 80.4019084 6.6798725)",,
205168040,trunk,50,True,False,25.068999999999996,,,,"LINESTRING (80.402263 6.6801506, 80.4022352 6.6801448, 80.402207 6.6801482, 80.4021814 6.6801603, 80.402161 6.6801799, 80.402148 6.6802049, 80.4021436 6.6802327, 80.4021484 6.6802605, 80.4021619 6.6802853)",roundabout,
205168040,trunk,50,True,False,11.213000000000001,,,,"LINESTRING (80.4021619 6.6802853, 80.4021802 6.6803028, 80.4022027 6.6803144, 80.4022277 6.6803191, 80.4022529 6.6803166)",roundabout,
