osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge
52323631,2,B231,Kolonnawa-Angoda Road,secondary,50,False,False,282.51,"LINESTRING (79.908191 6.9282945, 79.9080803 6.928298, 79.9079687 6.9283188, 79.9078614 6.9283679, 79.9077412 6.9284229, 79.9074993 6.9286501, 79.9072607 6.9288871, 79.9070433 6.9290628, 79.9068581 6.9292237, 79.9066577 6.9293667, 79.9064664 6.9294527, 79.9060669 6.9296126)",,
52323631,2,B231,Kolonnawa-Angoda Road,secondary,50,False,True,94.204,"LINESTRING (79.908191 6.9282945, 79.9086263 6.9284436, 79.9087385 6.9284614, 79.9088534 6.9284644, 79.9089328 6.9284541, 79.9090152 6.9284364)",,
437058286,,,,residential,,False,False,26.788,"LINESTRING (79.908191 6.9282945, 79.9082515 6.9281408, 79.9082777 6.9280695)",,
52323631,2,B231,Kolonnawa-Angoda Road,secondary,50,False,False,12.189,"LINESTRING (79.9060669 6.9296126, 79.9059596 6.9296385)",,
52323631,2,B231,Kolonnawa-Angoda Road,secondary,50,False,True,282.51,"LINESTRING (79.9060669 6.9296126, 79.9064664 6.9294527, 79.9066577 6.9293667, 79.9068581 6.9292237, 79.9070433 6.9290628, 79.9072607 6.9288871, 79.9074993 6.9286501, 79.9077412 6.9284229, 79.9078614 6.9283679, 79.9079687 6.9283188, 79.9080803 6.928298, 79.908191 6.9282945)",,
"[518507739, 201363727]",,,Bogaha Handiya Road,tertiary,30,False,True,107.911,"LINESTRING (79.9060669 6.9296126, 79.9060855 6.9293976, 79.9061041 6.9292549, 79.9061295 6.9290302, 79.9060579 6.9287425, 79.9060902 6.9286602)",,
52323631,2,B231,Kolonnawa-Angoda Road,secondary,50,False,True,4.392,"LINESTRING (79.9037071 6.9293004, 79.9037457 6.92931)",,
508748851,,,Megoda Kolonnawa Road,unclassified,30,False,True,20.746,"LINESTRING (79.9037071 6.9293004, 79.9036671 6.9294827)",6,
52323631,2,B231,Kolonnawa-Angoda Road,secondary,50,False,False,111.64999999999999,"LINESTRING (79.9037071 6.9293004, 79.90346 6.929218, 79.9027834 6.9288949)",,
508748851,,,Megoda Kolonnawa Road,unclassified,30,False,False,20.746,"LINESTRING (79.9036671 6.9294827, 79.9037071 6.9293004)",6,
309560911,,,,living_street,,False,True,80.726,"LINESTRING (79.9036671 6.9294827, 79.9036819 6.9296026, 79.9036682 6.9300228, 79.9036903 6.9300891, 79.9037638 6.9301779)",,
508748851,,,Megoda Kolonnawa Road,unclassified,30,False,True,45.066,"LINESTRING (79.9036671 6.9294827, 79.9035908 6.9295126, 79.903518 6.9295087, 79.903286 6.9294077)",6,
52323631,2,B231,Kolonnawa-Angoda Road,secondary,50,False,True,12.189,"LINESTRING (79.9059596 6.9296385, 79.9060669 6.9296126)",,
52323631,2,B231,Kolonnawa-Angoda Road,secondary,50,False,False,151.279,"LINESTRING (79.9059596 6.9296385, 79.9057194 6.9296343, 79.9048787 6.929408, 79.9046201 6.9293905)",,
518509112,,,Mahabuthgamuwa Road,residential,30,False,True,49.003,"LINESTRING (79.9059596 6.9296385, 79.9059132 6.9299152, 79.9058928 6.9300741)",,
199684846,,,Mahabuthgamuwa Road,residential,30,False,False,43.996,"LINESTRING (79.9063698 6.9311011, 79.9059715 6.9310864)",,
199684846,,,Mahabuthgamuwa Road,residential,30,False,True,15.495,"LINESTRING (79.9063698 6.9311011, 79.9064435 6.9312197)",,
309560909,,,,living_street,,False,True,46.363,"LINESTRING (79.9063698 6.9311011, 79.9064985 6.9307042)",,
199684846,,,Mahabuthgamuwa Road,residential,30,False,True,8.439,"LINESTRING (79.9059127 6.9310379, 79.9059715 6.9310864)",,
