osmid,ref,highway,maxspeed,oneway,reversed,length,name,geometry,bridge,lanes
534674875,,residential,30,False,False,56.901,,"LINESTRING (79.9855645 6.4741314, 79.9857561 6.4741312, 79.9859728 6.4741402, 79.9860778 6.474158)",,
534674875,,residential,30,False,True,40.278,,"LINESTRING (79.9855645 6.4741314, 79.9854817 6.4741809, 79.9853431 6.4743135, 79.9852958 6.474372)",,
147445575,,residential,30,False,True,287.263,,"LINESTRING (79.9848315 6.4753213, 79.9851623 6.4753907, 79.9854033 6.475472, 79.9856119 6.4755867, 79.985725 6.4756622, 79.9857619 6.4756869, 79.9858573 6.4757573, 79.9859749 6.4758522, 79.9861215 6.4759318, 79.9863114 6.4759894, 79.9866271 6.4760331, 79.9868342 6.4760814, 79.9872041 6.4762808)",,
534674875,,residential,30,False,False,73.202,,"LINESTRING (79.9848315 6.4753213, 79.9849407 6.4750562, 79.9850872 6.474714)",,
534674875,,residential,30,False,True,100.91,,"LINESTRING (79.9848315 6.4753213, 79.9847496 6.4753741, 79.9845157 6.4755002, 79.9844066 6.4755998, 79.9842944 6.4757618, 79.9841752 6.4759257)",,
534674875,,residential,30,False,False,100.91000000000001,,"LINESTRING (79.9841752 6.4759257, 79.9842944 6.4757618, 79.9844066 6.4755998, 79.9845157 6.4755002, 79.9847496 6.4753741, 79.9848315 6.4753213)",,
553574618,,tertiary,40,False,False,124.59100000000001,China Fort Road,"LINESTRING (79.9841752 6.4759257, 79.9845538 6.4761117, 79.9846519 6.4761527, 79.9846984 6.4761721, 79.9848446 6.4762332, 79.9850084 6.4763016, 79.9850929 6.4763649, 79.9851405 6.4764109, 79.9851633 6.4764435)",,
553574618,,tertiary,40,False,True,26.182,China Fort Road,"LINESTRING (79.9841752 6.4759257, 79.9840653 6.4759541, 79.9839472 6.4759897)",,
147445574,,residential,30,False,False,313.95300000000003,Perera Road,"LINESTRING (79.9839472 6.4759897, 79.9839737 6.4762076, 79.9840287 6.4763109, 79.9842501 6.476655, 79.984286 6.4767121, 79.9844222 6.4769326, 79.9846312 6.4772745, 79.9847995 6.4775504, 79.9849346 6.4777613, 79.9849539 6.4778518, 79.9849464 6.4780872, 79.9849501 6.4783157, 79.9849419 6.478539)",,
553574618,,tertiary,40,False,False,26.182,China Fort Road,"LINESTRING (79.9839472 6.4759897, 79.9840653 6.4759541, 79.9841752 6.4759257)",,
553574618,,tertiary,40,False,True,93.69200000000001,China Fort Road,"LINESTRING (79.9839472 6.4759897, 79.9837644 6.4760438, 79.983733 6.4760483, 79.9831273 6.4762036)",,
98399581,AA002,trunk,60,False,False,43.885,,"LINESTRING (79.9831273 6.4762036, 79.9832502 6.4758283)",,
98399581,AA002,trunk,60,False,True,62.961,,"LINESTRING (79.9831273 6.4762036, 79.9829475 6.4767409)",,
553574618,,tertiary,40,False,False,93.692,China Fort Road,"LINESTRING (79.9831273 6.4762036, 79.983733 6.4760483, 79.9837644 6.4760438, 79.9839472 6.4759897)",,
171747088,,residential,30,False,False,323.268,Nowfel Jabir Mawatha,"LINESTRING (79.9851633 6.4764435, 79.9851316 6.4765424, 79.9851446 6.476704, 79.9851864 6.4768835, 79.9852212 6.4770932, 79.9852303 6.4771458, 79.9852203 6.4771817, 79.9851814 6.4772604, 79.9851894 6.4773889, 79.9855421 6.4779413, 79.9856052 6.4781212, 79.9856213 6.4783091, 79.9856045 6.4786842, 79.9857067 6.4792031)",,
553574618,,tertiary,40,False,False,184.58399999999997,China Fort Road,"LINESTRING (79.9851633 6.4764435, 79.9852981 6.4766088, 79.9853826 6.4766794, 79.9857178 6.4768313, 79.9857956 6.4769006, 79.9859727 6.4770978, 79.986045 6.4771565, 79.9861524 6.4771911, 79.9862678 6.4771988, 79.9865292 6.4773124)",,
553574618,,tertiary,40,False,True,124.591,China Fort Road,"LINESTRING (79.9851633 6.4764435, 79.9851405 6.4764109, 79.9850929 6.4763649, 79.9850084 6.4763016, 79.9848446 6.4762332, 79.9846984 6.4761721, 79.9846519 6.4761527, 79.9845538 6.4761117, 79.9841752 6.4759257)",,
553574618,,tertiary,40,False,False,11.682,China Fort Road,"LINESTRING (79.9865292 6.4773124, 79.9866305 6.4773425)",,
553574618,,tertiary,40,False,True,184.584,China Fort Road,"LINESTRING (79.9865292 6.4773124, 79.9862678 6.4771988, 79.9861524 6.4771911, 79.986045 6.4771565, 79.9859727 6.4770978, 79.9857956 6.4769006, 79.9857178 6.4768313, 79.9853826 6.4766794, 79.9852981 6.4766088, 79.9851633 6.4764435)",,
609012712,,residential,,False,True,120.379,,"LINESTRING (79.9865292 6.4773124, 79.9865155 6.4773383, 79.9864646 6.4777529, 79.9864477 6.477868, 79.9864224 6.477951, 79.9863756 6.4780351, 79.9862099 6.4783286)",,
553574618,,tertiary,40,False,True,26.649,China Fort Road,"LINESTRING (79.9870636 6.4773089, 79.9868281 6.4773607)",,
147445583,,residential,30,False,False,154.05900000000003,,"LINESTRING (79.9870636 6.4773089, 79.9871791 6.4775584, 79.9872238 6.4776822, 79.987248 6.4778052, 79.9872509 6.4778858, 79.9872618 6.4779639, 79.987293 6.4779938, 79.9873708 6.4780053, 79.9874815 6.4780236, 79.9875798 6.4780552, 79.9876381 6.4780845, 79.9876987 6.4781262, 79.9877624 6.4781745, 79.9878235 6.4782306, 79.9878686 6.4782685)",,
553574618,,tertiary,40,False,False,26.649,China Fort Road,"LINESTRING (79.9868281 6.4773607, 79.9870636 6.4773089)",,
553574618,,tertiary,40,False,True,21.925,China Fort Road,"LINESTRING (79.9868281 6.4773607, 79.9866305 6.4773425)",,
171747090,,residential,30,False,True,239.85199999999998,,"LINESTRING (79.9868281 6.4773607, 79.986816 6.4774323, 79.9868101 6.4775513, 79.9868527 6.4776672, 79.9868744 6.4778114, 79.9868835 6.4779601, 79.9868761 6.4780379, 79.9868493 6.4781077, 79.9868211 6.4781794, 79.9867902 6.4782524, 79.9867689 6.4783137, 79.9867072 6.4784438, 79.986555 6.4787304, 79.9864624 6.4788923, 79.9864053 6.4789838, 79.986348 6.479054, 79.986313 6.4791066, 79.9862806 6.4791593, 79.9862386 6.4791863, 79.9861873 6.4792108, 79.9860967 6.4792112)",,
"[147445593, 147445587, 147445572]",,tertiary,40,False,False,612.699,Maradana Road,"LINESTRING (79.9827081 6.4768196, 79.9826631 6.4766897, 79.9825864 6.4764847, 79.982461 6.4761012, 79.9822821 6.4755689, 79.982112 6.4750516, 79.9819903 6.4747544, 79.9819165 6.4745984, 79.9818536 6.4744656, 79.9817284 6.4742339, 79.9815996 6.47404, 79.9814311 6.4737907, 79.9812505 6.4735631, 79.9809551 6.4732689, 79.980838 6.473094, 79.9806811 6.4729384, 79.9805495 6.472789, 79.9803649 6.4727078, 79.9801444 6.4725654, 79.9800676 6.4724501, 79.9800053 6.4722327, 79.9799855 6.4721875)",yes,
147445572,,tertiary,40,False,True,56.485,Maradana Road,"LINESTRING (79.9827081 6.4768196, 79.9827644 6.476973, 79.9828692 6.4773016)",,
171745040,,trunk_link,60,False,True,28.116,,"LINESTRING (79.9827081 6.4768196, 79.9827862 6.476805, 79.9828632 6.4767857, 79.9829475 6.4767409)",,
147445574,,residential,30,False,True,89.578,Perera Road,"LINESTRING (79.9851623 6.4800797, 79.9851094 6.4796383, 79.9850229 6.4792876)",,
1198398317,,residential,,False,False,38.109,,"LINESTRING (79.9851623 6.4800797, 79.9852464 6.4800715, 79.9854049 6.4800733, 79.9855066 6.4800799)",,
171747088,,residential,30,False,True,323.26800000000003,Nowfel Jabir Mawatha,"LINESTRING (79.9857067 6.4792031, 79.9856045 6.4786842, 79.9856213 6.4783091, 79.9856052 6.4781212, 79.9855421 6.4779413, 79.9851894 6.4773889, 79.9851814 6.4772604, 79.9852203 6.4771817, 79.9852303 6.4771458, 79.9852212 6.4770932, 79.9851864 6.4768835, 79.9851446 6.476704, 79.9851316 6.4765424, 79.9851633 6.4764435)",,
171747090,,residential,30,False,False,43.204,,"LINESTRING (79.9857067 6.4792031, 79.9857493 6.4792098, 79.9857849 6.4792125, 79.9858251 6.4792165, 79.9858828 6.4792165, 79.9859834 6.4792105, 79.9860518 6.4792099, 79.9860967 6.4792112)",,
171747090,,residential,30,False,True,76.374,,"LINESTRING (79.9857067 6.4792031, 79.9856646 6.4792024, 79.9856082 6.4791968, 79.9855529 6.4792029, 79.9854145 6.4792276, 79.9850229 6.4792876)",,
147445574,,residential,30,False,False,89.578,Perera Road,"LINESTRING (79.9850229 6.4792876, 79.9851094 6.4796383, 79.9851623 6.4800797)",,
147445574,,residential,30,False,True,83.727,Perera Road,"LINESTRING (79.9850229 6.4792876, 79.9849882 6.4789234, 79.984956 6.4786507, 79.9849419 6.478539)",,
171747090,,residential,30,False,False,76.37400000000001,,"LINESTRING (79.9850229 6.4792876, 79.9854145 6.4792276, 79.9855529 6.4792029, 79.9856082 6.4791968, 79.9856646 6.4792024, 79.9857067 6.4792031)",,
98399581,AA002,trunk,60,False,False,62.961,,"LINESTRING (79.9829475 6.4767409, 79.9831273 6.4762036)",,
98399581,AA002,trunk,60,False,True,38.997,,"LINESTRING (79.9829475 6.4767409, 79.9829048 6.4769301, 79.9828898 6.4770862)",,
171745040,,trunk_link,60,False,False,28.116,,"LINESTRING (79.9829475 6.4767409, 79.9828632 6.4767857, 79.9827862 6.476805, 79.9827081 6.4768196)",,
147445588,,residential,30,False,True,36.471000000000004,,"LINESTRING (79.9876304 6.4724266, 79.9873153 6.4724078, 79.987303 6.4724153)",,2
177114013,,residential,30,False,True,103.572,,"LINESTRING (79.9876304 6.4724266, 79.9875381 6.4721686, 79.9874598 6.4718635, 79.9874906 6.4715221)",,
147445588,,residential,30,False,False,19.205,,"LINESTRING (79.987164 6.472519, 79.987303 6.4724153)",,2
147445588,,residential,30,False,True,102.311,,"LINESTRING (79.987164 6.472519, 79.9871045 6.4726927, 79.9869885 6.4728347, 79.9866597 6.4730791, 79.9865227 6.4731311)",,2
1096932825,,residential,,False,True,217.168,,"LINESTRING (79.987164 6.472519, 79.9869758 6.4721674, 79.9865064 6.4717596, 79.9862409 6.4716903, 79.9861121 6.4716557, 79.9856239 6.4714424)",,
378231486,,residential,,False,True,39.687,,"LINESTRING (79.9877583 6.4755342, 79.9876849 6.475538, 79.9876247 6.4755769, 79.9875259 6.4757654)",,
147445575,,residential,30,False,False,287.263,,"LINESTRING (79.9872041 6.4762808, 79.9868342 6.4760814, 79.9866271 6.4760331, 79.9863114 6.4759894, 79.9861215 6.4759318, 79.9859749 6.4758522, 79.9858573 6.4757573, 79.9857619 6.4756869, 79.985725 6.4756622, 79.9856119 6.4755867, 79.9854033 6.475472, 79.9851623 6.4753907, 79.9848315 6.4753213)",,
378231486,,residential,,False,False,67.715,,"LINESTRING (79.9872041 6.4762808, 79.9873598 6.4760824, 79.9875259 6.4757654)",,
378231486,,residential,,False,True,136.43099999999998,,"LINESTRING (79.9872041 6.4762808, 79.9870516 6.476433, 79.9868962 6.4766178, 79.9868598 6.4767092, 79.9868089 6.4768421, 79.9866305 6.4773425)",,
553574618,,tertiary,40,False,False,21.925,China Fort Road,"LINESTRING (79.9866305 6.4773425, 79.9868281 6.4773607)",,
553574618,,tertiary,40,False,True,11.682,China Fort Road,"LINESTRING (79.9866305 6.4773425, 79.9865292 6.4773124)",,
378231486,,residential,,False,False,136.43099999999998,,"LINESTRING (79.9866305 6.4773425, 79.9868089 6.4768421, 79.9868598 6.4767092, 79.9868962 6.4766178, 79.9870516 6.476433, 79.9872041 6.4762808)",,
609012712,,residential,,False,False,120.379,,"LINESTRING (79.9862099 6.4783286, 79.9863756 6.4780351, 79.9864224 6.477951, 79.9864477 6.477868, 79.9864646 6.4777529, 79.9865155 6.4773383, 79.9865292 6.4773124)",,
530614127,,residential,,False,True,75.753,,"LINESTRING (79.9844326 6.474574, 79.9845292 6.4745427, 79.9850872 6.474714)",,
530614127,,residential,,False,False,75.753,,"LINESTRING (79.9850872 6.474714, 79.9845292 6.4745427, 79.9844326 6.474574)",,
534674875,,residential,30,False,False,44.804,,"LINESTRING (79.9850872 6.474714, 79.9851542 6.4745575, 79.9852511 6.4744274, 79.9852958 6.474372)",,
534674875,,residential,30,False,True,73.202,,"LINESTRING (79.9850872 6.474714, 79.9849407 6.4750562, 79.9848315 6.4753213)",,
530614128,,residential,,False,True,49.889,,"LINESTRING (79.9844936 6.4785927, 79.9849419 6.478539)",,
530614128,,residential,,False,False,49.889,,"LINESTRING (79.9849419 6.478539, 79.9844936 6.4785927)",,
147445574,,residential,30,False,False,83.727,Perera Road,"LINESTRING (79.9849419 6.478539, 79.984956 6.4786507, 79.9849882 6.4789234, 79.9850229 6.4792876)",,
147445574,,residential,30,False,True,313.95300000000003,Perera Road,"LINESTRING (79.9849419 6.478539, 79.9849501 6.4783157, 79.9849464 6.4780872, 79.9849539 6.4778518, 79.9849346 6.4777613, 79.9847995 6.4775504, 79.9846312 6.4772745, 79.9844222 6.4769326, 79.984286 6.4767121, 79.9842501 6.476655, 79.9840287 6.4763109, 79.9839737 6.4762076, 79.9839472 6.4759897)",,
147445593,,tertiary,40,False,True,81.664,Maradana Road,"LINESTRING (79.9794819 6.4716679, 79.9797186 6.4718378, 79.9798976 6.4720157, 79.9799855 6.4721875)",,
556852606,,residential,,False,True,31.736,,"LINESTRING (79.9831299 6.4724695, 79.9833913 6.4725878)",,
556852607,,residential,,False,True,30.123,,"LINESTRING (79.9833895 6.4723169, 79.9833913 6.4725878)",,
556852606,,residential,,False,False,31.736,,"LINESTRING (79.9833913 6.4725878, 79.9831299 6.4724695)",,
556852607,,residential,,False,False,30.123,,"LINESTRING (79.9833913 6.4725878, 79.9833895 6.4723169)",,
556852608,,residential,,False,True,39.184,,"LINESTRING (79.9833913 6.4725878, 79.9835399 6.4727267, 79.9836298 6.4728468)",,
171747090,,residential,30,False,False,239.852,,"LINESTRING (79.9860967 6.4792112, 79.9861873 6.4792108, 79.9862386 6.4791863, 79.9862806 6.4791593, 79.986313 6.4791066, 79.986348 6.479054, 79.9864053 6.4789838, 79.9864624 6.4788923, 79.986555 6.4787304, 79.9867072 6.4784438, 79.9867689 6.4783137, 79.9867902 6.4782524, 79.9868211 6.4781794, 79.9868493 6.4781077, 79.9868761 6.4780379, 79.9868835 6.4779601, 79.9868744 6.4778114, 79.9868527 6.4776672, 79.9868101 6.4775513, 79.986816 6.4774323, 79.9868281 6.4773607)",,
171747090,,residential,30,False,True,43.204,,"LINESTRING (79.9860967 6.4792112, 79.9860518 6.4792099, 79.9859834 6.4792105, 79.9858828 6.4792165, 79.9858251 6.4792165, 79.9857849 6.4792125, 79.9857493 6.4792098, 79.9857067 6.4792031)",,
1096932825,,residential,,False,False,217.168,,"LINESTRING (79.9856239 6.4714424, 79.9861121 6.4716557, 79.9862409 6.4716903, 79.9865064 6.4717596, 79.9869758 6.4721674, 79.987164 6.472519)",,
177114013,,residential,30,False,False,103.572,,"LINESTRING (79.9874906 6.4715221, 79.9874598 6.4718635, 79.9875381 6.4721686, 79.9876304 6.4724266)",,
1113284246,,residential,,False,True,78.497,,"LINESTRING (79.984814 6.4738901, 79.9850232 6.4739803, 79.9851051 6.4740576, 79.9851948 6.4742008, 79.9852958 6.474372)",,
534674875,,residential,30,False,False,40.278,,"LINESTRING (79.9852958 6.474372, 79.9853431 6.4743135, 79.9854817 6.4741809, 79.9855645 6.4741314)",,
534674875,,residential,30,False,True,44.804,,"LINESTRING (79.9852958 6.474372, 79.9852511 6.4744274, 79.9851542 6.4745575, 79.9850872 6.474714)",,
1113284246,,residential,,False,False,78.497,,"LINESTRING (79.9852958 6.474372, 79.9851948 6.4742008, 79.9851051 6.4740576, 79.9850232 6.4739803, 79.984814 6.4738901)",,
98399581,AA002,trunk,60,False,False,96.377,,"LINESTRING (79.9835299 6.4750574, 79.9838382 6.4742466)",,
98399581,AA002,trunk,60,False,True,91.145,,"LINESTRING (79.9835299 6.4750574, 79.9833395 6.4755555, 79.9832502 6.4758283)",,
1113284247,,residential,,False,True,195.41899999999998,,"LINESTRING (79.9835299 6.4750574, 79.9832609 6.4749764, 79.9831039 6.4749538, 79.9829624 6.4750314, 79.9828332 6.47517, 79.9828124 6.4753066, 79.98281 6.4754378, 79.9828221 6.4755139, 79.9828273 6.4755465, 79.9828134 6.475645, 79.982829 6.4756932, 79.9829176 6.4757213, 79.9830262 6.4757413, 79.9831523 6.4757832, 79.9832502 6.4758283)",,
98399581,AA002,trunk,60,False,True,43.885,,"LINESTRING (79.9832502 6.4758283, 79.9831273 6.4762036)",,
98399581,AA002,trunk,60,False,False,91.145,,"LINESTRING (79.9832502 6.4758283, 79.9833395 6.4755555, 79.9835299 6.4750574)",,
1113284247,,residential,,False,False,195.41899999999998,,"LINESTRING (79.9832502 6.4758283, 79.9831523 6.4757832, 79.9830262 6.4757413, 79.9829176 6.4757213, 79.982829 6.4756932, 79.9828134 6.475645, 79.9828273 6.4755465, 79.9828221 6.4755139, 79.98281 6.4754378, 79.9828124 6.4753066, 79.9828332 6.47517, 79.9829624 6.4750314, 79.9831039 6.4749538, 79.9832609 6.4749764, 79.9835299 6.4750574)",,
1133368305,,residential,,False,True,129.843,,"LINESTRING (79.9829957 6.4744444, 79.9830032 6.4742503, 79.9830348 6.474102, 79.983173 6.4740788, 79.9833859 6.4741232, 79.9836554 6.4741869, 79.9838382 6.4742466)",,
98399581,AA002,trunk,60,False,True,96.377,,"LINESTRING (79.9838382 6.4742466, 79.9835299 6.4750574)",,
"[98399563, 98399565, 98399581]",AA002,trunk,60,False,False,144.03300000000002,Colombo-Galle Road,"LINESTRING (79.9838382 6.4742466, 79.9839433 6.4739757, 79.9840485 6.4736858, 79.9842833 6.4730292)",yes,
1133368305,,residential,,False,False,129.843,,"LINESTRING (79.9838382 6.4742466, 79.9836554 6.4741869, 79.9833859 6.4741232, 79.983173 6.4740788, 79.9830348 6.474102, 79.9830032 6.4742503, 79.9829957 6.4744444)",,
1133368306,,residential,,False,True,91.885,,"LINESTRING (79.9875259 6.4757654, 79.9867786 6.4754028)",,
378231486,,residential,,False,False,39.687000000000005,,"LINESTRING (79.9875259 6.4757654, 79.9876247 6.4755769, 79.9876849 6.475538, 79.9877583 6.4755342)",,
378231486,,residential,,False,True,67.715,,"LINESTRING (79.9875259 6.4757654, 79.9873598 6.4760824, 79.9872041 6.4762808)",,
1133368306,,residential,,False,False,91.885,,"LINESTRING (79.9867786 6.4754028, 79.9875259 6.4757654)",,
98399581,AA002,trunk,60,False,True,24.059,,"LINESTRING (79.9828898 6.4770862, 79.9828692 6.4773016)",,
1158315469,,tertiary,,False,False,80.105,,"LINESTRING (79.9828898 6.4770862, 79.9836024 6.4769534)",,
98399581,AA002,trunk,60,False,False,38.997,,"LINESTRING (79.9828898 6.4770862, 79.9829048 6.4769301, 79.9829475 6.4767409)",,
1158315469,,tertiary,,False,True,80.105,,"LINESTRING (79.9836024 6.4769534, 79.9828898 6.4770862)",,
1192603113,,residential,,False,True,34.281,,"LINESTRING (79.9867922 6.4732377, 79.9866325 6.4732334, 79.9865227 6.4731311)",,
147445588,,residential,30,False,False,102.311,,"LINESTRING (79.9865227 6.4731311, 79.9866597 6.4730791, 79.9869885 6.4728347, 79.9871045 6.4726927, 79.987164 6.472519)",,2
147445588,,residential,30,False,True,207.64600000000002,,"LINESTRING (79.9865227 6.4731311, 79.9864424 6.4731616, 79.9861654 6.4731556, 79.9859788 6.4731436, 79.9857199 6.4731556, 79.9855694 6.4732513, 79.9855393 6.473353, 79.9855565 6.4734595, 79.9855645 6.4741314)",,2
1192603113,,residential,,False,False,34.281,,"LINESTRING (79.9865227 6.4731311, 79.9866325 6.4732334, 79.9867922 6.4732377)",,
534674875,,residential,30,False,True,56.900999999999996,,"LINESTRING (79.9860778 6.474158, 79.9859728 6.4741402, 79.9857561 6.4741312, 79.9855645 6.4741314)",,
1192603114,,residential,,False,False,64.694,,"LINESTRING (79.9860778 6.474158, 79.98607 6.4744388, 79.9862939 6.4746414)",,
1192603114,,residential,,False,True,64.694,,"LINESTRING (79.9862939 6.4746414, 79.98607 6.4744388, 79.9860778 6.474158)",,
1198398317,,residential,,False,True,38.109,,"LINESTRING (79.9855066 6.4800799, 79.9854049 6.4800733, 79.9852464 6.4800715, 79.9851623 6.4800797)",,
98399565,AA002,trunk,60,False,True,104.282,Colombo-Galle Road,"LINESTRING (79.9846063 6.472148, 79.9842833 6.4730292)",,
"[1205508132, 147445589]",,residential,,False,True,387.2969999999999,,"LINESTRING (79.9846063 6.472148, 79.9840148 6.4720787, 79.9838968 6.4720307, 79.9838163 6.4718601, 79.9838056 6.4717641, 79.9837787 6.4717002, 79.983548 6.4714869, 79.9834246 6.4714229, 79.9832744 6.4714229, 79.9830024 6.4714632, 79.982655 6.4715262, 79.9825547 6.4715157, 79.9823404 6.471471, 79.9818749 6.4714528, 79.9814676 6.4714449)",,
147445583,,residential,30,False,True,154.059,,"LINESTRING (79.9878686 6.4782685, 79.9878235 6.4782306, 79.9877624 6.4781745, 79.9876987 6.4781262, 79.9876381 6.4780845, 79.9875798 6.4780552, 79.9874815 6.4780236, 79.9873708 6.4780053, 79.987293 6.4779938, 79.9872618 6.4779639, 79.9872509 6.4778858, 79.987248 6.4778052, 79.9872238 6.4776822, 79.9871791 6.4775584, 79.9870636 6.4773089)",,
147445588,,residential,30,False,True,19.205,,"LINESTRING (79.987303 6.4724153, 79.987164 6.472519)",,2
1213420204,,residential,,False,False,26.609,,"LINESTRING (79.987303 6.4724153, 79.9872099 6.4721946)",,
147445588,,residential,30,False,False,36.471000000000004,,"LINESTRING (79.987303 6.4724153, 79.9873153 6.4724078, 79.9876304 6.4724266)",,2
1213420204,,residential,,False,True,26.609,,"LINESTRING (79.9872099 6.4721946, 79.987303 6.4724153)",,
1214902885,,unclassified,,False,False,109.841,,"LINESTRING (79.985257 6.4728306, 79.984696 6.472954, 79.9842833 6.4730292)",,
