osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,width
225078677,B278,Mawanella - Aranayaka Road,secondary,50,False,True,79.08300000000001,"LINESTRING (80.443023 7.2501521, 80.4428467 7.2500231, 80.4426026 7.249787, 80.4425463 7.2497031, 80.4425396 7.2496486)",,,
"[316359065, 225071842, 316359067]",AA001,"['Main Street', 'Colombo - Kandy Old Road']",primary,"['60', '50']",False,False,169.05700000000002,"LINESTRING (80.443023 7.2501521, 80.4431354 7.2502111, 80.4437608 7.250532, 80.4438432 7.2505732, 80.4439136 7.2506218, 80.4439692 7.2506969, 80.4441501 7.2510832)",yes,,
225071842,AA001,Main Street,primary,50,False,True,27.462,"LINESTRING (80.4467835 7.2522242, 80.4465508 7.2521364)",,,
573408594,B385,Rambukkana-Mawanella Road,secondary,50,False,False,56.933,"LINESTRING (80.4467835 7.2522242, 80.4466478 7.2527182)",,,
225071842,AA001,Main Street,primary,50,False,False,110.215,"LINESTRING (80.4467835 7.2522242, 80.446915 7.2522269, 80.447033 7.2522003, 80.4473937 7.2520486, 80.4477308 7.2519386)",,,
225078677,B278,Mawanella - Aranayaka Road,secondary,50,False,False,79.083,"LINESTRING (80.4425396 7.2496486, 80.4425463 7.2497031, 80.4426026 7.249787, 80.4428467 7.2500231, 80.443023 7.2501521)",,,
311992326,,Muruthawala Road,residential,30,False,False,121.479,"LINESTRING (80.4496123 7.2547021, 80.4493077 7.2544242, 80.4489767 7.2542875, 80.4486636 7.2541875)",,,
311992326,,Muruthawala Road,residential,30,False,True,126.85300000000002,"LINESTRING (80.4496123 7.2547021, 80.449658 7.2547242, 80.4497468 7.254767, 80.4498774 7.2547927, 80.4499368 7.2547717, 80.4503275 7.2546333, 80.4503949 7.254622, 80.4506381 7.2545811, 80.450712 7.2545893)",,,
311992417,,Thakkiya Road,residential,30,False,True,29.905,"LINESTRING (80.4496123 7.2547021, 80.4495897 7.25475, 80.4494972 7.2549456)",,,
225071842,AA001,Main Street,primary,50,False,False,49.236,"LINESTRING (80.4477308 7.2519386, 80.4481548 7.2518002)",,,
225071842,AA001,Main Street,primary,50,False,True,110.215,"LINESTRING (80.4477308 7.2519386, 80.4473937 7.2520486, 80.447033 7.2522003, 80.446915 7.2522269, 80.4467835 7.2522242)",,,
316482782,,Courts Road,residential,40,False,True,150.606,"LINESTRING (80.4477308 7.2519386, 80.4478698 7.2524068, 80.4480433 7.2527882, 80.4480553 7.2529386, 80.4479947 7.2532295)",,,
225071842,AA001,Main Street,primary,50,False,False,198.69199999999998,"LINESTRING (80.4441501 7.2510832, 80.4442374 7.2512038, 80.4443554 7.2513149, 80.4446378 7.2514819, 80.4452232 7.2516096, 80.4457562 7.2517825)",,,
"[316359065, 225071842, 316359067]",AA001,"['Main Street', 'Colombo - Kandy Old Road']",primary,"['60', '50']",False,True,169.057,"LINESTRING (80.4441501 7.2510832, 80.4439692 7.2506969, 80.4439136 7.2506218, 80.4438432 7.2505732, 80.4437608 7.250532, 80.4431354 7.2502111, 80.443023 7.2501521)",yes,,
317328601,,Nayawela Road,residential,30,False,False,223.611,"LINESTRING (80.4441501 7.2510832, 80.444043 7.2511917, 80.4439759 7.2512391, 80.4438546 7.2512617, 80.4433575 7.2512168, 80.4432256 7.251265, 80.4431136 7.2513541, 80.443072 7.2514273, 80.4430707 7.251489, 80.4432236 7.2516136, 80.4432315 7.2516851, 80.4431109 7.2521334)",,,
311992326,,Muruthawala Road,residential,30,False,True,22.645,"LINESTRING (80.448044 7.2535732, 80.4481847 7.2537215)",,,
225071841,B583,Colombo - Kandy Road,trunk,60,False,False,104.095,"LINESTRING (80.448044 7.2535732, 80.4483692 7.2533418, 80.4485744 7.2531569, 80.4487438 7.2529531)",,2,
225071841,B583,Colombo - Kandy Road,trunk,60,False,True,195.324,"LINESTRING (80.448044 7.2535732, 80.4473253 7.253892, 80.4468238 7.2541132, 80.4466246 7.2541932, 80.4464293 7.2542931)",,2,
