osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,bridge,geometry,access
34700452,B151,Hendala Road,secondary,50,False,True,11.461,,,"LINESTRING (79.8931669 6.9906957, 79.8932589 6.9906479)",
48960694,AA003,Colombo - Negombo Road,trunk,60,True,False,40.524,2,,"LINESTRING (79.8931669 6.9906957, 79.8933898 6.9909853)",
"[329629043, 34700452, 329629045]",B151,Hendala Road,secondary,50,False,False,138.945,,yes,"LINESTRING (79.8931669 6.9906957, 79.8924034 6.9910921, 79.8920864 6.9912566, 79.8920544 6.9912797)",
179918110,,Vincent Joseph Mawatha,residential,30,False,False,184.17499999999995,,,"LINESTRING (79.8914145 6.9867778, 79.8915057 6.9865952, 79.8916888 6.9863065, 79.8918676 6.9861272, 79.8921439 6.985863, 79.8921928 6.9857938, 79.8922364 6.9856873, 79.8922344 6.9854482, 79.8922345 6.9854085)",
319048583,,Old Negombo Road,secondary,50,False,False,153.526,,,"LINESTRING (79.8914145 6.9867778, 79.8912502 6.9867266, 79.8910966 6.9867086, 79.890884 6.9866898, 79.8907518 6.9866781, 79.8905077 6.9865929, 79.8902476 6.9864625, 79.89011 6.9863671)",
319048583,,Old Negombo Road,secondary,50,False,True,209.57,,,"LINESTRING (79.8914145 6.9867778, 79.8915266 6.9868439, 79.8926439 6.9874575, 79.8928048 6.9875459, 79.8929373 6.9876624, 79.8930351 6.9877483)",
378240261,B220,Kiribathgoda-Hunupitiya Road,secondary,70,False,False,10.766,,,"LINESTRING (79.8948974 6.9895032, 79.8949918 6.9894788)",yes
179934507,,,residential,30,False,True,123.48599999999999,,,"LINESTRING (79.8948974 6.9895032, 79.894775 6.9893326, 79.8944408 6.9888672, 79.8941994 6.9886409)",
"[378240261, 382630534]",B220,Kiribathgoda-Hunupitiya Road,secondary,70,False,True,220.294,,,"LINESTRING (79.8948974 6.9895032, 79.8944758 6.9895682, 79.8938846 6.9896785, 79.8935958 6.989718, 79.8933067 6.989742, 79.8929214 6.9897672)",yes
378240261,B220,Kiribathgoda-Hunupitiya Road,secondary,70,False,False,96.448,,,"LINESTRING (79.8958472 6.989122, 79.8966237 6.9887241)",yes
378240261,B220,Kiribathgoda-Hunupitiya Road,secondary,70,False,True,32.505,,,"LINESTRING (79.8958472 6.989122, 79.8955745 6.9892324)",yes
146998863,,,residential,30,False,False,210.36300000000003,,,"LINESTRING (79.8958472 6.989122, 79.8957001 6.9882013, 79.8957545 6.9881545, 79.8962097 6.9879431, 79.8964321 6.9877596, 79.8964457 6.9876582)",
146998863,,,residential,30,False,True,7.854,,,"LINESTRING (79.8963894 6.9870725, 79.8964417 6.9871204)",
146999283,,Kuda Edanda Road,residential,30,False,True,108.503,,,"LINESTRING (79.8964457 6.9876582, 79.8957203 6.9869996)",
146998863,,,residential,30,False,False,46.5,,,"LINESTRING (79.8964457 6.9876582, 79.8967513 6.9874428, 79.8967435 6.9873973)",
146998863,,,residential,30,False,True,210.363,,,"LINESTRING (79.8964457 6.9876582, 79.8964321 6.9877596, 79.8962097 6.9879431, 79.8957545 6.9881545, 79.8957001 6.9882013, 79.8958472 6.989122)",
146998863,,,residential,30,False,False,45.36,,,"LINESTRING (79.8967435 6.9873973, 79.8964417 6.9871204)",
146998863,,,residential,30,False,True,46.5,,,"LINESTRING (79.8967435 6.9873973, 79.8967513 6.9874428, 79.8964457 6.9876582)",
146999283,,Kuda Edanda Road,residential,30,False,False,282.117,,,"LINESTRING (79.8930351 6.9877483, 79.8931788 6.9876263, 79.8934655 6.9873204, 79.8936992 6.9869926, 79.8937716 6.9869687, 79.893954 6.9870006, 79.894308 6.9871231, 79.8945602 6.9871391, 79.8947881 6.9870885, 79.895159 6.9868953)",
319048583,,Old Negombo Road,secondary,50,False,False,209.56999999999996,,,"LINESTRING (79.8930351 6.9877483, 79.8929373 6.9876624, 79.8928048 6.9875459, 79.8926439 6.9874575, 79.8915266 6.9868439, 79.8914145 6.9867778)",
319048583,,Old Negombo Road,secondary,50,False,True,84.88799999999999,,,"LINESTRING (79.8930351 6.9877483, 79.8931583 6.9879961, 79.8932416 6.9883921, 79.8932586 6.9884729)",
146999393,,,residential,30,False,False,51.581,,,"LINESTRING (79.8959978 6.9866332, 79.8958744 6.9867397, 79.8957203 6.9869996)",
146999283,,Kuda Edanda Road,residential,30,False,False,108.503,,,"LINESTRING (79.8957203 6.9869996, 79.8964457 6.9876582)",
146999283,,Kuda Edanda Road,residential,30,False,True,73.591,,,"LINESTRING (79.8957203 6.9869996, 79.8955821 6.9868568, 79.8954748 6.986785, 79.8953648 6.9868009, 79.895159 6.9868953)",
146999393,,,residential,30,False,True,51.581,,,"LINESTRING (79.8957203 6.9869996, 79.8958744 6.9867397, 79.8959978 6.9866332)",
179918154,,Harrison Lane,residential,30,False,True,84.764,,,"LINESTRING (79.8933898 6.9909853, 79.892793 6.9914651)",
48960694,AA003,Colombo - Negombo Road,trunk,60,True,False,291.538,2,,"LINESTRING (79.8933898 6.9909853, 79.8938227 6.9915758, 79.8939724 6.9917921, 79.8941181 6.9920298, 79.8941791 6.9921514, 79.8943311 6.9924399, 79.8944116 6.9926318, 79.8944781 6.9928111, 79.8946194 6.9931767, 79.8946614 6.9932665)",
179918137,,St.Anthony'sMawatha,residential,30,False,True,105.085,,,"LINESTRING (79.8941217 6.9880739, 79.8932586 6.9884729)",
179918127,,,residential,30,False,False,108.46199999999999,,,"LINESTRING (79.8941217 6.9880739, 79.8940187 6.9879562, 79.8939785 6.9875888, 79.8939876 6.9875569, 79.8940144 6.987529, 79.8943921 6.9874786)",
