osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,name
168559629,residential,30,False,False,145.53199999999998,"LINESTRING (80.2659655 6.9676104, 80.2662662 6.9675626, 80.2665558 6.9675413, 80.2668911 6.9675546, 80.2669823 6.967536, 80.2672183 6.9673604)",,,
713922022,trunk,60,False,True,219.47899999999998,"LINESTRING (80.2659655 6.9676104, 80.2660053 6.9672106, 80.2659919 6.96701, 80.265953 6.9668247, 80.2659468 6.9668071, 80.2658094 6.966415, 80.2657142 6.96615, 80.2656389 6.9656894)",2,AA007,Avissawella - Hatton - Nuwara Eliya Road
168549284,secondary,50,False,False,33.727000000000004,"LINESTRING (80.2638139 6.9647218, 80.2638106 6.9646008, 80.2638781 6.9644313)",,B110,Eheliyagoda - Dehiowita Road
713922022,trunk,60,False,False,117.315,"LINESTRING (80.2638139 6.9647218, 80.2641779 6.9648461, 80.2644431 6.9649367, 80.2648305 6.965025)",2,AA007,Avissawella - Hatton - Nuwara Eliya Road
713922022,trunk,60,False,True,154.189,"LINESTRING (80.2638139 6.9647218, 80.2636589 6.9647076, 80.2632742 6.9647979, 80.2631543 6.9647949, 80.2629054 6.9647231, 80.2624956 6.9645011)",2,AA007,Avissawella - Hatton - Nuwara Eliya Road
168559629,residential,30,False,True,145.53199999999998,"LINESTRING (80.2672183 6.9673604, 80.2669823 6.967536, 80.2668911 6.9675546, 80.2665558 6.9675413, 80.2662662 6.9675626, 80.2659655 6.9676104)",,,
408080965,residential,25,False,True,64.583,"LINESTRING (80.2656389 6.9656894, 80.2656579 6.9651089)",,,
713922022,trunk,60,False,False,219.47899999999998,"LINESTRING (80.2656389 6.9656894, 80.2657142 6.96615, 80.2658094 6.966415, 80.2659468 6.9668071, 80.265953 6.9668247, 80.2659919 6.96701, 80.2660053 6.9672106, 80.2659655 6.9676104)",2,AA007,Avissawella - Hatton - Nuwara Eliya Road
713922022,trunk,60,False,True,122.35499999999999,"LINESTRING (80.2656389 6.9656894, 80.2655779 6.9655236, 80.2654228 6.9653083, 80.2653424 6.9652416, 80.2650572 6.965091, 80.2648305 6.965025)",2,AA007,Avissawella - Hatton - Nuwara Eliya Road
408080965,residential,25,False,False,64.583,"LINESTRING (80.2656579 6.9651089, 80.2656389 6.9656894)",,,
878122037,living_street,,False,False,167.292,"LINESTRING (80.2656579 6.9651089, 80.2658656 6.9651254, 80.2660799 6.9651668, 80.2661463 6.9651631, 80.2662165 6.9651085, 80.2667627 6.9643573)",,,
713922022,trunk,60,False,False,154.18900000000002,"LINESTRING (80.2624956 6.9645011, 80.2629054 6.9647231, 80.2631543 6.9647949, 80.2632742 6.9647979, 80.2636589 6.9647076, 80.2638139 6.9647218)",2,AA007,Avissawella - Hatton - Nuwara Eliya Road
713922022,trunk,60,False,True,119.99600000000001,"LINESTRING (80.2624956 6.9645011, 80.2623961 6.9644688, 80.262177 6.9644701, 80.2614715 6.9647595)",2,AA007,Avissawella - Hatton - Nuwara Eliya Road
449523894,residential,,False,True,34.666,"LINESTRING (80.2648305 6.965025, 80.2648015 6.965134, 80.2647645 6.9653296)",,,
713922022,trunk,60,False,False,122.35499999999999,"LINESTRING (80.2648305 6.965025, 80.2650572 6.965091, 80.2653424 6.9652416, 80.2654228 6.9653083, 80.2655779 6.9655236, 80.2656389 6.9656894)",2,AA007,Avissawella - Hatton - Nuwara Eliya Road
713922022,trunk,60,False,True,117.315,"LINESTRING (80.2648305 6.965025, 80.2644431 6.9649367, 80.2641779 6.9648461, 80.2638139 6.9647218)",2,AA007,Avissawella - Hatton - Nuwara Eliya Road
169407762,residential,40,False,False,385.24700000000007,"LINESTRING (80.2614715 6.9647595, 80.2615003 6.9648293, 80.2616085 6.964873, 80.2622013 6.9648691, 80.2631085 6.9649769, 80.2632742 6.9649716, 80.263744 6.9648684, 80.2639052 6.9648777, 80.2641338 6.9649428, 80.2646112 6.9651984, 80.2647645 6.9653296)",,,
713922022,trunk,60,False,False,119.99600000000001,"LINESTRING (80.2614715 6.9647595, 80.262177 6.9644701, 80.2623961 6.9644688, 80.2624956 6.9645011)",2,AA007,Avissawella - Hatton - Nuwara Eliya Road
169407762,residential,40,False,True,385.247,"LINESTRING (80.2647645 6.9653296, 80.2646112 6.9651984, 80.2641338 6.9649428, 80.2639052 6.9648777, 80.263744 6.9648684, 80.2632742 6.9649716, 80.2631085 6.9649769, 80.2622013 6.9648691, 80.2616085 6.964873, 80.2615003 6.9648293, 80.2614715 6.9647595)",,,
449523894,residential,,False,False,34.666,"LINESTRING (80.2647645 6.9653296, 80.2648015 6.965134, 80.2648305 6.965025)",,,
481643389,residential,,False,False,58.808,"LINESTRING (80.2644034 6.9644557, 80.2642196 6.9644877, 80.2638781 6.9644313)",,,
168549284,secondary,50,False,True,33.727000000000004,"LINESTRING (80.2638781 6.9644313, 80.2638106 6.9646008, 80.2638139 6.9647218)",,B110,Eheliyagoda - Dehiowita Road
481643389,residential,,False,True,58.808,"LINESTRING (80.2638781 6.9644313, 80.2642196 6.9644877, 80.2644034 6.9644557)",,,
878122037,living_street,,False,True,167.292,"LINESTRING (80.2667627 6.9643573, 80.2662165 6.9651085, 80.2661463 6.9651631, 80.2660799 6.9651668, 80.2658656 6.9651254, 80.2656579 6.9651089)",,,
