osmid,highway,maxspeed,oneway,reversed,length,ref,name,geometry
555066691,residential,30,False,True,110.146,,,"LINESTRING (80.4458579 7.4319385, 80.4468079 7.4322448)"
302175418,secondary,50,False,False,152.583,B281,Rambukkana-Mawathagama Road,"LINESTRING (80.4458579 7.4319385, 80.4456738 7.4314245, 80.4456364 7.4312096, 80.4455544 7.4307901, 80.4455383 7.4307156, 80.4454853 7.4306245)"
302175418,secondary,50,False,True,121.423,B281,Rambukkana-Mawathagama Road,"LINESTRING (80.4458579 7.4319385, 80.4461429 7.4327656, 80.4462532 7.4329541)"
48737622,secondary,50,False,False,67.203,B281,Mawathagama-Barandana Road,"LINESTRING (80.4467712 7.4374616, 80.4469849 7.4368956)"
48737622,secondary,50,False,False,58.431,B281,Mawathagama-Barandana Road,"LINESTRING (80.4473224 7.4359126, 80.4473426 7.4353875)"
48737622,secondary,50,False,True,63.271,B281,Mawathagama-Barandana Road,"LINESTRING (80.4473224 7.4359126, 80.4472092 7.4363013, 80.4471511 7.4364553)"
314670786,residential,30,False,True,221.54900000000004,,,"LINESTRING (80.4473224 7.4359126, 80.4458413 7.4357204, 80.4458052 7.4357517, 80.4456531 7.4361902)"
314670779,residential,30,False,False,43.04,,,"LINESTRING (80.4479645 7.4320116, 80.4479891 7.4323979)"
371905602,trunk,70,False,False,117.948,AA010,Kurunegala - Kandy Road,"LINESTRING (80.4479645 7.4320116, 80.4470191 7.4325079)"
371905602,trunk,70,False,True,73.995,AA010,Kurunegala - Kandy Road,"LINESTRING (80.4479645 7.4320116, 80.4484287 7.4317267, 80.44853 7.4316538)"
48737622,secondary,50,False,True,44.808,B281,Mawathagama-Barandana Road,"LINESTRING (80.446439 7.4328459, 80.4466755 7.4331736)"
371905602,trunk,70,False,False,23.758,AA010,Kurunegala - Kandy Road,"LINESTRING (80.446439 7.4328459, 80.4462532 7.4329541)"
371905602,trunk,70,False,True,59.198,AA010,Kurunegala - Kandy Road,"LINESTRING (80.446439 7.4328459, 80.4469019 7.4325762)"
371905602,trunk,70,False,True,23.758,AA010,Kurunegala - Kandy Road,"LINESTRING (80.4462532 7.4329541, 80.446439 7.4328459)"
302175418,secondary,50,False,False,121.423,B281,Rambukkana-Mawathagama Road,"LINESTRING (80.4462532 7.4329541, 80.4461429 7.4327656, 80.4458579 7.4319385)"
