osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,width,bridge
19882440,2,S. De S. Jayasinghe Road,secondary,50,False,False,29.736,,"LINESTRING (79.8856837 6.8679337, 79.8859215 6.8680593)",,
19882440,2,S. De S. Jayasinghe Road,secondary,50,False,True,9.105,,"LINESTRING (79.8856837 6.8679337, 79.885621 6.8678805)",,
55090838,,Colombo-Piliyandala-Horana Road,primary,60,False,False,25.731,B084,"LINESTRING (79.8854616 6.8657558, 79.8856244 6.8655902)",,
55090838,,Colombo-Piliyandala-Horana Road,primary,60,False,True,30.433,B084,"LINESTRING (79.8854616 6.8657558, 79.8852956 6.8659743)",,
19882440,2,S. De S. Jayasinghe Road,secondary,50,False,False,109.45400000000001,,"LINESTRING (79.8846505 6.8670384, 79.8847752 6.8671648, 79.8853946 6.867688)",,
55090838,,Colombo-Piliyandala-Horana Road,primary,60,False,False,109.003,B084,"LINESTRING (79.8846505 6.8670384, 79.8847386 6.8668906, 79.8848212 6.8667375, 79.8849285 6.8665599, 79.88515 6.866193)",,
1027269079,,Dutugemunu Street,primary,60,False,True,62.456,B084,"LINESTRING (79.8846505 6.8670384, 79.8845638 6.8671664, 79.8843186 6.8674931)",,
23185505,2,Nawala Road,secondary,50,False,True,67.446,B307,"LINESTRING (79.8913865 6.8734714, 79.8912596 6.873656, 79.8911202 6.8738589, 79.8910525 6.8739788)",,
99660571,4,Stanley Thilakarathne Mawatha,secondary,50,False,False,73.443,B120,"LINESTRING (79.8913865 6.8734714, 79.8913627 6.8734459, 79.8912581 6.8733335, 79.8909349 6.8729864)",,
99660571,4,Stanley Thilakarathne Mawatha,secondary,50,False,True,68.91699999999999,B120,"LINESTRING (79.8913865 6.8734714, 79.8914764 6.8736575, 79.8915663 6.8738435, 79.8915968 6.8739461, 79.8916079 6.8740167, 79.8916136 6.8740448)",,
1255221588,2,Old Kesbawa Road,secondary,50,False,False,165.069,B134,"LINESTRING (79.8913865 6.8734714, 79.8915058 6.8733209, 79.8915295 6.873291, 79.8919034 6.8728979, 79.8924655 6.8724521)",,
52873802,,Edirigoda Road,residential,20,False,True,24.111,,"LINESTRING (79.8916249 6.8741005, 79.8918426 6.8740831)",,
99660571,4,Stanley Thilakarathne Mawatha,secondary,50,False,False,6.318,B120,"LINESTRING (79.8916249 6.8741005, 79.8916136 6.8740448)",,
23825681,2,Dutugemunu Street,primary,60,False,False,88.876,B084,"LINESTRING (79.8837956 6.8680998, 79.8839312 6.8679647, 79.8843186 6.8674931)",,
670332402,,Pieterz Place,residential,30,False,False,132.037,,"LINESTRING (79.8837956 6.8680998, 79.8843545 6.8685976, 79.8845847 6.8689759)",,
48757906,2,,tertiary,,False,True,243.013,,"LINESTRING (79.8924655 6.8724521, 79.89027 6.8722938)",,
1255221588,2,Old Kesbawa Road,secondary,50,False,False,37.258,B134,"LINESTRING (79.8924655 6.8724521, 79.8926466 6.8723525, 79.8927602 6.8722888)",,
1255221588,2,Old Kesbawa Road,secondary,50,False,True,165.069,B134,"LINESTRING (79.8924655 6.8724521, 79.8919034 6.8728979, 79.8915295 6.873291, 79.8915058 6.8733209, 79.8913865 6.8734714)",,
670332402,,Pieterz Place,residential,30,False,False,98.386,,"LINESTRING (79.8849642 6.8698245, 79.8852155 6.8706734)",,
52874448,,,residential,30,False,True,103.655,,"LINESTRING (79.8849642 6.8698245, 79.885484 6.8696706, 79.8853702 6.8692935)",,
670332402,,Pieterz Place,residential,30,False,True,113.06,,"LINESTRING (79.8849642 6.8698245, 79.8846577 6.8695899, 79.8846239 6.8693705, 79.8846459 6.8690903, 79.8845847 6.8689759)",,
670332402,,Pieterz Place,residential,30,False,True,98.386,,"LINESTRING (79.8852155 6.8706734, 79.8849642 6.8698245)",,
29576576,,Raymond Road,residential,30,False,False,47.292,,"LINESTRING (79.8852155 6.8706734, 79.8852624 6.87066, 79.8853415 6.8706614, 79.8853948 6.8706999, 79.8854783 6.8709175)",,
52453357,,Raymond Road,residential,30,False,True,95.41499999999999,,"LINESTRING (79.8852155 6.8706734, 79.8850143 6.8707239, 79.8845669 6.8707392, 79.8843596 6.8707663)",,
29576576,,Raymond Road,residential,30,False,False,112.108,,"LINESTRING (79.8854783 6.8709175, 79.885532 6.8709263, 79.8856325 6.870909, 79.886208 6.8707231, 79.8864609 6.8707009)",,
29576576,,Raymond Road,residential,30,False,True,47.292,,"LINESTRING (79.8854783 6.8709175, 79.8853948 6.8706999, 79.8853415 6.8706614, 79.8852624 6.87066, 79.8852155 6.8706734)",,
52255688,,Elvin Place,residential,30,False,False,48.403999999999996,,"LINESTRING (79.8854783 6.8709175, 79.8854124 6.8710417, 79.8854353 6.8712317, 79.8854764 6.8713269)",,
50070021,4,High Level Road,trunk,50,False,True,62.157,AA004,"LINESTRING (79.8927458 6.8677281, 79.8923212 6.8680952)",,
48784838,,Railway Avenue,residential,40,False,False,79.411,,"LINESTRING (79.8842434 6.8732193, 79.8849462 6.8733715)",,
53166152,,,residential,30,False,True,87.555,,"LINESTRING (79.8842434 6.8732193, 79.8841372 6.8735267, 79.8841104 6.8737863, 79.8841209 6.8739875)",,
48784838,,Railway Avenue,residential,40,False,False,76.147,,"LINESTRING (79.8851429 6.8734337, 79.8856877 6.8738537)",,
48784838,,Railway Avenue,residential,40,False,True,22.79,,"LINESTRING (79.8851429 6.8734337, 79.8849462 6.8733715)",,
374063747,,,residential,30,False,False,63.278,,"LINESTRING (79.8851429 6.8734337, 79.8852613 6.8728769)",,
48784838,,Railway Avenue,residential,40,False,True,76.147,,"LINESTRING (79.8856877 6.8738537, 79.8851429 6.8734337)",,
48784839,,Railway Avenue,tertiary,40,False,True,161.065,,"LINESTRING (79.8856877 6.8738537, 79.8870889 6.8734501)",,
48784838,,Railway Avenue,residential,40,False,False,29.801000000000002,,"LINESTRING (79.8856877 6.8738537, 79.8857671 6.873955, 79.8858559 6.8740633)",,
48784840,,Poorwarama Road,tertiary,40,False,True,80.22,,"LINESTRING (79.8858559 6.8740633, 79.886531 6.8737964)",6,
