osmid,highway,maxspeed,oneway,reversed,length,ref,name,geometry,lanes
377058170,residential,30,False,False,46.995,,,"LINESTRING (80.1665591 9.8240756, 80.1666478 9.8244891)",
1019081689,primary,50,False,True,10.203,AB021,Jaffna-Ponnalai-Point Pedro Road,"LINESTRING (80.1665591 9.8240756, 80.1666521 9.8240708)",
377058146,primary,50,False,False,60.312,B 438,Vallai-Udupiddy - Velvettiturai,"LINESTRING (80.1697559 9.8184387, 80.1697053 9.8189788)",
377058146,primary,50,False,True,11.548,B 438,Vallai-Udupiddy - Velvettiturai,"LINESTRING (80.1697559 9.8184387, 80.1697694 9.8183357)",
809496843,residential,,False,True,114.08000000000001,,,"LINESTRING (80.1697559 9.8184387, 80.1693647 9.818615, 80.1688294 9.8189053)",
377058146,primary,50,False,True,60.312,B 438,Vallai-Udupiddy - Velvettiturai,"LINESTRING (80.1697053 9.8189788, 80.1697559 9.8184387)",
377058146,primary,50,False,False,75.422,B 438,Vallai-Udupiddy - Velvettiturai,"LINESTRING (80.1697053 9.8189788, 80.1697414 9.8192362, 80.1698497 9.8196408)",
377058203,residential,30,False,True,189.734,,,"LINESTRING (80.1697053 9.8189788, 80.1712524 9.8185517, 80.1713774 9.8185532)",
377058146,primary,50,False,True,38.701,B 438,Vallai-Udupiddy - Velvettiturai,"LINESTRING (80.1695827 9.823412, 80.1695648 9.8230644)",
809496857,primary,50,True,False,35.585,B 438,Vallai-Udupiddy - Velvettiturai,"LINESTRING (80.1695827 9.823412, 80.1695443 9.8234961, 80.1694673 9.8237109)",
452802066,secondary,50,False,True,28.257,AB021,Jaffna-Ponnalai-Point Pedro Road,"LINESTRING (80.1696298 9.8236878, 80.1698858 9.8237186)",2
809496856,primary,50,True,False,31.099,B 438,Vallai-Udupiddy - Velvettiturai,"LINESTRING (80.1696298 9.8236878, 80.1695827 9.823412)",
1022853770,primary,50,False,False,10.471,AB021,Jaffna-Ponnalai-Point Pedro Road,"LINESTRING (80.1696298 9.8236878, 80.1695352 9.8237012)",2
377058264,residential,30,False,False,97.575,,,"LINESTRING (80.1650863 9.8175951, 80.1653392 9.8179709, 80.1654913 9.8183703)",
809496853,residential,,False,False,41.929,,,"LINESTRING (80.1654913 9.8183703, 80.1658574 9.8182605)",
377058264,residential,30,False,False,95.255,,,"LINESTRING (80.1654913 9.8183703, 80.1655676 9.8186384, 80.1655557 9.8187343, 80.1654185 9.8188124, 80.1651104 9.8189297)",
377058264,residential,30,False,True,97.575,,,"LINESTRING (80.1654913 9.8183703, 80.1653392 9.8179709, 80.1650863 9.8175951)",
460345409,residential,,False,False,54.997,,,"LINESTRING (80.1713774 9.8185532, 80.1711974 9.8180915)",
377058203,residential,30,False,False,189.734,,,"LINESTRING (80.1713774 9.8185532, 80.1712524 9.8185517, 80.1697053 9.8189788)",
377058203,residential,30,False,True,64.77,,,"LINESTRING (80.1713774 9.8185532, 80.1714278 9.8185682, 80.1717526 9.8188718, 80.1718051 9.8189448)",
377058264,residential,30,False,True,95.255,,,"LINESTRING (80.1651104 9.8189297, 80.1654185 9.8188124, 80.1655557 9.8187343, 80.1655676 9.8186384, 80.1654913 9.8183703)",
377058203,residential,30,False,False,64.77,,,"LINESTRING (80.1718051 9.8189448, 80.1717526 9.8188718, 80.1714278 9.8185682, 80.1713774 9.8185532)",
377058203,residential,30,False,True,71.366,,,"LINESTRING (80.1718051 9.8189448, 80.1719097 9.8191453, 80.1720348 9.819543)",
809496851,residential,,False,False,70.991,,,"LINESTRING (80.1670475 9.8202597, 80.1675985 9.8199238)",
377058221,residential,30,False,False,136.249,,,"LINESTRING (80.1670475 9.8202597, 80.166908 9.8199779, 80.1667812 9.8199172, 80.1659996 9.819982)",
377058221,residential,30,False,True,87.565,,,"LINESTRING (80.1670475 9.8202597, 80.1671716 9.8205335, 80.1672829 9.8209566, 80.1672867 9.821007)",
377058146,primary,50,False,True,50.759,B 438,Vallai-Udupiddy - Velvettiturai,"LINESTRING (80.1699826 9.8200781, 80.1698497 9.8196408)",
377058159,residential,30,False,True,108.278,,,"LINESTRING (80.1699826 9.8200781, 80.1690406 9.8203725)",
377058146,primary,50,False,False,150.314,B 438,Vallai-Udupiddy - Velvettiturai,"LINESTRING (80.1699826 9.8200781, 80.1703676 9.821116, 80.170413 9.8213141, 80.1704009 9.8213561)",
377058159,residential,30,False,False,108.278,,,"LINESTRING (80.1690406 9.8203725, 80.1699826 9.8200781)",
809496848,residential,,False,False,52.622,,,"LINESTRING (80.1690406 9.8203725, 80.168898 9.8199206)",
377058159,residential,30,False,True,204.757,,,"LINESTRING (80.1690406 9.8203725, 80.1681481 9.8206742, 80.1672867 9.821007)",
377058203,residential,30,False,False,143.147,,,"LINESTRING (80.1726128 9.8206841, 80.1726204 9.820639, 80.1724282 9.8202288, 80.1720591 9.8196202, 80.1720348 9.819543)",
377058203,residential,30,False,True,147.293,,,"LINESTRING (80.1726128 9.8206841, 80.1716138 9.8211845, 80.1714318 9.8213126)",
377058159,residential,30,False,False,204.757,,,"LINESTRING (80.1672867 9.821007, 80.1681481 9.8206742, 80.1690406 9.8203725)",
377058159,residential,30,False,True,156.426,,,"LINESTRING (80.1672867 9.821007, 80.1670458 9.8211, 80.1669337 9.8211765, 80.1669035 9.8212849, 80.1669143 9.8213805, 80.1672888 9.8221003)",
377058221,residential,30,False,False,87.565,,,"LINESTRING (80.1672867 9.821007, 80.1672829 9.8209566, 80.1671716 9.8205335, 80.1670475 9.8202597)",
377058199,residential,30,False,False,132.423,,,"LINESTRING (80.1714318 9.8213126, 80.1713149 9.8211289, 80.1712371 9.8210673, 80.1711761 9.8210703, 80.1704009 9.8213561)",
377058199,residential,30,False,True,114.73599999999999,,,"LINESTRING (80.1714318 9.8213126, 80.1716093 9.821518, 80.1718671 9.8219703, 80.1719415 9.8222023)",
377058203,residential,30,False,False,147.293,,,"LINESTRING (80.1714318 9.8213126, 80.1716138 9.8211845, 80.1726128 9.8206841)",
377058146,primary,50,False,False,124.966,B 438,Vallai-Udupiddy - Velvettiturai,"LINESTRING (80.1704009 9.8213561, 80.1703078 9.8215891, 80.170182 9.8216635, 80.1696288 9.8217767, 80.1695348 9.8218091, 80.1694766 9.8218559)",
377058146,primary,50,False,True,150.314,B 438,Vallai-Udupiddy - Velvettiturai,"LINESTRING (80.1704009 9.8213561, 80.170413 9.8213141, 80.1703676 9.821116, 80.1699826 9.8200781)",
377058199,residential,30,False,True,132.423,,,"LINESTRING (80.1704009 9.8213561, 80.1711761 9.8210703, 80.1712371 9.8210673, 80.1713149 9.8211289, 80.1714318 9.8213126)",
377058146,primary,50,False,False,42.687,B 438,Vallai-Udupiddy - Velvettiturai,"LINESTRING (80.1694766 9.8218559, 80.1694034 9.8219918, 80.169365 9.8222187)",
377058146,primary,50,False,True,124.96600000000001,B 438,Vallai-Udupiddy - Velvettiturai,"LINESTRING (80.1694766 9.8218559, 80.1695348 9.8218091, 80.1696288 9.8217767, 80.170182 9.8216635, 80.1703078 9.8215891, 80.1704009 9.8213561)",
809496849,residential,,False,False,145.44,,,"LINESTRING (80.1694766 9.8218559, 80.1693593 9.8218076, 80.1691595 9.8208284, 80.1693405 9.8207835)",
377058177,residential,30,False,True,69.4,,,"LINESTRING (80.1672888 9.8221003, 80.1667243 9.8223834)",
377058159,residential,30,False,False,156.426,,,"LINESTRING (80.1672888 9.8221003, 80.1669143 9.8213805, 80.1669035 9.8212849, 80.1669337 9.8211765, 80.1670458 9.8211, 80.1672867 9.821007)",
