osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,lanes,bridge
8625211,Railway Station Road,tertiary,40,False,False,30.921,,"LINESTRING (79.8659029 6.8513137, 79.865623 6.8513038)",,
198045251,Dehiwela-Maharagama Road,secondary,60,False,True,18.048,B94,"LINESTRING (79.8659029 6.8513137, 79.8660662 6.8513212)",,
1085199449,,secondary,60,True,False,39.662,,"LINESTRING (79.8659029 6.8513137, 79.8658984 6.8515156, 79.865895 6.8516703)",,
98371224,Galle Road,trunk,50,True,False,74.007,AA002,"LINESTRING (79.8657266 6.8537288, 79.8658205 6.8530698)",2,
46940599,Malwatte Road,tertiary,40,False,False,116.47999999999999,,"LINESTRING (79.8657266 6.8537288, 79.8666016 6.853874, 79.8667669 6.8539034)",,
50071269,,secondary,60,True,False,18.662,,"LINESTRING (79.8660662 6.8513212, 79.8660728 6.8511535)",,
198045251,Dehiwela-Maharagama Road,secondary,60,False,False,18.048,B94,"LINESTRING (79.8660662 6.8513212, 79.8659029 6.8513137)",,
382876928,Dehiwela-Maharagama Road,secondary,50,False,True,33.275999999999996,B94,"LINESTRING (79.8660662 6.8513212, 79.8662371 6.8513075, 79.8662663 6.8513053, 79.8663657 6.8512895)",,
29010346,Kawdana Road,secondary,50,False,True,8.293,B547,"LINESTRING (79.866065 6.8475213, 79.86599 6.8475171)",,
50133381,Galle Road,trunk,60,True,False,75.861,AA002,"LINESTRING (79.866065 6.8475213, 79.8661167 6.846841)",2,
29010346,Kawdana Road,secondary,50,False,False,91.214,B547,"LINESTRING (79.866065 6.8475213, 79.8663506 6.8475309, 79.8665523 6.8476259, 79.8666243 6.8476603, 79.8668585 6.8476982)",,
49001550,Temple Road,residential,30,False,False,82.144,,"LINESTRING (79.8660521 6.8489653, 79.8663552 6.8490109, 79.8667909 6.8490501)",,
50133381,Galle Road,trunk,60,True,False,160.572,AA002,"LINESTRING (79.8660521 6.8489653, 79.8660549 6.8486575, 79.8660563 6.8484982, 79.866065 6.8475213)",2,
29010346,Kawdana Road,secondary,50,False,False,25.942,B547,"LINESTRING (79.8696656 6.8478276, 79.8698959 6.8477813)",,
29010346,Kawdana Road,secondary,50,False,True,34.201,B547,"LINESTRING (79.8696656 6.8478276, 79.8693562 6.8478429)",,
49001549,Union Place,residential,30,False,True,146.653,,"LINESTRING (79.8696656 6.8478276, 79.870002 6.8486398, 79.8701009 6.8489326, 79.8701237 6.8490625)",,
29010346,Kawdana Road,secondary,50,False,True,25.942,B547,"LINESTRING (79.8698959 6.8477813, 79.8696656 6.8478276)",,
46940595,Senanayake Place,residential,30,False,False,39.055,,"LINESTRING (79.8632805 6.853176, 79.8633145 6.8528264)",,
333032362,Fairline Road,residential,30,False,True,165.482,,"LINESTRING (79.8632805 6.853176, 79.8618111 6.8528821)",,
46940660,,residential,30,False,True,60.681,,"LINESTRING (79.8632805 6.853176, 79.8633519 6.853204, 79.8634494 6.8533389, 79.8634638 6.8534495, 79.8634157 6.8536354)",,
46940595,Senanayake Place,residential,30,False,False,48.99,,"LINESTRING (79.8634374 6.8522213, 79.8635132 6.8517872)",,
46940595,Senanayake Place,residential,30,False,True,43.046,,"LINESTRING (79.8634374 6.8522213, 79.8633551 6.8525997)",,
46940596,Gregory Road,residential,30,False,True,154.041,,"LINESTRING (79.8634374 6.8522213, 79.8620797 6.8519019)",,
46940597,Gregory's Place,residential,30,False,False,186.482,,"LINESTRING (79.8634374 6.8522213, 79.8644169 6.8525592, 79.8650407 6.8527482)",,
46940595,Senanayake Place,residential,30,False,True,96.185,,"LINESTRING (79.8636875 6.8509105, 79.8635181 6.851759)",,
465088400,Railway Station Road,tertiary,40,False,False,50.272,,"LINESTRING (79.8636875 6.8509105, 79.8632424 6.8508151)",,
465088400,Railway Station Road,tertiary,40,False,True,48.843,,"LINESTRING (79.8636875 6.8509105, 79.8640291 6.8510027, 79.8641144 6.8510258)",,
46940596,Gregory Road,residential,30,False,False,154.041,,"LINESTRING (79.8620797 6.8519019, 79.8634374 6.8522213)",,
1069627514,Marine Drive,tertiary,40,False,False,45.879,,"LINESTRING (79.8620797 6.8519019, 79.8621763 6.8515006)",4,
1069627514,Marine Drive,tertiary,40,False,True,42.539,,"LINESTRING (79.8620797 6.8519019, 79.8619845 6.8522726)",4,
53497736,Liyanage Road,residential,30,False,True,73.209,,"LINESTRING (79.8677933 6.8539405, 79.8684551 6.853899)",,
46940598,Ranajaya Gama,tertiary,40,False,False,80.092,,"LINESTRING (79.8677933 6.8539405, 79.8676698 6.8543396, 79.8675442 6.8546155)",,
46940599,Malwatte Road,tertiary,40,False,True,113.779,,"LINESTRING (79.8677933 6.8539405, 79.8671966 6.8539607, 79.8667669 6.8539034)",,
50071266,Galle Road,trunk,50,True,False,48.684,AA002,"LINESTRING (79.8655693 6.8541187, 79.8654976 6.8545507)",2,
46940659,Fairline Road,residential,30,False,True,243.95499999999998,,"LINESTRING (79.8655693 6.8541187, 79.8639414 6.8537925, 79.8634157 6.8536354)",,
50145434,Inner Fairline Road,residential,30,False,False,242.588,,"LINESTRING (79.8623717 6.8539019, 79.8644678 6.8545565)",,
50145434,Inner Fairline Road,residential,30,False,True,89.336,,"LINESTRING (79.8623717 6.8539019, 79.8615916 6.8536884)",,
