osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,tunnel,junction
507904977,True,B044,Bandarawela - Welimada Road,primary,60,False,32.485,"LINESTRING (80.9887805 6.8307869, 80.9888648 6.830507)",,,
438878879,False,B044,Bandarawela-Welimada Road,primary,60,False,44.723,"LINESTRING (80.9887805 6.8307869, 80.9887621 6.8308719, 80.9887386 6.8309478, 80.988697 6.831067, 80.9886655 6.8311406, 80.9886508 6.8311665)",,,
245832344,False,AB008,Dharmawijaya Mawatha,trunk,50,True,16.328,"LINESTRING (80.9898455 6.8304171, 80.9897288 6.8305073)",,,
9783025,False,,,residential,40,False,140.582,"LINESTRING (80.9898455 6.8304171, 80.9897639 6.8303056, 80.9896868 6.8301981, 80.9894961 6.8298727, 80.9892401 6.8293094)",,,
245832344,False,AB008,Dharmawijaya Mawatha,trunk,50,False,337.08,"LINESTRING (80.9898455 6.8304171, 80.9900851 6.8303306, 80.9903432 6.8302247, 80.9907067 6.8301404, 80.9921524 6.8300004, 80.9925807 6.8299361, 80.9928377 6.8298979)",,,
"[578797937, 245405555, 578810685]",False,,"['Haputhale Road 2nd Lane', 'Police Kanda Road 1st Lane']",residential,20,False,432.08500000000004,"LINESTRING (80.9879534 6.8311968, 80.9879118 6.8311615, 80.9878716 6.8311283, 80.987826 6.8311056, 80.987476 6.8309831, 80.9873848 6.8309392, 80.9873217 6.83088, 80.9869879 6.83064, 80.9868228 6.8304192, 80.9867491 6.8303526, 80.986476 6.8301966, 80.986039 6.8300084, 80.9860315 6.8299926, 80.986041 6.8299784, 80.9865379 6.8300124, 80.986613 6.8299984, 80.9866586 6.8299405, 80.9866552 6.8298513, 80.9865761 6.8297674, 80.9863012 6.8296995, 80.9862543 6.8296668, 80.9862265 6.8296287, 80.9862428 6.8294891, 80.9862287 6.8294584, 80.9861125 6.8293439)",,,
438878879,False,B044,Bandarawela-Welimada Road,primary,60,False,83.17099999999999,"LINESTRING (80.9879534 6.8311968, 80.9877328 6.8312335, 80.9875068 6.8312907, 80.9874149 6.8313307, 80.9872399 6.8314185)",,,
438878879,False,B044,Bandarawela-Welimada Road,primary,60,True,67.88999999999999,"LINESTRING (80.9879534 6.8311968, 80.9880969 6.8311975, 80.9882022 6.8312062, 80.9884664 6.8312245, 80.9885207 6.8312251, 80.9885663 6.8312155)",,,
438878879,False,B044,Bandarawela-Welimada Road,primary,60,True,23.364,"LINESTRING (80.9847026 6.833334, 80.9848393 6.8331736)",,,
170840475,False,B043,Bandarawela - Etampitiya Road,primary,60,False,192.197,"LINESTRING (80.9847026 6.833334, 80.984771 6.8336876, 80.9848541 6.8340484, 80.9849341 6.8342763, 80.9851411 6.8346663, 80.9853168 6.8349299)",,,
438878879,False,B044,Bandarawela-Welimada Road,primary,60,False,67.747,"LINESTRING (80.9847026 6.833334, 80.984602 6.8334459, 80.9843726 6.8338447)",,,
9751633,False,,,tertiary,40,True,19.455,"LINESTRING (80.9881993 6.8319537, 80.9881723 6.8317808)",,,
122031013,False,,Senanayake Mawatha,tertiary,40,False,329.176,"LINESTRING (80.9881993 6.8319537, 80.9882753 6.8320833, 80.9884171 6.8323169, 80.9884831 6.832376, 80.9885694 6.8323987, 80.9887755 6.8323219, 80.9891996 6.8319776, 80.9893441 6.8319006, 80.9894937 6.8318685, 80.9896204 6.8318819, 80.9900395 6.8320502, 80.9902347 6.8321615, 80.9903669 6.8323286, 80.9904875 6.8325729)",,,
122031015,False,,Dharmapala Mawatha,residential,40,False,224.51,"LINESTRING (80.9881993 6.8319537, 80.9881908 6.8320444, 80.9881908 6.8325544, 80.9882216 6.8330577, 80.9881946 6.8332085, 80.9881608 6.8332274, 80.9876463 6.83338, 80.9875551 6.8334452, 80.987515 6.8335115)",,,
507904979,True,AA016,Beragala - Hali Ela Road,trunk,40,False,31.108999999999998,"LINESTRING (80.9885643 6.830239, 80.9886212 6.8303264, 80.9887512 6.8304456)",,,
667867707,False,AA016,Beragala - Hali Ela Road,trunk,50,False,138.304,"LINESTRING (80.9885643 6.830239, 80.9885199 6.830195, 80.9884612 6.8301431, 80.9882444 6.8298959, 80.9878755 6.8295418, 80.9878221 6.8294966, 80.987659 6.8293852)",2,,
438878879,False,B044,Bandarawela-Welimada Road,primary,60,True,67.747,"LINESTRING (80.9843726 6.8338447, 80.984602 6.8334459, 80.9847026 6.833334)",,,
438878879,False,B044,Bandarawela-Welimada Road,primary,60,False,23.364,"LINESTRING (80.9848393 6.8331736, 80.9847026 6.833334)",,,
438878879,False,B044,Bandarawela-Welimada Road,primary,60,True,209.85099999999997,"LINESTRING (80.9848393 6.8331736, 80.985062 6.8329658, 80.985486 6.832618, 80.9857356 6.8324179, 80.9859308 6.8322297, 80.9859605 6.8321975, 80.9860712 6.8319778, 80.9861228 6.8318959, 80.9861697 6.8318533)",,,
170840481,False,,,residential,20,True,154.811,"LINESTRING (80.9861697 6.8318533, 80.9861094 6.8318054, 80.9860524 6.8317761, 80.9857225 6.8317688, 80.985359 6.8316869, 80.9852182 6.8317561, 80.9850782 6.8317889, 80.9848983 6.8319713)",,,
438878879,False,B044,Bandarawela-Welimada Road,primary,60,False,209.851,"LINESTRING (80.9861697 6.8318533, 80.9861228 6.8318959, 80.9860712 6.8319778, 80.9859605 6.8321975, 80.9859308 6.8322297, 80.9857356 6.8324179, 80.985486 6.832618, 80.985062 6.8329658, 80.9848393 6.8331736)",,,
438878879,False,B044,Bandarawela-Welimada Road,primary,60,True,128.269,"LINESTRING (80.9861697 6.8318533, 80.9862435 6.8318027, 80.9864386 6.8317288, 80.9866911 6.8316563, 80.9868094 6.8316223, 80.9869402 6.8315697, 80.9872399 6.8314185)",,,
245405552,False,,Police Station Road,residential,30,True,228.462,"LINESTRING (80.9872399 6.8314185, 80.9872218 6.8314019, 80.9870242 6.8313771, 80.986908 6.8313167, 80.9868892 6.8312428, 80.9869321 6.8310603, 80.9869174 6.8309285, 80.986843 6.8307967, 80.9867538 6.8307095, 80.9863906 6.8304963, 80.9863092 6.8304565, 80.9862623 6.8304598, 80.9859726 6.8305923, 80.985937 6.8306289, 80.9858861 6.8307235)",,,
438878879,False,B044,Bandarawela-Welimada Road,primary,60,False,128.26899999999998,"LINESTRING (80.9872399 6.8314185, 80.9869402 6.8315697, 80.9868094 6.8316223, 80.9866911 6.8316563, 80.9864386 6.8317288, 80.9862435 6.8318027, 80.9861697 6.8318533)",,,
438878879,False,B044,Bandarawela-Welimada Road,primary,60,True,83.17099999999999,"LINESTRING (80.9872399 6.8314185, 80.9874149 6.8313307, 80.9875068 6.8312907, 80.9877328 6.8312335, 80.9879534 6.8311968)",,,
9783024,False,,Temple Road,residential,40,True,275.464,"LINESTRING (80.9890537 6.8280627, 80.989387 6.828051, 80.9896338 6.8280749, 80.9898819 6.8281894, 80.9901166 6.8284198, 80.9902145 6.8284851, 80.9904873 6.828746, 80.9907483 6.8289271, 80.9911144 6.829047, 80.991223 6.829035)",,,
"[9783025, 507282442, 122031014]",False,,,residential,"['40', '30']","[False, True]",142.826,"LINESTRING (80.9890537 6.8280627, 80.9890692 6.8289232, 80.989097 6.829029, 80.9891795 6.8291806, 80.9892401 6.8293094)",,yes,
507282442,False,,,residential,40,True,133.752,"LINESTRING (80.9890537 6.8280627, 80.9890377 6.8279764, 80.9890631 6.8279324, 80.9891879 6.8278892, 80.9892301 6.8278086, 80.9891403 6.8276781, 80.9890665 6.8276648, 80.9889874 6.8277221, 80.9887527 6.8279791, 80.9887138 6.8281402)",,,
9783024,False,,Temple Road,residential,40,False,212.345,"LINESTRING (80.9931555 6.8292347, 80.9931931 6.8291548, 80.9931891 6.8291029, 80.9931716 6.829051, 80.9930952 6.8289658, 80.9930067 6.8289232, 80.9928457 6.8289232, 80.99243 6.8290297, 80.9922396 6.8290457, 80.9919512 6.8289911, 80.9917729 6.8289498, 80.9915476 6.8288299)",,,
9783024,False,,Temple Road,residential,40,True,86.61800000000001,"LINESTRING (80.9931555 6.8292347, 80.9929222 6.8294611, 80.9928618 6.829573, 80.9928283 6.8297634, 80.9928377 6.8298979)",,,
9783024,False,,Temple Road,residential,40,False,86.618,"LINESTRING (80.9928377 6.8298979, 80.9928283 6.8297634, 80.9928618 6.829573, 80.9929222 6.8294611, 80.9931555 6.8292347)",,,
245832344,False,AB008,Dharmawijaya Mawatha,trunk,50,True,337.08000000000004,"LINESTRING (80.9928377 6.8298979, 80.9925807 6.8299361, 80.9921524 6.8300004, 80.9907067 6.8301404, 80.9903432 6.8302247, 80.9900851 6.8303306, 80.9898455 6.8304171)",,,
245832344,False,AB008,Dharmawijaya Mawatha,trunk,50,False,16.328,"LINESTRING (80.9897288 6.8305073, 80.9898455 6.8304171)",,,
507904983,True,AB008,Dharmawijaya Mawatha,trunk,50,False,27.873,"LINESTRING (80.9897288 6.8305073, 80.98967 6.8305297, 80.9894856 6.830573)",,,
244947463,False,,,residential,30,False,100.88,"LINESTRING (80.9918374 6.8305957, 80.9918639 6.8306532, 80.9918875 6.8307581, 80.9918801 6.8308912, 80.9918053 6.831175, 80.9918915 6.8314728)",,,
311364296,True,AA016,Main Street,tertiary,50,False,134.841,"LINESTRING (80.9918374 6.8305957, 80.9921725 6.8303639, 80.9929302 6.8300715)",2,,
