osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,bridge
50168908,AA033,Gampaha - Ja Ela Road,primary,60,False,False,116.35400000000001,"LINESTRING (79.9143257 7.10102, 79.9141102 7.1010158, 79.9138805 7.1010425, 79.9136863 7.1010847, 79.913514 7.1011421, 79.9133875 7.101183, 79.9132975 7.1012102)",,,
315363246,,Temple road,tertiary,40,False,False,185.58399999999997,"LINESTRING (79.9143257 7.10102, 79.9142205 7.1004, 79.9141195 7.099839, 79.9141138 7.0997269, 79.9141166 7.0996307, 79.9141643 7.0993731)",2,,
50286644,AA033,Gampaha - Ja Ela Road,primary,60,True,False,35.263,"LINESTRING (79.9106782 7.101328, 79.9103637 7.1012717)",,,
50168908,AA033,Gampaha - Ja Ela Road,primary,60,False,True,228.14999999999998,"LINESTRING (79.9106782 7.101328, 79.9120858 7.1012889, 79.9127081 7.1012783, 79.9127452 7.101277)",,,
423531346,,,primary,70,True,False,5.544,"LINESTRING (79.9101906 7.1013612, 79.9102056 7.1013812, 79.9102252 7.1013968)",,roundabout,
50286639,B111,Minuwangoda-Ekala Road,secondary,50,True,False,33.911,"LINESTRING (79.9102252 7.1013968, 79.9102655 7.1015366, 79.9103068 7.1016908)",,,
423531346,,,primary,70,True,False,13.951999999999998,"LINESTRING (79.9102252 7.1013968, 79.9102484 7.101407, 79.9102733 7.1014109, 79.9102985 7.1014083, 79.9103221 7.1013993, 79.9103426 7.1013847)",,roundabout,
423531346,,,primary,70,True,False,4.596,"LINESTRING (79.9103637 7.1012717, 79.9103527 7.1012542, 79.9103381 7.1012394)",,roundabout,
423531495,B111,Minuwangoda-Ekala Road,secondary,50,False,False,47.961,"LINESTRING (79.9103964 7.1046623, 79.910373 7.105093)",,,
376620907,,,residential,30,False,False,233.207,"LINESTRING (79.9103964 7.1046623, 79.9107651 7.1045514, 79.9109636 7.1044928, 79.9110574 7.1044635, 79.9113659 7.1043518, 79.9115879 7.1042918, 79.9117467 7.1042735, 79.9118165 7.1049691)",,,
"[423531494, 423531495]",B111,Minuwangoda-Ekala Road,secondary,50,False,True,42.809999999999995,"LINESTRING (79.9103964 7.1046623, 79.9103677 7.1043562, 79.9103624 7.1042788)",,,yes
"[50286643, 50286645]",AA033,Gampaha - Ja Ela Road,primary,60,True,False,301.505,"LINESTRING (79.9103381 7.1012394, 79.910302 7.1011569, 79.9102508 7.1010494, 79.9101792 7.1008997, 79.9101358 7.1008155, 79.9100378 7.1006447, 79.9099334 7.1005136, 79.9095135 7.1000329, 79.9091782 7.099663, 79.90868 7.0991056)",,,
423531346,,,primary,70,True,False,15.677000000000001,"LINESTRING (79.9103381 7.1012394, 79.9103132 7.1012245, 79.910285 7.1012176, 79.9102559 7.1012192, 79.9102286 7.1012293, 79.9102067 7.1012426)",,roundabout,
50168908,AA033,Gampaha - Ja Ela Road,primary,60,False,False,61.659,"LINESTRING (79.9132975 7.1012102, 79.913125 7.1012535, 79.9130075 7.101268, 79.9127452 7.101277)",,,
50168908,AA033,Gampaha - Ja Ela Road,primary,60,False,True,116.354,"LINESTRING (79.9132975 7.1012102, 79.9133875 7.101183, 79.913514 7.1011421, 79.9136863 7.1010847, 79.9138805 7.1010425, 79.9141102 7.1010158, 79.9143257 7.10102)",,,
313916695,,Mathew mawatha,residential,30,False,True,75.827,"LINESTRING (79.9132975 7.1012102, 79.9136062 7.1017999, 79.9136151 7.1018149)",,,
50286645,AA033,Gampaha - Ja Ela Road,primary,60,True,False,62.717,"LINESTRING (79.9071816 7.0974211, 79.9068099 7.0969944)",,,
50286645,AA033,Gampaha - Ja Ela Road,primary,60,True,False,59.921,"LINESTRING (79.9075404 7.0978256, 79.9071816 7.0974211)",,,
313916664,,Mathree Mawatha,tertiary,40,False,True,323.65700000000004,"LINESTRING (79.9070352 7.1013551, 79.9081538 7.1013463, 79.9087022 7.1013419, 79.9093921 7.1013365, 79.9099683 7.101343)",,,
"[313917001, 766046362]",,Cinnamon Garden Main Road,residential,"['20', '30']",False,True,223.176,"LINESTRING (79.9070352 7.1013551, 79.9070836 7.1031923, 79.9070832 7.103219, 79.9070663 7.1032525, 79.9070396 7.1032895, 79.9069825 7.1033079)",,,
315363246,,Temple road,tertiary,40,False,True,29.355,"LINESTRING (79.9142311 7.0988031, 79.9142048 7.0990658)",2,,
315363246,,Temple road,tertiary,40,False,False,144.223,"LINESTRING (79.9142311 7.0988031, 79.9142401 7.0987602, 79.914193 7.098554, 79.9140572 7.0982323, 79.9139104 7.0980014, 79.913794 7.097754, 79.9137567 7.0976118)",2,,
315363246,,Temple road,tertiary,40,False,False,7.295999999999999,"LINESTRING (79.9141643 7.0993731, 79.9141735 7.09933, 79.9141761 7.0993086)",2,,
315363246,,Temple road,tertiary,40,False,True,185.584,"LINESTRING (79.9141643 7.0993731, 79.9141166 7.0996307, 79.9141138 7.0997269, 79.9141195 7.099839, 79.9142205 7.1004, 79.9143257 7.10102)",2,,
315364321,,,residential,30,False,False,10.657,"LINESTRING (79.9086243 7.0991839, 79.90868 7.0991056)",,,
780854939,AA033,Gampaha - Ja Ela Road,primary,60,True,False,291.00700000000006,"LINESTRING (79.9086243 7.0991839, 79.9092029 7.0998489, 79.9095327 7.1001947, 79.9096994 7.1003777, 79.9097988 7.1004862, 79.9099063 7.1006084, 79.9099564 7.1006706, 79.910002 7.1007406, 79.9100522 7.1008198, 79.9100862 7.1008923, 79.9101154 7.1009719, 79.9101747 7.1011481, 79.9101869 7.1011941, 79.9102067 7.1012426)",,,
50286645,AA033,Gampaha - Ja Ela Road,primary,60,True,False,189.921,"LINESTRING (79.90868 7.0991056, 79.9075404 7.0978256)",,,
315364321,,,residential,30,False,True,10.657,"LINESTRING (79.90868 7.0991056, 79.9086243 7.0991839)",,,
423531495,B111,Minuwangoda-Ekala Road,secondary,50,False,True,47.961,"LINESTRING (79.910373 7.105093, 79.9103964 7.1046623)",,,
376620913,,,residential,30,False,False,160.125,"LINESTRING (79.910373 7.105093, 79.9110842 7.105051, 79.911261 7.1050152, 79.9114508 7.1050049, 79.911634 7.1049755, 79.9118165 7.1049691)",,,
423531495,B111,Minuwangoda-Ekala Road,secondary,50,False,False,55.536,"LINESTRING (79.910373 7.105093, 79.9103477 7.1053563, 79.9103427 7.1055912)",,,
376620254,,,residential,30,False,False,57.79900000000001,"LINESTRING (79.9141388 7.1018057, 79.9138456 7.1018077, 79.9136151 7.1018149)",,,
313916695,,Mathew mawatha,residential,30,False,False,28.033,"LINESTRING (79.9144279 7.103223, 79.9143024 7.1030038)",,,
912459383,,,residential,,False,False,200.59199999999998,"LINESTRING (79.9126001 7.1032436, 79.9127438 7.1032451, 79.9128696 7.1032479, 79.9130472 7.1033052, 79.9131858 7.1033893, 79.9133219 7.1033995, 79.9135284 7.1033516, 79.9138851 7.1032132, 79.9143024 7.1030038)",,,
376620912,,,residential,30,False,True,36.101,"LINESTRING (79.9120511 7.1036876, 79.9121266 7.1040035)",,,
376620912,,,residential,30,False,True,32.415,"LINESTRING (79.9128337 7.1043401, 79.9129137 7.1046206)",,,
376620912,,,residential,30,False,False,108.44,"LINESTRING (79.9128337 7.1043401, 79.9126401 7.1043179, 79.9124095 7.1043135, 79.9122729 7.1043592, 79.9122285 7.1043478, 79.9122039 7.1043266, 79.9121266 7.1040035)",,,
407465225,,,residential,30,False,False,95.179,"LINESTRING (79.9128337 7.1043401, 79.912843 7.1041537, 79.9128624 7.10413, 79.912905 7.1041172, 79.9129527 7.1041204, 79.9129985 7.1041102, 79.9130282 7.1040973, 79.9130379 7.1040794, 79.9130398 7.1039834, 79.9130166 7.1039366, 79.9130069 7.1038976, 79.9130024 7.1037932, 79.9129927 7.1036382)",,,
376620898,,,residential,30,False,False,34.398,"LINESTRING (79.9129137 7.1046206, 79.9132198 7.1046792)",,,
376620912,,,residential,30,False,False,32.415,"LINESTRING (79.9129137 7.1046206, 79.9128337 7.1043401)",,,
376620898,,,residential,30,False,True,125.32999999999998,"LINESTRING (79.9129137 7.1046206, 79.9127457 7.1045897, 79.9127344 7.1047162, 79.9126901 7.1048534, 79.9126227 7.1050597, 79.9125899 7.1050664, 79.9125045 7.1050442, 79.912358 7.1050052, 79.9121596 7.1050288)",,,
376620898,,,residential,30,False,True,34.398,"LINESTRING (79.9132198 7.1046792, 79.9129137 7.1046206)",,,
376620907,,,residential,30,False,True,233.207,"LINESTRING (79.9118165 7.1049691, 79.9117467 7.1042735, 79.9115879 7.1042918, 79.9113659 7.1043518, 79.9110574 7.1044635, 79.9109636 7.1044928, 79.9107651 7.1045514, 79.9103964 7.1046623)",,,
376620913,,,residential,30,False,False,42.46,"LINESTRING (79.9118165 7.1049691, 79.9120627 7.1049506, 79.9121481 7.1049848, 79.9121596 7.1050288)",,,
376620913,,,residential,30,False,True,160.125,"LINESTRING (79.9118165 7.1049691, 79.911634 7.1049755, 79.9114508 7.1050049, 79.911261 7.1050152, 79.9110842 7.105051, 79.910373 7.105093)",,,
376620898,,,residential,30,False,False,125.32999999999998,"LINESTRING (79.9121596 7.1050288, 79.912358 7.1050052, 79.9125045 7.1050442, 79.9125899 7.1050664, 79.9126227 7.1050597, 79.9126901 7.1048534, 79.9127344 7.1047162, 79.9127457 7.1045897, 79.9129137 7.1046206)",,,
376620913,,,residential,30,False,False,29.471,"LINESTRING (79.9121596 7.1050288, 79.912188 7.1052719, 79.9121901 7.1052921)",,,
