osmid,highway,maxspeed,oneway,reversed,length,geometry,ref,name
228885476,residential,30,False,True,83.006,"LINESTRING (80.7645808 7.308898, 80.7641894 7.3082604)",,
224615567,residential,30,False,True,273.687,"LINESTRING (80.7645808 7.308898, 80.7636684 7.3095277, 80.7631749 7.3097858, 80.7623716 7.3099037)",,
228885344,residential,30,False,False,53.676,"LINESTRING (80.7645808 7.308898, 80.7649532 7.3086657, 80.7649876 7.3086343)",,
228885473,residential,30,False,False,57.747,"LINESTRING (80.7645808 7.308898, 80.7646719 7.3090229, 80.7648622 7.3093355)",,
224615566,residential,30,True,False,32.588,"LINESTRING (80.7648622 7.3093355, 80.7648806 7.3094131, 80.7649315 7.3096204)",,
228885473,residential,30,False,True,57.747,"LINESTRING (80.7648622 7.3093355, 80.7646719 7.3090229, 80.7645808 7.308898)",,
224615569,residential,30,False,True,54.533,"LINESTRING (80.7648508 7.306623, 80.7645543 7.3064672, 80.7644646 7.3063371)",,
228885344,residential,30,False,False,148.545,"LINESTRING (80.7648508 7.306623, 80.7646576 7.3067872, 80.7641903 7.3070029, 80.7640064 7.3070615, 80.7638964 7.3071227, 80.7637377 7.3073241)",,
228885344,residential,30,False,True,568.904,"LINESTRING (80.7648508 7.306623, 80.7649907 7.3064948, 80.7652616 7.3061836, 80.765436 7.3059016, 80.7656407 7.3057877, 80.7661865 7.3060697, 80.7664802 7.3062479, 80.7665661 7.3063477, 80.7666157 7.3064661, 80.766566 7.3067359, 80.7665177 7.3068237, 80.7654065 7.3082347, 80.7649876 7.3086343)",,
224615567,residential,30,False,False,230.74699999999999,"LINESTRING (80.7615817 7.3091233, 80.7614931 7.3097246, 80.7614556 7.3101157, 80.7614663 7.3102141, 80.7615226 7.3102434, 80.7616066 7.3101838, 80.7620242 7.3100066, 80.7623716 7.3099037)",,
224615567,residential,30,False,True,323.67800000000005,"LINESTRING (80.7615817 7.3091233, 80.7619089 7.3086338, 80.7621485 7.3082206, 80.762414 7.3080131, 80.7626541 7.3079267, 80.7628512 7.3077165, 80.7634738 7.3073801, 80.7636572 7.3073347, 80.7637377 7.3073241)",,
1024607655,residential,,False,False,497.43,"LINESTRING (80.7615817 7.3091233, 80.7616004 7.3088388, 80.7618552 7.3083147, 80.7619143 7.3080965, 80.7618955 7.3079263, 80.7615817 7.3075964, 80.7613322 7.3073037, 80.7609889 7.3071068, 80.7607663 7.3072133, 80.7605651 7.3074181, 80.7600877 7.3069366, 80.7605034 7.306604, 80.760667 7.3064231)",,
