osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,access,bridge
486798674,False,Ragama-Kadawatha Road,secondary,70,False,11.299,"LINESTRING (79.9233309 7.028087, 79.9234202 7.0280373)",2,B168,,
486798674,False,Ragama-Kadawatha Road,secondary,70,True,12.095,"LINESTRING (79.9233309 7.028087, 79.923233 7.0281359)",2,B168,,
"[708591818, 698309419]",True,Annasihena Road,tertiary,40,False,54.760000000000005,"LINESTRING (79.9233309 7.028087, 79.9233592 7.0281118, 79.923498 7.028187, 79.9235583 7.028185, 79.923797 7.0281604)",,,,
452749433,False,Bandaranayake Mawatha,tertiary,40,False,54.897,"LINESTRING (79.9261431 7.0221883, 79.9256484 7.0221366)",,,,
452749433,False,Bandaranayake Mawatha,tertiary,40,True,24.912,"LINESTRING (79.9261431 7.0221883, 79.9262556 7.0222, 79.92636 7.0222419)",,,,
452749433,False,Bandaranayake Mawatha,tertiary,40,False,41.331,"LINESTRING (79.9256484 7.0221366, 79.9252739 7.0221346)",,,,
452749433,False,Bandaranayake Mawatha,tertiary,40,True,54.897,"LINESTRING (79.9256484 7.0221366, 79.9261431 7.0221883)",,,,
536519956,False,,residential,,False,96.322,"LINESTRING (79.9214977 7.0223744, 79.9215086 7.0223565, 79.9214975 7.0222952, 79.9215045 7.02228, 79.921609 7.022224, 79.9221857 7.0219192)",,,,
536519956,False,,residential,,True,44.093,"LINESTRING (79.9214977 7.0223744, 79.9214774 7.0223873, 79.921122 7.0225074)",,,,
536519958,False,,residential,20,True,112.77100000000002,"LINESTRING (79.9214977 7.0223744, 79.9215459 7.0225641, 79.9215974 7.0225921, 79.922353 7.0224672)",,,,
788258756,False,,residential,20,True,167.778,"LINESTRING (79.9273033 7.0257725, 79.9273244 7.02581, 79.9274589 7.0260747, 79.9271893 7.0261838, 79.9269252 7.0262916, 79.9268366 7.0262916, 79.926327 7.0262331)",,,,
486798674,False,Ragama-Kadawatha Road,secondary,70,False,86.30199999999999,"LINESTRING (79.926327 7.0262331, 79.926323 7.0261133, 79.9263136 7.0259855, 79.9262761 7.0257486, 79.9262559 7.0256021, 79.9262412 7.0254624)",2,B168,,
486798674,False,Ragama-Kadawatha Road,secondary,70,True,47.425,"LINESTRING (79.926327 7.0262331, 79.9263096 7.0263315, 79.9262761 7.0264261, 79.9262224 7.0265232, 79.92615 7.0266137)",2,B168,,
788258756,False,,residential,20,False,167.77800000000002,"LINESTRING (79.926327 7.0262331, 79.9268366 7.0262916, 79.9269252 7.0262916, 79.9271893 7.0261838, 79.9274589 7.0260747, 79.9273244 7.02581, 79.9273033 7.0257725)",,,,
192089643,False,Siriwardane Road,tertiary,40,False,25.601,"LINESTRING (79.9218163 7.0273578, 79.9217978 7.0275873)",,,,
192089643,False,Siriwardane Road,tertiary,40,True,26.561,"LINESTRING (79.9218163 7.0273578, 79.9218356 7.0271197)",,,,
788258759,False,,residential,20,True,36.26,"LINESTRING (79.9218163 7.0273578, 79.9221434 7.0273885)",,,,
192089639,False,,residential,30,True,25.463,"LINESTRING (79.9221434 7.0273885, 79.9221254 7.0276168)",,,,
788258759,False,,residential,20,False,36.26,"LINESTRING (79.9221434 7.0273885, 79.9218163 7.0273578)",,,,
192089639,False,,residential,30,False,59.979,"LINESTRING (79.9221434 7.0273885, 79.9221629 7.0271876, 79.9221495 7.0271701, 79.9218356 7.0271197)",,,,
192089642,False,,residential,30,False,63.607,"LINESTRING (79.923225 7.0271382, 79.9231475 7.0273948, 79.9230877 7.0276931)",,,,
927498926,False,,residential,,False,25.936,"LINESTRING (79.9193291 7.0250592, 79.9195157 7.025201)",,,,
927498927,False,,residential,,False,78.17,"LINESTRING (79.9193291 7.0250592, 79.919322 7.0249093, 79.9192135 7.0245089, 79.919152 7.0243848)",,,,
927498930,False,,residential,,False,36.979,"LINESTRING (79.9199426 7.0254994, 79.9202776 7.0255065)",,,,
927498926,False,,residential,,True,57.844,"LINESTRING (79.9199426 7.0254994, 79.9198435 7.0254526, 79.9195157 7.025201)",,,,
927499712,False,,residential,,False,25.493,"LINESTRING (79.9199426 7.0254994, 79.9198977 7.0255439, 79.9200631 7.0255704)",,,,
326232704,False,,residential,30,False,23.507,"LINESTRING (79.925572 7.0272144, 79.9256633 7.0274054)",,,,
326232704,False,,residential,30,True,20.036,"LINESTRING (79.925572 7.0272144, 79.9254942 7.0270516)",,,,
927496372,False,,residential,,False,29.551,"LINESTRING (79.925572 7.0272144, 79.9253454 7.027356)",,,,
927496372,False,,residential,,True,29.551,"LINESTRING (79.9253454 7.027356, 79.925572 7.0272144)",,,,
326232704,False,,residential,30,True,23.507,"LINESTRING (79.9256633 7.0274054, 79.925572 7.0272144)",,,,
927496373,False,,residential,,False,26.286,"LINESTRING (79.9256633 7.0274054, 79.9254653 7.0275368)",,,,
326232704,False,,residential,30,False,41.583999999999996,"LINESTRING (79.9256633 7.0274054, 79.925694 7.0274697, 79.9258422 7.0277344)",,,,
927496373,False,,residential,,True,26.286,"LINESTRING (79.9254653 7.0275368, 79.9256633 7.0274054)",,,,
326232704,False,,residential,30,False,4.614,"LINESTRING (79.9258422 7.0277344, 79.925863 7.0277704)",,,,
927496374,False,,residential,,False,57.063,"LINESTRING (79.9258422 7.0277344, 79.9253999 7.0280002)",,,,
326232704,False,,residential,30,True,41.583999999999996,"LINESTRING (79.9258422 7.0277344, 79.925694 7.0274697, 79.9256633 7.0274054)",,,,
927496374,False,,residential,,True,57.063,"LINESTRING (79.9253999 7.0280002, 79.9258422 7.0277344)",,,,
927496375,False,,residential,,True,40.473,"LINESTRING (79.9261954 7.0277191, 79.9260413 7.0277685, 79.926007 7.0277268, 79.925863 7.0277704)",,,,
927499712,False,,residential,,False,25.373,"LINESTRING (79.9200631 7.0255704, 79.9202139 7.0255509, 79.9202776 7.0255065)",,,,
927499712,False,,residential,,True,25.493,"LINESTRING (79.9200631 7.0255704, 79.9198977 7.0255439, 79.9199426 7.0254994)",,,,
927499713,False,,residential,,False,63.184,"LINESTRING (79.9200631 7.0255704, 79.9201431 7.0256751, 79.9202092 7.0257828, 79.9205136 7.0257102)",,,,
927499713,False,,residential,,False,28.55,"LINESTRING (79.9205136 7.0257102, 79.9203708 7.0254961)",,,,
927499713,False,,residential,,True,63.184,"LINESTRING (79.9205136 7.0257102, 79.9202092 7.0257828, 79.9201431 7.0256751, 79.9200631 7.0255704)",,,,
927499714,False,,residential,,False,42.24,"LINESTRING (79.9205136 7.0257102, 79.920582 7.0256961, 79.9207385 7.0254272)",,,,
927498930,False,,residential,,True,10.35,"LINESTRING (79.9203708 7.0254961, 79.9202776 7.0255065)",,,,
927499713,False,,residential,,True,28.55,"LINESTRING (79.9203708 7.0254961, 79.9205136 7.0257102)",,,,
927498930,False,,residential,,False,41.426,"LINESTRING (79.9203708 7.0254961, 79.9205702 7.0254737, 79.9207385 7.0254272)",,,,
927498930,False,,residential,,False,28.195,"LINESTRING (79.9207385 7.0254272, 79.920884 7.025387, 79.9209777 7.0254328)",,,,
927498930,False,,residential,,True,41.426,"LINESTRING (79.9207385 7.0254272, 79.9205702 7.0254737, 79.9203708 7.0254961)",,,,
927499714,False,,residential,,True,42.24,"LINESTRING (79.9207385 7.0254272, 79.920582 7.0256961, 79.9205136 7.0257102)",,,,
927498926,False,,residential,,True,25.936,"LINESTRING (79.9195157 7.025201, 79.9193291 7.0250592)",,,,
927498926,False,,residential,,False,57.844,"LINESTRING (79.9195157 7.025201, 79.9198435 7.0254526, 79.9199426 7.0254994)",,,,
927498928,False,,residential,,False,35.590999999999994,"LINESTRING (79.9195157 7.025201, 79.9196028 7.0250826, 79.9197019 7.0249397)",,,,
"[927498928, 927498931]",False,,residential,,"[False, True]",161.831,"LINESTRING (79.9197019 7.0249397, 79.9198104 7.0249304, 79.9201266 7.0249772, 79.920549 7.0250615, 79.9209123 7.0250873, 79.9211294 7.025195)",,,,
927498928,False,,residential,,True,35.590999999999994,"LINESTRING (79.9197019 7.0249397, 79.9196028 7.0250826, 79.9195157 7.025201)",,,,
927498929,False,,residential,,False,87.517,"LINESTRING (79.9197019 7.0249397, 79.9195934 7.0248742, 79.9193267 7.0245861, 79.9192583 7.0244714, 79.919152 7.0243848)",,,,
927498927,False,,residential,,True,78.17,"LINESTRING (79.919152 7.0243848, 79.9192135 7.0245089, 79.919322 7.0249093, 79.9193291 7.0250592)",,,,
927498929,False,,residential,,True,87.517,"LINESTRING (79.919152 7.0243848, 79.9192583 7.0244714, 79.9193267 7.0245861, 79.9195934 7.0248742, 79.9197019 7.0249397)",,,,
927498930,False,,residential,,False,10.35,"LINESTRING (79.9202776 7.0255065, 79.9203708 7.0254961)",,,,
927498930,False,,residential,,True,36.979,"LINESTRING (79.9202776 7.0255065, 79.9199426 7.0254994)",,,,
927499712,False,,residential,,True,25.373,"LINESTRING (79.9202776 7.0255065, 79.9202139 7.0255509, 79.9200631 7.0255704)",,,,
927498930,False,,residential,,True,13.179,"LINESTRING (79.9211483 7.025558, 79.9210583 7.0254801)",,,,
927498930,False,,residential,,False,36.935,"LINESTRING (79.9211483 7.025558, 79.921219 7.0257734, 79.921212 7.0258788)",,,,
927499715,False,,residential,,False,50.678,"LINESTRING (79.9211483 7.025558, 79.9212426 7.0254456, 79.9212544 7.0253027, 79.9212291 7.0252928, 79.9211294 7.025195)",,,,
927498930,False,,residential,,True,36.935,"LINESTRING (79.921212 7.0258788, 79.921219 7.0257734, 79.9211483 7.025558)",,,,
"[151705036, 927499716, 927499717]",False,,residential,30,"[False, True]",259.201,"LINESTRING (79.921212 7.0258788, 79.9212308 7.0261317, 79.9213087 7.0266422, 79.9214046 7.0268266, 79.9213571 7.0281794)",,,,
927502739,False,,residential,,False,53.809999999999995,"LINESTRING (79.921212 7.0258788, 79.9211152 7.0258577, 79.9210633 7.0256938, 79.9210583 7.0254801)",,,,
927498930,False,,residential,,False,10.334,"LINESTRING (79.9209777 7.0254328, 79.9210583 7.0254801)",,,,
927498930,False,,residential,,True,28.195,"LINESTRING (79.9209777 7.0254328, 79.920884 7.025387, 79.9207385 7.0254272)",,,,
927498931,False,,residential,,False,31.647,"LINESTRING (79.9209777 7.0254328, 79.9210586 7.0253449, 79.9211294 7.025195)",,,,
"[927498928, 927498931]",False,,residential,,"[False, True]",161.83100000000002,"LINESTRING (79.9211294 7.025195, 79.9209123 7.0250873, 79.920549 7.0250615, 79.9201266 7.0249772, 79.9198104 7.0249304, 79.9197019 7.0249397)",,,,
927498931,False,,residential,,True,31.647,"LINESTRING (79.9211294 7.025195, 79.9210586 7.0253449, 79.9209777 7.0254328)",,,,
927499715,False,,residential,,True,50.678,"LINESTRING (79.9211294 7.025195, 79.9212291 7.0252928, 79.9212544 7.0253027, 79.9212426 7.0254456, 79.9211483 7.025558)",,,,
927498930,False,,residential,,False,13.179,"LINESTRING (79.9210583 7.0254801, 79.9211483 7.025558)",,,,
927498930,False,,residential,,True,10.334,"LINESTRING (79.9210583 7.0254801, 79.9209777 7.0254328)",,,,
927502739,False,,residential,,True,53.809999999999995,"LINESTRING (79.9210583 7.0254801, 79.9210633 7.0256938, 79.9211152 7.0258577, 79.921212 7.0258788)",,,,
"[452749432, 927502741]",False,,residential,30,"[False, True]",98.507,"LINESTRING (79.9261126 7.0259865, 79.9260748 7.0258811, 79.9259804 7.0259092, 79.9257917 7.0259232, 79.9259023 7.0261391, 79.9260166 7.0263576)",,,,
452749433,False,Bandaranayake Mawatha,tertiary,40,True,80.079,"LINESTRING (79.9245484 7.0221472, 79.9252739 7.0221346)",,,,
