osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,ref,junction
306088768,2,Old Kottawa Road,tertiary,40,False,True,23.345,"LINESTRING (79.9617693 6.8435908, 79.9615686 6.8436569)",,,
306088768,2,Old Kottawa Road,tertiary,40,False,False,290.56500000000005,"LINESTRING (79.9617693 6.8435908, 79.9621434 6.8434182, 79.9626162 6.8431724, 79.9634214 6.8427694, 79.9636757 6.8426178, 79.9638901 6.8424868, 79.9640798 6.8423481)",,,
538320556,,,living_street,,False,True,88.26400000000001,"LINESTRING (79.9617693 6.8435908, 79.9618785 6.8438895, 79.9619578 6.8440325, 79.9620754 6.8440659, 79.9621738 6.8442304)",,,
469625902,2,Athurugiriya-Kottawa Road,secondary,50,False,True,4.352,"LINESTRING (79.969657 6.844402, 79.9696177 6.844399)",yes,,
469620886,2,Kottawa - Horana Road,secondary,50,False,True,62.53,"LINESTRING (79.9647798 6.840171, 79.9649736 6.8406994)",yes,B239,
263169786,,,residential,,False,True,125.648,"LINESTRING (79.9647798 6.840171, 79.9646904 6.8401837, 79.9646542 6.8401784, 79.9640852 6.8399251, 79.9637283 6.839775)",,,
469620886,2,Kottawa - Horana Road,secondary,50,False,False,44.294,"LINESTRING (79.9647798 6.840171, 79.9647202 6.8399374, 79.964684 6.8397842)",yes,B239,
677119300,,,residential,,False,False,88.976,"LINESTRING (79.9647798 6.840171, 79.9650396 6.8401287, 79.9652056 6.840171, 79.9655739 6.8402175)",,,
469620886,2,Kottawa - Horana Road,secondary,50,False,False,64.235,"LINESTRING (79.9646872 6.839391, 79.9647805 6.8388208)",yes,B239,
469620886,2,Kottawa - Horana Road,secondary,50,False,True,11.997,"LINESTRING (79.9646872 6.839391, 79.964678 6.8394985)",yes,B239,
183108285,,Railway Avenue,residential,30,False,True,61.563,"LINESTRING (79.9669863 6.8437778, 79.9664292 6.8438018)",,,
469625902,2,Athurugiriya-Kottawa Road,secondary,50,False,False,138.117,"LINESTRING (79.9669863 6.8437778, 79.9671346 6.8438491, 79.9674488 6.8439457, 79.9677254 6.8440204, 79.9681859 6.8441171)",yes,,
469625902,2,Athurugiriya-Kottawa Road,secondary,50,False,True,20.825,"LINESTRING (79.9669863 6.8437778, 79.9669196 6.843749, 79.9668362 6.8436691)",yes,,
153945811,,,residential,30,False,True,167.044,"LINESTRING (79.968321 6.8417342, 79.966839 6.8414315)",,,
153945812,,,residential,30,False,True,112.36,"LINESTRING (79.9670128 6.8425687, 79.9667936 6.8432546, 79.9666668 6.8434982, 79.9666571 6.8435118)",,,
153945811,,,residential,30,False,False,27.293,"LINESTRING (79.966922 6.8412003, 79.966839 6.8414315)",,,
153945811,,,residential,30,False,True,37.782,"LINESTRING (79.966922 6.8412003, 79.9670904 6.8409045)",,,
183122032,,,residential,30,False,True,45.397,"LINESTRING (79.966922 6.8412003, 79.9665132 6.8411563)",,,
153945811,,,residential,30,False,False,167.044,"LINESTRING (79.966839 6.8414315, 79.968321 6.8417342)",,,
153945811,,,residential,30,False,True,27.293,"LINESTRING (79.966839 6.8414315, 79.966922 6.8412003)",,,
153945810,,,residential,30,False,True,199.953,"LINESTRING (79.966839 6.8414315, 79.9666984 6.8414539, 79.9666332 6.8415206, 79.9664661 6.8422058, 79.9664246 6.8424076, 79.9661881 6.8427138, 79.9659987 6.8429034)",,,
153945811,,,residential,30,False,False,37.782,"LINESTRING (79.9670904 6.8409045, 79.966922 6.8412003)",,,
183122031,,,residential,30,False,True,214.422,"LINESTRING (79.9670904 6.8409045, 79.9689875 6.8413175)",,,
153945811,,,residential,30,False,True,69.601,"LINESTRING (79.9670904 6.8409045, 79.9671794 6.8407782, 79.9672382 6.8406354, 79.9672759 6.840413, 79.9672152 6.8403435)",,,
1184370810,,,residential,,False,False,79.713,"LINESTRING (79.9653304 6.8435533, 79.9649549 6.8441656)",,,
183108285,,Railway Avenue,residential,30,False,False,126.96000000000001,"LINESTRING (79.9653304 6.8435533, 79.9655235 6.8436758, 79.9657952 6.843757, 79.966076 6.8437983, 79.9664292 6.8438018)",,,
183108285,,Railway Avenue,residential,30,False,True,94.506,"LINESTRING (79.9653304 6.8435533, 79.9648261 6.8430526, 79.9647081 6.8429727)",,,
183108285,,Railway Avenue,residential,30,False,False,320.07200000000006,"LINESTRING (79.9628519 6.8445241, 79.9629553 6.8443821, 79.9630679 6.8441421, 79.9631658 6.8436916, 79.9632833 6.8434054, 79.9633845 6.8432375, 79.963477 6.8431217, 79.9636754 6.8429619, 79.9638094 6.8428985, 79.9639302 6.8428502, 79.9641395 6.8428289, 79.9643916 6.8428609, 79.9647081 6.8429727)",,,
183108285,,Railway Avenue,residential,30,False,True,46.554,"LINESTRING (79.9628519 6.8445241, 79.9626696 6.8446743, 79.9625102 6.8447671)",,,
469847320,,,living_street,,False,False,161.868,"LINESTRING (79.9628519 6.8445241, 79.9631212 6.844734, 79.9625391 6.8451894, 79.9623195 6.8448782)",,,
183108285,,Railway Avenue,residential,30,False,False,65.906,"LINESTRING (79.9614636 6.8454374, 79.961881 6.8451683, 79.9619508 6.8450982)",,,
183108285,,Railway Avenue,residential,30,False,True,39.066,"LINESTRING (79.9614636 6.8454374, 79.9612695 6.8455584, 79.9611506 6.8455956)",,,
1184370809,,,residential,,False,False,92.21,"LINESTRING (79.9647081 6.8429727, 79.9644104 6.8437475)",,,
183108285,,Railway Avenue,residential,30,False,False,94.506,"LINESTRING (79.9647081 6.8429727, 79.9648261 6.8430526, 79.9653304 6.8435533)",,,
183108285,,Railway Avenue,residential,30,False,True,320.07199999999995,"LINESTRING (79.9647081 6.8429727, 79.9643916 6.8428609, 79.9641395 6.8428289, 79.9639302 6.8428502, 79.9638094 6.8428985, 79.9636754 6.8429619, 79.963477 6.8431217, 79.9633845 6.8432375, 79.9632833 6.8434054, 79.9631658 6.8436916, 79.9630679 6.8441421, 79.9629553 6.8443821, 79.9628519 6.8445241)",,,
540775547,,Kulasevana Road,residential,30,False,False,22.585,"LINESTRING (79.9654279 6.8458124, 79.9654647 6.8456126)",,,
183110065,,,residential,30,False,True,215.774,"LINESTRING (79.9654279 6.8458124, 79.9654993 6.8458647, 79.965767 6.845968, 79.9662463 6.8461205, 79.9662994 6.845962, 79.9655597 6.8456681, 79.9654647 6.8456126)",,,
540775547,,Kulasevana Road,residential,30,False,True,51.884,"LINESTRING (79.9654279 6.8458124, 79.9654344 6.8458843, 79.9653567 6.8461638, 79.9653287 6.8462645)",,,
183108285,,Railway Avenue,residential,30,False,False,61.563,"LINESTRING (79.9664292 6.8438018, 79.9669863 6.8437778)",,,
183108285,,Railway Avenue,residential,30,False,True,126.96000000000001,"LINESTRING (79.9664292 6.8438018, 79.966076 6.8437983, 79.9657952 6.843757, 79.9655235 6.8436758, 79.9653304 6.8435533)",,,
540775547,,Kulasevana Road,residential,30,False,True,230.006,"LINESTRING (79.9664292 6.8438018, 79.9662716 6.8439728, 79.9661107 6.8442963, 79.9659462 6.8445875, 79.9658366 6.84489, 79.9655775 6.8452604, 79.9654647 6.8456126)",,,
183110072,,,residential,30,False,False,77.621,"LINESTRING (79.9660063 6.8464507, 79.9653287 6.8462645)",,,
183110072,,,residential,30,False,True,77.621,"LINESTRING (79.9653287 6.8462645, 79.9660063 6.8464507)",,,
540775547,,Kulasevana Road,residential,30,False,False,51.884,"LINESTRING (79.9653287 6.8462645, 79.9653567 6.8461638, 79.9654344 6.8458843, 79.9654279 6.8458124)",,,
736417295,,Haritha Uyana,residential,30,False,True,120.191,"LINESTRING (79.9653287 6.8462645, 79.965211 6.8462348, 79.9651547 6.8462215, 79.965093 6.8462255, 79.9650487 6.8462242, 79.9649926 6.8462248, 79.9649146 6.8462655, 79.9648556 6.8463081, 79.9648167 6.8463573, 79.9647692 6.8463681, 79.964696 6.846384, 79.9646263 6.84638, 79.9645539 6.8463707, 79.9644989 6.84636, 79.9644272 6.8463535, 79.9643005 6.8463748)",,,
183122031,,,residential,30,False,False,214.422,"LINESTRING (79.9689875 6.8413175, 79.9670904 6.8409045)",,,
183122033,,,residential,30,False,False,83.743,"LINESTRING (79.9676493 6.8436971, 79.9678578 6.8433735, 79.9680172 6.8432606, 79.968093 6.8431031)",,,
183122033,,,residential,30,False,True,89.83,"LINESTRING (79.9676493 6.8436971, 79.9668632 6.8436682, 79.9668362 6.8436691)",,,
588980780,,,residential,,False,False,193.11300000000003,"LINESTRING (79.9676493 6.8436971, 79.967966 6.8436616, 79.9680376 6.8436513, 79.9682589 6.8436327, 79.9688195 6.8429309, 79.9689388 6.8427312)",,,
"[183122033, 588980778]",,,residential,30,False,False,105.8,"LINESTRING (79.968093 6.8431031, 79.9679616 6.8430365, 79.9681601 6.8425411, 79.9682848 6.8422991)",,,
183122033,,,residential,30,False,True,83.743,"LINESTRING (79.968093 6.8431031, 79.9680172 6.8432606, 79.9678578 6.8433735, 79.9676493 6.8436971)",,,
"[588980777, 588980782]",,,residential,,False,False,82.777,"LINESTRING (79.968093 6.8431031, 79.9681708 6.8429949, 79.9684685 6.8424596)",,,
