osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,junction,tunnel
128936684,Carrer de la Puríssima Concepció,living_street,False,True,77.03,"LINESTRING (1.108981 41.1545433, 1.1087518 41.1543792, 1.1085478 41.1542285, 1.1084882 41.1541951, 1.1082851 41.1540937)",,,,,
22796254,Raval de Sant Pere,residential,True,False,1.491,"LINESTRING (1.1107026 41.1541963, 1.1107135 41.1542069)",1,30,,,
"[225599018, 456017069]","[""Carrer de l'Hospital"", 'Carrer de Sant Pere Apòstol']",living_street,True,False,98.91099999999999,"LINESTRING (1.1107026 41.1541963, 1.1105546 41.1542801, 1.1103916 41.1543753, 1.1102277 41.1544702, 1.1102125 41.15448, 1.1102287 41.1544937, 1.1105867 41.1547969)",,20,,,
22796250,Raval de Jesus,living_street,True,False,123.922,"LINESTRING (1.1067606 41.1557479, 1.1067842 41.1557113, 1.1068413 41.155498, 1.1070215 41.1548315, 1.1070692 41.1546592)",,30,,,
"[129779586, 109205597]","['Carrer de la Presó', 'Carrer de Santa Anna']",living_street,True,False,264.96999999999997,"LINESTRING (1.1086582 41.1566823, 1.1089385 41.1564009, 1.1092129 41.1561145, 1.1093102 41.1560171, 1.1093257 41.1559994, 1.1094103 41.1559045, 1.1094457 41.1558666, 1.1094592 41.1558522, 1.1096578 41.1556388, 1.1098324 41.1554476, 1.1099647 41.1553182, 1.1102404 41.1550815, 1.1105867 41.1547969)",,10,,,
370000642,Raval de Santa Anna,living_street,True,False,83.713,"LINESTRING (1.1086582 41.1566823, 1.1083155 41.1565374, 1.1079992 41.1563997, 1.1077916 41.1563068)",,30,,,
115758713,Carrer de Salvador Espriu,living_street,True,False,60.296,"LINESTRING (1.1077916 41.1563068, 1.1073996 41.1567617)",,30,,,
370000642,Raval de Santa Anna,living_street,True,False,26.52,"LINESTRING (1.1077916 41.1563068, 1.1075234 41.1561799)",,30,,,
116350364,Carrer Alt de Sant Salvador,residential,True,False,35.046,"LINESTRING (1.1070692 41.1546592, 1.1066945 41.1545187)",,,yes,,
"[22796250, 22796252]","['Raval de Jesus', 'Raval de Martí Folguera']",living_street,True,False,259.389,"LINESTRING (1.1070692 41.1546592, 1.1071856 41.1542313, 1.1072145 41.1541691, 1.1072638 41.1540913, 1.1073036 41.1540434, 1.1073373 41.1540103, 1.1074085 41.1539423, 1.1077308 41.1536372, 1.1079617 41.1534113, 1.1081057 41.1532616, 1.108189 41.1531696, 1.1086324 41.1526856)",1,30,,,
22796253,Raval de Robuster,living_street,True,False,7.955,"LINESTRING (1.1086285 41.1525417, 1.1087099 41.1525786)",2,30,,,
769272500,Carrer de Misericòrdia,residential,False,True,22.294,"LINESTRING (1.1086285 41.1525417, 1.108442 41.1523986)",2,30,,,
128936673,Carrer de Barreres,living_street,False,True,83.64,"LINESTRING (1.1089641 41.1527672, 1.1088144 41.1529129, 1.1085849 41.1531726, 1.1083994 41.1533872)",,,,,
"[760917628, 364901870]","['Travessera del palo-santo', 'Carrer de Pàmies']",residential,True,False,81.801,"LINESTRING (1.1089641 41.1527672, 1.1093215 41.1523898, 1.1090528 41.1522078)",,,,,
769272502,Raval de Robuster,living_street,True,False,92.54299999999999,"LINESTRING (1.1089641 41.1527672, 1.1096484 41.1531308, 1.1097952 41.1532307, 1.1098436 41.1532687)",2,30,,,
"[1123207357, 769272502]",Raval de Robuster,living_street,True,False,26.526,"LINESTRING (1.1098436 41.1532687, 1.1100176 41.1534264, 1.1100427 41.1534541)","['1', '2']",30,,,
"[1130741604, 769272532]",Carrer del Roser,residential,True,False,125.26899999999999,"LINESTRING (1.1120127 41.157316, 1.1111242 41.1566524, 1.1109531 41.1565206)",,30,,,
116168273,Riera de Miró,residential,False,True,107.47099999999999,"LINESTRING (1.1122548 41.1574929, 1.1122831 41.1574408, 1.112344 41.1572923, 1.1123592 41.1572555, 1.1124653 41.156992, 1.1125658 41.156715, 1.1126107 41.156565)",,,,,
