osmid,name,highway,oneway,reversed,length,geometry,junction,ref,lanes,bridge
75056726,Carrer de Mestre Vals,residential,False,False,26.194,"LINESTRING (-0.2557043 39.1654533, -0.2555595 39.1656604)",,,,
"[58402027, 69103565]","[""Plaça d'Espanya"", 'Carrer Doctor Rios']",residential,True,False,110.282,"LINESTRING (-0.2557043 39.1654533, -0.2552304 39.1651717, -0.2550947 39.1652454, -0.2549551 39.1652656, -0.2547239 39.1652075, -0.2545944 39.1652247)",,,,
69103630,Plaça de l'Església,residential,True,False,51.199999999999996,"LINESTRING (-0.2547227 39.1649141, -0.2544499 39.1647832, -0.254375 39.1647547, -0.254223 39.1646668)",,,,
75039561,Carrer Favara,residential,False,True,55.21,"LINESTRING (-0.2586419 39.1664093, -0.2584486 39.1665249, -0.25834 39.1665926, -0.2582375 39.1666844, -0.2581783 39.1667472)",,,,
75039564,Carrer Favara,residential,True,False,37.996,"LINESTRING (-0.2586419 39.1664093, -0.2589719 39.1662387, -0.2590083 39.1662194)",,,,
776979640,Carrer de Sant Llorenç,residential,False,True,28.423,"LINESTRING (-0.2586419 39.1664093, -0.258652 39.1664429, -0.2587921 39.1666355)",,,,
75135417,Carrer de València,tertiary,True,False,77.60400000000001,"LINESTRING (-0.2568256 39.166304, -0.2568491 39.166329, -0.2568803 39.1663566, -0.257104 39.1665217, -0.2571774 39.1665724, -0.2574785 39.1667833)",,,,
75041848,Avinguda Diagonal del País Valencià,tertiary,True,False,26.139,"LINESTRING (-0.2558778 39.1623061, -0.2555754 39.1622892)",,,,
61484097,Carrer de Bega,residential,True,False,63.85,"LINESTRING (-0.2521288 39.1607341, -0.2527334 39.1610657)",,,,
69103541,Carrer de Colom,residential,True,False,9.516,"LINESTRING (-0.2521288 39.1607341, -0.2521923 39.1606641)",,,,
61484095,,tertiary,True,False,24.258000000000003,"LINESTRING (-0.2589843 39.1667649, -0.2590015 39.1668064, -0.2590322 39.166843, -0.2590742 39.1668721, -0.2591245 39.1668916, -0.2591797 39.1669001)",roundabout,,,
61484078,,tertiary,True,False,5.4559999999999995,"LINESTRING (-0.2582214 39.1671534, -0.2582171 39.1671291, -0.2582057 39.1671062)",roundabout,CV-5040,,
"[75041848, 69103615]","['Avinguda del Port', 'Avinguda Diagonal del País Valencià']",tertiary,True,False,69.083,"LINESTRING (-0.2564434 39.1626794, -0.2563493 39.1625562, -0.2562846 39.1624685, -0.2562262 39.1624072, -0.2561917 39.1623765, -0.2561449 39.1623474, -0.2560824 39.1623245, -0.2560011 39.1623122, -0.2558778 39.1623061)",,,,
69103625,Rambla de Sant Isidre,residential,False,False,41.771,"LINESTRING (-0.2564434 39.1626794, -0.2562583 39.1628291, -0.2561087 39.162951)",,,,
69103652,Calle Padre Antonio Berenguer,residential,True,False,8.352,"LINESTRING (-0.2527879 39.1610036, -0.2527334 39.1610657)",,,,
75041850,Carrer de Bega,residential,True,False,63.735,"LINESTRING (-0.2527879 39.1610036, -0.2521923 39.1606641)",,,,
61484077,Carrer d'Aleixandre VI,tertiary,True,False,10.643,"LINESTRING (-0.2582057 39.1671062, -0.2582229 39.1670814, -0.2582393 39.1670663, -0.258282 39.1670318)",,,,
61484078,,tertiary,True,False,10.138,"LINESTRING (-0.2582057 39.1671062, -0.2581849 39.1670834, -0.2581572 39.1670655, -0.2581152 39.1670519)",roundabout,CV-5040,,
69103599,Calle de la Marina,residential,True,False,63.81,"LINESTRING (-0.2522984 39.1615892, -0.251685 39.1612681)",,,,
69103652,Calle Padre Antonio Berenguer,residential,True,False,56.697,"LINESTRING (-0.2522984 39.1615892, -0.2519614 39.1619563, -0.2518917 39.1619807)",,,,
61484095,,tertiary,True,False,19.149,"LINESTRING (-0.2593425 39.1666186, -0.2592983 39.1665926, -0.2592468 39.1665764, -0.2591917 39.1665711, -0.2591367 39.1665771)",roundabout,,,
"[1227448986, 1227448987, 61484093]",Avinguda de German Sapiña,tertiary,True,False,108.169,"LINESTRING (-0.2593425 39.1666186, -0.2593286 39.1665884, -0.25931 39.1665508, -0.2592943 39.1665192, -0.2592832 39.1664547, -0.2592698 39.1663653, -0.2592189 39.1662777, -0.2591634 39.1662137, -0.259007 39.1660449, -0.2588421 39.16586, -0.2587696 39.1657705)",,,,
61484095,,tertiary,True,False,11.553,"LINESTRING (-0.2590025 39.1666635, -0.2589872 39.1666961, -0.2589811 39.1667304, -0.2589843 39.1667649)",roundabout,,,
75039559,Carrer de Sant Llorenç,residential,True,False,20.097,"LINESTRING (-0.2590025 39.1666635, -0.2589452 39.1666788, -0.2588879 39.1666816, -0.2588376 39.1666679, -0.2587921 39.1666355)",,,,
69103599,Calle de la Marina,residential,True,False,41.119,"LINESTRING (-0.251685 39.1612681, -0.2512955 39.1610547)",,,,
69103541,Carrer de Colom,residential,True,False,70.64099999999999,"LINESTRING (-0.251685 39.1612681, -0.2519955 39.1608905, -0.2521288 39.1607341)",,,,
61484095,,tertiary,True,False,22.948,"LINESTRING (-0.2591797 39.1669001, -0.259246 39.1668953, -0.2593071 39.1668748, -0.259357 39.1668407, -0.2593908 39.1667963)",roundabout,,,
61484078,,tertiary,True,False,11.239,"LINESTRING (-0.257966 39.1672109, -0.257994 39.1672366, -0.2580311 39.1672543, -0.2580733 39.1672622)",roundabout,CV-5040,,
776979644,Carretera de València,tertiary,True,False,7.936999999999999,"LINESTRING (-0.257966 39.1672109, -0.2579483 39.1672541, -0.257938 39.1672789)",,,1,
776970942,Calle del Ateneo Musical,residential,True,False,81.019,"LINESTRING (-0.2503465 39.1611622, -0.2495696 39.1607523)",,,,
69103649,Calle del Médico Juan Bolufer Borrás,residential,True,False,51.607,"LINESTRING (-0.2503465 39.1611622, -0.2501554 39.1614063, -0.2500256 39.1615538)",,,,
61507786,Carrer dels Pescadors,residential,True,False,7.189,"LINESTRING (-0.2542004 39.1618036, -0.2541512 39.1618558)",,,,
75041850,Carrer de Bega,residential,True,False,83.613,"LINESTRING (-0.2542004 39.1618036, -0.2534163 39.1613611)",,,,
61507786,Carrer dels Pescadors,residential,True,False,5.277,"LINESTRING (-0.2538559 39.1621867, -0.2538171 39.1622234)",,,,
75041848,Avinguda Diagonal del País Valencià,tertiary,True,False,100.366,"LINESTRING (-0.2538559 39.1621867, -0.2528173 39.1621181, -0.2526959 39.1621109)",,,,
61484097,Carrer de Bega,residential,True,False,34.639,"LINESTRING (-0.2530333 39.1612351, -0.2533573 39.1614193)",,,,
61507812,Pasaje de las Germanies,residential,False,False,68.596,"LINESTRING (-0.2530333 39.1612351, -0.2525918 39.1617483)",,,,
69103541,Carrer de Colom,residential,True,False,43.55800000000001,"LINESTRING (-0.2511025 39.1620168, -0.2511286 39.1619767, -0.2511591 39.1619296, -0.2513456 39.1616735)",,,,
75041848,Avinguda Diagonal del País Valencià,tertiary,True,False,24.0,"LINESTRING (-0.2511025 39.1620168, -0.2509337 39.1620056, -0.2508258 39.1619939)",,,,
61537139,Avinguda del Port,residential,False,False,83.53399999999999,"LINESTRING (-0.2549568 39.1609024, -0.2548779 39.1608141, -0.254381 39.1602983)",,,,
"[61507786, 1086166823]",Carrer dels Pescadors,residential,True,False,119.72399999999999,"LINESTRING (-0.2549568 39.1609024, -0.254915 39.1609797, -0.2542004 39.1618036)",,,,
61507801,Carrer Pintor Segrelles,residential,True,False,54.582,"LINESTRING (-0.2512955 39.1610547, -0.2509324 39.1614568)",,,,
69103599,Calle de la Marina,residential,True,False,59.667,"LINESTRING (-0.2512955 39.1610547, -0.2507511 39.1607234)",,,,
69103541,Carrer de Colom,residential,True,False,53.743,"LINESTRING (-0.2513456 39.1616735, -0.251685 39.1612681)",,,,
776970942,Calle del Ateneo Musical,residential,True,False,43.009,"LINESTRING (-0.2513456 39.1616735, -0.2509324 39.1614568)",,,,
61507811,Carrer de la Torre,residential,True,False,84.91499999999999,"LINESTRING (-0.2508258 39.1619939, -0.2507761 39.1619544, -0.2506929 39.1618883, -0.2500256 39.1615538)",,,,
75041848,Avinguda Diagonal del País Valencià,tertiary,True,False,98.526,"LINESTRING (-0.2508258 39.1619939, -0.2500915 39.1619545, -0.2497728 39.1619332, -0.2496882 39.161918)",,,,
61537139,Avinguda del Port,residential,False,True,83.53399999999999,"LINESTRING (-0.254381 39.1602983, -0.2548779 39.1608141, -0.2549568 39.1609024)",,,,
69103649,Calle del Médico Juan Bolufer Borrás,residential,True,False,66.624,"LINESTRING (-0.2512307 39.1602536, -0.2507511 39.1607234)",,,,
61484097,Carrer de Bega,residential,True,False,94.20599999999999,"LINESTRING (-0.2512307 39.1602536, -0.2517793 39.1605731, -0.2521288 39.1607341)",,,,
61507812,Pasaje de las Germanies,residential,False,True,68.596,"LINESTRING (-0.2525918 39.1617483, -0.2530333 39.1612351)",,,,
69103599,Calle de la Marina,residential,True,False,30.869,"LINESTRING (-0.2525918 39.1617483, -0.2522984 39.1615892)",,,,
69103599,Calle de la Marina,residential,True,False,82.695,"LINESTRING (-0.2507511 39.1607234, -0.2499357 39.1603318)",,,,
69103649,Calle del Médico Juan Bolufer Borrás,residential,True,False,59.98,"LINESTRING (-0.2507511 39.1607234, -0.2503465 39.1611622)",,,,
61507821,Calle del Ateneo Musical,residential,False,False,8.73,"LINESTRING (-0.2518827 39.1620589, -0.2518867 39.1620245, -0.2518917 39.1619807)",,,,
75041848,Avinguda Diagonal del País Valencià,tertiary,True,False,67.429,"LINESTRING (-0.2518827 39.1620589, -0.2512819 39.1620252, -0.2511025 39.1620168)",,,,
75041848,Avinguda Diagonal del País Valencià,tertiary,True,False,70.349,"LINESTRING (-0.2526959 39.1621109, -0.2518827 39.1620589)",,,,
75039553,Carrer del Metge Joan Garcés,residential,True,False,27.616,"LINESTRING (-0.2526959 39.1621109, -0.2527285 39.1620776, -0.2528896 39.1619131)",,,,
69103587,Avinguda del Port,residential,False,False,27.454,"LINESTRING (-0.2554083 39.1614243, -0.2555848 39.1616298)",,,2,
69103601,Avinguda del Port,residential,True,False,69.879,"LINESTRING (-0.2554083 39.1614243, -0.2549568 39.1609024)",,,,
69103649,Calle del Médico Juan Bolufer Borrás,residential,True,False,50.67100000000001,"LINESTRING (-0.2500256 39.1615538, -0.2497717 39.1618789, -0.2497489 39.1618896, -0.2496882 39.161918)",,,,
75041848,Avinguda Diagonal del País Valencià,tertiary,True,False,77.495,"LINESTRING (-0.2496882 39.161918, -0.2496093 39.1618947, -0.2494328 39.1618169, -0.2492433 39.1617245, -0.2490498 39.16162, -0.2489467 39.1615337)",,,,
776970942,Calle del Ateneo Musical,residential,True,False,60.207,"LINESTRING (-0.2509324 39.1614568, -0.25038 39.1611791, -0.2503465 39.1611622)",,,,
61507786,Carrer dels Pescadors,residential,True,False,44.85,"LINESTRING (-0.2541512 39.1618558, -0.2539028 39.1621147, -0.2538797 39.1621502, -0.2538559 39.1621867)",,,,
75039553,Carrer del Metge Joan Garcés,residential,True,False,31.271,"LINESTRING (-0.2541804 39.1605326, -0.254381 39.1602983)",,,,
75039553,Carrer del Metge Joan Garcés,residential,True,False,113.257,"LINESTRING (-0.2534163 39.1613611, -0.2541804 39.1605326)",,,,
75041850,Carrer de Bega,residential,True,False,67.198,"LINESTRING (-0.2534163 39.1613611, -0.2527879 39.1610036)",,,,
69103599,Calle de la Marina,residential,True,False,31.544,"LINESTRING (-0.2528896 39.1619131, -0.2525918 39.1617483)",,,,
75039553,Carrer del Metge Joan Garcés,residential,True,False,68.124,"LINESTRING (-0.2528896 39.1619131, -0.2533573 39.1614193)",,,,
62393085,Carrer de Sant Andreu,residential,True,False,58.445,"LINESTRING (-0.2592639 39.1682884, -0.25869 39.1685682)",,,,
91011235,Carrer d'Alboraia,residential,True,False,31.718,"LINESTRING (-0.2592639 39.1682884, -0.2590454 39.1680589)",,,,
91011235,Carrer d'Alboraia,residential,True,False,36.879,"LINESTRING (-0.2595257 39.1685507, -0.2592639 39.1682884)",,,,
75039554,Carrer Figueres,residential,False,False,20.518,"LINESTRING (-0.2576165 39.1672535, -0.2578166 39.1671536)",,,,
61484095,,tertiary,True,False,21.312,"LINESTRING (-0.2593908 39.1667963, -0.2594049 39.1667497, -0.2594011 39.1667018, -0.2593797 39.1666569, -0.2593425 39.1666186)",roundabout,,,
776979648,,residential,True,False,109.523,"LINESTRING (-0.2593908 39.1667963, -0.2594123 39.166793, -0.2594398 39.1667941, -0.2594812 39.1668165, -0.2595057 39.1668509, -0.2595232 39.1668835, -0.2595489 39.1669233, -0.2599376 39.1675053, -0.2599499 39.1675578, -0.2599406 39.1675985, -0.2599376 39.1676367)",,,,
75135417,Carrer de València,tertiary,True,False,57.704,"LINESTRING (-0.2574785 39.1667833, -0.2576036 39.1668803, -0.2578629 39.1670707, -0.2579157 39.1671145, -0.2579462 39.1671527)",,,,
776979643,,residential,True,False,51.144999999999996,"LINESTRING (-0.2574785 39.1667833, -0.2574801 39.1668043, -0.2575198 39.1668532, -0.2576144 39.1669256, -0.2577101 39.1670143, -0.2577709 39.1670813, -0.2578166 39.1671536)",,,,
69103654,Carrer del Mar,residential,True,False,39.412,"LINESTRING (-0.2512965 39.1636651, -0.2516873 39.163849)",,,,
"[69103685, 61537142]",Calle del Mar,residential,True,False,114.55700000000002,"LINESTRING (-0.2512965 39.1636651, -0.2505407 39.1633145, -0.2501506 39.1631437)",,,,
69103541,Carrer de Colom,residential,True,False,58.436,"LINESTRING (-0.250298 39.1629275, -0.25065 39.1624784)",,,,
69103550,Carrer del Vall,residential,True,False,95.397,"LINESTRING (-0.250298 39.1629275, -0.2493542 39.1624797)",,,,
69103542,Carrer de Dalt,residential,True,False,29.633,"LINESTRING (-0.2545833 39.16528, -0.254892 39.1653972)",,,,
"[69887424, 69103590]","['Carrer del Dalt', 'Carrer Abadia']",residential,False,"[False, True]",54.32299999999999,"LINESTRING (-0.2545833 39.16528, -0.254391 39.1652009, -0.2541725 39.1654721)",,,,
69103550,Carrer del Vall,residential,True,False,101.084,"LINESTRING (-0.2524772 39.1639391, -0.2518418 39.1636233, -0.2514734 39.1634706)",,,,
69103679,Carrer de Ramon i Cajal,residential,True,False,36.987,"LINESTRING (-0.2563095 39.1635269, -0.2560213 39.1637733)",,,,
