osmid,highway,oneway,reversed,length,name,geometry,ref,junction,bridge,access,lanes
28720296,residential,False,False,3.941,,"LINESTRING (-2.3089959 43.1785692, -2.3090246 43.1785978)",,,,,
30611719,residential,True,False,27.989,Ibaiondo kalea,"LINESTRING (-2.3089959 43.1785692, -2.3092732 43.1784947, -2.3093198 43.1784822)",,,,,
789033682,secondary,True,False,17.604,,"LINESTRING (-2.3173659 43.1790917, -2.3173246 43.1791649, -2.3173376 43.1792435)",GI-2634,roundabout,,,
904558417,residential,True,False,35.647999999999996,,"LINESTRING (-2.3173659 43.1790917, -2.3172368 43.1790777, -2.3171094 43.1790572, -2.3169431 43.1790096)",,,,,
789033682,secondary,True,False,14.146,,"LINESTRING (-2.3175144 43.1790301, -2.3174314 43.1790497, -2.3173659 43.1790917)",GI-2634,roundabout,,,
"[493463681, 28312462]",residential,False,False,214.968,Ibaiondo kalea,"LINESTRING (-2.3127129 43.1761521, -2.3125135 43.1762647, -2.3111629 43.1775256, -2.31102 43.1776326)",,,,,
"[493463682, 28312463]",residential,False,False,75.95299999999999,,"LINESTRING (-2.3127129 43.1761521, -2.3128375 43.1760083, -2.3130121 43.1758703, -2.313125 43.1758067, -2.3133235 43.1756979, -2.3133661 43.1756726)",GI-3172,,,,
"[549355952, 1222370747, 28312461]",residential,False,True,71.245,San Martin kalea,"LINESTRING (-2.3127129 43.1761521, -2.3128831 43.1761722, -2.3130315 43.1762081, -2.3130851 43.1762187, -2.313364 43.176274, -2.3135623 43.1763127)",,,yes,,
"[493463684, 549355958]",residential,False,"[False, True]",241.013,,"LINESTRING (-2.3127129 43.1761521, -2.3125938 43.1761733, -2.3123936 43.1762809, -2.3119612 43.1764963, -2.3110657 43.1769062, -2.3104902 43.1770748, -2.3101192 43.1771834)",,,,,
813875793,residential,False,True,5.107,,"LINESTRING (-2.314044 43.1750601, -2.3139955 43.1750894)",GI-3172,,,,
