osmid,oneway,name,highway,reversed,length,lanes,geometry,width,ref,junction,maxspeed,bridge
218410050,False,Carrer de Ricard Canals,residential,False,319.77299999999997,,"LINESTRING (2.8394726 41.6970031, 2.8393158 41.696779, 2.8390702 41.696428, 2.8388856 41.6961916, 2.8387906 41.6960419, 2.8387537 41.6959198, 2.8387537 41.6957267, 2.8387431 41.6955809, 2.8386929 41.6954529, 2.8386428 41.6953248, 2.8384898 41.6952263, 2.8382471 41.6951318, 2.8381363 41.6951121, 2.8380202 41.6951239, 2.8378217 41.6952231, 2.8374199 41.6954041)",,,,,
28788504,False,Carrer de Francesc Campdera,residential,False,130.553,,"LINESTRING (2.8403748 41.6973844, 2.8404857 41.697383, 2.8406015 41.6973787, 2.8410615 41.6973679, 2.8411318 41.697373, 2.8412533 41.6973864, 2.841443 41.6974603, 2.8418215 41.6976782)",,,,,
49180519,False,Carrer de Josep Maria Sert,residential,True,318.204,,"LINESTRING (2.8403748 41.6973844, 2.8403493 41.6974721, 2.8401274 41.6977251, 2.84004 41.6977832, 2.8399623 41.6978122, 2.839802 41.6978412, 2.8388401 41.697921, 2.8386895 41.6979428, 2.8383883 41.6979899, 2.8380677 41.6980588, 2.8375528 41.6981931, 2.8374764 41.6982079, 2.8374383 41.6982153, 2.8373093 41.6982403, 2.8369311 41.6982589)",,,,,
212723436,False,Carrer de Picasso,residential,True,88.05,,"LINESTRING (2.8403748 41.6973844, 2.8402891 41.6973972, 2.839925 41.6972396, 2.8394726 41.6970031)",,,,,
218410070,False,Carrer de Maria Fortuny,residential,False,601.7880000000001,,"LINESTRING (2.8403748 41.6973844, 2.8400127 41.6968345, 2.8397794 41.6963989, 2.8397267 41.6962896, 2.8397375 41.6961547, 2.839812 41.6959919, 2.8398877 41.6958264, 2.8398544 41.6955712, 2.839471 41.6950111, 2.839296 41.6947809, 2.8391882 41.6947328, 2.8384114 41.6943328, 2.8383324 41.6942958, 2.8383158 41.6941579, 2.8384105 41.69405, 2.8389601 41.6937528, 2.8390738 41.6937864, 2.8391229 41.6938167, 2.839474 41.6940464, 2.8395856 41.6941034, 2.8396612 41.6941419, 2.8399857 41.6942878)",,,,,
28788504,False,Carrer de Francesc Campdera,residential,False,69.587,,"LINESTRING (2.8418215 41.6976782, 2.8419623 41.6977513, 2.842048 41.6977629, 2.8422731 41.6977935, 2.8425352 41.6978539, 2.8426116 41.6978517)",,,,,
28788504,False,Carrer de Francesc Campdera,residential,True,130.553,,"LINESTRING (2.8418215 41.6976782, 2.841443 41.6974603, 2.8412533 41.6973864, 2.8411318 41.697373, 2.8410615 41.6973679, 2.8406015 41.6973787, 2.8404857 41.697383, 2.8403748 41.6973844)",,,,,
156850839,True,Pujada Potosí,residential,False,135.83300000000003,,"LINESTRING (2.8418215 41.6976782, 2.8417748 41.6977207, 2.841682 41.697736, 2.8408464 41.6979246, 2.8407347 41.6979754, 2.8406278 41.6980407, 2.840621 41.6980537, 2.8405841 41.6981241, 2.8405695 41.6982184, 2.8405757 41.6982768)",,,,,
28788504,False,Carrer de Francesc Campdera,residential,True,69.58699999999999,,"LINESTRING (2.8426116 41.6978517, 2.8425352 41.6978539, 2.8422731 41.6977935, 2.842048 41.6977629, 2.8419623 41.6977513, 2.8418215 41.6976782)",,,,,
156513126,True,Pujada de Francesc Campdera,residential,False,163.06799999999998,,"LINESTRING (2.8426116 41.6978517, 2.8424776 41.6982336, 2.8424869 41.6982753, 2.8425304 41.6983263, 2.8426018 41.6983611, 2.8426483 41.6983843, 2.842698 41.6983843, 2.8427632 41.6983703, 2.8428129 41.6983332, 2.8428936 41.6982846, 2.8430116 41.6982243, 2.8430458 41.6982266, 2.843052 41.6982637, 2.8430489 41.6982985, 2.8427619 41.6986842)",,,,,
"[218413171, 536733334]",False,Carrer de Francesc Macià,residential,False,267.094,,"LINESTRING (2.8426116 41.6978517, 2.8426757 41.6977438, 2.8427584 41.6974862, 2.8427527 41.6973861, 2.8427442 41.6972137, 2.8427755 41.6970583, 2.8428839 41.696905, 2.8430293 41.696773, 2.8432289 41.696641, 2.8432888 41.696558, 2.8433002 41.6964856, 2.8432603 41.69636, 2.8432539 41.6962782, 2.8433628 41.6961611, 2.8435566 41.6960015, 2.8438403 41.6957756)",,,,,
218318446,False,Carrer de Josep Tarradellas,residential,False,84.22699999999999,,"LINESTRING (2.8438403 41.6957756, 2.8435456 41.6957696, 2.8433184 41.6956961, 2.8431722 41.6956086, 2.8430467 41.6955335, 2.8429495 41.6954762)",,,,,
"[218413171, 536733334]",False,Carrer de Francesc Macià,residential,True,267.094,,"LINESTRING (2.8438403 41.6957756, 2.8435566 41.6960015, 2.8433628 41.6961611, 2.8432539 41.6962782, 2.8432603 41.69636, 2.8433002 41.6964856, 2.8432888 41.696558, 2.8432289 41.696641, 2.8430293 41.696773, 2.8428839 41.696905, 2.8427755 41.6970583, 2.8427442 41.6972137, 2.8427527 41.6973861, 2.8427584 41.6974862, 2.8426757 41.6977438, 2.8426116 41.6978517)",,,,,
"[218413172, 536733335]",False,Carrer de Josep Tarradellas,residential,False,265.77699999999993,,"LINESTRING (2.8438403 41.6957756, 2.843993 41.6957341, 2.844164 41.6957445, 2.8441983 41.6957532, 2.8442314 41.6957615, 2.8443091 41.6957997, 2.8444248 41.6959534, 2.844449 41.6960392, 2.844427 41.6961171, 2.8443866 41.696197, 2.8442206 41.6963719, 2.8437787 41.6968527, 2.8437392 41.6969263, 2.84373 41.6970314, 2.8438008 41.6971545, 2.8438757 41.6972058, 2.844006 41.6972642, 2.8441234 41.6972711, 2.844248 41.6972533, 2.8443811 41.6972352)",,,,,
530278816,True,,tertiary,False,14.992,,"LINESTRING (2.8451408 41.6976746, 2.8451007 41.6977319, 2.8450457 41.6977888)",,,roundabout,,
40773018,True,Avinguda de Just Marles,tertiary,False,4.152,1,"LINESTRING (2.8450457 41.6977888, 2.8450161 41.6978189)",,,,,
40773016,True,,tertiary,False,12.441,,"LINESTRING (2.8450457 41.6977888, 2.8449924 41.6977939, 2.8449555 41.6977805, 2.8449335 41.6977428)",,,roundabout,,
40773016,True,,tertiary,False,24.313,,"LINESTRING (2.8449335 41.6977428, 2.8449522 41.6976395, 2.8449621 41.6975937, 2.8449867 41.6975699, 2.8450318 41.6975524)",,,roundabout,,
40773016,True,,tertiary,False,20.819000000000003,,"LINESTRING (2.8450318 41.6975524, 2.8450899 41.6975545, 2.8451493 41.6975929, 2.8451603 41.6976361, 2.8451408 41.6976746)",,,roundabout,,
"[702454443, 218413172]",False,Carrer de Josep Tarradellas,residential,True,83.606,,"LINESTRING (2.8450318 41.6975524, 2.8449906 41.6975047, 2.8449448 41.6973762, 2.8448818 41.6972171, 2.8448375 41.697182, 2.8447727 41.6971735, 2.844527 41.6972153, 2.8443811 41.6972352)",,,,,
530278361,True,,secondary,False,33.992000000000004,,"LINESTRING (2.8411681 41.700548, 2.8411973 41.7005467, 2.8412756 41.7005467, 2.8415715 41.7005913)",,GI-682,roundabout,,
178010269,True,Avinguda de Just Marles,tertiary,False,10.759,2,"LINESTRING (2.8415715 41.7005913, 2.8417009 41.700586)",,,,,
530278361,True,,secondary,False,24.698,,"LINESTRING (2.8415715 41.7005913, 2.8416529 41.70062, 2.8416776 41.7006386, 2.8416957 41.7006523, 2.8417233 41.7007043, 2.8417252 41.7007578)",,GI-682,roundabout,,
564825021,True,,secondary,False,5.997,,"LINESTRING (2.8417252 41.7007578, 2.8416886 41.7008043)",,GI-682,roundabout,,
40773035,True,Avinguda del Rieral,residential,False,24.310000000000002,,"LINESTRING (2.8404909 41.7012169, 2.8403952 41.701311, 2.8403182 41.7013934)",,,,,
489173948,True,Carrer dels Mestres,residential,False,19.704,,"LINESTRING (2.8404909 41.7012169, 2.8404743 41.7012643, 2.8404743 41.7012968, 2.8404984 41.7013293, 2.8405476 41.7013749)",,,,,
79649647,True,,secondary,False,48.503,1,"LINESTRING (2.8369948 41.7012467, 2.8367946 41.7010771, 2.836729 41.7010046, 2.8366738 41.7008891)",,GI-680,,,
79649649,True,,secondary_link,False,58.053,,"LINESTRING (2.8369948 41.7012467, 2.8366202 41.7011273, 2.8363517 41.7010417)",,,,,
"[303556316, 40773038, 40773039]",True,,secondary,False,243.969,1,"LINESTRING (2.8366738 41.7008891, 2.8366665 41.7007953, 2.8367197 41.7005352, 2.8367777 41.7004092, 2.8368757 41.7003074, 2.837082 41.7002108, 2.8373024 41.7001847, 2.837507 41.7002498, 2.8376662 41.7003607, 2.8377765 41.7004887, 2.8378711 41.7005762, 2.8380411 41.7006803, 2.8381409 41.7007089, 2.8383324 41.7007253, 2.8386652 41.700738)",,GI-680,,,yes
300948095,False,Avinguda de la Vila de Blanes,secondary,False,20.057,4,"LINESTRING (2.8386652 41.700738, 2.8384268 41.7007672)",,GI-682,,,
183253025,False,Avinguda de la Vila de Blanes,secondary,True,45.08,2,"LINESTRING (2.8386652 41.700738, 2.8389421 41.7007096, 2.839197 41.7006598)",,GI-682,,40,
495560460,False,Avinguda de la Vila de Blanes,secondary,False,9.984,,"LINESTRING (2.8338782 41.7002695, 2.833761 41.7002494)",,GI-682,,,
303556308,False,Avinguda de la Vila de Blanes,secondary,True,76.372,,"LINESTRING (2.8338782 41.7002695, 2.8341107 41.7003023, 2.83478 41.700405)",,GI-682,,,
40773049,False,Carrer de la Costa de Carbonell,residential,True,220.853,,"LINESTRING (2.8398784 41.6999383, 2.8397542 41.6999291, 2.8389603 41.6998351, 2.8386671 41.6997942, 2.8377579 41.6996674, 2.837265 41.6995746)",,,,,
284411857,True,Carrer de la Costa de Carbonell,residential,False,97.031,,"LINESTRING (2.8398784 41.6999383, 2.8400272 41.6999671, 2.8405857 41.7003149, 2.8407167 41.7003897, 2.8407669 41.7004734)",,,,,
40773049,False,Carrer de la Costa de Carbonell,residential,False,64.722,,"LINESTRING (2.836515 41.699416, 2.8372022 41.6995634, 2.837265 41.6995746)",,,,,
49134794,False,Carrer de la Costa de Carbonell,residential,False,77.119,,"LINESTRING (2.836515 41.699416, 2.8359676 41.6993295, 2.8359296 41.6993235, 2.8356066 41.6992712)",,,,,
"[931666876, 80306686]",True,"['Carrer de Pere Codina i Mont', 'Carrer de Francesc Cambó']",residential,False,166.49099999999999,,"LINESTRING (2.836515 41.699416, 2.8362303 41.7002494, 2.8361709 41.7003214, 2.836082 41.7003546, 2.8354453 41.7003007)",,,,,
303965251,False,Carrer de Francesc Cambó,residential,False,133.344,,"LINESTRING (2.836515 41.699416, 2.8366422 41.6989658, 2.8369311 41.6982589)",,,,,
49180519,False,Carrer de Josep Maria Sert,residential,False,318.204,,"LINESTRING (2.8369311 41.6982589, 2.8373093 41.6982403, 2.8374383 41.6982153, 2.8374764 41.6982079, 2.8375528 41.6981931, 2.8380677 41.6980588, 2.8383883 41.6979899, 2.8386895 41.6979428, 2.8388401 41.697921, 2.839802 41.6978412, 2.8399623 41.6978122, 2.84004 41.6977832, 2.8401274 41.6977251, 2.8403493 41.6974721, 2.8403748 41.6973844)",,,,,
303965251,False,Carrer de Francesc Cambó,residential,True,133.344,,"LINESTRING (2.8369311 41.6982589, 2.8366422 41.6989658, 2.836515 41.699416)",,,,,
"[49134794, 218410043]",False,"['Carrer de Buenos Aires', 'Carrer de la Costa de Carbonell']",residential,False,220.26199999999997,,"LINESTRING (2.8336365 41.6984851, 2.8336081 41.698403, 2.833654 41.6980332, 2.8337874 41.6978074, 2.8338739 41.6977378, 2.834092 41.6976522, 2.8342894 41.6976162, 2.8350999 41.6976455, 2.8354226 41.6976315)",,,,,
49134794,False,Carrer de la Costa de Carbonell,residential,True,20.284000000000002,,"LINESTRING (2.8336365 41.6984851, 2.8336743 41.6985597, 2.8337266 41.6986221, 2.8337558 41.6986413)",,,,,
49134796,False,Carrer de Narcís Macià i Domènech,residential,False,37.516999999999996,,"LINESTRING (2.8336365 41.6984851, 2.8333761 41.6983689, 2.8332396 41.6983252)",,,,,
156515714,False,Carrer de Ramon Casas,residential,False,53.96,,"LINESTRING (2.8358103 41.6975318, 2.8356845 41.6970557)",,,,,
28788502,False,Carrer d'Isidre Nonell,residential,False,121.32300000000001,,"LINESTRING (2.8358103 41.6975318, 2.8361623 41.6975245, 2.8365957 41.6975439, 2.83727 41.6975216)",,,,,
218410043,False,Carrer de Buenos Aires,residential,True,34.045,,"LINESTRING (2.8358103 41.6975318, 2.835497 41.6976115, 2.8354226 41.6976315)",,,,,
49134794,False,Carrer de la Costa de Carbonell,residential,False,83.23400000000001,,"LINESTRING (2.8356066 41.6992712, 2.8353903 41.6992432, 2.8349784 41.6991709, 2.8346429 41.6990737)",,,,,
49134794,False,Carrer de la Costa de Carbonell,residential,True,77.119,,"LINESTRING (2.8356066 41.6992712, 2.8359296 41.6993235, 2.8359676 41.6993295, 2.836515 41.699416)",,,,,
49180517,False,Carrer de Josep Maria Sert,residential,False,55.476000000000006,,"LINESTRING (2.8356066 41.6992712, 2.8356377 41.6991656, 2.8356715 41.699045, 2.8357034 41.6989178, 2.8357439 41.698783)",,,,,
49134799,False,Passatge de Josep Maria Sert,residential,False,112.437,,"LINESTRING (2.8357439 41.698783, 2.8343921 41.6987219)",,,,,
49180517,False,Carrer de Josep Maria Sert,residential,True,55.476,,"LINESTRING (2.8357439 41.698783, 2.8357034 41.6989178, 2.8356715 41.699045, 2.8356377 41.6991656, 2.8356066 41.6992712)",,,,,
49180518,True,Carrer de Josep Maria Sert,residential,False,134.788,,"LINESTRING (2.8357439 41.698783, 2.8358328 41.6985572, 2.8359415 41.6983386, 2.8363473 41.698293, 2.8369311 41.6982589)",,,,,
49134799,False,Passatge de Josep Maria Sert,residential,True,112.437,,"LINESTRING (2.8343921 41.6987219, 2.8357439 41.698783)",,,,,
156515739,True,Carrer de Joaquim Mir,residential,False,95.89699999999999,,"LINESTRING (2.8380772 41.6962828, 2.8375295 41.6964753, 2.8369809 41.6965008)",,,,,
212723436,False,Carrer de Picasso,residential,False,141.014,,"LINESTRING (2.8380772 41.6962828, 2.8388794 41.6966595, 2.8394726 41.6970031)",,,,,
56661713,False,Carrer de Domènech Carles,residential,False,106.148,,"LINESTRING (2.83727 41.6975216, 2.8368949 41.696609)",,,,,
28788502,False,Carrer d'Isidre Nonell,residential,False,192.598,,"LINESTRING (2.83727 41.6975216, 2.8375375 41.6975128, 2.8379042 41.6974167, 2.8394726 41.6970031)",,,,,
28788502,False,Carrer d'Isidre Nonell,residential,True,121.32300000000001,,"LINESTRING (2.83727 41.6975216, 2.8365957 41.6975439, 2.8361623 41.6975245, 2.8358103 41.6975318)",,,,,
79649642,True,,secondary_link,False,65.277,,"LINESTRING (2.8353787 41.7007636, 2.8351728 41.7007019, 2.8350172 41.7006234, 2.8348474 41.7004671, 2.83478 41.700405)",,,,,
79649650,False,,secondary_link,False,66.526,,"LINESTRING (2.8353787 41.7007636, 2.8354824 41.7007913, 2.8361257 41.70098)",,,,,
78731988,True,Carrer de Ponent,residential,False,84.871,,"LINESTRING (2.8417607 41.6997046, 2.8409844 41.699208)",,,,,
218410059,True,Carrer del Pla de Carbonell,residential,False,55.863,,"LINESTRING (2.8417607 41.6997046, 2.8413051 41.7000743)",,,,,
"[564825019, 183253023]",True,Avinguda de Just Marles,tertiary,False,43.337999999999994,2,"LINESTRING (2.8421637 41.7005667, 2.8420236 41.7006041, 2.8419454 41.7006238, 2.8418747 41.700649, 2.8418422 41.7006606, 2.8417728 41.7007064, 2.8417252 41.7007578)",,,,,
56661706,True,Carrer del Llorer,residential,False,56.026,,"LINESTRING (2.841833 41.700422, 2.8422899 41.7000512)",,,,,
78731967,True,Carrer de Josep de Togores,residential,False,19.493,,"LINESTRING (2.841833 41.700422, 2.8420124 41.7005351)",,,,,
56661706,True,Carrer del Llorer,residential,False,102.026,,"LINESTRING (2.8422899 41.7000512, 2.8431236 41.6993771)",,,,,
78731988,True,Carrer de Ponent,residential,False,58.444,,"LINESTRING (2.8422899 41.7000512, 2.8417607 41.6997046)",,,,,
56661703,True,Carrer d'Enric Granados,residential,False,54.623,,"LINESTRING (2.8431166 41.7012113, 2.8436183 41.7008935)",,,,,
56661704,True,Carrer de la Verge de Loreto,residential,False,106.819,,"LINESTRING (2.8431166 41.7012113, 2.8426073 41.7008897, 2.8421637 41.7005667)",,,,,
56661703,True,Carrer d'Enric Granados,residential,False,64.974,,"LINESTRING (2.8436183 41.7008935, 2.8441788 41.7004857)",,,,,
78731929,True,Carrer de l'Oliva,living_street,False,105.844,,"LINESTRING (2.8436183 41.7008935, 2.8428779 41.7004243, 2.8428142 41.7003962, 2.8427635 41.7003925, 2.842586 41.7004088)",,,,,
564825018,False,Avinguda de la Vila de Blanes,secondary,False,15.99,3,"LINESTRING (2.8426391 41.7015853, 2.8424974 41.7014879)",,GI-682,,40,
"[564825020, 56661703]",True,Carrer d'Enric Granados,residential,False,57.458,,"LINESTRING (2.8426391 41.7015853, 2.8427571 41.7014926, 2.8427848 41.701471, 2.8430102 41.701291, 2.8431166 41.7012113)",,,,,
175842234,False,Carrer de Domènech Carles,residential,False,64.419,,"LINESTRING (2.8362994 41.6953987, 2.8366121 41.6959289)",,,,,
218410066,True,Passeig de Ferran Agulló,residential,False,76.81,,"LINESTRING (2.8362994 41.6953987, 2.8362078 41.6953776, 2.8360456 41.6953547, 2.8359854 41.6953462, 2.8354347 41.6953443, 2.8353825 41.6953441)",,,,,
564825018,False,Avinguda de la Vila de Blanes,secondary,True,15.99,3,"LINESTRING (2.8424974 41.7014879, 2.8426391 41.7015853)",,GI-682,,40,
1217104994,False,Avinguda de la Vila de Blanes,secondary,False,74.036,3,"LINESTRING (2.8424974 41.7014879, 2.8418313 41.7010452)",,GI-682,,40,
78731988,True,Carrer de Ponent,residential,False,49.769,,"LINESTRING (2.8427433 41.700344, 2.8422899 41.7000512)",,,,,
78732016,False,Avinguda de Just Marles,tertiary,True,68.21799999999999,2,"LINESTRING (2.8427433 41.700344, 2.8428512 41.7002926, 2.8429736 41.7002196, 2.8430553 41.7001683, 2.8431266 41.7001109, 2.843364 41.6999447)",20,,,,
322129219,False,Avinguda de Just Marles,tertiary,False,14.915,2,"LINESTRING (2.8427433 41.700344, 2.8426783 41.7003704, 2.842586 41.7004088)",20,,,,
78627439,True,Carrer de Vincenç Bou,residential,False,48.135,,"LINESTRING (2.8444421 41.7013093, 2.8448365 41.700992)",,,,,
78731929,True,Carrer de l'Oliva,living_street,False,82.564,,"LINESTRING (2.8444421 41.7013093, 2.844116 41.7011513, 2.8436183 41.7008935)",,,,,
40773018,True,Avinguda de Just Marles,tertiary,False,28.538999999999998,1,"LINESTRING (2.8450161 41.6978189, 2.8449325 41.697904, 2.8448127 41.6980258)",,,,,
218410052,False,Carrer de Santa Marta,residential,True,51.676,,"LINESTRING (2.8431236 41.6993771, 2.843603 41.6996735)",,,,,
218410059,True,Carrer del Pla de Carbonell,residential,False,157.428,,"LINESTRING (2.8431236 41.6993771, 2.8426203 41.6990494, 2.8417607 41.6997046)",,,,,
78732016,False,Avinguda de Just Marles,tertiary,False,45.535,2,"LINESTRING (2.8438599 41.6993117, 2.843603 41.6996735)",20,,,,
78732016,False,Avinguda de Just Marles,tertiary,True,44.556,2,"LINESTRING (2.8438599 41.6993117, 2.844134 41.6989672)",20,,,,
78731891,True,Carrer del Torrentó,residential,False,113.77699999999999,,"LINESTRING (2.8438599 41.6993117, 2.84405 41.6995092, 2.8446475 41.7001299, 2.8446486 41.7001455)",,,,,
78731902,True,Carrer d'Isaac Albeniz,residential,False,114.79899999999999,,"LINESTRING (2.8438599 41.6993117, 2.8437102 41.6992266, 2.8427619 41.6986842)",,,,,
78732056,True,Carrer de Potosí,residential,False,56.269999999999996,,"LINESTRING (2.8416864 41.698502, 2.8421239 41.698688, 2.8422711 41.6987577)",,,,,
78731967,True,Carrer de Josep de Togores,residential,False,72.042,,"LINESTRING (2.8398705 41.6989251, 2.8403424 41.6994688)",,,,,
78732056,True,Carrer de Potosí,residential,False,73.429,,"LINESTRING (2.8398705 41.6989251, 2.8407211 41.6987442)",,,,,
78731967,True,Carrer de Josep de Togores,residential,False,104.505,,"LINESTRING (2.8403424 41.6994688, 2.8413051 41.7000743)",,,,,
78731903,True,Carrer de la Riera,residential,False,65.368,,"LINESTRING (2.8403424 41.6994688, 2.8399346 41.6998342, 2.8398784 41.6999383)",,,,,
489173949,True,Carrer dels Mestres,residential,False,19.520000000000003,,"LINESTRING (2.8405476 41.7013749, 2.8404863 41.7013654, 2.8404211 41.7013726, 2.8403182 41.7013934)",,,,,
78731903,True,Carrer de la Riera,residential,False,118.687,,"LINESTRING (2.8422711 41.6987577, 2.8416584 41.6990344, 2.8413973 41.6990912, 2.8409844 41.699208)",,,,,
156448926,False,Carrer del Comte Ramon Borrell,living_street,False,97.541,,"LINESTRING (2.8446486 41.7001455, 2.8451716 41.69936)",,,,,
78731891,True,Carrer del Torrentó,residential,False,70.24300000000001,,"LINESTRING (2.8446486 41.7001455, 2.8448172 41.7004382, 2.8449088 41.7005872, 2.845012 41.7007149)",,,,,
78731967,True,Carrer de Josep de Togores,residential,False,58.443,,"LINESTRING (2.8413051 41.7000743, 2.841833 41.700422)",,,,,
218410059,True,Carrer del Pla de Carbonell,residential,False,61.563,,"LINESTRING (2.8413051 41.7000743, 2.8407948 41.700476)",,,,,
78731891,True,Carrer del Torrentó,residential,False,10.474,,"LINESTRING (2.845012 41.7007149, 2.8450858 41.7007913)",,,,,
536733338,False,Carrer de Plató,residential,True,135.67299999999997,,"LINESTRING (2.8332229 41.7012184, 2.8332843 41.7012183, 2.8341659 41.701232, 2.8342678 41.7012435, 2.8343697 41.7012587, 2.8347998 41.7014245)",,,,,
79649650,False,,secondary_link,True,19.978,,"LINESTRING (2.8363517 41.7010417, 2.8361257 41.70098)",,,,,
79649646,True,,secondary_link,False,39.550000000000004,,"LINESTRING (2.8363517 41.7010417, 2.8364698 41.7010487, 2.8365898 41.7010413, 2.8366618 41.7009953, 2.8366738 41.7008891)",,,,,
79649643,False,Carrer del Xino-Xano,residential,False,27.695,,"LINESTRING (2.8347998 41.7014245, 2.8347383 41.7015092, 2.8347122 41.7015534, 2.8346724 41.7016535)",,,,,
