osmid,oneway,name,highway,reversed,length,junction,geometry,maxspeed,lanes,access
23700866,True,Avinguda de Gregorio Gea,tertiary,False,64.052,,"LINESTRING (-0.4132188 39.4724055, -0.4139033 39.4726349)",,,
23700898,True,,tertiary,False,11.149999999999999,roundabout,"LINESTRING (-0.4132188 39.4724055, -0.4132465 39.4723877, -0.4132652 39.472364, -0.4132728 39.4723368, -0.4132708 39.47232)",,,
23700898,True,,tertiary,False,10.053,roundabout,"LINESTRING (-0.4131069 39.4724047, -0.4131338 39.4724137, -0.4131627 39.472417, -0.4131918 39.4724142, -0.4132188 39.4724055)",,,
23700858,True,Avinguda de Blasco Ibáñez,tertiary,False,9.517,,"LINESTRING (-0.4130547 39.4723359, -0.4129891 39.4724049)",,,
23700898,True,,tertiary,False,9.193999999999999,roundabout,"LINESTRING (-0.4130547 39.4723359, -0.4130618 39.4723629, -0.4130799 39.4723867, -0.4131069 39.4724047)",,,
23700898,True,,tertiary,False,8.466000000000001,roundabout,"LINESTRING (-0.4130996 39.4722645, -0.4130747 39.472284, -0.4130591 39.4723087, -0.4130547 39.4723297)",,,
23700785,True,Carrer d'Isabel la Catòlica,residential,False,101.971,,"LINESTRING (-0.4151829 39.4729396, -0.4155741 39.4720737)",,,
23700863,True,Avinguda de Gregorio Gea,tertiary,False,178.006,,"LINESTRING (-0.4151829 39.4729396, -0.4134258 39.4723744, -0.4132708 39.47232)",,,
23700863,True,Avinguda de Gregorio Gea,tertiary,False,4.691,,"LINESTRING (-0.4155571 39.4730623, -0.4155068 39.4730458)",,,
23700868,True,Avinguda de Gregorio Gea,tertiary,False,134.211,,"LINESTRING (-0.4178182 39.4737946, -0.4177464 39.4737714, -0.4177053 39.4737581, -0.416378 39.4733246)",,,
47517289,True,,tertiary,False,23.401,,"LINESTRING (-0.4178182 39.4737946, -0.4177565 39.4739235, -0.4177237 39.473992)",,,
23700868,True,Avinguda de Gregorio Gea,tertiary,False,4.774,,"LINESTRING (-0.4179435 39.4738351, -0.4178922 39.4738185)",,,
