osmid,ref,highway,junction,oneway,reversed,length,geometry,lanes,name,maxspeed,bridge
28095451,,residential,,False,False,103.682,"LINESTRING (2.4855013 39.5177723, 2.4855401 39.5177152, 2.4855944 39.5176426, 2.485761 39.5174197, 2.485777 39.5173984, 2.4858205 39.517345, 2.4860701 39.5170156, 2.4861028 39.5169638)",,Carrer de Bernat de Santa Eugènia,,
24515104,,residential,,False,False,97.323,"LINESTRING (2.4825273 39.5151225, 2.482445 39.5152213, 2.48229 39.5153836, 2.4820607 39.5156284, 2.4819318 39.515766, 2.4818661 39.5158335)",,Gran Via del Puig de Galatzó,,
"[636225929, 1044759050]",Avinguda del Rei Jaume I,residential,roundabout,True,False,26.928,"LINESTRING (2.4825273 39.5151225, 2.4824789 39.5150748, 2.4824571 39.5150166, 2.4824648 39.5149564, 2.482501 39.5149027)",,,,
"[478524049, 26586012]",,residential,,False,False,90.803,"LINESTRING (2.4828009 39.5148748, 2.4828802 39.5147895, 2.4830353 39.5146217, 2.4834158 39.5142101)",,Gran Vía del Puig de Massanella,,
478524016,Avinguda del Rei Jaume I,residential,roundabout,True,False,20.565,"LINESTRING (2.4828009 39.5148748, 2.4828265 39.5149034, 2.4828571 39.5149453, 2.4828702 39.5149923, 2.4828716 39.5150463)",,,,
478524030,Avinguda del Rei Jaume I,residential,roundabout,True,False,11.109,"LINESTRING (2.4828716 39.5150463, 2.4828465 39.5150918, 2.482805 39.5151308)",,,,
384007055,Ma-1013,residential,,False,False,305.80699999999996,"LINESTRING (2.4763298 39.5129407, 2.476549 39.5129553, 2.4768013 39.5129697, 2.4774294 39.5129985, 2.4776297 39.5130433, 2.4780847 39.5131452, 2.4785465 39.5132702, 2.4786547 39.5132995, 2.4787114 39.5133148, 2.4791359 39.5134263, 2.4793491 39.5134823, 2.4794764 39.5135122, 2.4797713 39.5135845)",2,Avinguda del Rei Jaume I,40,
27425852,,residential,,True,False,66.973,"LINESTRING (2.4839725 39.5136399, 2.4839983 39.5135628, 2.4840073 39.5135063, 2.4840033 39.5134403, 2.4839791 39.5133815, 2.4839221 39.5132923, 2.4838464 39.5132218, 2.4837284 39.5131064)",,Gran Vía del Puig de Massanella,,
478524049,,residential,,False,False,60.635000000000005,"LINESTRING (2.4839725 39.5136399, 2.484294 39.5132801, 2.4843628 39.5131857)",,Gran Vía del Puig de Massanella,,
478524049,,residential,,False,True,79.378,"LINESTRING (2.4839725 39.5136399, 2.4837113 39.5139104, 2.4834158 39.5142101)",,Gran Vía del Puig de Massanella,,
458650141,,residential,,False,True,77.299,"LINESTRING (2.4837284 39.5131064, 2.4828286 39.5131434)",,Via del Rei Sanxo,,
458650141,,residential,,False,False,47.239999999999995,"LINESTRING (2.4837284 39.5131064, 2.4837768 39.5131044, 2.4841748 39.5130881, 2.4842783 39.5130838)",,Via del Rei Sanxo,,
926317020,,residential,roundabout,True,False,7.0329999999999995,"LINESTRING (2.4845499 39.5130229, 2.4845666 39.5130518, 2.4845723 39.5130831)",,,,
27425868,,residential,,True,False,266.742,"LINESTRING (2.4845723 39.5130831, 2.4846715 39.5131282, 2.487196 39.5142759, 2.4872512 39.514301)",,Avinguda de Miguel de Unamuno,,
926317020,,residential,roundabout,True,False,11.26,"LINESTRING (2.4845723 39.5130831, 2.4845641 39.5131204, 2.4845405 39.5131535, 2.4845172 39.5131718)",,,,
27425778,,residential,roundabout,True,False,14.143,"LINESTRING (2.4843628 39.5131857, 2.4843283 39.5131683, 2.4843015 39.5131442, 2.4842843 39.5131153, 2.4842783 39.5130838)",,,,
478524049,,residential,,False,True,60.635000000000005,"LINESTRING (2.4843628 39.5131857, 2.484294 39.5132801, 2.4839725 39.5136399)",,Gran Vía del Puig de Massanella,,
27428545,,residential,,False,True,88.52,"LINESTRING (2.4806615 39.5131832, 2.4804481 39.5132672, 2.4801704 39.5133872, 2.480165 39.5133898, 2.4799093 39.5135151, 2.4797713 39.5135845)",,Carrer de Lisboa,,
32688343,,residential,,True,False,206.15200000000002,"LINESTRING (2.4806615 39.5131832, 2.4808425 39.5131009, 2.4809497 39.5130553, 2.4813305 39.5129004, 2.4815666 39.5127847, 2.4816326 39.5127526, 2.4818194 39.5126366, 2.4818437 39.5126215, 2.4818774 39.5125912, 2.4820082 39.5124736, 2.4822182 39.5122224, 2.48231 39.5120946, 2.4824022 39.5119736)",,Carrer de Lisboa,,
"[27428392, 1265775471]",Ma-1013,residential,,True,False,348.736,"LINESTRING (2.4861028 39.5169638, 2.4860249 39.5169272, 2.4859818 39.5169033, 2.4852489 39.5165083, 2.4850166 39.5163768, 2.4836247 39.515579, 2.4834298 39.5154693, 2.4833448 39.5154214, 2.4831307 39.5153009, 2.4830706 39.5152667, 2.4829017 39.5151805, 2.482805 39.5151308)",1,Avinguda del Rei Jaume I,40,
28095451,,residential,,False,True,103.682,"LINESTRING (2.4861028 39.5169638, 2.4860701 39.5170156, 2.4858205 39.517345, 2.485777 39.5173984, 2.485761 39.5174197, 2.4855944 39.5176426, 2.4855401 39.5177152, 2.4855013 39.5177723)",,Carrer de Bernat de Santa Eugènia,,
28095450,,residential,,True,False,51.095,"LINESTRING (2.4852036 39.5181703, 2.4855013 39.5177723)",,Carrer de Bernat de Santa Eugènia,,
28101173,,residential,,False,False,116.39699999999999,"LINESTRING (2.4852036 39.5181703, 2.485402 39.5182994, 2.4856595 39.5184318, 2.4859685 39.5184517, 2.4861316 39.5184715, 2.4861687 39.5184897, 2.486226 39.5185179, 2.4862946 39.5186635)",,carrer del Riu Llobregat,,
28101173,,residential,,False,True,116.39699999999999,"LINESTRING (2.4862946 39.5186635, 2.486226 39.5185179, 2.4861687 39.5184897, 2.4861316 39.5184715, 2.4859685 39.5184517, 2.4856595 39.5184318, 2.485402 39.5182994, 2.4852036 39.5181703)",,carrer del Riu Llobregat,,
27425778,,residential,roundabout,True,False,9.751000000000001,"LINESTRING (2.4844597 39.5129728, 2.4844951 39.5129833, 2.4845259 39.5130003, 2.4845499 39.5130229)",,,,
32665956,,residential,,True,False,148.449,"LINESTRING (2.4844597 39.5129728, 2.4845296 39.5128992, 2.4854405 39.5119409, 2.485483 39.5118962)",,Avinguda del Golf,,
32688275,,residential,,False,False,127.221,"LINESTRING (2.4869432 39.5124668, 2.486782 39.5123933, 2.485816 39.5119525, 2.4856667 39.5118844)",,Gran via des Salobrar,,
32688277,,residential,,False,True,106.13900000000001,"LINESTRING (2.4869432 39.5124668, 2.4870533 39.5123257, 2.4875039 39.5117484, 2.4875815 39.5116491)",,Avinguda de Marsella,,
32688277,,residential,,False,False,106.13900000000001,"LINESTRING (2.4875815 39.5116491, 2.4875039 39.5117484, 2.4870533 39.5123257, 2.4869432 39.5124668)",,Avinguda de Marsella,,
27425868,,residential,,True,False,8.724,"LINESTRING (2.4873826 39.5143607, 2.4874697 39.5144012)",,Avinguda de Miguel de Unamuno,,
478524049,,residential,,False,False,79.378,"LINESTRING (2.4834158 39.5142101, 2.4837113 39.5139104, 2.4839725 39.5136399)",,Gran Vía del Puig de Massanella,,
"[478524049, 26586012]",,residential,,False,True,90.803,"LINESTRING (2.4834158 39.5142101, 2.4830353 39.5146217, 2.4828802 39.5147895, 2.4828009 39.5148748)",,Gran Vía del Puig de Massanella,,
32688350,,residential,,False,True,103.218,"LINESTRING (2.4824022 39.5119736, 2.4823449 39.5118828, 2.4823249 39.511869, 2.4822691 39.5118303, 2.4821558 39.5117675, 2.4818382 39.5116036, 2.4817959 39.5115682, 2.4817696 39.5115308, 2.4817159 39.5114879, 2.4816408 39.5114596, 2.4815636 39.5114519, 2.4814739 39.5114694)",,Gran via de la Infanta Saura,,
32688510,,residential,,False,True,200.82500000000002,"LINESTRING (2.4824022 39.5119736, 2.4825004 39.5118466, 2.4826225 39.5117456, 2.4831517 39.511431, 2.4832975 39.5113114, 2.4833463 39.511243, 2.4834433 39.511107, 2.4834956 39.5109643, 2.4835291 39.5108024, 2.483539 39.5105076)",,Carrer de Lisboa,,
458650140,,residential,,True,False,65.57600000000001,"LINESTRING (2.4824022 39.5119736, 2.4825557 39.5121964, 2.4826777 39.5124106, 2.4827317 39.5125053)",,Gran via de la Infanta Saura,,
458650140,,residential,,True,False,71.65899999999999,"LINESTRING (2.4827317 39.5125053, 2.4827851 39.5127093, 2.4828059 39.5127889, 2.482829 39.513045, 2.4828286 39.5131434)",,Gran via de la Infanta Saura,,
640237947,,residential,,False,True,220.81099999999998,"LINESTRING (2.4827317 39.5125053, 2.4828641 39.5124435, 2.483121 39.512319, 2.4832742 39.5122447, 2.4848121 39.5115117, 2.4849119 39.5114509)",,Gran via del Puig de Randa,,
32688510,,residential,,False,False,200.825,"LINESTRING (2.483539 39.5105076, 2.4835291 39.5108024, 2.4834956 39.5109643, 2.4834433 39.511107, 2.4833463 39.511243, 2.4832975 39.5113114, 2.4831517 39.511431, 2.4826225 39.5117456, 2.4825004 39.5118466, 2.4824022 39.5119736)",,Carrer de Lisboa,,
32688513,,residential,,False,False,114.495,"LINESTRING (2.4853108 39.5104683, 2.4852778 39.5105455, 2.4849452 39.5113662, 2.4849119 39.5114509)",,carrer de Miquel Barceló,,
32688513,,residential,,False,True,114.495,"LINESTRING (2.4849119 39.5114509, 2.4849452 39.5113662, 2.4852778 39.5105455, 2.4853108 39.5104683)",,carrer de Miquel Barceló,,
32688516,,residential,,False,True,68.587,"LINESTRING (2.4849119 39.5114509, 2.4853898 39.5117365, 2.4855486 39.5118238)",,gran via des Salobrar,,
640237947,,residential,,False,False,220.811,"LINESTRING (2.4849119 39.5114509, 2.4848121 39.5115117, 2.4832742 39.5122447, 2.483121 39.512319, 2.4828641 39.5124435, 2.4827317 39.5125053)",,Gran via del Puig de Randa,,
32689593,,residential,,True,False,65.341,"LINESTRING (2.4807357 39.5108069, 2.4814688 39.5106475)",,Carrer de la Reina Isabel,,
32689513,,residential,,True,False,65.607,"LINESTRING (2.4813623 39.5111118, 2.481225 39.5109794, 2.4810104 39.5108668, 2.4809467 39.5108529, 2.4807357 39.5108069)",,Carrer del Rei Ferran II,,
32689606,,residential,,True,False,41.366,"LINESTRING (2.4813623 39.5111118, 2.4814548 39.5112893, 2.4814739 39.5114694)",,Carrer del Rei Ferran II,,
32688350,,residential,,False,False,103.21800000000002,"LINESTRING (2.4814739 39.5114694, 2.4815636 39.5114519, 2.4816408 39.5114596, 2.4817159 39.5114879, 2.4817696 39.5115308, 2.4817959 39.5115682, 2.4818382 39.5116036, 2.4821558 39.5117675, 2.4822691 39.5118303, 2.4823249 39.511869, 2.4823449 39.5118828, 2.4824022 39.5119736)",,Gran via de la Infanta Saura,,
32689605,,residential,,True,False,52.962,"LINESTRING (2.4814688 39.5106475, 2.4813967 39.5108006, 2.4813623 39.5109595, 2.4813623 39.5111118)",,Carrer del Rei Ferran II,,
926317020,,residential,roundabout,True,False,13.961,"LINESTRING (2.4845172 39.5131718, 2.4844589 39.5131935, 2.48441 39.5131959, 2.4843628 39.5131857)",,,,
27425778,,residential,roundabout,True,False,22.78,"LINESTRING (2.4842783 39.5130838, 2.4842847 39.51305, 2.4843038 39.5130192, 2.484334 39.5129942, 2.4843724 39.5129773, 2.4844156 39.5129699, 2.4844597 39.5129728)",,,,
458650141,,residential,,False,True,47.239999999999995,"LINESTRING (2.4842783 39.5130838, 2.4841748 39.5130881, 2.4837768 39.5131044, 2.4837284 39.5131064)",,Via del Rei Sanxo,,
32665956,,residential,,True,False,8.267,"LINESTRING (2.4855486 39.5118238, 2.4856062 39.5117642)",,Avinguda del Golf,,
32688516,,residential,,False,False,68.587,"LINESTRING (2.4855486 39.5118238, 2.4853898 39.5117365, 2.4849119 39.5114509)",,gran via des Salobrar,,
32665918,,residential,,True,False,10.688,"LINESTRING (2.4856667 39.5118844, 2.4855911 39.5119608)",,Avinguda del Golf,,
32688275,,residential,,False,True,127.221,"LINESTRING (2.4856667 39.5118844, 2.485816 39.5119525, 2.486782 39.5123933, 2.4869432 39.5124668)",,Gran via des Salobrar,,
27428545,,residential,,False,False,88.52000000000001,"LINESTRING (2.4797713 39.5135845, 2.4799093 39.5135151, 2.480165 39.5133898, 2.4801704 39.5133872, 2.4804481 39.5132672, 2.4806615 39.5131832)",,Carrer de Lisboa,,
"[478524051, 384007055]",Ma-1013,residential,,False,False,278.24600000000004,"LINESTRING (2.4797713 39.5135845, 2.4798145 39.5135973, 2.4800586 39.5136613, 2.4803228 39.5137423, 2.4805383 39.5138161, 2.4807121 39.5138867, 2.4807961 39.5139276, 2.4812642 39.5141858, 2.4813637 39.514242, 2.4818507 39.5145326, 2.4821502 39.5146895, 2.4823178 39.5147816, 2.4824078 39.5148365, 2.482501 39.5149027)",2,"['avinguda del Rei Jaume I', 'Avinguda del Rei Jaume I']",40,
384007055,Ma-1013,residential,,False,True,305.807,"LINESTRING (2.4797713 39.5135845, 2.4794764 39.5135122, 2.4793491 39.5134823, 2.4791359 39.5134263, 2.4787114 39.5133148, 2.4786547 39.5132995, 2.4785465 39.5132702, 2.4780847 39.5131452, 2.4776297 39.5130433, 2.4774294 39.5129985, 2.4768013 39.5129697, 2.476549 39.5129553, 2.4763298 39.5129407)",2,Avinguda del Rei Jaume I,40,
490856492,,residential,roundabout,True,False,17.238,"LINESTRING (2.4801038 39.5193095, 2.4800846 39.5192884, 2.4800748 39.5192637, 2.4800755 39.5192378, 2.4800866 39.5192134, 2.480107 39.519193, 2.4801347 39.5191784)",,,,
295345706,,residential,,True,False,16.813,"LINESTRING (2.4874697 39.5144012, 2.4873602 39.5145266)",,,30,
27425862,,residential,,True,False,20.667,"LINESTRING (2.4873602 39.5145266, 2.4871539 39.5144306)",,Avinguda de Miguel de Unamuno,,
295345866,,residential,,True,False,16.654,"LINESTRING (2.4871539 39.5144306, 2.4872512 39.514301)",,,30,
27425862,,residential,,True,False,265.99500000000006,"LINESTRING (2.4871539 39.5144306, 2.4870932 39.5144015, 2.4868427 39.5142811, 2.4862251 39.5139843, 2.4857439 39.5137531, 2.4850929 39.5134466, 2.4846077 39.513215, 2.4845172 39.5131718)",,Avinguda de Miguel de Unamuno,,
27425868,,residential,,True,False,13.081,"LINESTRING (2.4872512 39.514301, 2.4873826 39.5143607)",,Avinguda de Miguel de Unamuno,,
295346198,,residential,,True,False,11.73,"LINESTRING (2.4855911 39.5119608, 2.485483 39.5118962)",,,,
32665918,,residential,,True,False,148.074,"LINESTRING (2.4855911 39.5119608, 2.4855477 39.5120051, 2.4846204 39.512951, 2.4845499 39.5130229)",,Avinguda del Golf,,
32665956,,residential,,True,False,9.822,"LINESTRING (2.485483 39.5118962, 2.4855486 39.5118238)",,Avinguda del Golf,,
295346199,,residential,,True,False,12.212,"LINESTRING (2.4856062 39.5117642, 2.4857137 39.5118362)",,,,
32665918,,residential,,True,False,6.707,"LINESTRING (2.4857137 39.5118362, 2.4856667 39.5118844)",,Avinguda del Golf,,
458650141,,residential,,False,False,77.299,"LINESTRING (2.4828286 39.5131434, 2.4837284 39.5131064)",,Via del Rei Sanxo,,
27425774,,residential,,True,False,188.15999999999997,"LINESTRING (2.4828286 39.5131434, 2.4818388 39.5131887, 2.4818093 39.5131894, 2.4817228 39.5131932, 2.4810973 39.5132184, 2.4810634 39.5132202, 2.4810358 39.5132216, 2.4807767 39.5132309, 2.4806949 39.5132163, 2.4806615 39.5131832)",,Via del Rei Sanxo,,
454707747,,residential,,True,False,20.256999999999998,"LINESTRING (2.4801347 39.5191784, 2.4801897 39.5191242, 2.4802757 39.5190323)",,Gran Via del Puig de Galatzó,,
484254219,,residential,roundabout,True,False,11.800999999999998,"LINESTRING (2.4801347 39.5191784, 2.4801678 39.5191711, 2.4802021 39.5191724, 2.4802341 39.519182, 2.4802605 39.5191991)",,,,
454664774,,residential,,False,True,75.084,"LINESTRING (2.4802757 39.5190323, 2.4803066 39.5189821, 2.4804488 39.5187351, 2.4804683 39.5187015, 2.4805302 39.518591, 2.4806353 39.5184167)",,Gran Via del Puig de Galatzó,,
454707748,,residential,,True,False,18.627,"LINESTRING (2.4802757 39.5190323, 2.48026 39.5191338, 2.4802605 39.5191991)",,Gran Via del Puig de Galatzó,,
