osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,bridge,junction,maxspeed
23086945,AS-36,Carretera Luarca - Villayón,tertiary,False,False,57.55500000000001,"LINESTRING (-6.5359345 43.5420121, -6.5361501 43.5418216, -6.5362534 43.5417382, -6.5363123 43.5416886, -6.5363692 43.5416045)",,,,
93387905,N-634,Avenida de Galicia,trunk,False,False,106.227,"LINESTRING (-6.5359345 43.5420121, -6.5362457 43.5419608, -6.5367265 43.5418899, -6.5371393 43.5418324, -6.5372255 43.5418204)",2,,,
93387907,,Calle Gil Parrondo Rico,trunk,True,False,24.04,"LINESTRING (-6.5359345 43.5420121, -6.5358933 43.5419931, -6.5356829 43.541896)",,,,
72039717,N-634,Avenida Álvaro de Albornoz,trunk,False,True,11.652000000000001,"LINESTRING (-6.5335903 43.5421326, -6.5336218 43.5421924, -6.5336502 43.5422276)",,,,
93357014,,Calle del Párroco Infanzón,residential,False,False,175.849,"LINESTRING (-6.5335903 43.5421326, -6.5335047 43.542343, -6.533395 43.5427215, -6.5331447 43.5436798)",,,,
93387933,N-634,Avenida de Buenavista,trunk,False,False,28.470999999999997,"LINESTRING (-6.5335903 43.5421326, -6.5335986 43.542119, -6.5336578 43.5420218, -6.5336803 43.5419849, -6.5337389 43.5419004)",2,,,
352620574,AS-219,Calle Barrio Nuevo,secondary,True,False,17.216,"LINESTRING (-6.5354501 43.5406947, -6.5354083 43.5407909, -6.5353796 43.5408407)",,,,
361966065,AS-219,Calle Barrio Nuevo,secondary,False,False,97.43100000000001,"LINESTRING (-6.5354501 43.5406947, -6.5354467 43.5404348, -6.5353476 43.5399058, -6.535316 43.5398266)",,,,
23086945,AS-36,Carretera Luarca - Villayón,tertiary,False,False,82.29599999999999,"LINESTRING (-6.5363692 43.5416045, -6.5364444 43.5414555, -6.5365861 43.5412663, -6.5368243 43.5409434)",,,,
23086945,AS-36,Carretera Luarca - Villayón,tertiary,False,True,57.555,"LINESTRING (-6.5363692 43.5416045, -6.5363123 43.5416886, -6.5362534 43.5417382, -6.5361501 43.5418216, -6.5359345 43.5420121)",,,,
304087809,AS-36,Avenida de La Estación,tertiary,False,False,24.484,"LINESTRING (-6.5368243 43.5409434, -6.5369348 43.5407383)",,,,
23086945,AS-36,Carretera Luarca - Villayón,tertiary,False,True,82.29599999999999,"LINESTRING (-6.5368243 43.5409434, -6.5365861 43.5412663, -6.5364444 43.5414555, -6.5363692 43.5416045)",,,,
358570414,,Paseo de Gómez,residential,True,False,16.261,"LINESTRING (-6.5360159 43.5442144, -6.5360976 43.5442921, -6.5361476 43.5443244)",,,,
"[93387911, 612352079]",,Paseo de Gómez,residential,False,True,38.225,"LINESTRING (-6.5360159 43.5442144, -6.5359963 43.5441946, -6.5359045 43.5441438, -6.5358171 43.5441037, -6.5356475 43.5440642, -6.535606 43.5440546)",,,,
72048737,,Puente Nuevo,residential,False,False,32.679,"LINESTRING (-6.535606 43.5440546, -6.5354761 43.544333)",,yes,,
"[612352079, 93387911]",,Paseo de Gómez,residential,False,False,38.225,"LINESTRING (-6.535606 43.5440546, -6.5356475 43.5440642, -6.5358171 43.5441037, -6.5359045 43.5441438, -6.5359963 43.5441946, -6.5360159 43.5442144)",,,,
93387911,,Paseo de Gómez,residential,False,True,38.919999999999995,"LINESTRING (-6.535606 43.5440546, -6.535538 43.5440392, -6.5351451 43.5439502)",,,,
"[93339177, 93387930]",,"['Paseo de García Prieto', 'Paseo de Gómez']",residential,True,False,136.364,"LINESTRING (-6.5351451 43.5439502, -6.5344925 43.5437912, -6.5341369 43.5436976, -6.534039 43.5436401, -6.5339664 43.5435544, -6.5339412 43.5434938, -6.5339126 43.543297)",,,,
93387911,,Paseo de Gómez,residential,False,False,38.919999999999995,"LINESTRING (-6.5351451 43.5439502, -6.535538 43.5440392, -6.535606 43.5440546)",,,,
72048737,,Puente Nuevo,residential,False,True,32.679,"LINESTRING (-6.5354761 43.544333, -6.535606 43.5440546)",,yes,,
72049254,,Plaza de la Constitución,residential,False,False,3.682,"LINESTRING (-6.5354761 43.544333, -6.5354316 43.5443255)",,,,
"[72045289, 614765138, 93358958]",,"['Calle Rivero', 'Plaza de la Constitución']",residential,False,"[False, True]",183.66499999999996,"LINESTRING (-6.5354761 43.544333, -6.5355511 43.5443597, -6.5356299 43.5443878, -6.5357362 43.544477, -6.5357865 43.5446134, -6.5357846 43.5446553, -6.5356542 43.5447715, -6.5355255 43.5448634, -6.5352712 43.5449768, -6.5350893 43.5450579, -6.5349961 43.5450769, -6.5347456 43.5451077, -6.5343069 43.5451457)",,,,
299039532,,,residential,False,True,31.338,"LINESTRING (-6.5371247 43.5414448, -6.5372424 43.5417134)",,,,
93387906,,Calle Nicanor del Campo,residential,True,False,63.86,"LINESTRING (-6.5371247 43.5414448, -6.5365336 43.5415974, -6.5364296 43.541604, -6.5363692 43.5416045)",,,,
612352080,,,residential,True,False,14.392,"LINESTRING (-6.5362657 43.5443337, -6.5362779 43.5443114, -6.5362742 43.5442875, -6.5362591 43.5442703, -6.5362358 43.544259, -6.5362081 43.5442554, -6.5361809 43.5442602)",,,roundabout,
359209994,,Calle del Faro,residential,False,True,27.287000000000003,"LINESTRING (-6.5297023 43.5460116, -6.5297182 43.5460396, -6.5298164 43.5462426)",,,,
"[93357009, 612352086]",,"['Calle Rivero', 'Paseo de Barbacana']",residential,False,True,96.34899999999999,"LINESTRING (-6.5330053 43.5451192, -6.5331398 43.5451436, -6.5333997 43.5451821, -6.5335293 43.5451928, -6.5336613 43.545186, -6.5338184 43.5451752, -6.5340727 43.5451478, -6.5341865 43.5451498)",,,,
"[205740509, 93354397]",,"['Paseo de Barbacana', 'Paseo del Muelle']",residential,False,False,196.231,"LINESTRING (-6.5330053 43.5451192, -6.5327742 43.5451234, -6.5323125 43.5452324, -6.5321742 43.5452784, -6.5321102 43.5453227, -6.5320685 43.5453666, -6.5320081 43.545443, -6.5319426 43.5456049, -6.5318886 43.5459725, -6.5318844 43.5461764, -6.5318801 43.5463635)",,,,30
612352091,VA-1,Calle del Faro,tertiary,False,False,18.298,"LINESTRING (-6.530012 43.5465622, -6.5301756 43.5466763)",,,,
