osmid,name,highway,oneway,reversed,length,geometry,ref,tunnel,junction,bridge
98348011,Calle de la Sierra de Luna,residential,False,True,58.596,"LINESTRING (-1.0008079 41.538897, -1.0012796 41.5385058)",,,,
98348043,Calle Albarracín,residential,False,False,92.165,"LINESTRING (-1.0008079 41.538897, -1.0015032 41.5395421)",,,,
98348043,Calle Albarracín,residential,False,True,38.293,"LINESTRING (-1.0008079 41.538897, -1.0005193 41.5386288)",,,,
98348018,Calle de Maladeta,residential,True,False,266.20500000000004,"LINESTRING (-1.0008079 41.538897, -0.9998073 41.5397052, -0.9989394 41.5404006, -0.9986283 41.5406491)",,,,
"[98348011, 98348023]","['Calle del Veleta', 'Calle de la Sierra de Luna']",residential,False,"[False, True]",127.491,"LINESTRING (-1.0031184 41.5382205, -1.0023781 41.5375946, -1.0021001 41.5378252)",,,,
98348011,Calle de la Sierra de Luna,residential,False,False,20.474,"LINESTRING (-1.0014444 41.5383691, -1.0012796 41.5385058)",,,,
98348011,Calle de la Sierra de Luna,residential,False,True,81.462,"LINESTRING (-1.0014444 41.5383691, -1.0021001 41.5378252)",,,,
239057043,Calle Sierra del Aguila,residential,False,False,106.508,"LINESTRING (-1.0014444 41.5383691, -1.0009883 41.5380517, -1.0009083 41.5379876, -1.0008669 41.5379266, -1.0008529 41.5378642, -1.0008679 41.5377845, -1.0009589 41.5376052)",,,,
42750386,Calle Sierra de Gredos,residential,True,False,100.889,"LINESTRING (-1.0020686 41.5390755, -1.00298 41.5396737)",,,,
42750391,Calle del Mulhacén,residential,True,False,129.124,"LINESTRING (-1.0020686 41.5390755, -1.0031184 41.5382205)",,,,
239057047,Calle Valle de Broto,residential,False,True,39.194,"LINESTRING (-0.9995744 41.5356211, -0.9991419 41.5354817)",,,,
42750399,Avenida de Zaragoza,residential,True,False,62.837999999999994,"LINESTRING (-0.9995744 41.5356211, -0.9997487 41.5354207, -1.0000049 41.5351571)",,,,
"[367000609, 98348038]",Calle del Cuarte,residential,False,"[False, True]",116.71200000000002,"LINESTRING (-0.9970822 41.5366258, -0.9967649 41.5363259, -0.9963567 41.5364461, -0.9962118 41.5365715, -0.9961394 41.5367357)",,,,
98348049,Calle Fueros de Aragón,residential,True,False,74.926,"LINESTRING (-0.9970822 41.5366258, -0.9965684 41.5366714, -0.9962851 41.5368641)",,,,
42750399,Avenida de Zaragoza,residential,True,False,120.752,"LINESTRING (-0.9989659 41.5366037, -0.9990967 41.5364546, -0.9993267 41.5360113, -0.9995744 41.5356211)",,,,
"[842012464, 42750401]",,residential,False,False,59.634,"LINESTRING (-0.9989659 41.5366037, -0.9990209 41.5366474, -0.9991751 41.53667, -0.9992812 41.5366719, -0.9994425 41.536672, -0.9996503 41.5367023)",,,,
98335105,Carretera Valencia,trunk,False,True,94.11099999999999,"LINESTRING (-0.9996503 41.5367023, -0.9997851 41.5364489, -0.9999802 41.5358942)",N-330,,,
"[842012464, 42750401]",,residential,False,True,59.634,"LINESTRING (-0.9996503 41.5367023, -0.9994425 41.536672, -0.9992812 41.5366719, -0.9991751 41.53667, -0.9990209 41.5366474, -0.9989659 41.5366037)",,,,
842012476,Carretera Valencia,trunk,False,False,94.939,"LINESTRING (-0.9996503 41.5367023, -0.9995641 41.5368165, -0.9993272 41.5370908, -0.998982 41.5373909)",N-330,,,
98348034,Calle Vicario José Sebastian,residential,True,False,17.731,"LINESTRING (-0.9985683 41.5377357, -0.998404 41.5376342)",,,,
842012479,Carretera Valencia,trunk,False,True,16.06,"LINESTRING (-0.9985683 41.5377357, -0.9986935 41.5376258)",N-330,,,
842012479,Carretera Valencia,trunk,False,False,135.55599999999998,"LINESTRING (-0.9985683 41.5377357, -0.9980473 41.5382424, -0.9975951 41.538713)",N-330,,,
842012479,Carretera Valencia,trunk,False,False,35.48,"LINESTRING (-0.998982 41.5373909, -0.9986935 41.5376258)",N-330,,,
"[116753118, 116753119]",Calle Huesca,residential,False,True,86.325,"LINESTRING (-0.998982 41.5373909, -0.9992603 41.5375259, -0.9995588 41.5377171, -0.9997773 41.5378845)",,yes,,
842012476,Carretera Valencia,trunk,False,True,94.939,"LINESTRING (-0.998982 41.5373909, -0.9993272 41.5370908, -0.9995641 41.5368165, -0.9996503 41.5367023)",N-330,,,
842012478,Calle Cuarte de Huerva,residential,False,False,59.187,"LINESTRING (-0.998982 41.5373909, -0.9986139 41.537234, -0.9983643 41.5371272)",,,,
42750402,Calle de las Escuelas,residential,True,False,76.612,"LINESTRING (-0.998404 41.5376342, -0.9979877 41.537676, -0.9977662 41.5377357, -0.9975281 41.5378228)",,,,
98348034,Calle Vicario José Sebastian,residential,True,False,94.25299999999999,"LINESTRING (-0.998404 41.5376342, -0.998279 41.5375273, -0.9980846 41.5374271, -0.9978953 41.5373608, -0.9976558 41.5372642, -0.9974555 41.5371866)",,,,
842012477,Avenida de Zaragoza,residential,False,False,10.514,"LINESTRING (-0.9983643 41.5371272, -0.9984454 41.5370547)",,,,
98348047,Calle Cuarte de Huerva,residential,False,False,70.90100000000001,"LINESTRING (-0.9983643 41.5371272, -0.9982159 41.5371424, -0.9980586 41.5371363, -0.9978245 41.5370573, -0.9976006 41.536922)",,,,
842012478,Calle Cuarte de Huerva,residential,False,True,59.187,"LINESTRING (-0.9983643 41.5371272, -0.9986139 41.537234, -0.998982 41.5373909)",,,,
239057053,Calle de Jota,residential,True,False,31.804,"LINESTRING (-0.9974555 41.5371866, -0.9976006 41.536922)",,,,
98348039,Calle Padre Mozota,residential,False,False,42.855000000000004,"LINESTRING (-0.9974555 41.5371866, -0.9972697 41.5370749, -0.9970076 41.5370088)",,,,
42750404,Calle Pignatelli,residential,True,False,44.956,"LINESTRING (-0.9972672 41.5374688, -0.9975281 41.5378228)",,,,
239057053,Calle de Jota,residential,True,False,35.075,"LINESTRING (-0.9972672 41.5374688, -0.9974555 41.5371866)",,,,
42750402,Calle de las Escuelas,residential,True,False,64.088,"LINESTRING (-0.9975281 41.5378228, -0.9973482 41.5378965, -0.9971443 41.5380402, -0.9969501 41.5381962)",,,,
842012479,Carretera Valencia,trunk,False,False,120.505,"LINESTRING (-0.9975951 41.538713, -0.9968405 41.5396379)",N-330,,,
842012479,Carretera Valencia,trunk,False,True,135.55599999999998,"LINESTRING (-0.9975951 41.538713, -0.9980473 41.5382424, -0.9985683 41.5377357)",N-330,,,
98348039,Calle Padre Mozota,residential,False,True,42.855000000000004,"LINESTRING (-0.9970076 41.5370088, -0.9972697 41.5370749, -0.9974555 41.5371866)",,,,
239057030,Calle La Libertad,residential,True,False,46.523,"LINESTRING (-0.9959357 41.5373906, -0.9963842 41.5376403)",,,,
239057060,Calle de la Libertad,residential,True,False,130.565,"LINESTRING (-0.9959357 41.5373906, -0.995011 41.5383391)",,,,
239057029,Calle Justicia de Aragón,residential,True,False,65.369,"LINESTRING (-0.9962851 41.5368641, -0.9959357 41.5373906)",,,,
239057104,,residential,True,False,18.733,"LINESTRING (-0.9962851 41.5368641, -0.9961394 41.5367357)",,,,
42750397,Avenida de Goya,residential,False,True,60.795,"LINESTRING (-0.9957633 41.5387879, -0.9962725 41.5391799)",,,,
98348024,Avenida de Goya,residential,True,False,37.109,"LINESTRING (-0.9957633 41.5387879, -0.9954437 41.5385552)",,,,
239057053,Calle de Jota,residential,True,False,41.012,"LINESTRING (-0.9957633 41.5387879, -0.9961089 41.538525)",,,,
