osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,bridge
637898000,False,2,N-260;C-26,Carrer del Progrés,primary,40,False,83.996,"LINESTRING (2.196236 42.1962716, 2.1961309 42.1963635, 2.1956413 42.1968031, 2.1955852 42.1968531)",,
637898000,False,2,N-260;C-26,Carrer del Progrés,primary,40,True,41.36,"LINESTRING (2.196236 42.1962716, 2.1963145 42.1961994, 2.1965166 42.1960173, 2.1965539 42.1959837)",,
88321956,True,2,N-260;C-26,Carrer del Progrés,primary,40,False,43.393,"LINESTRING (2.1946286 42.1977155, 2.1945565 42.1977822, 2.1943 42.1980205)",,
354563431,True,,,Carrer del Ter,residential,,False,57.739000000000004,"LINESTRING (2.1946286 42.1977155, 2.1946732 42.1977441, 2.1951586 42.1980553)",,
637898000,False,2,N-260;C-26,Carrer del Progrés,primary,40,True,41.704,"LINESTRING (2.1946286 42.1977155, 2.1948998 42.1974616, 2.1949473 42.1974243)",,
"[88321961, 1234271117]",False,,N-260;C-26,,primary,50,True,167.372,"LINESTRING (2.1940457 42.2024752, 2.1938188 42.2022848, 2.1936165 42.2020961, 2.1935006 42.2019801, 2.1933905 42.2018535, 2.193304 42.2017516, 2.1931521 42.2015464, 2.193064 42.2014135, 2.1929881 42.2012819, 2.1929512 42.2012177)",,
153176068,False,,,,residential,,True,12.222000000000001,"LINESTRING (2.1940457 42.2024752, 2.1941008 42.2024403, 2.1941585 42.2024038)",,
153176012,False,,,Avinguda Camprodon,residential,,False,168.297,"LINESTRING (2.1984064 42.1965571, 2.1985346 42.1967135, 2.1983668 42.1970657, 2.1980529 42.1973788, 2.1978323 42.1974962, 2.1975993 42.1976044, 2.1974881 42.197744)",,
961328164,False,2,N-260a,Carretera d'Olot,secondary,40,True,90.491,"LINESTRING (2.1984064 42.1965571, 2.1982329 42.1967121, 2.1980071 42.196952, 2.1979443 42.1970008, 2.1978566 42.1970689, 2.1977151 42.1971877)",8,
33043667,True,,N-260a,Carrer Girona,secondary,40,False,40.526,"LINESTRING (2.1977151 42.1971877, 2.197648 42.1971462, 2.1973376 42.196954)",,
961328164,False,2,N-260a,Carretera d'Olot,secondary,40,False,90.491,"LINESTRING (2.1977151 42.1971877, 2.1978566 42.1970689, 2.1979443 42.1970008, 2.1980071 42.196952, 2.1982329 42.1967121, 2.1984064 42.1965571)",8,
481018993,False,,,Carrer Celestí Sadurní i Deop,residential,,True,14.344999999999999,"LINESTRING (2.1929512 42.2012177, 2.1930264 42.2011924, 2.1931072 42.2011605)",,
"[88321961, 1234271117]",False,,N-260;C-26,,primary,50,False,167.372,"LINESTRING (2.1929512 42.2012177, 2.1929881 42.2012819, 2.193064 42.2014135, 2.1931521 42.2015464, 2.193304 42.2017516, 2.1933905 42.2018535, 2.1935006 42.2019801, 2.1936165 42.2020961, 2.1938188 42.2022848, 2.1940457 42.2024752)",,
1234271117,False,,N-260;C-26,,primary,50,True,108.45000000000002,"LINESTRING (2.1929512 42.2012177, 2.1928908 42.2010991, 2.1928107 42.2009175, 2.1927428 42.2007418, 2.1927088 42.2006335, 2.1926868 42.2005633, 2.192603 42.2002785)",,
160914226,False,,,Carrer Farinera,residential,,False,89.345,"LINESTRING (2.1912736 42.2012806, 2.1915824 42.2011345, 2.1914038 42.200988, 2.1913103 42.2008875, 2.1912545 42.2007999, 2.1911527 42.2007121)",,
1234273641,False,2,C-151a,Carretera Sant Joan,tertiary,40,False,77.362,"LINESTRING (2.1912736 42.2012806, 2.1911381 42.2010723, 2.191015 42.2009073, 2.1909749 42.2008707, 2.190753 42.2007115)",,
1234273641,False,2,C-151a,Carretera Sant Joan,tertiary,40,True,65.774,"LINESTRING (2.1912736 42.2012806, 2.1915713 42.2017378, 2.191616 42.2018149)",,
217423212,True,,C-151a,Carrer Berenguer el Vell,tertiary,40,False,66.203,"LINESTRING (2.1891156 42.2008447, 2.1883817 42.2010874)",,
480943902,False,,,Raval de Sant Pere,residential,,True,45.12,"LINESTRING (2.1891156 42.2008447, 2.1892174 42.2012434)",,
"[527740939, 88321957, 72554511]",True,,,Carrer de Macià Bonaplata,residential,40,False,116.066,"LINESTRING (2.1910426 42.1983094, 2.1910982 42.1982998, 2.1911436 42.1982901, 2.1915889 42.1981949, 2.1922857 42.1981072, 2.1924191 42.1980952)",,yes
