osmid,oneway,name,highway,reversed,length,ref,geometry,maxspeed,lanes,bridge,junction
278787315,False,Carrer Sallent,residential,True,37.785,,"LINESTRING (1.873609 41.7552343, 1.8736546 41.7548962)",,,,
282258979,True,Plaça de Salvador Espriu,residential,False,57.07,,"LINESTRING (1.873609 41.7552343, 1.8739125 41.7556949)",,,,
33269439,False,Carretera de Vic,secondary,False,22.554,N-141c,"LINESTRING (1.874704 41.750945, 1.8749487 41.7510334)",,,,
33269439,False,Carretera de Vic,secondary,True,17.22,N-141c,"LINESTRING (1.874704 41.750945, 1.8745154 41.7508803)",,,,
93689904,False,Carrer Sallent,residential,False,60.077,,"LINESTRING (1.874704 41.750945, 1.8745313 41.7514697)",,,,
33269423,False,Carretera de Manresa,secondary,True,28.375999999999998,N-141c,"LINESTRING (1.8712173 41.749146, 1.8709873 41.7490857, 1.8708897 41.7490772)",,,,
"[127323785, 33269439]",False,"['Carretera de Vic', 'Carretera de Manresa']",secondary,False,65.956,N-141c,"LINESTRING (1.8712173 41.749146, 1.8713177 41.7492637, 1.8714059 41.7494261, 1.871446 41.7495641, 1.8714733 41.7496998)",,,,
152699931,True,Carrer del Pedró,unclassified,False,59.329,,"LINESTRING (1.8713985 41.7510304, 1.8712445 41.7510722, 1.8710433 41.7511616, 1.8708536 41.7512075, 1.8707489 41.7512476)",,,,
152699873,False,Carrer de Sant Sebastià,residential,True,48.652,,"LINESTRING (1.870609 41.7513012, 1.8706449 41.7513866, 1.8706798 41.7514827, 1.8706851 41.7515587, 1.8706369 41.7516468, 1.8705752 41.7517088)",,,,
152713669,True,Carrer de Sant Sebastià,unclassified,False,92.87300000000002,,"LINESTRING (1.870609 41.7513012, 1.8704564 41.7513009, 1.8703181 41.7512442, 1.8701818 41.7511474, 1.870153 41.7511156, 1.8701229 41.7510822, 1.8696381 41.7509513)",,,,
127323779,True,Carretera de Manresa,tertiary,False,25.496,,"LINESTRING (1.871073 41.7489437, 1.8711461 41.7490381, 1.8712173 41.749146)",,,,
557149801,True,Carrer de Sant Benet,unclassified,False,12.552,,"LINESTRING (1.871371 41.7509194, 1.8713985 41.7510304)",,,,
152699961,False,Carrer de Sant Benet,residential,False,84.255,,"LINESTRING (1.871371 41.7509194, 1.8715395 41.7508214, 1.8718787 41.7508083, 1.872329 41.7508865)",,,,
152833256,False,Avinguda de Sant Joan,residential,False,70.975,,"LINESTRING (1.8793913 41.750027, 1.8795023 41.7500146, 1.8801747 41.750251)",,,,
