osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,junction,tunnel,access,width
51734939,residential,False,True,62.884,"LINESTRING (-6.2929694 36.5337309, -6.29334 36.5336856, -6.2936657 36.5336485)",,,,,,,
"[30838948, 1072195854]",tertiary,False,False,53.218,"LINESTRING (-6.2929694 36.5337309, -6.2929168 36.5338085, -6.292749 36.5340307, -6.2926634 36.5341414)",4,Avenida del Puerto,50,,,,
"[816477540, 1072195853, 1072195854]",tertiary,False,True,128.254,"LINESTRING (-6.2929694 36.5337309, -6.2930749 36.5335542, -6.2931021 36.53349, -6.2931307 36.5334089, -6.2931574 36.5333017, -6.2931744 36.5331887, -6.2931787 36.5330783, -6.2931743 36.5329731, -6.293145 36.5328158, -6.2930818 36.5326147)",4,Avenida del Puerto,50,,,,
"[30838948, 1072195854]",tertiary,False,True,53.217999999999996,"LINESTRING (-6.2926634 36.5341414, -6.292749 36.5340307, -6.2929168 36.5338085, -6.2929694 36.5337309)",4,Avenida del Puerto,50,,,,
29983930,secondary,True,False,13.356,"LINESTRING (-6.2880578 36.5258431, -6.2881184 36.5259529)",3,Plaza de la Constitución,50,,,,
911738844,tertiary,True,False,17.04,"LINESTRING (-6.2880578 36.5258431, -6.2879009 36.5259302)",,Avenida Bahía Blanca,,,,,
937014414,secondary,True,False,9.057,"LINESTRING (-6.2885897 36.526388, -6.2886782 36.5264277)",,Plaza de la Constitución,,,,,
816477544,tertiary,True,False,54.983999999999995,"LINESTRING (-6.2885897 36.526388, -6.2887848 36.5265833, -6.2888431 36.526653, -6.2888895 36.5267271, -6.2889225 36.5267995)",2,Avenida Cuesta de las Calesas,50,,,,
23949982,tertiary,True,False,55.495,"LINESTRING (-6.2889483 36.5269665, -6.2890205 36.5268552, -6.2890794 36.5267604, -6.2891586 36.526605, -6.2891941 36.5265095)",2,Avenida Cuesta de las Calesas,,,,,
29986825,tertiary,False,False,51.652,"LINESTRING (-6.2889483 36.5269665, -6.2889335 36.5269962, -6.2889106 36.5270567, -6.2888499 36.5272121, -6.2888264 36.5273167, -6.2888062 36.5274155)",4,Avenida Cuesta de las Calesas,50,,,,
1068406729,tertiary,True,False,16.827,"LINESTRING (-6.2964274 36.5287994, -6.2962647 36.5287232)",1,Avenida Campo del Sur,30,,,,
1068406742,tertiary,False,True,130.416,"LINESTRING (-6.2964274 36.5287994, -6.2967434 36.5289133, -6.29683 36.5289358, -6.296924 36.5289522, -6.2975486 36.5289865, -6.297649 36.5289846, -6.2977266 36.5289711, -6.2978386 36.5289361)",2,Avenida Campo del Sur,30,,,,
30138647,tertiary,True,False,29.387999999999998,"LINESTRING (-6.2905649 36.5265409, -6.2905087 36.5264893, -6.2904762 36.5264549, -6.290438 36.5263981, -6.2904076 36.5263136)",,Calle Concepción Arenal,,,,,
547483263,tertiary,False,True,21.22,"LINESTRING (-6.2905649 36.5265409, -6.2906487 36.5265784, -6.2907722 36.526634)",2,Calle Concepción Arenal,,,,,
692634878,tertiary,True,False,5.486,"LINESTRING (-6.2904076 36.5263136, -6.2904115 36.5262953, -6.2904105 36.5262821, -6.2904068 36.5262648)",2,,,roundabout,,,
"[23949954, 1070224403]",tertiary,True,False,21.873000000000005,"LINESTRING (-6.2904068 36.5262648, -6.2903936 36.5262418, -6.290373 36.5262227, -6.2903465 36.526209, -6.2903164 36.5262018, -6.2902849 36.5262016, -6.2902568 36.5262078, -6.2902316 36.5262196, -6.2902111 36.5262362)",2,,,roundabout,,,
"[30138656, 30138653]",tertiary,True,False,68.404,"LINESTRING (-6.2902111 36.5262362, -6.2901114 36.5262478, -6.2899877 36.5262705, -6.2898559 36.52629, -6.2897088 36.5263096, -6.2895983 36.5263202, -6.2894553 36.5263297)",,Calle Murallas de San Roque,,,,,
1070224404,tertiary,True,False,13.01,"LINESTRING (-6.2902111 36.5262362, -6.2902012 36.5262478, -6.2901968 36.5262565, -6.2901918 36.5262675, -6.2901894 36.526279, -6.2901878 36.5262907, -6.2901894 36.5263023, -6.2901916 36.5263129, -6.2901971 36.5263248, -6.2902115 36.526345)",2,,,roundabout,,,
23949980,tertiary,True,False,30.35,"LINESTRING (-6.2886782 36.5264277, -6.2887869 36.526472, -6.2888999 36.5265025, -6.2889973 36.5265147)",,Plaza de la Constitución,,,,,
816477545,secondary,True,False,65.193,"LINESTRING (-6.2886782 36.5264277, -6.2887776 36.5264366, -6.2888496 36.5264368, -6.2889015 36.5264281, -6.2889419 36.5264158, -6.2889733 36.5264, -6.2890176 36.5263715, -6.2890516 36.5263355, -6.2890732 36.5262995, -6.289097 36.5262291, -6.2890952 36.5261637, -6.289074 36.5260939)",,Plaza de la Constitución,,,,,
97500741,tertiary,True,False,28.323999999999998,"LINESTRING (-6.2892238 36.526347, -6.2891808 36.5263603, -6.2891222 36.5263914, -6.2890783 36.5264189, -6.2890433 36.5264493, -6.2889973 36.5265147)",,Avenida Cuesta de las Calesas,,,,,
911738847,tertiary,True,False,15.392000000000001,"LINESTRING (-6.2892238 36.526347, -6.2892081 36.5262891, -6.2891731 36.5262151)",2,Plaza de la Constitución,,,,,
"[96366881, 96366886, 937014415]",secondary,True,False,58.888,"LINESTRING (-6.289074 36.5260939, -6.2889646 36.5259906, -6.2888562 36.525897, -6.2888076 36.5258612, -6.2887305 36.5258073, -6.2886026 36.5257261)","['2', '3']",Plaza de la Constitución,,,yes,,
30138649,tertiary,True,False,18.281,"LINESTRING (-6.2891941 36.5265095, -6.2892151 36.5264192, -6.2892238 36.526347)",,Avenida Cuesta de las Calesas,,,,,
"[30138668, 774708062]",tertiary,True,False,94.35499999999999,"LINESTRING (-6.2891941 36.5265095, -6.2893345 36.526466, -6.28946 36.5264267, -6.2895853 36.5263957, -6.289776 36.5263581, -6.2899439 36.5263285, -6.2900446 36.5263201, -6.290088 36.5263222, -6.290141 36.5263313, -6.2902115 36.526345)",,Calle Murallas de San Roque,,,,,
259527652,living_street,False,True,8.993,"LINESTRING (-6.297832 36.5327158, -6.2977783 36.5327842)",,Gaspar del Pino,,,,,
259527651,living_street,False,False,18.073,"LINESTRING (-6.297832 36.5327158, -6.2977313 36.5326837, -6.2976461 36.5326519)",,Gaspar del Pino,,,,,
259527651,living_street,False,True,18.073,"LINESTRING (-6.2976461 36.5326519, -6.2977313 36.5326837, -6.297832 36.5327158)",,Gaspar del Pino,,,,,
"[259527653, 766534054]",living_street,True,False,93.12899999999999,"LINESTRING (-6.2976461 36.5326519, -6.2973991 36.5325428, -6.2977481 36.5319999)",,"['Gaspar del Pino', 'Calle San Miguel']",,,,,
23950646,living_street,True,False,53.353,"LINESTRING (-6.2979181 36.5317249, -6.2973756 36.5315244)",,Calle Sacramento,,,,,
225807070,living_street,False,True,11.378,"LINESTRING (-6.2979181 36.5317249, -6.298034 36.5317673)",,Calle Sacramento,,,,,
23950267,living_street,True,False,61.385999999999996,"LINESTRING (-6.29822 36.5332068, -6.2980792 36.5330807, -6.2978989 36.5329083, -6.2977783 36.5327842)",,Calle Cervantes,,,,,
"[118879629, 29983942, 711860223]",living_street,True,False,196.413,"LINESTRING (-6.2933511 36.5326154, -6.2933868 36.5326052, -6.2938939 36.5324608, -6.2941009 36.5323973, -6.294517 36.5322752, -6.2944038 36.5321588, -6.2941818 36.5319164, -6.2940671 36.5317819, -6.2939537 36.5316529)",,"['Plaza de San Agustín', 'Calle Rubio y Díaz', 'Calle Rosario']",,,,,
"[766321840, 39724016, 118946760]",living_street,True,False,248.496,"LINESTRING (-6.2964769 36.5317568, -6.2961198 36.5316839, -6.2955733 36.5315816, -6.2952807 36.5315232, -6.2949375 36.5314595, -6.2940507 36.5312958, -6.2939441 36.5312461, -6.2938436 36.5311412)",,"['Calle Santo Cristo', 'Plaza Candelaria', 'Calle Montañés']",,,,,
766321842,living_street,True,False,73.819,"LINESTRING (-6.2964769 36.5317568, -6.2966808 36.5317948, -6.2967611 36.5318085, -6.2972815 36.5319075)",,Calle Javier de Burgos,,,,,
645596426,residential,True,False,31.658,"LINESTRING (-6.2932454 36.5323324, -6.2932037 36.5323992, -6.2931642 36.5324235, -6.2931288 36.532436, -6.2930903 36.532439, -6.2930289 36.5324298, -6.2929674 36.5324001)",,,,,,,
769409822,residential,True,False,32.855,"LINESTRING (-6.2932454 36.5323324, -6.2932634 36.5323784, -6.2933511 36.5326154)",,Avenida Cuatro de Diciembre de 1977,,,,,
39724006,living_street,True,False,38.545,"LINESTRING (-6.2937626 36.5341969, -6.2941928 36.5341709)",,Calle Beato Diego,,,,,
