osmid,oneway,ref,highway,reversed,length,geometry,junction,name,lanes,access
335740865,True,A-2231,tertiary,False,53.954,"LINESTRING (-5.9137898 36.1946667, -5.9139466 36.1946802, -5.9141766 36.1946967, -5.9143892 36.1947008)",,,,
335740879,True,,tertiary,False,20.093,"LINESTRING (-5.9137898 36.1946667, -5.9138142 36.194663, -5.9138369 36.1946547, -5.9138566 36.1946424, -5.9138722 36.1946268, -5.9138828 36.1946086, -5.913888 36.194589, -5.9138873 36.1945689, -5.9138808 36.1945495, -5.9138689 36.1945319)",roundabout,,,
335734478,True,,residential,False,65.677,"LINESTRING (-5.9157067 36.1947834, -5.9155791 36.1942018)",,Calle de la Azucena,,
335740868,False,A-2231,tertiary,False,38.01,"LINESTRING (-5.9157067 36.1947834, -5.9161289 36.1948109)",,Avenida Juan XXIII,,
335740868,False,A-2231,tertiary,True,15.305,"LINESTRING (-5.9157067 36.1947834, -5.9155367 36.1947723)",,Avenida Juan XXIII,,
205206603,True,,residential,False,20.158,"LINESTRING (-5.9186898 36.1935865, -5.9188802 36.1936827)",,Calle del Doctor Valencia,,
659437360,False,A-2233,tertiary,True,37.701,"LINESTRING (-5.9186898 36.1935865, -5.9189111 36.1932983)",,Avenida de la Mar,,
659437360,False,A-2233,tertiary,False,19.965,"LINESTRING (-5.9186898 36.1935865, -5.9186056 36.1936978, -5.9185722 36.1937389)",,Avenida de la Mar,,
205206554,False,,tertiary,False,32.972,"LINESTRING (-5.9240539 36.1945508, -5.9239562 36.1947072, -5.9238825 36.194813)",,Calle de Balandro,,
205206554,False,,tertiary,True,157.214,"LINESTRING (-5.9240539 36.1945508, -5.9244029 36.1940132, -5.9244477 36.1939337, -5.9245572 36.1937394, -5.9246347 36.1935795, -5.9246926 36.193458, -5.9247928 36.1932704)",,Calle de Balandro,,
1081279343,False,,residential,False,77.836,"LINESTRING (-5.9240539 36.1945508, -5.9236532 36.1943729, -5.9234084 36.1942351, -5.923377 36.1941487)",,Calle Fragata,,
122196881,True,,tertiary,False,65.842,"LINESTRING (-5.9233809 36.192102, -5.9239656 36.1924597)",,Avenida de Andalucía,,
335740868,False,A-2231,tertiary,True,30.889,"LINESTRING (-5.9147326 36.19472, -5.9143892 36.1947008)",,Avenida Juan XXIII,,
335895770,False,,residential,True,53.97,"LINESTRING (-5.9147326 36.19472, -5.9148902 36.1942516)",,Calle Hermanos Carito,,
335740868,False,A-2231,tertiary,False,49.527,"LINESTRING (-5.9147326 36.19472, -5.9148789 36.1947316, -5.9152827 36.1947558)",,Avenida Juan XXIII,,
1049690910,False,,residential,False,136.44100000000003,"LINESTRING (-5.9147326 36.19472, -5.9147136 36.1948978, -5.914644 36.1955487, -5.914633 36.1956518, -5.914602 36.1959425)",,Calle Pesquero Joven Alonso,,
704190377,True,,tertiary,False,19.648000000000003,"LINESTRING (-5.9245588 36.1928218, -5.9246175 36.1928784, -5.9246913 36.1929623)",,Avenida de Andalucía,,
122196886,False,,residential,False,45.163,"LINESTRING (-5.9240409 36.1888619, -5.9236383 36.1886182)",,Calle Cerco y Jareta,,
205206591,True,,residential,False,28.875,"LINESTRING (-5.9240409 36.1888619, -5.9238481 36.1890698)",,Calle de la Albufera,,
122196886,False,,residential,True,69.52799999999999,"LINESTRING (-5.9240409 36.1888619, -5.9243057 36.1890199, -5.9245508 36.1891661, -5.9246639 36.1892336)",,Calle Cerco y Jareta,,
122196881,True,,tertiary,False,46.547,"LINESTRING (-5.9220624 36.1913189, -5.9224858 36.1915607)",,Avenida de Andalucía,,
122196884,True,,residential,False,39.626,"LINESTRING (-5.9220624 36.1913189, -5.9218264 36.1916201)",,Calle Ancha,,
205206573,True,,residential,False,87.22,"LINESTRING (-5.9243096 36.1907757, -5.9242945 36.1908507, -5.9239376 36.1914979)",,Calle de Cervantes,,
659437886,False,,tertiary,True,4.613,"LINESTRING (-5.9191238 36.1950815, -5.9190727 36.195077)",,Avenida Juan Carlos I,,
659437886,False,,tertiary,False,89.474,"LINESTRING (-5.9191238 36.1950815, -5.919519 36.195116, -5.9198884 36.1951483, -5.9200453 36.195162, -5.9201151 36.1951681)",,Avenida Juan Carlos I,,
122196886,False,,residential,True,67.189,"LINESTRING (-5.9230312 36.1882646, -5.9236383 36.1886182)",,Calle Cerco y Jareta,,
122196897,False,A-2233,tertiary,False,71.449,"LINESTRING (-5.9230312 36.1882646, -5.9229791 36.1883201, -5.9227001 36.1886175, -5.9225523 36.1887779)",,Avenida de la Mar,2,
205206526,False,,residential,True,40.092,"LINESTRING (-5.9230312 36.1882646, -5.9228367 36.1881501, -5.9226702 36.1880522)",,Calle Cerco y Jareta,,
1081249803,True,,tertiary,False,18.053,"LINESTRING (-5.9177409 36.1949924, -5.9179413 36.1949781)",,Avenida Juan Carlos I,,
122196899,True,,secondary,False,11.147,"LINESTRING (-5.9177409 36.1949924, -5.9177721 36.1949704, -5.9177946 36.1949424, -5.9178066 36.1949104)",roundabout,Plaza Reyes Católicos,,
39244020,True,,residential,False,30.376,"LINESTRING (-5.924146 36.1932026, -5.9238195 36.1932747)",,Calle Goleta,,
205206530,True,,residential,False,25.572,"LINESTRING (-5.924146 36.1932026, -5.9240031 36.1931115, -5.9239174 36.1930656)",,Calle de Pablo Picasso,,
335738075,False,,residential,False,40.174,"LINESTRING (-5.9214771 36.1900144, -5.921376 36.1899595, -5.9211056 36.1898128)",,Calle del Zapal,,
704152248,False,A-2233,tertiary,False,17.427,"LINESTRING (-5.9214771 36.1900144, -5.9214293 36.1900748, -5.9213726 36.1901465)",,Avenida de la Mar,,
704152248,False,A-2233,tertiary,True,85.83099999999999,"LINESTRING (-5.9214771 36.1900144, -5.9215327 36.1899475, -5.9220081 36.1893724)",,Avenida de la Mar,,
1081279343,False,,residential,True,77.836,"LINESTRING (-5.923377 36.1941487, -5.9234084 36.1942351, -5.9236532 36.1943729, -5.9240539 36.1945508)",,Calle Fragata,,
335744084,False,,residential,False,36.979,"LINESTRING (-5.9181985 36.1942145, -5.9178477 36.19404)",,Calle de Félix Rodríguez de la Fuente,,
659437360,False,A-2233,tertiary,True,41.51,"LINESTRING (-5.9181985 36.1942145, -5.9184416 36.1938969)",,Avenida de la Mar,,
205206599,True,,residential,False,121.958,"LINESTRING (-5.9181985 36.1942145, -5.9182783 36.194234, -5.919357 36.1947836)",,Calle de Félix Rodríguez de la Fuente,,
659437360,False,A-2233,tertiary,False,59.593,"LINESTRING (-5.9181985 36.1942145, -5.9181642 36.1942578, -5.9178612 36.1946459, -5.9178419 36.1946665)",,Avenida de la Mar,,
205206554,False,,tertiary,False,157.214,"LINESTRING (-5.9247928 36.1932704, -5.9246926 36.193458, -5.9246347 36.1935795, -5.9245572 36.1937394, -5.9244477 36.1939337, -5.9244029 36.1940132, -5.9240539 36.1945508)",,Calle de Balandro,,
122196886,False,,residential,False,5.913,"LINESTRING (-5.9247168 36.1892653, -5.9246639 36.1892336)",,Calle Cerco y Jareta,,
122196878,True,,residential,False,118.74300000000001,"LINESTRING (-5.9247168 36.1892653, -5.9247532 36.1892153, -5.9247502 36.1891514, -5.9247296 36.1886762, -5.9247117 36.1882653, -5.9247174 36.1882335, -5.924723 36.1882067)",,Avenida de la Constitución,,
205206596,False,,residential,False,68.494,"LINESTRING (-5.9225523 36.1887779, -5.9231595 36.1891511)",,Calle Martín Machuca,,
122196897,False,A-2233,tertiary,False,57.943999999999996,"LINESTRING (-5.9225523 36.1887779, -5.9225349 36.1887972, -5.9222023 36.1891569, -5.9221666 36.1891958)",,Avenida de la Mar,2,
122196897,False,A-2233,tertiary,True,71.449,"LINESTRING (-5.9225523 36.1887779, -5.9227001 36.1886175, -5.9229791 36.1883201, -5.9230312 36.1882646)",,Avenida de la Mar,2,
122196884,True,,residential,False,32.849,"LINESTRING (-5.9202586 36.1936387, -5.9200622 36.193888)",,Calle Ancha,,
704186051,True,,residential,False,83.714,"LINESTRING (-5.9239376 36.1914979, -5.9233809 36.192102)",,Calle de Cervantes,,
335741648,True,,residential,False,101.809,"LINESTRING (-5.9239376 36.1914979, -5.9237361 36.191377, -5.9234072 36.1911756, -5.923217 36.1910591, -5.92303 36.1909486)",,Avenida de Pío XII,,
122196886,False,,residential,False,67.189,"LINESTRING (-5.9236383 36.1886182, -5.9230312 36.1882646)",,Calle Cerco y Jareta,,
122196886,False,,residential,True,45.163,"LINESTRING (-5.9236383 36.1886182, -5.9240409 36.1888619)",,Calle Cerco y Jareta,,
205206558,True,,residential,False,51.94499999999999,"LINESTRING (-5.9236383 36.1886182, -5.9239053 36.1883282, -5.9239821 36.1882424)",,Calle de Luis Braille,,
122196899,True,,secondary,False,8.883,"LINESTRING (-5.9177055 36.1947782, -5.9176727 36.1947729, -5.9176393 36.1947736, -5.9176083 36.1947804)",roundabout,Plaza Reyes Católicos,,
1081174574,True,,residential,False,9.439,"LINESTRING (-5.9238195 36.1932747, -5.9237707 36.1933499)",,Calle Goleta,,
122196899,True,,secondary,False,17.047,"LINESTRING (-5.9176083 36.1947804, -5.9175737 36.1947948, -5.917546 36.1948156, -5.9175258 36.1948413, -5.9175142 36.1948703, -5.9175121 36.1949007)",roundabout,Plaza Reyes Católicos,,
297113072,False,,tertiary,False,46.608,"LINESTRING (-5.9176083 36.1947804, -5.9175538 36.1946525, -5.9174413 36.1943835)",,Avenida del Río Barbate,,
704152248,False,A-2233,tertiary,True,24.247,"LINESTRING (-5.9220081 36.1893724, -5.9221666 36.1891958)",,Avenida de la Mar,,
704152248,False,A-2233,tertiary,False,85.83099999999999,"LINESTRING (-5.9220081 36.1893724, -5.9215327 36.1899475, -5.9214771 36.1900144)",,Avenida de la Mar,,
704186053,True,,residential,False,68.08,"LINESTRING (-5.9220081 36.1893724, -5.9223713 36.1895978, -5.9226095 36.1897456)",,Calle Baessipo,,
205206514,True,,residential,False,75.695,"LINESTRING (-5.9217985 36.1882985, -5.921017 36.1885546)",,Calle José Monje Camarón de la Isla,,
335738086,True,,residential,False,64.687,"LINESTRING (-5.9217985 36.1882985, -5.9218192 36.1883391, -5.9214988 36.1887347, -5.9214809 36.1887983)",,Calle Patio Osuna,,
122197348,False,,tertiary,False,23.657,"LINESTRING (-5.9185669 36.1888835, -5.9188175 36.1888175)",,Avenida del Faro,,
205206609,True,,residential,False,128.59900000000002,"LINESTRING (-5.9185669 36.1888835, -5.9184507 36.1889287, -5.9183026 36.1890189, -5.918109 36.1891356, -5.9179603 36.1892187, -5.9178739 36.1892801, -5.9177657 36.1894111, -5.9177469 36.1894085, -5.9176664 36.1893972, -5.917537 36.1896021)",,Calle La Motilla,,
335738076,True,,residential,False,67.70400000000001,"LINESTRING (-5.920031 36.1893855, -5.9197202 36.1893012, -5.9193141 36.1891959)",,Calle del Zapal,,
122196881,True,,tertiary,False,66.745,"LINESTRING (-5.9239656 36.1924597, -5.9242712 36.1926452, -5.9244516 36.1927555, -5.9245588 36.1928218)",,Avenida de Andalucía,,
122197345,False,,residential,True,85.137,"LINESTRING (-5.9239656 36.1924597, -5.9244887 36.1918857, -5.9245033 36.1918339)",,Calle Doctor Fleming,,
1049690901,False,,residential,False,32.766999999999996,"LINESTRING (-5.9239656 36.1924597, -5.9239358 36.1925178, -5.9237556 36.1926983)",,Calle Puerto,,
335738075,False,,residential,True,9.94,"LINESTRING (-5.9208045 36.1896493, -5.9208964 36.1896992)",,Calle del Zapal,,
335738076,True,,residential,False,75.65700000000001,"LINESTRING (-5.9208045 36.1896493, -5.9206621 36.1895998, -5.9204685 36.1895063, -5.9202852 36.1894557, -5.920031 36.1893855)",,Calle del Zapal,,
122197348,False,,tertiary,False,9.854,"LINESTRING (-5.9201314 36.1883806, -5.9202328 36.1883466)",,Avenida del Faro,,
122197348,False,,tertiary,True,48.036,"LINESTRING (-5.9201314 36.1883806, -5.9196378 36.1885477)",,Avenida del Faro,,
1049690904,True,,residential,False,48.855999999999995,"LINESTRING (-5.9201314 36.1883806, -5.9202732 36.1887014, -5.9203622 36.1887692)",,Calle Sardina,,
122197348,False,,tertiary,True,80.67,"LINESTRING (-5.9210641 36.1880706, -5.9202328 36.1883466)",,Avenida del Faro,,
704190420,True,,tertiary,False,9.937,"LINESTRING (-5.9210641 36.1880706, -5.9211668 36.1880372)",,Avenida del Faro,1,
702897350,True,A-314,secondary,False,21.899,"LINESTRING (-5.9180886 36.1960188, -5.9181313 36.1962127)",,"Avenida de Francisco Rivera ""Paquirri""",,
