osmid,oneway,name,highway,reversed,length,geometry,junction,lanes,bridge,maxspeed
50783816,False,Calle Bailén,residential,False,50.605999999999995,"LINESTRING (-6.1470757 36.4165666, -6.1472409 36.4166134, -6.1474085 36.4166752, -6.1475906 36.4167528)",,,,
53753889,False,Calle Bailén,residential,False,87.122,"LINESTRING (-6.1470757 36.4165666, -6.1469777 36.4165392, -6.1466825 36.4164694, -6.1464097 36.416403, -6.1463306 36.4164036, -6.1462961 36.4164136, -6.1462566 36.416425, -6.1461708 36.4164919)",,,,
141771848,True,Calle Padre Añeto,living_street,False,48.521,"LINESTRING (-6.1470644 36.4184876, -6.1469227 36.4189088)",,,,
"[53802771, 53655421, 53655413]",True,"['Calle Santo Cristo', 'Calle San José', 'Calle Botica']",residential,False,270.055,"LINESTRING (-6.1470644 36.4184876, -6.1471983 36.4182198, -6.1472873 36.4180512, -6.1470648 36.4179706, -6.1468312 36.4178674, -6.1465305 36.417623, -6.1464701 36.4175739, -6.1464288 36.4175334, -6.146396 36.4174926, -6.1463893 36.4174843, -6.1463148 36.4173918, -6.1462627 36.4172423, -6.1462168 36.4171107, -6.1461875 36.4167623, -6.1461832 36.4167051, -6.1461799 36.4166604, -6.1461708 36.4164919)",,,,
53621089,True,Calle Cristóbal Colón,residential,False,88.904,"LINESTRING (-6.1467504 36.419156, -6.1462647 36.4190192, -6.1460399 36.4189384, -6.1458286 36.4188598)",,,,
183504848,True,Calle Fierro,residential,False,144.727,"LINESTRING (-6.1467504 36.419156, -6.1465743 36.4194204, -6.1465448 36.4194377, -6.1462539 36.4196431, -6.1459977 36.4198028, -6.1457576 36.4199507, -6.1456731 36.420023, -6.1456182 36.4200597)",,,,
50664279,True,Avenida de los Reyes Católicos,secondary,False,36.858999999999995,"LINESTRING (-6.1445348 36.4197446, -6.1445541 36.4197946, -6.1445593 36.4198468, -6.1445828 36.4200321, -6.1446166 36.4200621)",,,,
198233391,True,,secondary,False,14.166,"LINESTRING (-6.1445348 36.4197446, -6.1445609 36.4197685, -6.1445941 36.4197859, -6.1446318 36.4197955, -6.1446714 36.4197966)",roundabout,,,
198233391,True,,secondary,False,20.442999999999998,"LINESTRING (-6.1447271 36.4195771, -6.1446931 36.4195662, -6.1446568 36.4195625, -6.1446206 36.4195661, -6.1445839 36.419578, -6.1445525 36.4195975, -6.1445288 36.419623)",roundabout,,,
770820360,True,Avenida de los Reyes Católicos,secondary,False,45.375,"LINESTRING (-6.1447271 36.4195771, -6.1446825 36.4195446, -6.1446486 36.4195046, -6.1446274 36.4194594, -6.1445187 36.4192509, -6.1445031 36.4192163)",,,,
53655418,True,Calle San Valentín,residential,False,84.673,"LINESTRING (-6.1452062 36.4161144, -6.1445607 36.4166712)",,,,
183508941,False,Cuesta del Matadero,tertiary,False,150.162,"LINESTRING (-6.1452062 36.4161144, -6.1451357 36.4160483, -6.1450774 36.4159825, -6.1450283 36.4159074, -6.144998 36.4158416, -6.1449746 36.4157834, -6.1449513 36.4157214, -6.1448999 36.4155654, -6.1448462 36.4154038, -6.1447505 36.4151332, -6.1446944 36.4149754, -6.1446523 36.4148526)",,,,
183508941,False,Cuesta del Matadero,tertiary,True,79.47099999999999,"LINESTRING (-6.1452062 36.4161144, -6.1452618 36.4161554, -6.1453179 36.4161986, -6.1453762 36.4162362, -6.1454416 36.4162719, -6.1455093 36.4163095, -6.1456121 36.4163678, -6.1458434 36.4164904, -6.1459153 36.4165283, -6.145924 36.4165329)",,,,
478328724,False,Calle Santa María de la Cabeza,tertiary,True,38.338,"LINESTRING (-6.149772 36.4231649, -6.1495837 36.4234746)",,,,
50603100,False,Calle Paciano del Barco,tertiary,True,103.08800000000001,"LINESTRING (-6.149772 36.4231649, -6.149888 36.4231981, -6.1499813 36.4232307, -6.150832 36.4235277)",,2,,
