osmid,ref,highway,oneway,reversed,length,geometry,name,junction,maxspeed
554162376,A-8079,secondary,False,False,52.616,"LINESTRING (-6.017235 37.4635203, -6.0167846 37.4638303)",,,
554162373,A-8079,secondary,True,False,194.45999999999998,"LINESTRING (-6.017235 37.4635203, -6.017807 37.4632367, -6.0181174 37.4630974, -6.0184725 37.4629581, -6.0187957 37.462835, -6.0191645 37.4626794)",,,
168029375,,residential,False,False,23.118,"LINESTRING (-6.0167846 37.4638303, -6.0165308 37.4637789)",,,
554162376,A-8079,secondary,False,True,52.616,"LINESTRING (-6.0167846 37.4638303, -6.017235 37.4635203)",,,
554162376,A-8079,secondary,False,False,129.985,"LINESTRING (-6.0167846 37.4638303, -6.0161667 37.4643753, -6.0158707 37.4646734, -6.0158269 37.4647176)",,,
139830458,SE-3412,tertiary,False,False,48.813,"LINESTRING (-6.0134373 37.4583322, -6.0136417 37.4587401)",,,
139830458,SE-3412,tertiary,False,True,97.3,"LINESTRING (-6.0134373 37.4583322, -6.0132775 37.4574664)",,,
43173192,,residential,False,True,31.409999999999997,"LINESTRING (-6.0134373 37.4583322, -6.0133853 37.4583274, -6.0132498 37.4583149, -6.0130844 37.4582961)",Calle Manuel Velázquez Bazán,,
168031934,SE-3412,tertiary,False,False,3.619,"LINESTRING (-6.0143355 37.4597156, -6.0143619 37.4597405)",Avenida Doctor Fleming,,
168031934,SE-3412,tertiary,False,True,25.438,"LINESTRING (-6.0143355 37.4597156, -6.014194 37.4595163)",Avenida Doctor Fleming,,
"[43173186, 43173187]",,residential,True,False,123.93100000000001,"LINESTRING (-6.0143355 37.4597156, -6.0146483 37.4593312, -6.0154276 37.4595523)","['Calle Rosas', 'Calle Gladiolo']",,
139830458,SE-3412,tertiary,False,True,48.813,"LINESTRING (-6.0136417 37.4587401, -6.0134373 37.4583322)",,,
168031936,SE-3412,tertiary,True,False,15.883999999999999,"LINESTRING (-6.0136417 37.4587401, -6.013616 37.4587409, -6.0135922 37.4587486, -6.013573 37.4587621, -6.0135607 37.45878, -6.0135567 37.4588002, -6.0135614 37.4588202, -6.0135744 37.4588379)",,roundabout,
43173173,,residential,False,False,24.44,"LINESTRING (-6.0170595 37.4575425, -6.0167871 37.4575031)",Calle Jacaranda,,
554162348,,residential,False,False,2.451,"LINESTRING (-6.0170595 37.4575425, -6.0170404 37.4575265)",,,
43173173,,residential,False,True,45.787,"LINESTRING (-6.0155509 37.4574257, -6.0160694 37.4574381)",Calle Jacaranda,,
"[43173185, 554012343]",,residential,True,False,129.393,"LINESTRING (-6.0178404 37.45761, -6.0179869 37.4577403, -6.0184854 37.4581715, -6.018097 37.4584322)","['Calle Amapola', 'Calle Clavel']",,
43173173,,residential,False,False,16.99,"LINESTRING (-6.0162605 37.4574564, -6.0160694 37.4574381)",Calle Jacaranda,,
43173173,,residential,False,True,46.771,"LINESTRING (-6.0162605 37.4574564, -6.0167871 37.4575031)",Calle Jacaranda,,
43173173,,residential,False,False,46.771,"LINESTRING (-6.0167871 37.4575031, -6.0162605 37.4574564)",Calle Jacaranda,,
43173173,,residential,False,True,24.44,"LINESTRING (-6.0167871 37.4575031, -6.0170595 37.4575425)",Calle Jacaranda,,
