osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,lanes,maxspeed,junction,access
426181079,Barriada Cepsa,tertiary,False,False,144.734,"LINESTRING (-5.3835599 36.1834508, -5.3836052 36.1834889, -5.3843382 36.1841214, -5.384392 36.1841677, -5.384452 36.1842195, -5.3845758 36.1843384, -5.3846468 36.1844117)",,,,,,
"[1154373600, 1154373605]",Avenida de la Hispanidad,tertiary,False,False,94.218,"LINESTRING (-5.3835599 36.1834508, -5.3833186 36.1835695, -5.3830987 36.1836783, -5.3830259 36.1837138, -5.3827724 36.1838459, -5.3827324 36.1838635, -5.3826915 36.18387, -5.3826568 36.1838651)",,,,,,
1154373601,Avenida de la Hispanidad,tertiary,False,True,8.461,"LINESTRING (-5.3835599 36.1834508, -5.3836041 36.1834262, -5.3836375 36.1834076)",,,,,,
1161734976,Avenida de la Hispanidad,secondary,False,False,4.705,"LINESTRING (-5.38556 36.1818583, -5.3855283 36.181892)",CA-2321,,,,,
327511757,Calle Pi y Margall,secondary,False,False,65.106,"LINESTRING (-5.38556 36.1818583, -5.385636 36.1818472, -5.3856547 36.1818445, -5.3862685 36.1817329)",CA-2321,,,,,
"[143782384, 1160406999]",Puente Romano,secondary,False,True,63.278999999999996,"LINESTRING (-5.3881522 36.1818704, -5.3876185 36.181635, -5.3875712 36.1816258, -5.3875233 36.1816214)",CA-2321,yes,1,,,
1212556534,,secondary_link,True,False,28.906,"LINESTRING (-5.3881522 36.1818704, -5.3881677 36.1818831, -5.3881848 36.1818921, -5.3882216 36.1819059, -5.3882837 36.1819205, -5.3883517 36.1819293, -5.388398 36.1819284, -5.3884571 36.1819269)",CA-2321,,1,,,
143782386,Carretera Puente Mayorga - Guadarranque,secondary,False,False,135.774,"LINESTRING (-5.3884571 36.1819269, -5.3890774 36.1819524, -5.3898735 36.1819706, -5.3899687 36.1819733)",CA-2321,,,,,
1212556533,,secondary_link,True,False,28.094,"LINESTRING (-5.3884571 36.1819269, -5.3883412 36.1819097, -5.3883052 36.1819021, -5.3882417 36.1818888, -5.3881923 36.1818781, -5.3881522 36.1818704)",CA-2321,,1,,,
1240395261,,trunk,True,False,10.083,"LINESTRING (-5.3805586 36.1820421, -5.380543 36.1821319)",CA-34,,2,40,roundabout,
95992860,,trunk,True,False,76.314,"LINESTRING (-5.380858 36.1825872, -5.3809781 36.1826489, -5.3810552 36.1827166, -5.3811027 36.1827722, -5.381138 36.1828234, -5.3812281 36.1829784, -5.3813214 36.1831442)",CA-34,,2,80,,
1227620088,,trunk,True,False,37.547000000000004,"LINESTRING (-5.380858 36.1825872, -5.3809203 36.1825993, -5.380957 36.1826023, -5.3810245 36.1825973, -5.3810936 36.1825742, -5.381152 36.1825369, -5.3811835 36.1825048, -5.381208 36.18247)",CA-34,,2,40,roundabout,
1228283881,,trunk,True,False,18.159,"LINESTRING (-5.3810833 36.1820202, -5.3810544 36.1819939, -5.381013 36.1819686, -5.3809679 36.1819441, -5.380921 36.1819251)",CA-34,,2,40,roundabout,
95992852,,trunk,True,False,21.384,"LINESTRING (-5.3806696 36.1824704, -5.3807476 36.182528, -5.3807653 36.1825375, -5.380858 36.1825872)",CA-34,,2,40,roundabout,
1227620087,,trunk,True,False,38.139,"LINESTRING (-5.380921 36.1819251, -5.3808734 36.181917, -5.3808224 36.1819105, -5.3807744 36.1819143, -5.3807193 36.1819275, -5.3806501 36.1819564, -5.3806 36.1819936, -5.3805586 36.1820421)",CA-34,,2,40,roundabout,
1228283882,,trunk,True,False,40.281,"LINESTRING (-5.380543 36.1821319, -5.3805403 36.1821598, -5.3805429 36.1822285, -5.3805602 36.1822899, -5.3805789 36.1823409, -5.3805999 36.1823781, -5.3806187 36.1824115, -5.3806696 36.1824704)",CA-34,,2,40,roundabout,
1210778842,Callejón del Moro,secondary,False,True,10.472,"LINESTRING (-5.3809771 36.1792388, -5.3808607 36.1792452)",,,2,,,
327511739,Avenida de las Caracolas,secondary,False,False,184.42,"LINESTRING (-5.3809771 36.1792388, -5.3810652 36.1792417, -5.3812797 36.1792633, -5.3813916 36.179287, -5.3814152 36.179292, -5.3815622 36.1793329, -5.3817594 36.1794067, -5.3823389 36.1796166, -5.3824988 36.1796855, -5.3825941 36.1797482, -5.3826934 36.1798251, -5.3827928 36.1799268)",,,2,,,
1210778841,Callejón del Moro,residential,True,False,13.686,"LINESTRING (-5.3809771 36.1792388, -5.3809785 36.1791926, -5.3809797 36.1791866, -5.3809852 36.179181, -5.3809964 36.1791743, -5.3810577 36.1791571)",,,,,,
121810835,Avenida de la Colonia,secondary,False,False,51.781,"LINESTRING (-5.3839037 36.1811702, -5.3839376 36.1811854, -5.384242 36.1813206, -5.3843301 36.1813598, -5.3844091 36.1813948)",CA-2321,,2,,,
443237786,Avenida de la Colonia,secondary_link,True,False,74.226,"LINESTRING (-5.3839037 36.1811702, -5.3835717 36.1809617, -5.3834349 36.1808524, -5.3833405 36.1807564, -5.3833019 36.1807172)",CA-2321,,1,,,
121810883,Avenida de las Caracolas,secondary_link,True,False,86.832,"LINESTRING (-5.3827928 36.1799268, -5.3828233 36.1799897, -5.3828891 36.1801044, -5.3829345 36.1802228, -5.3829551 36.1803122, -5.3829668 36.1803942, -5.3829623 36.1804741, -5.382959 36.1805949, -5.3829471 36.1806831)",,,1,,,
