osmid,oneway,name,highway,reversed,length,geometry,lanes,junction,maxspeed
99093077,True,Calle de la Murta,residential,False,21.189,"LINESTRING (-0.3781397 39.4248975, -0.3781459 39.425088)",,,
754055775,True,Avinguda del País Valencià,tertiary,False,19.302,"LINESTRING (-0.3781397 39.4248975, -0.3783413 39.4249742)",,,
99093088,True,Avinguda del País Valencià,tertiary,False,118.273,"LINESTRING (-0.3783413 39.4249742, -0.3795716 39.4254519)",,,
734288026,True,Avinguda del País Valencià,tertiary_link,False,22.129,"LINESTRING (-0.3783413 39.4249742, -0.3784573 39.4247965)",,,
535239468,True,Avinguda del País Valencià,tertiary_link,False,18.287,"LINESTRING (-0.380876 39.4262764, -0.381057 39.4261898)",,,
99093088,True,Avinguda del País Valencià,tertiary,False,72.061,"LINESTRING (-0.380876 39.4262764, -0.3809264 39.4263061, -0.3811617 39.4264449, -0.3815999 39.4265953)",,,
23375925,False,Avinguda del País Valencià,tertiary,False,24.277,"LINESTRING (-0.3815999 39.4265953, -0.3818555 39.4266885)",,,
23375920,True,Avinguda del País Valencià,tertiary,False,65.39,"LINESTRING (-0.3815999 39.4265953, -0.3812598 39.4263926, -0.381057 39.4261898)",,,
23375920,True,Avinguda del País Valencià,tertiary,False,84.446,"LINESTRING (-0.381057 39.4261898, -0.3804684 39.4255815)",,,
41725132,True,Calle de Salvador Giner,residential,False,53.167,"LINESTRING (-0.381057 39.4261898, -0.3815544 39.4259052)",,,
23375920,True,Avinguda del País Valencià,tertiary,False,54.942,"LINESTRING (-0.3804684 39.4255815, -0.379902 39.4253519)",,,
23375920,True,Avinguda del País Valencià,tertiary,False,21.457,"LINESTRING (-0.379902 39.4253519, -0.3796783 39.425266)",,,
41725137,True,Avinguda del País Valencià,tertiary_link,False,24.31,"LINESTRING (-0.379902 39.4253519, -0.3798665 39.425135)",,,
99093075,True,Avinguda del País Valencià,tertiary_link,False,22.592,"LINESTRING (-0.3782617 39.4247175, -0.3781397 39.4248975)",,,
23375925,False,Avinguda del País Valencià,tertiary,True,24.277,"LINESTRING (-0.3818555 39.4266885, -0.3815999 39.4265953)",,,
41723788,False,Calle de Valencia,residential,True,67.055,"LINESTRING (-0.3818555 39.4266885, -0.382213 39.4261524)",,,
23375925,False,Avinguda del País Valencià,tertiary,False,57.435,"LINESTRING (-0.3818555 39.4266885, -0.3822969 39.4268709, -0.3824436 39.4269343)",,,
23375926,True,Avinguda del País Valencià,tertiary,False,185.497,"LINESTRING (-0.3848932 39.427982, -0.3860167 39.428277, -0.3867415 39.4284706, -0.3867791 39.428481, -0.3869452 39.4284759)",,,
754055777,True,Avenida del País Valenciano,tertiary_link,False,28.255,"LINESTRING (-0.3848932 39.427982, -0.3851102 39.4280119, -0.3851941 39.4279587)",,,
754055779,False,Calle del Maestro Serrano,residential,True,39.068,"LINESTRING (-0.3869452 39.4284759, -0.3871109 39.4281487)",,,
261558079,True,Avinguda del País Valencià,tertiary,False,161.54,"LINESTRING (-0.3869452 39.4284759, -0.3868148 39.4284028, -0.3851941 39.4279587)",,,
30014844,True,,tertiary,False,16.744999999999997,"LINESTRING (-0.3791986 39.4217271, -0.3792346 39.4217689, -0.379294 39.4217892, -0.3793583 39.4217819)",1,roundabout,
41724135,True,Avenida de la Albufera,tertiary,False,20.462,"LINESTRING (-0.3793583 39.4217819, -0.3795957 39.4217971)",,,
30014844,True,,tertiary,False,12.027000000000001,"LINESTRING (-0.3793583 39.4217819, -0.3794102 39.4217456, -0.3794259 39.4216929)",1,roundabout,
30014844,True,,tertiary,False,12.097000000000001,"LINESTRING (-0.3794115 39.4216562, -0.3793602 39.4216189, -0.3792905 39.4216113)",1,roundabout,
30014856,True,Calle del Alcalde José Puertas,tertiary,False,111.686,"LINESTRING (-0.3794115 39.4216562, -0.3794701 39.421399, -0.3796176 39.4209234, -0.3796943 39.4206762)",2,,
30014844,True,,tertiary,False,3.922,"LINESTRING (-0.3792905 39.4216113, -0.3792478 39.4216238)",1,roundabout,
