osmid,ref,name,highway,oneway,reversed,length,maxspeed,geometry,junction,lanes
4793957,Ma-3132,carrer de Tramuntana,primary,False,False,77.706,,"LINESTRING (3.0080084 39.6448328, 3.008668 39.6453128)",,
4793957,Ma-3132,carrer de Tramuntana,primary,False,True,60.934,,"LINESTRING (3.0080084 39.6448328, 3.0075065 39.6444443)",,
542826990,Ma-3240A,carretera d'Inca,tertiary,False,True,55.408,40,"LINESTRING (3.0080084 39.6448328, 3.0075774 39.6452045)",,
23275803,,carrer de Son Sabater,tertiary,False,False,79.53399999999999,40,"LINESTRING (3.0080084 39.6448328, 3.0083391 39.6445619, 3.0086385 39.6443073)",,
240397730,,carrer de les Corts,residential,True,False,73.457,,"LINESTRING (3.0068263 39.6457852, 3.0062151 39.6453216)",,
542826990,Ma-3240A,carretera d'Inca,tertiary,False,False,91.134,40,"LINESTRING (3.0068263 39.6457852, 3.0068799 39.6457456, 3.0075774 39.6452045)",,
4793958,Ma-3132,carrer Migjorn,primary,False,False,224.923,,"LINESTRING (3.0132651 39.6411312, 3.0113813 39.6397215)",,
4793958,Ma-3132,carrer Migjorn,primary,False,True,61.604,,"LINESTRING (3.0132651 39.6411312, 3.0138428 39.6414614)",,
25011958,Ma-3300,,tertiary,False,True,234.577,,"LINESTRING (3.0132651 39.6411312, 3.0133384 39.6410624, 3.0134085 39.6409771, 3.0138095 39.6405827, 3.0139376 39.6404652, 3.0140588 39.6403595, 3.0147563 39.6397912, 3.0149846 39.6396211, 3.0150774 39.6395544)",,
4793958,Ma-3132,carrer Migjorn,primary,False,True,107.767,,"LINESTRING (3.010488 39.6390388, 3.0113813 39.6397215)",,
25651718,,carretera de Sant Joan,residential,False,False,141.88299999999998,,"LINESTRING (3.010488 39.6390388, 3.0103788 39.6393257, 3.0102864 39.639707, 3.0102798 39.6397895, 3.0102479 39.6399953, 3.0101888 39.6402337, 3.010175 39.6402892)",,
78419161,,placeta de les Germanies,residential,False,False,15.606,,"LINESTRING (3.0135291 39.6455761, 3.0133721 39.6455048)",,
81661077,Ma-3132,carrer de l'Estació,residential,False,False,44.364,,"LINESTRING (3.0135291 39.6455761, 3.0137764 39.6452255)",,
4793962,Ma-3132,,primary,False,False,15.456,,"LINESTRING (3.0135291 39.6455761, 3.0136052 39.6456055, 3.0136435 39.6456203, 3.0136904 39.6456385)",,
141842923,Ma-3132,,primary,False,True,217.841,,"LINESTRING (3.0135291 39.6455761, 3.0133397 39.6457911, 3.0131775 39.6459461, 3.0130135 39.6460881, 3.0128739 39.6461943, 3.012722 39.6462977, 3.0125303 39.646419, 3.0123005 39.6465496, 3.0120865 39.6466649, 3.0116517 39.6468667)",,
78419156,,carrer Gran,residential,False,True,122.599,,"LINESTRING (3.0143412 39.6434413, 3.0130011 39.643053)",,
366651144,Ma-3132,carrer de l'Estació,residential,False,False,87.852,,"LINESTRING (3.0143412 39.6434413, 3.0146761 39.6426945)",,
81661077,Ma-3132,carrer de l'Estació,residential,False,True,132.941,,"LINESTRING (3.0143412 39.6434413, 3.0140274 39.6443754, 3.0140317 39.6446061)",,
145477847,,carrer del Carril,unclassified,False,False,36.742,,"LINESTRING (3.0146761 39.6426945, 3.0142479 39.642716)",,
366651144,Ma-3132,carrer de l'Estació,residential,False,True,87.852,,"LINESTRING (3.0146761 39.6426945, 3.0143412 39.6434413)",,
4793958,Ma-3132,carrer Migjorn,primary,False,False,170.365,,"LINESTRING (3.0146761 39.6426945, 3.0147594 39.6424976, 3.0147727 39.642401, 3.0147626 39.6422967, 3.0146033 39.6420365, 3.0145056 39.6418953, 3.0143995 39.641779, 3.0138428 39.6414614)",,
23291417,Ma-3132,,primary,False,True,26.69,,"LINESTRING (3.0146761 39.6426945, 3.0148642 39.6427317, 3.0149213 39.6427494, 3.0149703 39.6427702)",,
4793959,,carrer Llibertat,residential,False,False,18.703,,"LINESTRING (3.013742 39.6417857, 3.0136471 39.6416342)",,
1074633612,,carrer Llibertat,residential,False,False,13.898,,"LINESTRING (3.013742 39.6417857, 3.0137547 39.6419103)",,
202955333,,Passeig de s' Era,living_street,False,False,112.535,,"LINESTRING (3.013742 39.6417857, 3.0142442 39.6426604, 3.0142479 39.642716)",,
4793959,,carrer Llibertat,residential,False,True,18.703,,"LINESTRING (3.0136471 39.6416342, 3.013742 39.6417857)",,
100414297,,,residential,False,False,25.495,,"LINESTRING (3.0136471 39.6416342, 3.0138428 39.6414614)",,
1074951209,,carrer Llibertat,residential,True,False,32.273,,"LINESTRING (3.0136471 39.6416342, 3.0134436 39.6413899)",,
5211562,,carrer de Palma,residential,True,False,8.987,,"LINESTRING (3.0071018 39.6408104, 3.0069996 39.640792)",,
190640226,,sa Quintana,residential,True,False,23.359,,"LINESTRING (3.0071018 39.6408104, 3.0073383 39.6409151)",,
24676953,,Carrer de les Penyes,residential,False,True,230.948,,"LINESTRING (3.0063752 39.6402283, 3.0066887 39.6399139, 3.0067224 39.6398807, 3.0067602 39.6398509, 3.0067959 39.6398339, 3.0068445 39.6398468, 3.0068971 39.6398719, 3.0080658 39.6406017, 3.0083624 39.6408237)",,
"[190640226, 190640227]",,"['sa Quintana', 'carretera de Lloret']",residential,True,False,89.797,,"LINESTRING (3.0063752 39.6402283, 3.0068153 39.6405917, 3.0071018 39.6408104)",,
82803975,,carrer del Retir,residential,False,True,46.951,,"LINESTRING (3.0080329 39.6411612, 3.0083624 39.6408237)",,
44641899,,plaça dels Reis de Mallorca,residential,False,False,36.663,,"LINESTRING (3.0080329 39.6411612, 3.0077576 39.641081, 3.0076298 39.6410504)",,
44641899,,plaça dels Reis de Mallorca,residential,False,True,13.583,,"LINESTRING (3.0080329 39.6411612, 3.0081039 39.6411917, 3.0081729 39.6412186)",,
630157102,,carrer de l'Esperança,residential,True,False,54.102,,"LINESTRING (3.0087306 39.6416798, 3.0091335 39.6420546)",,
630765840,,Carrer del Pujol,residential,False,True,23.076,,"LINESTRING (3.0087306 39.6416798, 3.0085751 39.6418493)",,
78016955,,carrer del Palau,residential,False,False,40.87,,"LINESTRING (3.0091335 39.6420546, 3.0092559 39.6419341, 3.0093588 39.6419899, 3.0094819 39.6420596)",,
630157102,,carrer de l'Esperança,residential,True,False,24.752,,"LINESTRING (3.0091335 39.6420546, 3.0092103 39.6421143, 3.0093444 39.6422067)",,
47808830,Ma-3510,,tertiary,True,False,22.588,,"LINESTRING (3.0169607 39.6473587, 3.0166986 39.6473355)",,
23291414,Ma-3510,,tertiary,True,False,22.108,,"LINESTRING (3.0168339 39.6471855, 3.0169607 39.6473587)",,
494704688,Ma-3510,,primary,True,False,21.067,40,"LINESTRING (3.0168339 39.6471855, 3.0168115 39.6472463, 3.0167647 39.6472981, 3.0166986 39.6473355)",roundabout,
384161013,Ma-3301,,primary_link,True,False,51.487,,"LINESTRING (3.0171038 39.6467212, 3.016974 39.6468689, 3.0169376 39.6469151, 3.0168822 39.6470065, 3.0168316 39.6471303)",,
86314202,,carrer del Frontó,residential,False,True,88.468,,"LINESTRING (3.0060051 39.6429583, 3.0069308 39.6433117)",,
145472580,,carrer del Nord,residential,False,False,75.778,,"LINESTRING (3.0060051 39.6429583, 3.0066796 39.6425171)",,
4793957,Ma-3132,carrer de Tramuntana,primary,False,False,84.518,,"LINESTRING (3.0060051 39.6429583, 3.0060292 39.6430691, 3.0060578 39.6431416, 3.006107 39.6432138, 3.0061716 39.6432912, 3.0064145 39.643498, 3.0065139 39.6435899)",,
25651749,,carrer del Veguer de Fora,residential,False,True,78.315,,"LINESTRING (3.012787 39.6450936, 3.0128216 39.6457974)",,
366651136,,placeta de les Germanies,residential,True,False,4.355,,"LINESTRING (3.012787 39.6450936, 3.0127588 39.645061)",,
