osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction,ref,lanes
173936738,False,Avenida Reyes Católicos,tertiary,True,7.602,"LINESTRING (-4.5663506 36.6604963, -4.5664304 36.6604723)",,,,
549533221,False,Avenida Reyes Católicos,tertiary,False,162.202,"LINESTRING (-4.5663506 36.6604963, -4.5662828 36.6605209, -4.5656971 36.6607335, -4.5653976 36.6608088, -4.5651318 36.660824, -4.5648791 36.6608021, -4.5646213 36.6607475)",,,,
42046067,False,Calle Doaiz y Velarde,residential,False,39.888,"LINESTRING (-4.5583032 36.6618686, -4.5585111 36.6621862)",,,,
42046072,False,Avenida Barrio Viejo,residential,False,80.32300000000001,"LINESTRING (-4.5583032 36.6618686, -4.5582795 36.6618344, -4.5579223 36.6613181, -4.5578662 36.661237)",,,,
42046067,False,Calle Doaiz y Velarde,residential,True,11.824,"LINESTRING (-4.5585522 36.6622873, -4.5585111 36.6621862)",,,,
"[175721130, 243390543]",False,Calle Reales Alcázares,residential,False,66.55,"LINESTRING (-4.5585522 36.6622873, -4.5584305 36.6623389, -4.558128 36.6624598, -4.5580999 36.6624965, -4.5580966 36.662553, -4.55817 36.6626545)",50,,,
"[175721129, 175721131]",True,"['Calle Ramón y Cajal', 'Calle Salvador Rueda']",residential,False,175.45999999999998,"LINESTRING (-4.5613686 36.6630011, -4.5613245 36.6626506, -4.561296 36.662538, -4.5608302 36.6626748, -4.5607628 36.6626969, -4.5604362 36.6628419, -4.5602748 36.6628697, -4.5599973 36.6628695)",,,,
175721138,True,Calle Málaga,residential,False,121.42900000000002,"LINESTRING (-4.5613686 36.6630011, -4.5610713 36.663005, -4.5608229 36.6630214, -4.5607672 36.6630259, -4.5603551 36.6630413, -4.5600449 36.663054, -4.5600093 36.6630555)",,,,
58985259,False,Calle Miguel de Unamuno,residential,True,58.885,"LINESTRING (-4.5610034 36.6655027, -4.5607996 36.6658987, -4.5607515 36.6659922)",,,,
175721122,False,Calle Higuera,residential,True,45.977000000000004,"LINESTRING (-4.5610034 36.6655027, -4.5610341 36.6654378, -4.5611194 36.6652574, -4.5611862 36.6651161)",,,,
242023287,False,Calle Alcalde Juan Rodríguez Ruiz,residential,False,82.263,"LINESTRING (-4.5610034 36.6655027, -4.5609336 36.6654723, -4.5606524 36.6653499, -4.5603282 36.6652088, -4.5601928 36.6651498)",,,,
242023287,False,Calle Alcalde Juan Rodríguez Ruiz,residential,True,91.201,"LINESTRING (-4.5610034 36.6655027, -4.5610811 36.6655382, -4.5618132 36.6658722, -4.5618922 36.6659082)",,,,
175721130,False,Calle Reales Alcázares,residential,True,28.615,"LINESTRING (-4.5586919 36.663294, -4.5585288 36.6630724)",50,,,
175721140,True,,residential,False,47.43,"LINESTRING (-4.5586919 36.663294, -4.5586595 36.6633137, -4.5586533 36.6633609, -4.558657 36.6634161, -4.5586968 36.6634844, -4.5587567 36.6635304, -4.5588153 36.6635657, -4.5588828 36.6635795, -4.5589251 36.6635726)",,roundabout,,
175721130,False,Calle Reales Alcázares,residential,False,32.38,"LINESTRING (-4.55817 36.6626545, -4.5582181 36.6627084, -4.5583811 36.6628914)",50,,,
"[175721130, 243390543]",False,Calle Reales Alcázares,residential,True,66.55,"LINESTRING (-4.55817 36.6626545, -4.5580966 36.662553, -4.5580999 36.6624965, -4.558128 36.6624598, -4.5584305 36.6623389, -4.5585522 36.6622873)",50,,,
40028100,False,Avenida Malagueñas,residential,False,9.359,"LINESTRING (-4.5583865 36.660069, -4.5583767 36.6599852)",,,,
1059626482,True,Avenida Malagueñas,residential,False,22.405,"LINESTRING (-4.5583865 36.660069, -4.5583624 36.6601521, -4.5583562 36.6602184, -4.5583313 36.6602639)",,,,
58883842,False,Calle José Larra,residential,False,21.157,"LINESTRING (-4.5583556 36.6589659, -4.5581473 36.6588749)",,,,
1167136246,False,Avenida Malagueñas,residential,False,13.56,"LINESTRING (-4.5583556 36.6589659, -4.5584506 36.6588707)",,,,
1167136246,False,Avenida Malagueñas,residential,True,113.356,"LINESTRING (-4.5583556 36.6589659, -4.5583703 36.6596776, -4.5583767 36.6599852)",,,,
42046064,True,Calle el Nogal,residential,False,82.265,"LINESTRING (-4.5605527 36.6621714, -4.560666 36.6621727, -4.5606848 36.6621735, -4.5612613 36.6621992, -4.5614651 36.6621502)",,,,
243390523,True,Calle San Pablo,residential,False,91.71200000000002,"LINESTRING (-4.5615558 36.6604825, -4.5614809 36.6604836, -4.5610863 36.6604679, -4.5606008 36.6604486, -4.5605288 36.6604457)",,,,
"[58947049, 322197511]",True,"['Calle San Juan', 'Calle San Pablo']",residential,False,93.478,"LINESTRING (-4.5615558 36.6604825, -4.5619908 36.6605002, -4.5619404 36.6609898)",,,,
1059675854,False,Avenida de San Sebastián,residential,False,22.105,"LINESTRING (-4.5615558 36.6604825, -4.5615618 36.6604096, -4.5615713 36.6602841)",,,,
42046063,True,Avenida de San Sebastián,residential,False,61.322,"LINESTRING (-4.5614651 36.6621502, -4.5614551 36.6620575, -4.5614876 36.6615998)",,,,
42046066,False,,residential,False,41.433,"LINESTRING (-4.5597429 36.6615747, -4.5596433 36.6615769, -4.5592805 36.6616081)",,,,
42046073,False,Calle Jovellanos,residential,True,122.052,"LINESTRING (-4.5597429 36.6615747, -4.559655 36.6607755, -4.5596321 36.6605668, -4.5596227 36.6604813)",,,,
42046074,False,,residential,False,65.601,"LINESTRING (-4.5597429 36.6615747, -4.5600168 36.6615667, -4.5603123 36.6615586, -4.5603857 36.6615565, -4.5604779 36.6615539)",,,,
242322281,True,Calle de la Torre,residential,False,124.886,"LINESTRING (-4.5597429 36.6615747, -4.5598657 36.6619234, -4.5599502 36.6621632, -4.5600047 36.6622138, -4.5600918 36.6622261, -4.5604466 36.6621823, -4.5605527 36.6621714)",30,,,
42046066,False,,residential,True,41.433,"LINESTRING (-4.5592805 36.6616081, -4.5596433 36.6615769, -4.5597429 36.6615747)",,,,
175535115,True,Calle Albaicín,residential,False,77.225,"LINESTRING (-4.5592805 36.6616081, -4.5592657 36.6614864, -4.5591962 36.6609169)",,,,
242322196,True,Calle Leandro Fenández de Moratín,residential,False,91.86,"LINESTRING (-4.5592805 36.6616081, -4.5591031 36.6616554, -4.558973 36.6616901, -4.5584419 36.6618316, -4.5583032 36.6618686)",,,,
242322197,True,Calle Albaicín,residential,False,38.825,"LINESTRING (-4.5593801 36.661948, -4.5593172 36.6617334, -4.5592805 36.6616081)",,,,
"[321707160, 242322198]",False,Calle Albaicín,residential,False,120.893,"LINESTRING (-4.5593801 36.661948, -4.5594315 36.6619714, -4.5594749 36.6621134, -4.5594922 36.6622165, -4.5595079 36.6623446, -4.5595565 36.6624253, -4.5596693 36.6625534, -4.5599157 36.6627539, -4.5599973 36.6628695)",,,,
42046067,False,Calle Doaiz y Velarde,residential,False,11.824,"LINESTRING (-4.5585111 36.6621862, -4.5585522 36.6622873)",,,,
42046067,False,Calle Doaiz y Velarde,residential,True,39.888,"LINESTRING (-4.5585111 36.6621862, -4.5583032 36.6618686)",,,,
175535095,True,Calle Santa Teresa de Jesús,residential,False,81.913,"LINESTRING (-4.5585111 36.6621862, -4.5586461 36.6621492, -4.5593801 36.661948)",,,,
243390558,True,Calle Doaiz y Velarde,residential,False,33.351,"LINESTRING (-4.5586753 36.6626895, -4.5586013 36.6623955)",,,,
"[175721123, 175721118]",False,"['Calle Jesús del Gran Poder', 'Calle Almidón']",residential,"[False, True]",166.501,"LINESTRING (-4.5586753 36.6626895, -4.5590965 36.6626133, -4.5591833 36.6625826, -4.5594107 36.6625632, -4.5595113 36.6625409, -4.5594818 36.6624532, -4.559369 36.6624281, -4.5592996 36.6623989, -4.5586013 36.6623955)",,,,
243390558,True,Calle Doaiz y Velarde,residential,False,14.178,"LINESTRING (-4.5590359 36.6630867, -4.5589204 36.6629991)",,,,
"[47079849, 134656479]",True,Calle Cantarranas,residential,False,159.73,"LINESTRING (-4.5590359 36.6630867, -4.5590734 36.6630999, -4.5593435 36.6631939, -4.5598054 36.663285, -4.5599347 36.6632867, -4.560071 36.6632857, -4.5607851 36.6632875)",,,,
