osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,name,junction,lanes
211375199,P-980,secondary,50,False,False,169.69,"LINESTRING (-4.5990912 42.3393336, -4.5994302 42.3396046, -4.5997421 42.3398669, -4.6002341 42.3403111, -4.6003444 42.3404107, -4.6004352 42.3404914)",,,
211375199,P-980,secondary,50,False,True,309.351,"LINESTRING (-4.5990912 42.3393336, -4.5977267 42.3383812, -4.5964307 42.3374717, -4.5963605 42.3374191)",,,
238050029,,residential,,False,True,131.524,"LINESTRING (-4.5990912 42.3393336, -4.5991614 42.3392432, -4.5992633 42.3390572, -4.5993112 42.3388489, -4.5992393 42.3384812, -4.5992836 42.3382412, -4.5992933 42.3381888)",Carretera Villasirga,,
238046476,P-980,secondary,,True,False,4.776,"LINESTRING (-4.6004866 42.3405982, -4.6004836 42.3406179, -4.6004896 42.3406406)",,roundabout,
238046476,P-980,secondary,,True,False,6.526,"LINESTRING (-4.600546 42.3406821, -4.6005707 42.3406861, -4.6005959 42.3406853, -4.6006232 42.3406783)",,roundabout,
238046476,P-980,secondary,,True,False,5.938,"LINESTRING (-4.6006705 42.3406353, -4.6006741 42.3406177, -4.6006717 42.3406, -4.6006633 42.3405833)",,roundabout,
238046476,P-980,secondary,,True,False,4.2,"LINESTRING (-4.6005999 42.3405472, -4.6005745 42.3405456, -4.6005493 42.340549)",,roundabout,
1037104074,SC-P-2,tertiary,50,False,False,21.494,"LINESTRING (-4.6020612 42.3351705, -4.6018892 42.3353161)",Calle las Doncellas,,
1037104076,,residential,,False,False,58.709999999999994,"LINESTRING (-4.6020612 42.3351705, -4.6022486 42.3350229, -4.6023919 42.3348981, -4.6025644 42.3347984)",Calle las Doncellas,,
1037104074,SC-P-2,tertiary,50,False,True,21.494,"LINESTRING (-4.6018892 42.3353161, -4.6020612 42.3351705)",Calle las Doncellas,,
238048892,SC-P-2,tertiary,50,False,False,22.607,"LINESTRING (-4.6018892 42.3353161, -4.6017501 42.3354271, -4.601709 42.3354693)",Plaza Conde de Garay,,
238048893,,residential,,False,False,68.869,"LINESTRING (-4.6018892 42.3353161, -4.6019315 42.3353544, -4.6020208 42.3354496, -4.6021766 42.3357022, -4.6023265 42.3358395)",Calle Alfonso XI,,
238049430,,residential,,False,True,16.686,"LINESTRING (-4.6008817 42.33702, -4.6006842 42.3369853)",Plazuela de Piña Merino,,
238048892,SC-P-2,tertiary,50,False,True,49.227000000000004,"LINESTRING (-4.6008817 42.33702, -4.6009376 42.3369034, -4.6010832 42.3366031)",Plaza Conde de Garay,,
1238987111,SC-P-2,tertiary,50,False,False,22.36,"LINESTRING (-4.6008817 42.33702, -4.6008783 42.3371111, -4.6008989 42.3371962, -4.6009111 42.3372179)",Plaza Conde de Garay,,
319697467,SC-P-2,tertiary,50,False,True,0.777,"LINESTRING (-4.6017069 42.33867, -4.6017023 42.3386639)",Avenida Historiador Ramírez,,
28840820,SC-P-2,tertiary,50,True,False,17.134999999999998,"LINESTRING (-4.6017069 42.33867, -4.6017431 42.3387934, -4.6017511 42.3388206)",Avenida Historiador Ramírez,,1
93111674,,tertiary,,True,False,9.926,"LINESTRING (-4.6019086 42.3389088, -4.6019215 42.3388886, -4.6019255 42.3388664, -4.6019203 42.3388445, -4.6019064 42.3388247)",,roundabout,1
95739055,,tertiary,,True,False,30.755000000000003,"LINESTRING (-4.6019086 42.3389088, -4.602036 42.3389556, -4.6022086 42.3390701)",Avenida Historiador Ramírez,,1
