osmid,highway,junction,oneway,reversed,length,geometry,name,lanes,ref,bridge,maxspeed
61741566,residential,roundabout,True,False,4.668,"LINESTRING (3.0315336 41.7869638, 3.0315218 41.7869581, 3.0315115 41.7869509, 3.0315032 41.7869425, 3.0314971 41.786933)",,,,,
150792992,residential,,False,True,66.94500000000001,"LINESTRING (3.0315336 41.7869638, 3.0314785 41.7870364, 3.0313237 41.7872401, 3.0311372 41.7874883)",Avinguda de Canàries,,,,
150792951,residential,roundabout,True,False,8.996,"LINESTRING (3.0309449 41.7878198, 3.0309606 41.787831, 3.030971 41.7878452, 3.0309752 41.787861, 3.0309728 41.7878771, 3.0309639 41.7878919)",,,,,
150792992,residential,,False,False,40.229,"LINESTRING (3.0309449 41.7878198, 3.0309765 41.7877434, 3.0311372 41.7874883)",Avinguda de Canàries,,,,
150792956,residential,,True,False,12.915,"LINESTRING (3.0292722 41.7872586, 3.0292063 41.7872408, 3.029127 41.7872166)",Carrer del Rufo,,,,
1204815937,residential,,True,False,12.076,"LINESTRING (3.0292722 41.7872586, 3.0292721 41.7872054, 3.029272 41.78715)",,,,,
530492823,secondary,roundabout,True,False,3.755,"LINESTRING (3.0287997 41.7794087, 3.0288136 41.779413, 3.0288261 41.7794193, 3.0288368 41.7794273)",Plaça de Sant Pere,1,,,
166804594,secondary,,True,False,9.662,"LINESTRING (3.0287315 41.7795067, 3.0286462 41.7795659)",Avinguda de Juli Garreta,1,,,
838948085,secondary,roundabout,True,False,5.116,"LINESTRING (3.0287315 41.7795067, 3.0287172 41.7794957, 3.0287075 41.7794822, 3.028703 41.7794672)",Plaça de Sant Pere,1,,,
30060870,secondary,roundabout,True,False,3.5079999999999996,"LINESTRING (3.0287702 41.7795185, 3.0287564 41.7795164, 3.0287433 41.7795124, 3.0287315 41.7795067)",Plaça de Sant Pere,1,,,
59131325,residential,,True,False,35.144,"LINESTRING (3.0287702 41.7795185, 3.0287083 41.7795954, 3.0286014 41.7797418, 3.0286436 41.7797925)",Passeig del Mar,,,,
530270355,secondary,roundabout,True,False,4.926,"LINESTRING (3.028703 41.7794672, 3.0287034 41.7794554, 3.028707 41.779444, 3.0287138 41.7794333, 3.0287209 41.7794261)",Plaça de Sant Pere,1,,,
212723269,secondary,,False,False,12.056,"LINESTRING (3.0238525 41.7802195, 3.0239667 41.7802866)",Carretera de Tossa,2,GI-682,,
530266334,secondary,roundabout,True,False,16.481,"LINESTRING (3.0321296 41.781324, 3.0321558 41.7813158, 3.0321841 41.781314, 3.0322118 41.7813187, 3.0322362 41.7813295, 3.032255 41.7813454, 3.0322664 41.7813647, 3.0322694 41.7813858)",,1,,,
30060911,secondary,roundabout,True,False,4.694,"LINESTRING (3.0322694 41.7813858, 3.0322636 41.7814065, 3.0322496 41.7814248)",,1,,,
186749737,secondary,,False,True,160.15300000000002,"LINESTRING (3.0322694 41.7813858, 3.0323517 41.781417, 3.0324519 41.7814157, 3.032514 41.7814149, 3.0333769 41.781404, 3.033982 41.7813932, 3.0341383 41.7813918, 3.0341905 41.7813913)",,2,,,
172305406,secondary,,True,False,11.641,"LINESTRING (3.0289742 41.7795296, 3.0288452 41.7794883)",,1,,,
240751755,secondary,,False,True,309.37,"LINESTRING (3.0289742 41.7795296, 3.0305963 41.7804757, 3.0306328 41.7804979, 3.0306642 41.780515, 3.0307207 41.7805486, 3.0319096 41.7812469)",,2,,,
30060911,secondary,roundabout,True,False,14.525,"LINESTRING (3.0322496 41.7814248, 3.0322281 41.7814395, 3.0322015 41.7814484, 3.0321724 41.7814506, 3.0321439 41.7814459, 3.0321188 41.7814348, 3.0320997 41.7814183)",,1,,,
30060995,residential,,True,False,32.977000000000004,"LINESTRING (3.0322496 41.7814248, 3.0321809 41.7815011, 3.0321474 41.781536, 3.0320211 41.7816675)",Rambla del Portalet,,,,
172305408,secondary,,True,False,20.496,"LINESTRING (3.0320863 41.7813758, 3.0319096 41.7812469)",,1,,,
611332045,secondary,roundabout,True,False,7.004999999999999,"LINESTRING (3.0320863 41.7813758, 3.0320933 41.7813555, 3.0321082 41.7813376, 3.0321296 41.781324)",,1,,,
