osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,access
5011435,True,5,Carrer de Xàtiva,secondary,50,False,79.925,"LINESTRING (-0.3750385 39.4671301, -0.3751932 39.4671194, -0.3754457 39.4671555, -0.3756941 39.4672191, -0.3759395 39.4672787)",,
61722188,True,,Plaça de l'Ajuntament,residential,,False,13.995,"LINESTRING (-0.3768172 39.4692273, -0.3766547 39.4692171)",,
5011437,True,3,Avinguda del Marqués de Sotelo,residential,50,False,102.218,"LINESTRING (-0.3768172 39.4692273, -0.3768673 39.4691643, -0.3768867 39.4690867, -0.3768942 39.469025, -0.3769723 39.4684328, -0.3769868 39.4683243)",,
"[803049231, 5011431]",True,,"[""Plaça de l'Ajuntament"", 'Carrer del Periodista Azatti']",residential,,False,169.413,"LINESTRING (-0.3786529 39.4697863, -0.3785713 39.4697617, -0.3780322 39.4695993, -0.3776894 39.469496, -0.3771111 39.4693218, -0.3770459 39.4693022, -0.3769517 39.4692751, -0.3768172 39.4692273)",,
"[487465952, 1074357648]",True,1,Carrer de Sant Vicent Màrtir,residential,30,False,103.814,"LINESTRING (-0.3786529 39.4697863, -0.3786303 39.46982, -0.3786004 39.469861, -0.3783544 39.4702065, -0.3781093 39.470527, -0.3780557 39.470598)",,
94131903,True,1,Carrer de les Barques,residential,30,False,72.354,"LINESTRING (-0.3748946 39.4703889, -0.3746162 39.4703971, -0.3743308 39.4704107, -0.3742782 39.470429, -0.3740702 39.4704859)",,
5136427,True,,Carrer de Pérez Pujol,residential,,False,62.741,"LINESTRING (-0.3748606 39.4698253, -0.3748623 39.4698856, -0.3748854 39.4702566, -0.3748885 39.4703073, -0.3748946 39.4703889)",,
810260232,True,1,Carrer de les Barques,residential,30,False,54.26899999999999,"LINESTRING (-0.3755263 39.4703701, -0.3754437 39.4703706, -0.3750981 39.4703805, -0.3748946 39.4703889)",,
"[171836908, 171836910, 5136439]",True,,"['Carrer de Sagasta', 'Carrer de Pérez Bayer', 'Plaça dels Xiquets de Sant Vicent']",residential,30,False,237.367,"LINESTRING (-0.3711453 39.4697119, -0.371166 39.4697257, -0.3712611 39.469768, -0.371382 39.4697801, -0.3724508 39.4697619, -0.3728009 39.4697613, -0.3730789 39.4697559, -0.3733828 39.4697766, -0.3735991 39.4698056, -0.3738819 39.4698287)",,
1230681468,True,4,Carrer de Colón,secondary,30,False,103.34500000000001,"LINESTRING (-0.3711453 39.4697119, -0.3718992 39.469186, -0.3719316 39.4691634, -0.3720386 39.4690888)",,
6277199,True,,Carrer d'Hernán Cortés,residential,30,False,195.99,"LINESTRING (-0.3720386 39.4690888, -0.3719725 39.4690388, -0.3719574 39.469017, -0.3710198 39.4676949, -0.3709208 39.4675553)",,
1230681469,True,3,Carrer de Colón,secondary,30,False,107.83900000000001,"LINESTRING (-0.3720386 39.4690888, -0.3721766 39.4689908, -0.3727673 39.4685825, -0.3728085 39.4685531, -0.3729701 39.4684381)",,
