osmid,name,highway,oneway,reversed,length,geometry,maxspeed,junction,lanes,bridge,ref
80644563,Calle Carretería,residential,False,False,11.275,"LINESTRING (-6.8364597 37.2741944, -6.8363327 37.2742027)",,,,,
215030150,Calle Santarén,residential,False,False,51.884,"LINESTRING (-6.8364597 37.2741944, -6.8364111 37.2737294)",,,,,
408687960,Calle Tras Iglesia,residential,False,True,61.49,"LINESTRING (-6.8364597 37.2741944, -6.8366308 37.2744606, -6.8367218 37.2744731, -6.8367758 37.2744806, -6.8369358 37.2745309)",,,,,
80644520,Calle Roldana,residential,False,False,51.534,"LINESTRING (-6.8364978 37.2727805, -6.8365539 37.2723192)",,,,,
408938859,Calle Santa Cruz de Vista Alegre,residential,False,False,47.992,"LINESTRING (-6.8375387 37.2711256, -6.8375373 37.270694)",,,,,
408938859,Calle Santa Cruz de Vista Alegre,residential,False,True,44.178,"LINESTRING (-6.8375387 37.2711256, -6.8375399 37.2715229)",,,,,
408938861,Calle Felipe Godínez,residential,False,True,76.707,"LINESTRING (-6.8375387 37.2711256, -6.8384028 37.2710704)",,,,,
408938868,Calle Romero,residential,False,False,223.87,"LINESTRING (-6.8375387 37.2711256, -6.8366124 37.2711749, -6.8357371 37.2712211, -6.8350133 37.2711979)",,,,,
80644484,Calle Abadesa Inés Enrique,residential,False,False,99.24,"LINESTRING (-6.8399135 37.2711202, -6.8388461 37.2713941)",,,,,
408938866,Calle Bodegueros,residential,False,False,16.308,"LINESTRING (-6.8399135 37.2711202, -6.8399026 37.2709738)",,,,,
408938866,Calle Bodegueros,residential,False,True,27.547,"LINESTRING (-6.8399135 37.2711202, -6.8399579 37.2713654)",,,,,
80644360,Calle Nuestra Señora de la Granada,residential,False,False,47.679,"LINESTRING (-6.8376032 37.2724051, -6.8370666 37.2723661)",,,,,
80644498,Calle San Antonio,residential,False,False,21.769,"LINESTRING (-6.8376032 37.2724051, -6.8375964 37.2722094)",,,,,
80644498,Calle San Antonio,residential,False,True,119.74900000000001,"LINESTRING (-6.8376032 37.2724051, -6.8375861 37.2726148, -6.8375668 37.2727918, -6.8375188 37.272988, -6.8374196 37.2732644, -6.8373568 37.2734599)",,,,,
215030150,Calle Santarén,residential,False,True,52.591,"LINESTRING (-6.8363723 37.2732576, -6.8363855 37.27351, -6.8364111 37.2737294)",,,,,
408687966,Calle Fuentes,tertiary,True,False,72.771,"LINESTRING (-6.8363723 37.2732576, -6.8361465 37.2732237, -6.8359476 37.2731938, -6.8357977 37.2731747, -6.8356574 37.273169, -6.83556 37.273177)",30,,,,
292623340,Avenida de la Constitución,tertiary,False,False,16.834,"LINESTRING (-6.8363655 37.2790003, -6.8365184 37.2789102)",,,,,
80644399,Calle Las Antillas,residential,False,False,52.271,"LINESTRING (-6.8363655 37.2790003, -6.8360717 37.27868, -6.8360172 37.2786206)",,,,,
