osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,ref,maxspeed
258605393,Calle Mingo Priego,residential,False,False,80.51299999999999,"LINESTRING (-3.078825 38.1182462, -3.0794093 38.1178108, -3.0794951 38.1177499)",,,,
1017823442,,residential,True,False,6.081,"LINESTRING (-3.078825 38.1182462, -3.0788141 38.1182356, -3.0787993 38.1182283, -3.0787824 38.1182252, -3.0787651 38.1182264)",1,roundabout,,
258605386,Calle Antonio Gala,tertiary,False,False,28.247,"LINESTRING (-3.0794951 38.1177499, -3.0793657 38.1176714, -3.0792692 38.1175715)",,,A-6204,
258605386,Calle Antonio Gala,tertiary,False,True,70.374,"LINESTRING (-3.0794951 38.1177499, -3.0795991 38.1177871, -3.0800028 38.1179146, -3.0801818 38.1179723, -3.0802157 38.1180129)",,,A-6204,
258605393,Calle Mingo Priego,residential,False,False,133.55599999999998,"LINESTRING (-3.0794951 38.1177499, -3.0796414 38.1176492, -3.0805053 38.1169842, -3.0805993 38.116921)",,,,
258605393,Calle Mingo Priego,residential,False,True,80.51299999999999,"LINESTRING (-3.0794951 38.1177499, -3.0794093 38.1178108, -3.078825 38.1182462)",,,,
258605557,Calle Canalejas,residential,False,False,6.46,"LINESTRING (-3.0816901 38.1164657, -3.0816667 38.1164106)",,,,
256356051,,residential,False,True,75.33,"LINESTRING (-3.0816901 38.1164657, -3.0817267 38.1164855, -3.0817596 38.1165101, -3.082239 38.1169024, -3.0822893 38.1169509)",,,,
1177996279,Paseo del Santo Cristo,residential,False,True,108.39599999999999,"LINESTRING (-3.0816901 38.1164657, -3.0809543 38.1167399, -3.0808189 38.1167948, -3.0807009 38.1168537, -3.0805993 38.116921)",,,,
258605557,Calle Canalejas,residential,False,False,54.942,"LINESTRING (-3.0815746 38.1162408, -3.0815033 38.1161734, -3.0811373 38.1158866)",,,,
258605557,Calle Canalejas,residential,False,True,20.528,"LINESTRING (-3.0815746 38.1162408, -3.0816287 38.1163402, -3.0816667 38.1164106)",,,,
1021439069,Paseo del Santo Cristo,residential,True,False,92.721,"LINESTRING (-3.0815746 38.1162408, -3.0815269 38.116263, -3.0811219 38.116378, -3.0808899 38.1164478, -3.0805835 38.1165342)",,,,
256359564,Calle Capagrana,residential,False,True,83.693,"LINESTRING (-3.0802924 38.1152285, -3.0806519 38.114531)",,,,
258605557,Calle Canalejas,residential,False,True,56.259,"LINESTRING (-3.0802924 38.1152285, -3.0807506 38.1155835)",,,,
258605558,Calle Capagrana,residential,False,False,157.768,"LINESTRING (-3.0802924 38.1152285, -3.0798128 38.1159853, -3.0794927 38.1165002)",,,,
1177824860,Calle José Poblaciones,residential,False,True,31.219,"LINESTRING (-3.0794927 38.1165002, -3.079164 38.1163909)",,,,
258605558,Calle Capagrana,residential,False,True,157.768,"LINESTRING (-3.0794927 38.1165002, -3.0798128 38.1159853, -3.0802924 38.1152285)",,,,
1177824860,Calle José Poblaciones,residential,False,False,60.637,"LINESTRING (-3.0794927 38.1165002, -3.0795186 38.1165088, -3.0799627 38.1166565, -3.0800235 38.1166647, -3.0800777 38.1166663, -3.0801426 38.1166534)",,,,
375631055,Calle Gustavo Adolfo Bécquer,residential,False,False,130.317,"LINESTRING (-3.0801426 38.1166534, -3.0807506 38.1155835)",,,,
1177824860,Calle José Poblaciones,residential,False,True,60.637,"LINESTRING (-3.0801426 38.1166534, -3.0800777 38.1166663, -3.0800235 38.1166647, -3.0799627 38.1166565, -3.0795186 38.1165088, -3.0794927 38.1165002)",,,,
1185501578,Paseo del Santo Cristo,residential,False,True,40.797,"LINESTRING (-3.0801426 38.1166534, -3.0802502 38.116628, -3.0803561 38.1165995, -3.0805835 38.1165342)",,,,
258605557,Calle Canalejas,residential,False,False,56.259,"LINESTRING (-3.0807506 38.1155835, -3.0802924 38.1152285)",,,,
258605557,Calle Canalejas,residential,False,True,47.753,"LINESTRING (-3.0807506 38.1155835, -3.0811373 38.1158866)",,,,
258605559,Calle Gustavo Adolfo Bécquer,residential,False,False,11.672,"LINESTRING (-3.0807506 38.1155835, -3.0808022 38.1154867)",,,,
