osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,junction
556272912,CM-412,Avenida de España,primary,False,True,8.53,"LINESTRING (-2.052887 38.452486, -2.0527919 38.4524676)",,
556272912,CM-412,Avenida de España,primary,False,False,136.05900000000003,"LINESTRING (-2.052887 38.452486, -2.0532861 38.4525713, -2.0538116 38.4526884, -2.054248 38.452784, -2.0543938 38.452809)",,
165930826,CM-412,Avenida de España,primary,False,False,77.279,"LINESTRING (-2.0495631 38.451973, -2.050433 38.4521105)",,
165932984,CM-3203,Avenida de Luis Vives,secondary,False,True,6.024,"LINESTRING (-2.0495631 38.451973, -2.0495482 38.4520259)",2,
37947283,CM-412,Avenida de España,primary,False,True,14.523,"LINESTRING (-2.0495631 38.451973, -2.0494912 38.4519355, -2.0494312 38.4518936)",,
37947283,CM-412,Avenida de España,primary,False,False,49.188,"LINESTRING (-2.0481624 38.4505691, -2.0484614 38.4509444)",,
165884370,,Calle Concepción Arenal,residential,False,True,42.007,"LINESTRING (-2.0481624 38.4505691, -2.0485569 38.4503517)",,
165930815,CM-412,Calle Bolea,primary,False,False,6.88,"LINESTRING (-2.0481624 38.4505691, -2.0480887 38.4505468)",,
165885866,,Avenida del Mediterráneo,residential,False,True,31.298,"LINESTRING (-2.0468478 38.4508357, -2.0469449 38.4511067)",,
165930815,CM-412,Calle Bolea,primary,False,False,22.594,"LINESTRING (-2.0468478 38.4508357, -2.0465952 38.4508821)",,
165930815,CM-412,Calle Bolea,primary,False,True,41.865,"LINESTRING (-2.0468478 38.4508357, -2.0469611 38.450809, -2.0473082 38.4507273)",,
556307605,,Calle Feria,residential,False,True,111.207,"LINESTRING (-2.045311 38.4461617, -2.0440348 38.4461962)",,
165932926,AB-5007,Calle Carmen,tertiary,False,False,187.272,"LINESTRING (-2.045311 38.4461617, -2.0452932 38.4462446, -2.0452775 38.4463898, -2.0452912 38.4465973, -2.0452898 38.4467038, -2.0452454 38.4468746, -2.045233 38.4469339, -2.0451867 38.4470434, -2.0451329 38.4471481, -2.0450109 38.4473256, -2.0448002 38.4475909, -2.0446877 38.4477286)",,
165932926,AB-5007,Calle Carmen,tertiary,False,False,7.04,"LINESTRING (-2.0446461 38.4477794, -2.0446443 38.4478427)",,
165932926,AB-5007,Calle Carmen,tertiary,False,True,6.711,"LINESTRING (-2.0446461 38.4477794, -2.0446877 38.4477286)",,
556305988,,Paseo de la Libertad,living_street,False,True,91.042,"LINESTRING (-2.0446461 38.4477794, -2.04442 38.4474509, -2.0441465 38.4470602)",,
165885859,,Calle Príncipe de Asturias,residential,False,False,30.438,"LINESTRING (-2.043805 38.4482096, -2.0436414 38.4484515)",,
556305982,CM-3217,Avenida Castilla-La Mancha,secondary,False,False,62.811,"LINESTRING (-2.043805 38.4482096, -2.0434615 38.4477129)",,
556305982,CM-3217,Avenida Castilla-La Mancha,secondary,False,True,51.519,"LINESTRING (-2.043805 38.4482096, -2.0441986 38.4485555)",,
165932926,AB-5007,Calle Carmen,tertiary,False,True,83.71,"LINESTRING (-2.043805 38.4482096, -2.0445561 38.447884, -2.0446443 38.4478427)",,
165884384,,Calle Camino de las Eras,residential,False,False,41.666,"LINESTRING (-2.0509043 38.451436, -2.0506666 38.4517612)",,
165884394,,Calle La Paz,residential,False,True,82.098,"LINESTRING (-2.0509043 38.451436, -2.0501022 38.451048)",,
165884384,,Calle Camino de las Eras,residential,False,True,29.567,"LINESTRING (-2.0509043 38.451436, -2.0509307 38.4513998, -2.0509735 38.4511781)",,
37947283,CM-412,Avenida de España,primary,False,False,30.947,"LINESTRING (-2.0488545 38.4514038, -2.0490858 38.4516151)",,
165885861,,Calle Miguel Hernández,residential,False,False,98.111,"LINESTRING (-2.0488545 38.4514038, -2.0479469 38.4519266)",,
37947283,CM-412,Avenida de España,primary,False,True,48.261,"LINESTRING (-2.0488545 38.4514038, -2.0487186 38.4512543, -2.048568 38.4510729, -2.0485442 38.4510443)",,
165884331,,Calle Real,residential,False,True,62.221999999999994,"LINESTRING (-2.0488545 38.4514038, -2.0489534 38.4513357, -2.0493911 38.4510343)",,
165885882,,Calle San Pedro,residential,False,True,36.754,"LINESTRING (-2.0490853 38.4487615, -2.0489328 38.4484533)",,
165930822,,Calle Canalejas,residential,False,False,23.896,"LINESTRING (-2.0490853 38.4487615, -2.0488165 38.4487183)",,
165930822,,Calle Canalejas,residential,False,True,32.969,"LINESTRING (-2.0490853 38.4487615, -2.0494608 38.4487993)",,
556364676,,Calle de la Estrella,residential,False,False,22.363,"LINESTRING (-2.0488477 38.4480996, -2.0490056 38.4482582)",,
556364676,,Calle de la Estrella,residential,False,True,8.471,"LINESTRING (-2.0488477 38.4480996, -2.0487796 38.4480452)",,
165884330,,Calle Ermita Vieja,residential,False,True,95.738,"LINESTRING (-2.0488477 38.4480996, -2.0488439 38.4480062, -2.0488554 38.4479776, -2.0489246 38.4478993, -2.0490573 38.447821, -2.0491354 38.4477803, -2.0491819 38.4477784, -2.0493589 38.4477889, -2.0495762 38.4478452, -2.0496779 38.4478719)",,
165930823,,Calle Hospital,residential,False,False,15.428,"LINESTRING (-2.0479371 38.4465223, -2.0479849 38.4466559)",,
165930823,,Calle Hospital,residential,False,True,17.699,"LINESTRING (-2.0479371 38.4465223, -2.0478505 38.4463783)",,
165930817,,Calle Charca,residential,False,False,51.223,"LINESTRING (-2.0479371 38.4465223, -2.047784 38.4465253, -2.0476965 38.446644, -2.0476835 38.4468474)",,
165884379,,Calle Altos,residential,False,True,32.09,"LINESTRING (-2.0492704 38.4478498, -2.0495638 38.4480244)",,
165932903,,Calle Perdidas,residential,False,False,17.677,"LINESTRING (-2.0485826 38.4473348, -2.0487144 38.4474557)",,
