osmid,oneway,name,highway,reversed,length,geometry,ref,junction,maxspeed,tunnel
62377577,False,Calle Marcelino,residential,True,65.161,"LINESTRING (-3.8951251 37.7699234, -3.8952354 37.7698431, -3.8953665 37.7697567, -3.8956178 37.76949)",,,,
62377602,True,Calle de los Granados,residential,False,50.717,"LINESTRING (-3.8951251 37.7699234, -3.8951823 37.7699686, -3.895502 37.7702685)",,,,
219120723,False,Avenida de la Constitución,residential,False,14.632,"LINESTRING (-3.9008181 37.769095, -3.9009708 37.7690426)",,,,
219120723,False,Avenida de la Constitución,residential,True,33.965,"LINESTRING (-3.9008181 37.769095, -3.9004589 37.7692076)",,,,
62377578,False,Calle del Maestro Juan Parras,residential,True,9.013,"LINESTRING (-3.9018016 37.7720136, -3.9017216 37.7719629)",,,,
863042087,False,Avenida de San Bartolomé,residential,True,47.547,"LINESTRING (-3.9018016 37.7720136, -3.9014544 37.7723415)",N-321,,,
863042087,False,Avenida de San Bartolomé,residential,False,60.28,"LINESTRING (-3.9018016 37.7720136, -3.9019444 37.7718787, -3.9022418 37.7715979)",N-321,,,
62377584,False,Calle Manuel Pancorbo,residential,False,47.192,"LINESTRING (-3.9008778 37.7704248, -3.9003738 37.7705711)",,,,
62377584,False,Calle Manuel Pancorbo,residential,True,46.217,"LINESTRING (-3.9008778 37.7704248, -3.9013728 37.7702846)",,,,
62377589,True,Calle de Jaén,residential,False,133.211,"LINESTRING (-3.9008778 37.7704248, -3.901409 37.7715468)",,,,
223918052,False,Calle Santa Ana,residential,False,79.36299999999999,"LINESTRING (-3.8961307 37.7710354, -3.8958784 37.7712034, -3.89576 37.7713346, -3.8956818 37.7714763, -3.895662 37.7715439, -3.8956689 37.7716115)",,,,
235154381,True,Calle Doctor Calleja,residential,False,43.501999999999995,"LINESTRING (-3.8961307 37.7710354, -3.8963397 37.7712702, -3.8964389 37.7713387)",,,,
