osmid,oneway,name,highway,reversed,length,geometry,junction,ref
71728454,True,Calle del Rodeo,residential,False,46.461,"LINESTRING (-3.8881056 38.9632653, -3.8879231 38.9636583)",,
71934043,True,Calle General Aguilera,residential,False,19.293,"LINESTRING (-3.8881056 38.9632653, -3.8882417 38.9634028)",,
15514520,False,Calle de la Misericordia,residential,True,91.596,"LINESTRING (-3.8886423 38.9623631, -3.8882385 38.9619825, -3.8879948 38.9617119)",,
71728454,True,Calle del Rodeo,residential,False,93.132,"LINESTRING (-3.8886423 38.9623631, -3.8883569 38.9629306, -3.8882184 38.9631318)",,
15514517,False,Calle Pozuelo,residential,False,84.767,"LINESTRING (-3.8873137 38.9607007, -3.8876596 38.961414)",,
15514517,False,Calle Pozuelo,residential,True,71.86,"LINESTRING (-3.8873137 38.9607007, -3.8869936 38.9601043)",,
15514561,False,,residential,True,41.552,"LINESTRING (-3.8873137 38.9607007, -3.8877498 38.9605437)",,
15514561,False,,residential,False,102.87700000000001,"LINESTRING (-3.8873137 38.9607007, -3.8866267 38.9609724, -3.8862776 38.9611527)",,
71728454,True,Calle del Rodeo,residential,False,17.762,"LINESTRING (-3.8882184 38.9631318, -3.8881056 38.9632653)",,
15514519,False,Calle Carretas,residential,False,29.053,"LINESTRING (-3.8866183 38.9628358, -3.886822 38.962628)",,
16362188,True,Calle Pablo Ruiz Picasso,residential,False,19.73,"LINESTRING (-3.8866183 38.9628358, -3.8868257 38.9629098)",,
15514519,False,Calle Carretas,residential,True,145.43099999999998,"LINESTRING (-3.8866183 38.9628358, -3.8860596 38.963342, -3.8854485 38.963772)",,
15514519,False,Calle Carretas,residential,False,12.461,"LINESTRING (-3.8877885 38.9617664, -3.8879245 38.9617293)",,
15514519,False,Calle Carretas,residential,True,74.006,"LINESTRING (-3.8877885 38.9617664, -3.8871933 38.9622447)",,
71934118,True,Calle Pozuelo,residential,False,156.52700000000002,"LINESTRING (-3.8877885 38.9617664, -3.8879045 38.9620888, -3.8879732 38.9623945, -3.888158 38.9628756, -3.8882184 38.9631318)",,
15514519,False,Calle Carretas,residential,True,6.379,"LINESTRING (-3.8879948 38.9617119, -3.8879245 38.9617293)",,
15514520,False,Calle de la Misericordia,residential,False,91.596,"LINESTRING (-3.8879948 38.9617119, -3.8882385 38.9619825, -3.8886423 38.9623631)",,
15514561,False,,residential,False,41.552,"LINESTRING (-3.8877498 38.9605437, -3.8873137 38.9607007)",,
15514517,False,Calle Pozuelo,residential,False,15.043,"LINESTRING (-3.8869549 38.9599724, -3.8869936 38.9601043)",,
15514517,False,Calle Pozuelo,residential,True,39.11,"LINESTRING (-3.8869549 38.9599724, -3.8867946 38.9596435)",,
71105364,True,Calle Dulcinea del Toboso,residential,False,53.546,"LINESTRING (-3.8869549 38.9599724, -3.8871526 38.9600776, -3.8874211 38.9602864)",,
71934034,True,Calle Ramo,residential,False,197.74399999999997,"LINESTRING (-3.8879231 38.9636583, -3.8875804 38.963661, -3.8872294 38.9636831, -3.8861139 38.964037, -3.885737 38.964107)",,
71934035,False,,residential,False,10.327,"LINESTRING (-3.885737 38.964107, -3.8857416 38.9641998)",,
71934034,True,Calle Ramo,residential,False,57.447,"LINESTRING (-3.885737 38.964107, -3.8853332 38.964146, -3.8850761 38.9641577)",,
71934035,False,,residential,True,10.327,"LINESTRING (-3.8857416 38.9641998, -3.885737 38.964107)",,
71934045,True,Calle Paquito León,residential,False,57.559,"LINESTRING (-3.8857416 38.9641998, -3.8853373 38.9641928, -3.8850761 38.9641862)",,
15514545,False,Calle de la Vírgen,residential,False,88.53999999999999,"LINESTRING (-3.8859903 38.9615677, -3.8862245 38.9618333, -3.8866447 38.962177)",,
15514545,False,Calle de la Vírgen,residential,True,4.418,"LINESTRING (-3.8866799 38.9622058, -3.8866447 38.962177)",,
15514545,False,Calle de la Vírgen,residential,False,49.775,"LINESTRING (-3.8866799 38.9622058, -3.8867594 38.9623077, -3.8868346 38.9625265, -3.886822 38.962628)",,
15514546,False,,residential,False,45.007999999999996,"LINESTRING (-3.8866799 38.9622058, -3.8868369 38.9622372, -3.8869871 38.9622442, -3.8871162 38.9622343, -3.8871933 38.9622447)",,
15514519,False,Calle Carretas,residential,False,74.006,"LINESTRING (-3.8871933 38.9622447, -3.8877885 38.9617664)",,
15514519,False,Calle Carretas,residential,True,53.359,"LINESTRING (-3.8871933 38.9622447, -3.886822 38.962628)",,
15514546,False,,residential,True,45.007999999999996,"LINESTRING (-3.8871933 38.9622447, -3.8871162 38.9622343, -3.8869871 38.9622442, -3.8868369 38.9622372, -3.8866799 38.9622058)",,
71934154,True,Calle Calatrava,residential,False,85.669,"LINESTRING (-3.8862776 38.9611527, -3.8860867 38.9603967)",,
15514561,False,,residential,True,102.87700000000001,"LINESTRING (-3.8862776 38.9611527, -3.8866267 38.9609724, -3.8873137 38.9607007)",,
71934156,True,,residential,False,12.292000000000002,"LINESTRING (-3.8866701 38.959602, -3.8867204 38.959637, -3.8867946 38.9596435)",roundabout,
"[71934155, 71934158]",False,"['Calle Calatrava', 'Calle Enrique Tierno Galván']",residential,True,120.21200000000002,"LINESTRING (-3.8866701 38.959602, -3.8859478 38.959787, -3.8859184 38.9598138, -3.8859186 38.9598406, -3.886046 38.9602567)",,
71934154,True,Calle Calatrava,residential,False,15.96,"LINESTRING (-3.8860867 38.9603967, -3.886046 38.9602567)",,
71728447,False,Ronda Serrallo,residential,False,141.721,"LINESTRING (-3.8811133 38.963959, -3.8807886 38.9630548, -3.8807775 38.9629684, -3.8808687 38.9627298)",,
71934015,False,Calle Almagro,residential,False,90.313,"LINESTRING (-3.8808687 38.9627298, -3.8818067 38.9630872)",,
71728447,False,Ronda Serrallo,residential,True,141.721,"LINESTRING (-3.8808687 38.9627298, -3.8807775 38.9629684, -3.8807886 38.9630548, -3.8811133 38.963959)",,
71934050,False,Calle Dinamarca,residential,True,84.395,"LINESTRING (-3.8808687 38.9627298, -3.8809571 38.9626588, -3.8818053 38.9626297)",,
71934015,False,Calle Almagro,residential,True,90.313,"LINESTRING (-3.8818067 38.9630872, -3.8808687 38.9627298)",,
71934051,True,Calle Calvario,residential,False,50.872,"LINESTRING (-3.8818067 38.9630872, -3.8818053 38.9626297)",,
71934015,False,Calle Almagro,residential,False,201.678,"LINESTRING (-3.8818067 38.9630872, -3.8830016 38.9635613, -3.883361 38.9636774, -3.8839251 38.9638408)",,
71934126,False,Calle Portugal,residential,False,72.122,"LINESTRING (-3.8839251 38.9638408, -3.8842314 38.9632375)",,
