osmid,lanes,highway,junction,oneway,reversed,length,ref,name,geometry,maxspeed,access,bridge
40670773,2,tertiary_link,roundabout,True,False,11.564,,,"LINESTRING (2.1947423 41.5169018, 2.1946256 41.5169582)",,,
50312556,1,tertiary,,True,False,16.207,N-152z,carretera de Puigcerdà,"LINESTRING (2.1947423 41.5169018, 2.1947565 41.516974, 2.1947706 41.517046)",,,
51460465,1,residential,,True,False,25.966,,Carrer de Joaquim Blume,"LINESTRING (2.1943116 41.5168222, 2.1942274 41.5167657, 2.194209 41.5167533, 2.1940634 41.5166819)",,,
292639577,2,tertiary_link,roundabout,True,False,17.503999999999998,,,"LINESTRING (2.1943116 41.5168222, 2.1943078 41.5167514, 2.1943513 41.5166712)",,,
292639577,2,tertiary_link,roundabout,True,False,10.92,,,"LINESTRING (2.1943513 41.5166712, 2.1944528 41.516609)",,,
40678182,1,tertiary,,True,False,26.746,N-152z,Avinguda de l'Onze de Setembre,"LINESTRING (2.1946698 41.5164316, 2.1947012 41.5164938, 2.1947325 41.5165558, 2.1947543 41.5165982, 2.1947458 41.5166602)",30,,
40678181,1,tertiary,,True,False,69.868,,Avinguda de l'Onze de Setembre,"LINESTRING (2.1934556 41.5147308, 2.1934091 41.5146459, 2.1932023 41.514268, 2.1931866 41.5142393, 2.1931374 41.5141494)",30,,
211859052,,residential,,False,False,23.9,,Avinguda de l'Onze de Setembre,"LINESTRING (2.1934556 41.5147308, 2.193605 41.5146864, 2.1937224 41.5146515)",,,
40679855,,residential,,True,False,68.428,,Carrer de Santa Teresa,"LINESTRING (2.1927735 41.5108385, 2.193091 41.5114061)",,,
40679854,,residential,,True,False,52.968,,Carrer d'Anselm Clavé,"LINESTRING (2.1927735 41.5108385, 2.1932392 41.5106896, 2.1933585 41.5106514)",,,
545321348,,living_street,,False,True,53.758,,Passatge Padrosa,"LINESTRING (2.1927735 41.5108385, 2.1927263 41.5107508, 2.1927537 41.5107155, 2.1925996 41.5104903, 2.192494 41.5104376)",,,
142495014,2,tertiary,,False,False,9.696,N-152z,Avinguda de l'Onze de Setembre,"LINESTRING (2.1915394 41.5109603, 2.1915808 41.5110418)",30,,
40679850,,residential,,False,False,182.751,,Carrer de la Riera Seca,"LINESTRING (2.1915394 41.5109603, 2.1915831 41.5108995, 2.192107 41.5101706, 2.1921311 41.5101371, 2.192515 41.5096239, 2.1925792 41.5095135)",30,yes,
194064988,2,tertiary,,False,True,38.427,N-152z,Pont Riera Seca,"LINESTRING (2.1915394 41.5109603, 2.1915219 41.5109254, 2.1914661 41.5108136, 2.1914588 41.5108008, 2.1913674 41.5106397)",,,yes
40679854,,residential,,True,False,49.127,,Carrer d'Anselm Clavé,"LINESTRING (2.1922309 41.511012, 2.1927735 41.5108385)",,,
40549140,,residential,,False,False,17.482,,Avinguda del Primer de Maig,"LINESTRING (2.193753 41.5111878, 2.1936363 41.5110571)",,,
40740244,,residential,,True,False,60.23,,Carrer de Brutau,"LINESTRING (2.193753 41.5111878, 2.193091 41.5114061)",,,
190691391,,residential,,False,False,35.224,,Carrer del Pintor Fortuny,"LINESTRING (2.193753 41.5111878, 2.1941738 41.5111553)",,,
40549140,,residential,,False,True,105.764,,Avinguda del Primer de Maig,"LINESTRING (2.193753 41.5111878, 2.1942427 41.5119922, 2.1942815 41.5120527)",,,
51460462,,residential,,True,False,127.518,,Carrer de la Florida,"LINESTRING (2.1931374 41.5141494, 2.1917076 41.5145604)",,,
40678181,1,tertiary,,True,False,57.037,,Avinguda de l'Onze de Setembre,"LINESTRING (2.1931374 41.5141494, 2.1930892 41.514056, 2.1928906 41.5136709)",30,,
40678183,,residential,,False,False,24.993000000000002,,Avinguda de l'Onze de Setembre,"LINESTRING (2.1931374 41.5141494, 2.1932924 41.5141022, 2.1934127 41.51406)",,,
40679851,,residential,roundabout,True,False,8.179,,,"LINESTRING (2.1947068 41.5125647, 2.194714 41.5125959, 2.1947066 41.5126197, 2.1946949 41.5126348)",,,
1240490804,,residential,,True,False,186.64100000000002,,Carrer de l'Estació,"LINESTRING (2.1947068 41.5125647, 2.1951209 41.5123886, 2.1966561 41.511736)",,,
40617694,,residential,,False,False,128.179,,Carrer de Vic,"LINESTRING (2.1946949 41.5126348, 2.194714 41.5126522, 2.1947451 41.5126801, 2.195681 41.51352)",,,
40679851,,residential,roundabout,True,False,7.513999999999999,,,"LINESTRING (2.1946949 41.5126348, 2.1946709 41.5126513, 2.1946408 41.5126608, 2.1946159 41.5126624)",,,
40678181,1,tertiary,,True,False,84.831,,Avinguda de l'Onze de Setembre,"LINESTRING (2.1944528 41.516609, 2.1943711 41.5164584, 2.1943613 41.5164404, 2.1942745 41.5162802, 2.1940989 41.5159492, 2.1940733 41.515901)",30,,
287733771,2,tertiary_link,roundabout,True,False,26.628,,,"LINESTRING (2.1944528 41.516609, 2.1945628 41.516593, 2.1946262 41.5166008, 2.1947458 41.5166602)",,,
