osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge,ref,width,access
22932236,,Ronda de Ramón Otero Pedrayo,residential,,,False,False,106.52,"LINESTRING (1.9857567 41.2874694, 1.9855994 41.2876071, 1.9849262 41.2881962)",,,,
539694746,,,residential,,roundabout,True,False,14.442,"LINESTRING (1.9857567 41.2874694, 1.9857309 41.2874114, 1.9857698 41.2873492)",,,,
22932275,,Carrer de l'Església,residential,,,True,False,54.739,"LINESTRING (1.9857698 41.2873492, 1.9853047 41.2870025)",,,,
863755429,,,residential,,roundabout,True,False,11.576,"LINESTRING (1.9857698 41.2873492, 1.9858339 41.2873404, 1.9859026 41.2873598)",,,,
22932236,,Ronda de Ramón Otero Pedrayo,residential,,,False,True,106.52,"LINESTRING (1.9849262 41.2881962, 1.9855994 41.2876071, 1.9857567 41.2874694)",,,,
22932246,,,residential,,roundabout,True,False,13.972999999999999,"LINESTRING (1.9849262 41.2881962, 1.9849605 41.2882607, 1.9849393 41.2883146)",,,,
23028139,,Carrer General Palafox,residential,,,False,False,61.992,"LINESTRING (1.9849393 41.2883146, 1.9854393 41.2887265)",,,,
905877726,,,residential,,roundabout,True,False,15.519,"LINESTRING (1.9849393 41.2883146, 1.9848404 41.2883445, 1.9847677 41.288321)",,,,
22932257,,Ronda de Ramón Otero Pedrayo,residential,,,False,False,65.039,"LINESTRING (1.9847677 41.288321, 1.9842527 41.2887596)",,,,
539694744,,,residential,,roundabout,True,False,14.815999999999999,"LINESTRING (1.9847677 41.288321, 1.9847288 41.2882607, 1.9847591 41.2881985)",,,,
223825235,,Carrer General Palafox,residential,,,False,True,55.04,"LINESTRING (1.9847591 41.2881985, 1.9842776 41.2878607)",,,,
539694744,,,residential,,roundabout,True,False,14.311,"LINESTRING (1.9847591 41.2881985, 1.9848404 41.2881833, 1.9849262 41.2881962)",,,,
23028139,,Carrer General Palafox,residential,,,False,True,166.234,"LINESTRING (1.9868647 41.2897695, 1.9854393 41.2887265)",,,,
22932258,,Avinguda de la Habana Vieja,living_street,20,,True,False,117.806,"LINESTRING (1.9868647 41.2897695, 1.9870814 41.2894984, 1.9873989 41.2891501, 1.9876877 41.2889135)",,,,
909658957,,,living_street,,roundabout,True,False,21.881,"LINESTRING (1.9868647 41.2897695, 1.9869128 41.289754, 1.9869652 41.2897557, 1.9870113 41.2897743, 1.9870422 41.2898061, 1.9870517 41.2898448)",,,,
22932258,,Avinguda de la Habana Vieja,living_street,20,,True,False,9.698,"LINESTRING (1.9876877 41.2889135, 1.9877628 41.288847)",,,,
22932305,,Avinguda d'Habana Vieja,living_street,,,False,True,17.61,"LINESTRING (1.9876877 41.2889135, 1.9878299 41.2890304)",,,,
22932269,,Carrer d'Agustina de Aragó,residential,,,True,False,14.928,"LINESTRING (1.9826868 41.2900401, 1.9827898 41.2901498)",,,,
172867044,,Carrer d'Agustina d'Aragó,residential,,,False,False,13.224,"LINESTRING (1.9826868 41.2900401, 1.9825838 41.2899498)",,,,
539697838,,Ronda de Ramón Otero Pedrayo,residential,,,False,True,81.799,"LINESTRING (1.9826868 41.2900401, 1.9833692 41.2895126)",,,,
172867026,,Carrer d'Antonio Machado,residential,,,False,True,160.605,"LINESTRING (1.9847382 41.2904851, 1.9842575 41.2902916, 1.9839056 41.2900788, 1.9836481 41.2898209, 1.9834765 41.2896338, 1.9833692 41.2895126)",,,,
23028139,,Carrer General Palafox,residential,,,False,False,166.234,"LINESTRING (1.9854393 41.2887265, 1.9868647 41.2897695)",,,,
23028139,,Carrer General Palafox,residential,,,False,True,61.992,"LINESTRING (1.9854393 41.2887265, 1.9849393 41.2883146)",,,,
23028136,,Passeig de Lormont,residential,,,True,False,72.619,"LINESTRING (1.9854393 41.2887265, 1.9852483 41.2888724, 1.9850584 41.289082, 1.9849697 41.2892651)",,,,
561036883,,Carrer de Ramón i Cajal,residential,,,False,True,47.836,"LINESTRING (1.980263 41.290386, 1.9806722 41.2900851)",,,,
22932282,,Carrer de Mansió,residential,,,False,False,106.43,"LINESTRING (1.9813255 41.2895844, 1.9821547 41.290311)",,,,
22932527,,Carrer de Ramón i Cajal,residential,,,False,True,25.59,"LINESTRING (1.9813255 41.2895844, 1.9814913 41.2893909)",,,,
"[561036883, 909676901]",,Carrer de Ramón i Cajal,residential,,,False,False,77.989,"LINESTRING (1.9813255 41.2895844, 1.9810587 41.2897778, 1.9806722 41.2900851)",,,,
22932527,,Carrer de Ramón i Cajal,residential,,,False,False,49.825,"LINESTRING (1.9818736 41.289047, 1.9814913 41.2893909)",,,,
23028338,,Carrer Huelva,residential,,,True,False,95.913,"LINESTRING (1.9818736 41.289047, 1.9819833 41.2890558, 1.982673 41.2884733)",,,,
172867044,,Carrer d'Agustina d'Aragó,residential,,,False,True,68.566,"LINESTRING (1.9818736 41.289047, 1.9819765 41.2891366, 1.9820048 41.2891786, 1.9823113 41.2895666)",,,,
561036963,,Carrer d'Agustina d'Aragó,residential,,,False,False,108.55,"LINESTRING (1.9818736 41.289047, 1.9816569 41.2888019, 1.9813135 41.2884988, 1.9810374 41.288305)",,,,
23028249,,Carrer d'Antonio Machado,residential,,,True,False,60.684,"LINESTRING (1.982673 41.2884733, 1.9828339 41.2887093, 1.9830042 41.288959)",,,,
23028283,,Passatge d'Agustina d'Aragó,residential,,,False,False,96.874,"LINESTRING (1.9810374 41.288305, 1.9817516 41.2876187)",,,,
561036963,,Carrer d'Agustina d'Aragó,residential,,,False,False,79.755,"LINESTRING (1.9810374 41.288305, 1.9806183 41.2881118, 1.9802246 41.2879289)",,,,
561036963,,Carrer d'Agustina d'Aragó,residential,,,False,True,108.55,"LINESTRING (1.9810374 41.288305, 1.9813135 41.2884988, 1.9816569 41.2888019, 1.9818736 41.289047)",,,,
"[223825235, 23028188]",,Carrer General Palafox,residential,,,False,False,125.015,"LINESTRING (1.9832203 41.2870652, 1.9833066 41.2871311, 1.9842776 41.2878607)",,,,
223825240,,,residential,,roundabout,True,False,13.745999999999999,"LINESTRING (1.9832203 41.2870652, 1.9831907 41.2870874, 1.9831384 41.287098, 1.9830861 41.2870874, 1.9830759 41.2870798)",,,,
22932275,,Carrer de l'Església,residential,,,True,False,117.924,"LINESTRING (1.9853047 41.2870025, 1.984309 41.2862509)",,,,
22932278,,Carrer de Mollet,residential,,,True,False,128.34,"LINESTRING (1.9842776 41.2878607, 1.9853047 41.2870025)",,,,
223825235,,Carrer General Palafox,residential,,,False,False,55.04,"LINESTRING (1.9842776 41.2878607, 1.9847591 41.2881985)",,,,
"[223825235, 23028188]",,Carrer General Palafox,residential,,,False,True,125.015,"LINESTRING (1.9842776 41.2878607, 1.9833066 41.2871311, 1.9832203 41.2870652)",,,,
22932278,,Carrer de Mollet,residential,,,True,False,88.973,"LINESTRING (1.9823113 41.2895666, 1.9830042 41.288959)",,,,
172867044,,Carrer d'Agustina d'Aragó,residential,,,False,False,68.566,"LINESTRING (1.9823113 41.2895666, 1.9820048 41.2891786, 1.9819765 41.2891366, 1.9818736 41.289047)",,,,
172867044,,Carrer d'Agustina d'Aragó,residential,,,False,True,48.312,"LINESTRING (1.9823113 41.2895666, 1.9824036 41.2896983, 1.9825838 41.2899498)",,,,
22932257,,Ronda de Ramón Otero Pedrayo,residential,,,False,True,65.039,"LINESTRING (1.9842527 41.2887596, 1.9847677 41.288321)",,,,
22932279,,Carrer del General Castaños,residential,,,True,False,82.147,"LINESTRING (1.9842527 41.2887596, 1.9849697 41.2892651)",,,,
22932257,,Ronda de Ramón Otero Pedrayo,residential,,,False,False,111.63,"LINESTRING (1.9842527 41.2887596, 1.9841303 41.2888585, 1.983808 41.2891386, 1.9833692 41.2895126)",,,,
22932278,,Carrer de Mollet,residential,,,True,False,72.251,"LINESTRING (1.9836996 41.288344, 1.9842776 41.2878607)",,,,
22932279,,Carrer del General Castaños,residential,,,True,False,65.354,"LINESTRING (1.9836996 41.288344, 1.9842527 41.2887596)",,,,
22932279,,Carrer del General Castaños,residential,,,True,False,136.013,"LINESTRING (1.9825449 41.2874818, 1.9836996 41.288344)",,,,
223825233,,Carrer de Narcís Monturiol,residential,,,True,False,44.48,"LINESTRING (1.9825449 41.2874818, 1.9821647 41.2877618)",,,,
22932282,,Carrer de Mansió,residential,,,False,False,16.507,"LINESTRING (1.9821547 41.290311, 1.9822663 41.2904335)",,,,
22932282,,Carrer de Mansió,residential,,,False,True,106.43,"LINESTRING (1.9821547 41.290311, 1.9813255 41.2895844)",,,,
22932298,,Ronda de Ramón Otero Pedrayo,residential,,,True,False,53.837,"LINESTRING (1.9821547 41.290311, 1.9825838 41.2899498)",,,,
172867045,,Carrer de Mansió,residential,,,True,False,13.701,"LINESTRING (1.9823864 41.2905174, 1.9822663 41.2904335)",,,,
22932282,,Carrer de Mansió,residential,,,False,True,16.507,"LINESTRING (1.9822663 41.2904335, 1.9821547 41.290311)",,,,
22932296,,Ronda de Ramón Otero Pedrayo,residential,,,True,False,52.979,"LINESTRING (1.9827898 41.2901498, 1.9823864 41.2905174)",,,,
172867044,,Carrer d'Agustina d'Aragó,residential,,,False,True,13.224,"LINESTRING (1.9825838 41.2899498, 1.9826868 41.2900401)",,,,
172867044,,Carrer d'Agustina d'Aragó,residential,,,False,False,48.312,"LINESTRING (1.9825838 41.2899498, 1.9824036 41.2896983, 1.9823113 41.2895666)",,,,
22932258,,Avinguda de la Habana Vieja,living_street,20,,True,False,7.954,"LINESTRING (1.9877628 41.288847, 1.9878367 41.2888019)",,,,
22932301,,Carrer de l'Església,residential,,,True,False,73.006,"LINESTRING (1.9877628 41.288847, 1.9871405 41.2883861)",,,,
22932258,,Avinguda de la Habana Vieja,living_street,20,,True,False,60.346,"LINESTRING (1.9878367 41.2888019, 1.9883517 41.2884214)",,,,
22932303,,Avinguda d'Habana Vieja,living_street,,,False,False,17.753,"LINESTRING (1.9878367 41.2888019, 1.9879912 41.2889115)",,,,
22932215,,Avinguda d'Habana Vieja,living_street,20,,True,False,18.879,"LINESTRING (1.9879912 41.2889115, 1.9878299 41.2890304)",,,,
22932303,,Avinguda d'Habana Vieja,living_street,,,False,True,17.753,"LINESTRING (1.9879912 41.2889115, 1.9878367 41.2888019)",,,,
22932305,,Avinguda d'Habana Vieja,living_street,,,False,False,17.61,"LINESTRING (1.9878299 41.2890304, 1.9876877 41.2889135)",,,,
22932215,,Avinguda d'Habana Vieja,living_street,20,,True,False,112.148,"LINESTRING (1.9878299 41.2890304, 1.9878023 41.2890599, 1.987459 41.2893372, 1.9871844 41.2896532, 1.9870899 41.2898015, 1.9870517 41.2898448)",,,,
22932221,,Carrer de Narcís Monturiol,residential,,,True,False,68.145,"LINESTRING (1.9848684 41.2857099, 1.9842962 41.2861466)",,,,
223825227,,Carrer Major,residential,,,True,False,187.066,"LINESTRING (1.9848684 41.2857099, 1.9864136 41.2869273)",,,,
223825227,,Carrer Major,residential,,,True,False,79.755,"LINESTRING (1.9864136 41.2869273, 1.9871183 41.2874111)",,,,
22932229,,Ronda de Ramón Otero Pedrayo,residential,,,False,False,64.313,"LINESTRING (1.9864136 41.2869273, 1.9862296 41.2870869, 1.9859026 41.2873598)",,,,
22932229,,Ronda de Ramón Otero Pedrayo,residential,,,False,True,76.805,"LINESTRING (1.9864136 41.2869273, 1.9869635 41.2864714, 1.9870309 41.2864155)",,,,
23028249,,Carrer d'Antonio Machado,residential,,,True,False,68.686,"LINESTRING (1.9822693 41.2879352, 1.982673 41.2884733)",,,,
22932395,,Carrer de Rafael Casanova,residential,,,True,False,55.764,"LINESTRING (1.9817516 41.2876187, 1.9822693 41.2879352)",,,,
23028283,,Passatge d'Agustina d'Aragó,residential,,,False,True,96.874,"LINESTRING (1.9817516 41.2876187, 1.9810374 41.288305)",,,,
539697839,,Carrer del Doctor Marañón,residential,,,True,False,117.976,"LINESTRING (1.9806011 41.2870477, 1.9806184 41.2859868)",,,,
22932395,,Carrer de Rafael Casanova,residential,,,True,False,116.22,"LINESTRING (1.9806011 41.2870477, 1.9815624 41.2874669, 1.9816483 41.2875572, 1.9817516 41.2876187)",,,,
22932447,,Carrer de Rafael Casanova,residential,50,,False,False,99.949,"LINESTRING (1.9806011 41.2870477, 1.9796989 41.2866974, 1.9795359 41.2866388)",,,,
22932447,,Carrer de Rafael Casanova,residential,50,,False,False,159.603,"LINESTRING (1.9789858 41.2862585, 1.9774778 41.2853775)",,,,
22932447,,Carrer de Rafael Casanova,residential,50,,False,True,3.064,"LINESTRING (1.9789858 41.2862585, 1.9790138 41.2862763)",,,,
304633095,,Avinguda de Manuel Girona,residential,50,,False,True,18.084,"LINESTRING (1.9775971 41.2852418, 1.9774778 41.2853775)",,,,
304633094,,Avinguda de Manuel Girona,residential,,,False,False,140.841,"LINESTRING (1.9775971 41.2852418, 1.9781071 41.2853175, 1.979253 41.2854784)",,,,
338141273,,Rambla de Blás de Infante,residential,,,False,True,106.17,"LINESTRING (1.9804135 41.2859483, 1.9795359 41.2866388)",,,,
772016652,,Plaça de Joan XXIII,residential,,roundabout,True,False,39.528,"LINESTRING (1.9804135 41.2859483, 1.9803216 41.2858924, 1.9802569 41.285818, 1.9802256 41.2857323, 1.9802308 41.2856435)",,,,
338141273,,Rambla de Blás de Infante,residential,,,False,False,61.257,"LINESTRING (1.9789377 41.2869573, 1.9795359 41.2866388)",,,,
22932459,,Rambla de Blás de Infante,residential,50,,True,False,52.525,"LINESTRING (1.9789377 41.2869573, 1.9787631 41.2870268, 1.9783821 41.2871783)",,,,
23028252,,Carrer del Doctor Marañón,residential,,,True,False,146.143,"LINESTRING (1.9789377 41.2869573, 1.9789947 41.2870446, 1.9791482 41.2872839, 1.9793798 41.287492, 1.9796579 41.2875902, 1.9799875 41.2876398, 1.9801518 41.2876406, 1.9802492 41.287641)",,,,
22932447,,Carrer de Rafael Casanova,residential,50,,False,False,59.395,"LINESTRING (1.9795359 41.2866388, 1.9790138 41.2862763)",,,,
338141273,,Rambla de Blás de Infante,residential,,,False,False,106.17,"LINESTRING (1.9795359 41.2866388, 1.9804135 41.2859483)",,,,
338141273,,Rambla de Blás de Infante,residential,,,False,True,61.257,"LINESTRING (1.9795359 41.2866388, 1.9789377 41.2869573)",,,,
22932447,,Carrer de Rafael Casanova,residential,50,,False,True,99.949,"LINESTRING (1.9795359 41.2866388, 1.9796989 41.2866974, 1.9806011 41.2870477)",,,,
22932525,,Carrer de la Mesquita de Còrdova,residential,,,True,False,192.629,"LINESTRING (1.9787134 41.2899812, 1.9785841 41.2898725, 1.9784264 41.2898178, 1.977526 41.2898701, 1.9772307 41.2899235, 1.976715 41.2903128)",,,,
350008091,,Carrer de l'Alhambra,residential,,,True,False,91.90299999999999,"LINESTRING (1.9787134 41.2899812, 1.9783871 41.2903015, 1.9779513 41.2905695)",,,,
350008091,,Carrer de l'Alhambra,residential,,,True,False,11.253,"LINESTRING (1.9788474 41.2899914, 1.9787134 41.2899812)",,,,
"[23028379, 23028494]",,"['Carrer de Ramón i Cajal', 'Carrer de les Corts de Cadis']",residential,,,True,False,179.515,"LINESTRING (1.9788474 41.2899914, 1.9788759 41.2901562, 1.9795283 41.2907624, 1.9798928 41.2905602, 1.980263 41.290386)",,,,
539694737,,Carrer d'Agustina d'Aragó,residential,,,False,True,29.366,"LINESTRING (1.9802492 41.287641, 1.9799287 41.2877494)",,,,
23028402,,Carrer d'Agustina d'Aragó,residential,,,True,False,35.703,"LINESTRING (1.9802492 41.287641, 1.9802994 41.2876832, 1.9802942 41.2878653, 1.9802246 41.2879289)",,,,
539695293,,Carrer del Doctor Marañón,residential,,,True,False,74.957,"LINESTRING (1.9802492 41.287641, 1.9804006 41.2875471, 1.9805483 41.2873041, 1.9806011 41.2870477)",,,,
22932477,,Carrer de Santa Marta,residential,,,True,False,38.449,"LINESTRING (1.9786169 41.2864652, 1.9789858 41.2862585)",,,,
539697840,,Carrer del Doctor Marañón,residential,,,True,False,60.936,"LINESTRING (1.9786169 41.2864652, 1.9786772 41.2865638, 1.9789377 41.2869573)",,,,
