osmid,oneway,ref,highway,reversed,length,geometry,junction,name,bridge,tunnel,lanes
27537686,True,M-103,secondary,False,17.715,"LINESTRING (-3.5085395 40.7422663, -3.5084671 40.7423756, -3.5084374 40.742405)",,,,,
1059885616,True,M-103,secondary,False,3.989,"LINESTRING (-3.5084374 40.742405, -3.5083911 40.7424125)",roundabout,,,,
1059885617,True,M-103,secondary,False,10.449,"LINESTRING (-3.5082923 40.7425584, -3.508308 40.7425874, -3.508333 40.7426123, -3.5083656 40.7426316)",roundabout,,,,
4890467,True,M-103,secondary,False,197.24,"LINESTRING (-3.5083656 40.7426316, -3.5083885 40.7427002, -3.5083819 40.7428089, -3.5081415 40.74386, -3.5080631 40.7442216, -3.5080248 40.74438)",,Avenida de Madrid,,,
815876779,True,M-103,secondary,False,12.558,"LINESTRING (-3.5083656 40.7426316, -3.5083996 40.7426432, -3.5084362 40.7426484, -3.5084735 40.7426472, -3.5085093 40.7426395)",roundabout,,,,
27537673,True,M-103,secondary,False,17.413,"LINESTRING (-3.5085321 40.7424228, -3.5085395 40.7422663)",,,,,
815876780,True,M-103,secondary,False,8.32,"LINESTRING (-3.5085321 40.7424228, -3.5084866 40.7424083, -3.5084374 40.742405)",roundabout,,,,
"[103818362, 27537989, 1059885614]",True,M-103,secondary,False,71.639,"LINESTRING (-3.5077628 40.7466171, -3.5077511 40.7465452, -3.5077522 40.7464472, -3.5077841 40.7462693, -3.5078132 40.7460235, -3.5078213 40.7459764)",,Avenida de Madrid,yes,,
815876768,True,M-103,secondary,False,10.949,"LINESTRING (-3.5077628 40.7466171, -3.5077226 40.7466047, -3.5076796 40.7466013, -3.5076369 40.7466069)",roundabout,,,,
1059885611,True,M-103,secondary,False,8.455,"LINESTRING (-3.5078283 40.7466734, -3.5078016 40.7466412, -3.5077628 40.7466171)",roundabout,,,,
27538016,True,M-103,secondary,False,20.73,"LINESTRING (-3.507638 40.7470039, -3.5077001 40.7468765, -3.5077317 40.7468319)",,,,,
200971934,True,M-103,secondary_link,False,6.065,"LINESTRING (-3.5085297 40.7426318, -3.5086004 40.7426421)",,,,,
4272057,True,M-103,secondary,False,22.684,"LINESTRING (-3.5085297 40.7426318, -3.5085708 40.7426054, -3.5085982 40.7425703, -3.5086087 40.7425303, -3.5086013 40.7424899, -3.5085766 40.7424536)",roundabout,,,,
1059885610,True,M-103,secondary,False,6.311,"LINESTRING (-3.5077317 40.7468319, -3.5077658 40.7468202, -3.5077952 40.7468026)",roundabout,,,,
103818349,True,,residential,False,24.128,"LINESTRING (-3.5077952 40.7468026, -3.5078713 40.7467819, -3.5079534 40.7467659, -3.5080732 40.7467542)",,Calle Valdepiélagos,,,
815876766,True,M-103,secondary,False,15.472,"LINESTRING (-3.5077952 40.7468026, -3.5078225 40.7467746, -3.5078378 40.7467418, -3.5078398 40.746707, -3.5078283 40.7466734)",roundabout,,,,
1059885612,True,M-103,secondary,False,6.662,"LINESTRING (-3.5076369 40.7466069, -3.5076011 40.7466197, -3.5075707 40.7466388)",roundabout,,,,
27537962,True,M-103,secondary,False,16.123,"LINESTRING (-3.5075707 40.7466388, -3.5075438 40.7466688, -3.5075303 40.7467036, -3.5075312 40.7467398, -3.5075467 40.7467741)",roundabout,,,,
28245870,True,M-120,tertiary,False,25.238,"LINESTRING (-3.5075707 40.7466388, -3.5074984 40.7466631, -3.5074292 40.746674, -3.507382 40.7466786, -3.5072805 40.7466878)",,,,,
1059885613,True,M-103,secondary,False,6.963,"LINESTRING (-3.5075467 40.7467741, -3.5075705 40.7467997, -3.5076024 40.7468196)",roundabout,,,,
27537972,True,M-103,secondary,False,20.722,"LINESTRING (-3.5076024 40.7468196, -3.5076171 40.7468769, -3.507638 40.7470039)",,,,,
815876767,True,M-103,secondary,False,11.285,"LINESTRING (-3.5076024 40.7468196, -3.5076433 40.7468331, -3.5076876 40.7468374, -3.5077317 40.7468319)",roundabout,,,,
200957914,False,,residential,False,2.922,"LINESTRING (-3.5119468 40.7438721, -3.5119495 40.7438983)",,Avenida de Alcalá,,,
200957914,False,,residential,True,46.649,"LINESTRING (-3.5119468 40.7438721, -3.5119029 40.7434539)",,Avenida de Alcalá,,,
815883567,False,,residential,True,13.892,"LINESTRING (-3.5119468 40.7438721, -3.5121117 40.7438726)",,,,,
815883585,True,,residential,False,81.107,"LINESTRING (-3.5115955 40.7448621, -3.5119899 40.7441967)",,Calle Mayor,,,
465935936,False,,residential,False,70.08000000000001,"LINESTRING (-3.5115955 40.7448621, -3.5114532 40.7452451, -3.5113847 40.745279, -3.5113162 40.7452918, -3.5112761 40.7454047)",,Calle Mayor,,,
28245259,False,,residential,False,112.176,"LINESTRING (-3.5116492 40.7468197, -3.5110772 40.7468208, -3.5103176 40.7468199)",,Calle Valdepiélagos,,,
"[103818344, 200944522, 103818420]",False,,residential,True,47.900999999999996,"LINESTRING (-3.5116492 40.7468197, -3.5119129 40.7466817, -3.5120674 40.7465857, -3.5120985 40.7465577)",,Calle Uceda,yes,,
"[103818360, 692085179, 103818389]",False,,residential,True,47.195,"LINESTRING (-3.5116492 40.7468197, -3.511893 40.7469482, -3.5119599 40.7469823, -3.5120621 40.7470395, -3.512108 40.7470632)",,Calle Soledad,yes,,
465935932,True,M-103,secondary,False,23.679,"LINESTRING (-3.5080534 40.7445797, -3.5080976 40.7443694)",,Avenida de Madrid,,,
465935933,False,,residential,False,218.085,"LINESTRING (-3.5080534 40.7445797, -3.5104996 40.7452215)",,Calle Huertas,,,
200942832,True,,residential,False,6.216,"LINESTRING (-3.5079827 40.7445637, -3.5080534 40.7445797)",,Calle Huertas,,,
"[103818409, 465935934, 103818359]",True,M-103,secondary,False,229.36100000000005,"LINESTRING (-3.5079827 40.7445637, -3.5079517 40.7447198, -3.5078544 40.7451981, -3.5077984 40.7455802, -3.5077526 40.745965, -3.5077438 40.7460198, -3.5077095 40.7462656, -3.5076894 40.7464426, -3.5076677 40.7465483, -3.5076369 40.7466069)",,Avenida de Madrid,yes,,
34132896,False,,residential,True,67.864,"LINESTRING (-3.5145919 40.7475245, -3.5150938 40.7480019)",,Calle Soledad,,,
1201559828,False,,residential,False,23.171000000000003,"LINESTRING (-3.5145919 40.7475245, -3.5145681 40.7475481, -3.5145354 40.7475647, -3.5144974 40.7475723, -3.5144582 40.7475701, -3.5144221 40.7475584, -3.5143929 40.7475385, -3.5143739 40.7475124)",,,,,
1201559828,False,,residential,True,13.624,"LINESTRING (-3.5145919 40.7475245, -3.514603 40.7475015, -3.5146056 40.7474771, -3.5145994 40.747453, -3.5145849 40.7474311, -3.5145631 40.747413)",,,,,
465935940,False,,residential,True,26.619,"LINESTRING (-3.5106386 40.7441026, -3.5109545 40.7440974)",,Calle Guadalajara,,,
200950940,True,,residential,False,137.299,"LINESTRING (-3.5106386 40.7441026, -3.5106535 40.7440448, -3.5106811 40.7439729, -3.5108634 40.7436052, -3.5108885 40.7435109, -3.5108789 40.7434656, -3.5108276 40.7434422, -3.5103713 40.7433779, -3.5101571 40.7433304)",,Calle Costa Rica,,,
815876770,True,,residential,False,216.224,"LINESTRING (-3.5106386 40.7441026, -3.5103825 40.7441426, -3.5100095 40.744189, -3.5085922 40.7443328, -3.508348 40.7443567, -3.5080976 40.7443694)",,Calle Guadalajara,,,
200957914,False,,residential,True,23.103,"LINESTRING (-3.511976 40.7441051, -3.5119495 40.7438983)",,Avenida de Alcalá,,,
200949021,False,,residential,True,28.604000000000003,"LINESTRING (-3.511976 40.7441051, -3.5120289 40.7440562, -3.5121117 40.7438726)",,Calle Mayor,,,
465935940,False,,residential,False,22.639,"LINESTRING (-3.511976 40.7441051, -3.5118325 40.744066, -3.5117163 40.7440682)",,Calle Guadalajara,,,
692085182,False,,residential,False,10.334,"LINESTRING (-3.511976 40.7441051, -3.5119886 40.7441388, -3.5119899 40.7441967)",,Calle Mayor,,,
28259730,False,,residential,False,61.687,"LINESTRING (-3.5119899 40.7441967, -3.5125818 40.7445233)",,Calle Villa,,,
692085182,False,,residential,True,10.334,"LINESTRING (-3.5119899 40.7441967, -3.5119886 40.7441388, -3.511976 40.7441051)",,Calle Mayor,,,
"[103818383, 1261801478, 1261801479]",False,,residential,False,75.414,"LINESTRING (-3.5133116 40.745172, -3.5134015 40.7451872, -3.5134694 40.7452111, -3.5135188 40.7452525, -3.5135234 40.7452721, -3.5135343 40.7453177, -3.5135509 40.7453702, -3.5135914 40.7454136, -3.5136535 40.7454412, -3.5137898 40.7454784, -3.51391 40.7455267, -3.513946 40.7455746)",,Calle Arco,,yes,
"[103818358, 1261801478, 28259730]",False,,residential,True,34.549,"LINESTRING (-3.5133116 40.745172, -3.5132302 40.7451521, -3.5130716 40.7450448, -3.5129933 40.7449842)",,"['Calle Arco', 'Calle Villa', 'Puente de Valdejudíos']",yes,,
1261801499,False,,residential,False,40.090999999999994,"LINESTRING (-3.5133116 40.745172, -3.513234 40.7451988, -3.5130929 40.7452372, -3.5129518 40.7452564, -3.5128547 40.7452513)",,Calle Arco,,,
1261801499,False,,residential,True,45.108000000000004,"LINESTRING (-3.5133116 40.745172, -3.5133957 40.7451301, -3.5134539 40.7450913, -3.5137631 40.7449557)",,Calle Arco,,,
28259736,False,,residential,True,6.34,"LINESTRING (-3.5165902 40.7450788, -3.516611 40.745024)",,Camino Molar,,,
200946492,False,,residential,False,104.994,"LINESTRING (-3.5165902 40.7450788, -3.5163863 40.7453877, -3.5160427 40.7455793, -3.5157308 40.7457212)",,Calle Molinos,,,
200946494,False,,residential,False,85.868,"LINESTRING (-3.5165902 40.7450788, -3.5170893 40.7451679, -3.5175452 40.7453351)",,Camino Molino de San Isidro,,,
