osmid,oneway,ref,name,highway,reversed,length,junction,geometry,tunnel
23004246,True,A-8002,Avenida 28 de Febrero,secondary,False,34.35,,"LINESTRING (-5.978452 37.4855518, -5.9782058 37.4857911)",
135982064,False,A-8002,Avenida 28 de Febrero,secondary,True,13.478,,"LINESTRING (-5.978452 37.4855518, -5.9784967 37.4854359)",
135617752,True,A-8002,,secondary,False,13.742,roundabout,"LINESTRING (-5.9782058 37.4857911, -5.9781279 37.4857895, -5.9780537 37.4858081)",
23004276,False,A-8002,,secondary,False,26.172,,"LINESTRING (-5.9780785 37.4866753, -5.9780644 37.4869104)",
23004263,True,A-8002,,secondary,False,59.135999999999996,,"LINESTRING (-5.9780785 37.4866753, -5.9781116 37.4863237, -5.9782016 37.4861593)",
135617697,True,A-8002,Avenida 28 de Febrero,secondary,False,33.412,,"LINESTRING (-5.9783117 37.4858309, -5.978452 37.4855518)",
135617752,True,A-8002,,secondary,False,10.423,roundabout,"LINESTRING (-5.9783117 37.4858309, -5.9782619 37.4858056, -5.9782058 37.4857911)",
23004276,False,A-8002,,secondary,False,17.561,,"LINESTRING (-5.9778416 37.4887637, -5.9778379 37.4889216)",
23004276,False,A-8002,,secondary,True,13.998,,"LINESTRING (-5.9778416 37.4887637, -5.9778277 37.4886383)",
421761344,True,,,residential,False,78.925,,"LINESTRING (-5.9778416 37.4887637, -5.9780555 37.4880745)",
23004276,False,A-8002,,secondary,True,17.068,,"LINESTRING (-5.9778224 37.4890746, -5.9778379 37.4889216)",
758183502,True,,,secondary,False,20.852,,"LINESTRING (-5.9778224 37.4890746, -5.9777872 37.4891748, -5.9777341 37.4892469)",
297431120,False,,Carretera Nueva,residential,True,65.663,,"LINESTRING (-5.9778915 37.4897368, -5.9780658 37.4896434, -5.978274 37.489541, -5.9785447 37.4894608)",
758183498,False,A-8002,,secondary,False,27.957,,"LINESTRING (-5.9778915 37.4897368, -5.9779029 37.489829, -5.9779214 37.4899871)",
758183498,False,A-8002,,secondary,True,18.192,,"LINESTRING (-5.9778915 37.4897368, -5.9778812 37.4896538, -5.9778725 37.4895739)",
43171342,False,,Calle Antonio Susillo,residential,False,40.129,,"LINESTRING (-5.9825861 37.4837139, -5.9826445 37.4840718)",
135982225,False,,Avenida de Alemania,residential,True,38.511,,"LINESTRING (-5.9825861 37.4837139, -5.9825157 37.4833721)",
332135251,False,,Calle Aníbal González,residential,False,77.657,,"LINESTRING (-5.9825861 37.4837139, -5.9834575 37.4836159)",
332135251,False,,Calle Aníbal González,residential,True,95.719,,"LINESTRING (-5.9825861 37.4837139, -5.9815102 37.483824)",
43171336,False,,Calle Gonzalo Bilbao,residential,False,43.255,,"LINESTRING (-5.9849429 37.4834487, -5.9850066 37.4838344)",
332135251,False,,Calle Aníbal González,residential,True,62.366,,"LINESTRING (-5.9849429 37.4834487, -5.9842431 37.4835275)",
"[332135251, 43171317]",False,,"['Calle Aníbal González', 'Calle Haza del Santísimo']",residential,False,92.084,,"LINESTRING (-5.9849429 37.4834487, -5.9854927 37.4833975, -5.985555 37.4837832)",
43171336,False,,Calle Gonzalo Bilbao,residential,True,39.808,,"LINESTRING (-5.9851253 37.4845377, -5.9850642 37.484183)",
323821506,False,,Avenida de la Ermita,residential,False,88.705,,"LINESTRING (-5.9851253 37.4845377, -5.9841409 37.4846996)",
323821506,False,,Avenida de la Ermita,residential,True,50.389,,"LINESTRING (-5.9851253 37.4845377, -5.9856922 37.484483)",
43171339,False,,,residential,False,42.239,,"LINESTRING (-5.9834575 37.4836159, -5.9835247 37.483992)",
332135251,False,,Calle Aníbal González,residential,False,70.012,,"LINESTRING (-5.9834575 37.4836159, -5.9842431 37.4835275)",
332135251,False,,Calle Aníbal González,residential,True,77.657,,"LINESTRING (-5.9834575 37.4836159, -5.9825861 37.4837139)",
43171339,False,,,residential,False,43.978,,"LINESTRING (-5.9835868 37.4843394, -5.9836666 37.4847298)",
43171339,False,,,residential,True,39.016,,"LINESTRING (-5.9835868 37.4843394, -5.9835247 37.483992)",
135982537,True,,Calle Isaac Albéniz,residential,False,131.52800000000002,,"LINESTRING (-5.9835868 37.4843394, -5.9843396 37.4842682, -5.9850642 37.484183)",
43171339,False,,,residential,False,34.113,,"LINESTRING (-5.9836666 37.4847298, -5.9838478 37.4850008)",
43171339,False,,,residential,True,43.978,,"LINESTRING (-5.9836666 37.4847298, -5.9835868 37.4843394)",
323821506,False,,Avenida de la Ermita,residential,False,81.311,,"LINESTRING (-5.9836666 37.4847298, -5.9833185 37.4847208, -5.9827462 37.4846947)",
