osmid,bridge,oneway,name,highway,reversed,length,geometry,junction,lanes,ref,tunnel,access
"[39781620, 90776366]",yes,True,"['Puente del Azucarero', 'Calle Fray Diego de Estella']",residential,False,90.90400000000001,"LINESTRING (-2.0296446 42.6704863, -2.0296145 42.6704347, -2.0295876 42.6700359, -2.0295871 42.6700048, -2.0295949 42.6699132, -2.0296613 42.6698334, -2.0297202 42.6697703, -2.0297734 42.6697133)",,,,,
39781660,,False,Calle Doctor Huarte de San Juan,secondary,True,125.618,"LINESTRING (-2.0353742 42.672422, -2.0354323 42.6721442, -2.0355845 42.671416, -2.0356076 42.6713054)",,,,,
367410801,,False,Avenida de Yerri,secondary,False,137.743,"LINESTRING (-2.0353742 42.672422, -2.0353099 42.6727229, -2.0352721 42.6729771, -2.0352705 42.6731905, -2.0352929 42.6733712, -2.0353056 42.6734741, -2.0353268 42.6736537)",,,,,
245181523,,True,,secondary,False,13.509,"LINESTRING (-2.0356078 42.675652, -2.0356534 42.6756748, -2.0357063 42.6756861, -2.0357613 42.6756849)",roundabout,,,,
367410800,,False,Avenida de Yerri,secondary,True,26.625999999999998,"LINESTRING (-2.0356078 42.675652, -2.0355185 42.6757452, -2.0355059 42.6758703)",,,,,
236459766,,True,,secondary,False,16.613,"LINESTRING (-2.0355538 42.6711845, -2.0355376 42.6712064, -2.0355317 42.6712309, -2.0355369 42.6712555, -2.0355525 42.6712776, -2.0355769 42.6712948, -2.0356076 42.6713054)",roundabout,,,,
245181525,,False,Calle San Francisco Javier,secondary,False,58.63,"LINESTRING (-2.0355538 42.6711845, -2.0354373 42.6711237, -2.0354084 42.6711086, -2.0349548 42.6708948)",,,,,
26557533,,True,Calle Zapatería,residential,False,44.929,"LINESTRING (-2.0288027 42.6706917, -2.0288188 42.6706957, -2.0288829 42.6707096, -2.0289579 42.6707258, -2.0291411 42.6707614, -2.029332 42.6708002)",,,,,
"[343217475, 39781619]",,False,"['Chapitel', 'Calle de la Imprenta']",residential,True,163.522,"LINESTRING (-2.0288027 42.6706917, -2.0288241 42.6709221, -2.0288636 42.6711033, -2.0289011 42.6712677, -2.0289074 42.6716202, -2.0289467 42.6716644, -2.0293809 42.6718519, -2.0295144 42.6719096)",,,,,
"[192756979, 31890495]",,False,Calle del Puy,residential,False,80.868,"LINESTRING (-2.0296003 42.6708446, -2.029833 42.6708966, -2.0298304 42.6711823, -2.0298736 42.6713572, -2.0298943 42.6714408)",,,,,
683330353,,True,Calle Sancho Ramírez,residential,False,40.147000000000006,"LINESTRING (-2.0296003 42.6708446, -2.0296232 42.6705393, -2.0296446 42.6704863)",,,,,
90776366,,True,Calle Fray Diego de Estella,residential,False,97.87299999999999,"LINESTRING (-2.0297734 42.6697133, -2.0299241 42.6695455, -2.0299385 42.6695307, -2.0302095 42.6692516, -2.0303243 42.6691334, -2.0303667 42.6690898, -2.0305031 42.6690255)",,,,,
739644273,,False,,residential,False,48.102,"LINESTRING (-2.0297734 42.6697133, -2.0297283 42.6696788, -2.0294132 42.669438, -2.0293759 42.6693955)",,,,,
"[111447372, 429896895]",,False,Calle San Nicolás,residential,"[False, True]",166.383,"LINESTRING (-2.0306492 42.6682288, -2.0299533 42.668844, -2.0298035 42.6689823, -2.0296325 42.6691565, -2.0294128 42.6693607, -2.0293759 42.6693955)",,,,,
39781612,,False,Calle Carpintería,residential,True,11.084,"LINESTRING (-2.0302239 42.6726629, -2.030232 42.6725634)",,,,,
192756979,,False,Calle del Puy,residential,True,138.865,"LINESTRING (-2.0302239 42.6726629, -2.0301581 42.6725462, -2.0300543 42.6721728, -2.0298943 42.6714408)",,,,,
912892341,,False,,residential,False,69.604,"LINESTRING (-2.0302239 42.6726629, -2.0301579 42.6731338, -2.0299597 42.6730886)",,,,,
39781618,,False,Calle Navarrería,residential,True,8.652999999999999,"LINESTRING (-2.0299604 42.6731664, -2.0299588 42.6731232, -2.0299597 42.6730886)",,,,,
