osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,lanes,junction,width
654981388,False,CV-308,Carrer de Ramon i Cajal,tertiary,False,148.03900000000002,"LINESTRING (-0.4087501 39.5326879, -0.4085501 39.5332639, -0.408486 39.5335049, -0.4084804 39.5335958, -0.4084911 39.5337489, -0.4085198 39.5339926)",50,2,,
23322135,False,CV-308,Carretera de Moncada,tertiary,True,42.285,"LINESTRING (-0.4085297 39.5343728, -0.4085198 39.5339926)",60,2,,
182140801,True,,Plaça Major,residential,False,50.915,"LINESTRING (-0.4102309 39.5292587, -0.4102302 39.529149, -0.4097846 39.5290932)",,,,
322984617,True,,Carrer del Convent,residential,False,54.766,"LINESTRING (-0.4131487 39.528956, -0.4125465 39.5289427, -0.4125104 39.5289432)",,,,
23322113,True,,Carrer del Doctor López Trigo,residential,False,40.25,"LINESTRING (-0.4116016 39.5289493, -0.4115921 39.5293112)",,,,
866373082,False,,Carrer del Convent,residential,True,39.436,"LINESTRING (-0.4116016 39.5289493, -0.4111508 39.5288794)",,,,
866373082,False,,Carrer del Convent,residential,False,39.436,"LINESTRING (-0.4111508 39.5288794, -0.4116016 39.5289493)",,,,
23322107,True,,Carrer del Baró de Terrateig,residential,False,42.972,"LINESTRING (-0.4111508 39.5288794, -0.4111496 39.5290601, -0.4111559 39.5292658)",,,,
182140800,True,,Carrer Baró de Terrateig,residential,False,132.809,"LINESTRING (-0.4111508 39.5288794, -0.4111725 39.5283837, -0.4111725 39.5280178, -0.4111719 39.5276853)",,,,
23322109,True,,Plaça d'Espanya,residential,False,56.452,"LINESTRING (-0.4115758 39.5324595, -0.4109176 39.5324536)",,,,
547500379,False,,Plaça d'Espanya,residential,True,43.855,"LINESTRING (-0.4115758 39.5324595, -0.411575 39.5320651)",,,,
182180414,False,,Avinguda de Blasco Ibáñez,residential,False,109.835,"LINESTRING (-0.4115758 39.5324595, -0.4116212 39.5327042, -0.4118465 39.5334241)",,,,
182180423,True,,Carrer de Germanies,residential,False,77.478,"LINESTRING (-0.4115758 39.5324595, -0.4124404 39.5324825, -0.4124783 39.5324868)",,,,
547500379,False,,Plaça d'Espanya,residential,False,43.855,"LINESTRING (-0.411575 39.5320651, -0.4115758 39.5324595)",,,,
547500379,False,,Plaça d'Espanya,residential,True,36.638,"LINESTRING (-0.411575 39.5320651, -0.411585 39.5317357)",,,,
1088409867,True,,Carrer de Jaume Roig,residential,False,77.35600000000001,"LINESTRING (-0.411575 39.5320651, -0.4124439 39.5320792, -0.4124768 39.5320795)",,,,
547500379,False,,Plaça d'Espanya,residential,False,36.638,"LINESTRING (-0.411585 39.5317357, -0.411575 39.5320651)",,,,
182144356,True,CV-307,Carrer del Baró de Campolivar,tertiary,False,76.387,"LINESTRING (-0.411585 39.5317357, -0.4124439 39.5317341, -0.4124756 39.5317359)",,,,
23322114,True,,Carrer de Toledo,residential,False,80.662,"LINESTRING (-0.4111292 39.531729, -0.4111458 39.5310037)",,,,
383768106,True,CV-307,Plaça d'Espanya,tertiary,False,39.097,"LINESTRING (-0.4111292 39.531729, -0.411585 39.5317357)",,,,
383768106,True,CV-307,Plaça d'Espanya,tertiary,False,16.655,"LINESTRING (-0.4109362 39.5317124, -0.4111292 39.531729)",,,,
23322109,True,,Plaça d'Espanya,residential,False,30.813,"LINESTRING (-0.4109176 39.5324536, -0.4109196 39.5321765)",,,,
23322126,True,,Carrer de Federico García Lorca,residential,False,71.03999999999999,"LINESTRING (-0.4109176 39.5324536, -0.4104638 39.5323994, -0.4101024 39.5323414)",,,,
23322113,True,,Carrer del Doctor López Trigo,residential,False,81.591,"LINESTRING (-0.411605 39.5310021, -0.411585 39.5317357)",,,,
23322118,True,CV-307,Carrer del Mestre Dolz,tertiary,False,39.383,"LINESTRING (-0.411605 39.5310021, -0.4111458 39.5310037)",,,,
23322113,True,,Carrer del Doctor López Trigo,residential,False,63.616,"LINESTRING (-0.4116007 39.53043, -0.411605 39.5310021)",,,,
41865977,True,,Carrer de Francisco Marco Valero,residential,False,75.954,"LINESTRING (-0.4116007 39.53043, -0.4124863 39.5304253)",,,,
23322113,True,,Carrer del Doctor López Trigo,residential,False,92.129,"LINESTRING (-0.4115915 39.5296015, -0.4116007 39.53043)",,,,
23322114,True,,Carrer de Toledo,residential,False,96.744,"LINESTRING (-0.4111591 39.5304215, -0.4111694 39.5295515)",,,,
41865977,True,,Carrer de Francisco Marco Valero,residential,False,37.885,"LINESTRING (-0.4111591 39.5304215, -0.4116007 39.53043)",,,,
23322114,True,,Carrer de Toledo,residential,False,64.748,"LINESTRING (-0.4111458 39.5310037, -0.4111591 39.5304215)",,,,
23322118,True,CV-307,Carrer del Mestre Dolz,tertiary,False,61.155,"LINESTRING (-0.4111458 39.5310037, -0.4104339 39.5309721)",,,,
182144352,True,,Avinguda d'Ausiàs March,residential,False,71.54,"LINESTRING (-0.4124733 39.5310686, -0.4124863 39.5304253)",,,,
23322118,True,CV-307,Carrer del Mestre Dolz,tertiary,False,75.622,"LINESTRING (-0.4124733 39.5310686, -0.4122304 39.5310054, -0.411605 39.5310021)",,,,
182144353,True,,Carrer Bonavista,residential,False,72.73,"LINESTRING (-0.4104339 39.5309721, -0.4102771 39.5316149)",,,,
935791977,False,CV-307,Carrer del Mestre Dolz,tertiary,False,27.132,"LINESTRING (-0.4104339 39.5309721, -0.4101178 39.5309821)",,,,
23322139,True,,Carrer de Francesc Carbonell,residential,False,95.226,"LINESTRING (-0.4101178 39.5309821, -0.410181 39.5301271)",,,,
935791977,False,CV-307,Carrer del Mestre Dolz,tertiary,False,36.425,"LINESTRING (-0.4101178 39.5309821, -0.4096946 39.5309544)",,,,
935791977,False,CV-307,Carrer del Mestre Dolz,tertiary,True,27.132,"LINESTRING (-0.4101178 39.5309821, -0.4104339 39.5309721)",,,,
23322141,False,,Avinguda de Mossén Sorribes,residential,False,48.431,"LINESTRING (-0.4088253 39.5309089, -0.4087071 39.5313348)",,,,
383768096,True,,Carrer del Mestre Dolz,residential,False,74.725,"LINESTRING (-0.4088253 39.5309089, -0.4096946 39.5309544)",,,,
23322141,False,,Avinguda de Mossén Sorribes,residential,True,145.367,"LINESTRING (-0.4088253 39.5309089, -0.4089234 39.5305546, -0.4091945 39.529633)",,,,
383768096,True,,Carrer del Mestre Dolz,residential,False,53.5,"LINESTRING (-0.4082033 39.5308722, -0.4088253 39.5309089)",,,,
"[41867352, 182144359]",True,,"[""Carrer d'Antonio Machado"", 'Carrer del Professor Manuel Broseta Pont']",residential,False,164.81599999999997,"LINESTRING (-0.4082033 39.5308722, -0.4083611 39.5303084, -0.4083316 39.5302629, -0.4082618 39.5302422, -0.4082075 39.5302392, -0.4077654 39.5306034, -0.407668 39.5308481)",,,,
182144359,True,,Carrer del Professor Manuel Broseta Pont,residential,False,39.707,"LINESTRING (-0.407668 39.5308481, -0.4075718 39.5311974)",,,,
383768096,True,,Carrer del Mestre Dolz,residential,False,45.987,"LINESTRING (-0.407668 39.5308481, -0.4082033 39.5308722)",,,,
182180416,False,,Camí de la Cossa,residential,False,74.829,"LINESTRING (-0.4102492 39.5343806, -0.4099498 39.5337485)",,,,
182180425,True,,Carrer de Cristòfol Colom,residential,False,147.48499999999999,"LINESTRING (-0.4102492 39.5343806, -0.410205 39.534384, -0.4085297 39.5343728)",,,,
182180416,False,,Camí de la Cossa,residential,True,74.829,"LINESTRING (-0.4099498 39.5337485, -0.4102492 39.5343806)",,,,
182180419,True,,Carrer de Sant Agustí,residential,False,49.906,"LINESTRING (-0.4099498 39.5337485, -0.4105198 39.5336581)",,,,
23322126,True,,Carrer de Federico García Lorca,residential,False,57.158,"LINESTRING (-0.4101024 39.5323414, -0.4094491 39.5322397)",,,,
182144353,True,,Carrer Bonavista,residential,False,60.075,"LINESTRING (-0.4101024 39.5323414, -0.4099732 39.5328724)",,,,
182144353,True,,Carrer Bonavista,residential,False,49.568,"LINESTRING (-0.4102771 39.5316149, -0.4101717 39.5320532)",,,,
654981386,True,CV-307,Carrer del Doctor José Vilella Garcia,residential,False,57.556,"LINESTRING (-0.4102771 39.5316149, -0.4109362 39.5317124)",,,,
182144359,True,,Carrer del Professor Manuel Broseta Pont,residential,False,84.215,"LINESTRING (-0.4075718 39.5311974, -0.4074683 39.531554, -0.4075831 39.5319358)",,,,
23322122,True,,Carrer del Doctor José Vilella Garcia,residential,False,45.99,"LINESTRING (-0.408098 39.5312771, -0.4075718 39.5311974)",,,,
41867352,True,,Carrer d'Antonio Machado,residential,False,45.92,"LINESTRING (-0.408098 39.5312771, -0.4082033 39.5308722)",,,,
23322122,True,,Carrer del Doctor José Vilella Garcia,residential,False,52.63,"LINESTRING (-0.4087071 39.5313348, -0.408098 39.5312771)",,,,
23322141,False,,Avinguda de Mossén Sorribes,residential,False,84.138,"LINESTRING (-0.4087071 39.5313348, -0.4085142 39.5320767)",,,,
23322141,False,,Avinguda de Mossén Sorribes,residential,True,48.431,"LINESTRING (-0.4087071 39.5313348, -0.4088253 39.5309089)",,,,
182144363,True,,Carrer de Federico García Lorca,residential,False,28.98,"LINESTRING (-0.4075831 39.5319358, -0.4079186 39.5319669)",,,,
"[182144371, 399037694]",False,,,unclassified,"[False, True]",136.453,"LINESTRING (-0.4075831 39.5319358, -0.4075671 39.5319758, -0.4074786 39.5320089, -0.4073901 39.5320234, -0.4073445 39.5320234, -0.4072721 39.5319986, -0.4071487 39.5319572, -0.4069663 39.5318827, -0.4068543 39.5318498, -0.4067022 39.5318611, -0.4065696 39.531952, -0.406442 39.5320921, -0.4063684 39.532183, -0.4063744 39.5322377)",,,,
23322126,True,,Carrer de Federico García Lorca,residential,False,30.01,"LINESTRING (-0.4094491 39.5322397, -0.4091057 39.5321878)",,,,
176214291,False,,Carrer del Mestre Giner,residential,False,60.422,"LINESTRING (-0.4094491 39.5322397, -0.4093201 39.5327739)",,,,
23322126,True,,Carrer de Federico García Lorca,residential,False,52.518,"LINESTRING (-0.4085142 39.5320767, -0.4079186 39.5319669)",,,,
23322141,False,,Avinguda de Mossén Sorribes,residential,False,61.801,"LINESTRING (-0.4085142 39.5320767, -0.4083742 39.5326219)",,,,
23322141,False,,Avinguda de Mossén Sorribes,residential,True,84.138,"LINESTRING (-0.4085142 39.5320767, -0.4087071 39.5313348)",,,,
41867352,True,,Carrer d'Antonio Machado,residential,False,78.23,"LINESTRING (-0.4079186 39.5319669, -0.408098 39.5312771)",,,,
182144354,True,,Avinguda del Doctor Eugenio López Trigo,residential,False,52.397,"LINESTRING (-0.4091945 39.529633, -0.4098024 39.52968)",,,,
23322137,False,,Avinguda del Doctor Eugenio López Trigo,residential,True,90.325,"LINESTRING (-0.4091945 39.529633, -0.4089639 39.5296017, -0.4086556 39.5295598, -0.4082091 39.5293762)",,,,
23322141,False,,Avinguda de Mossén Sorribes,residential,False,145.367,"LINESTRING (-0.4091945 39.529633, -0.4089234 39.5305546, -0.4088253 39.5309089)",,,,
23322139,True,,Carrer de Francesc Carbonell,residential,False,96.661,"LINESTRING (-0.410181 39.5301271, -0.4102109 39.5297062, -0.4102309 39.5292587)",,,,
23322141,False,,Avinguda de Mossén Sorribes,residential,True,61.801,"LINESTRING (-0.4083742 39.5326219, -0.4085142 39.5320767)",,,,
176214292,True,,Carrer de Jaume I el Conqueridor,residential,False,33.062,"LINESTRING (-0.4083742 39.5326219, -0.4087501 39.5326879)",,,,
23322141,False,,Avinguda de Mossén Sorribes,residential,False,185.566,"LINESTRING (-0.4083742 39.5326219, -0.4080467 39.5337152, -0.4080432 39.5338006, -0.4080512 39.5338586, -0.4080727 39.5338999, -0.4082095 39.5339434, -0.4085198 39.5339926)",,,,
"[1173245944, 27812595]",False,,Carrer Bonavista,residential,False,99.688,"LINESTRING (-0.4116213 39.5258086, -0.4119825 39.5260512, -0.4120082 39.5260692, -0.4124888 39.5264052)",,,,
23303755,True,CV-308,Carrer del Camí de Rocafort,tertiary,False,14.198,"LINESTRING (-0.4124888 39.5264052, -0.4123801 39.5265015)",50,,,
"[1173245944, 27812595]",False,,Carrer Bonavista,residential,True,99.688,"LINESTRING (-0.4124888 39.5264052, -0.4120082 39.5260692, -0.4119825 39.5260512, -0.4116213 39.5258086)",,,,
23322135,False,CV-308,Carretera de Moncada,tertiary,False,42.285,"LINESTRING (-0.4085198 39.5339926, -0.4085297 39.5343728)",60,2,,
182180419,True,,Carrer de Sant Agustí,residential,False,59.474,"LINESTRING (-0.4085198 39.5339926, -0.4091985 39.5338827)",,,,
23322141,False,,Avinguda de Mossén Sorribes,residential,True,185.566,"LINESTRING (-0.4085198 39.5339926, -0.4082095 39.5339434, -0.4080727 39.5338999, -0.4080512 39.5338586, -0.4080432 39.5338006, -0.4080467 39.5337152, -0.4083742 39.5326219)",,,,
654981388,False,CV-308,Carrer de Ramon i Cajal,tertiary,True,148.03900000000002,"LINESTRING (-0.4085198 39.5339926, -0.4084911 39.5337489, -0.4084804 39.5335958, -0.408486 39.5335049, -0.4085501 39.5332639, -0.4087501 39.5326879)",50,2,,
"[240447505, 240447502]",False,,Calle Cadirers,residential,True,255.674,"LINESTRING (-0.4157973 39.5280418, -0.4150137 39.5282947, -0.4144391 39.5284767, -0.4143262 39.5284758, -0.4132163 39.5281218, -0.4131669 39.528057, -0.4131619 39.5279807)",,,,
743425250,False,,Calle de los Arrieros,residential,False,95.364,"LINESTRING (-0.4157973 39.5280418, -0.4158391 39.5283827, -0.4161929 39.5288197)",,,,
743425250,False,,Calle de los Arrieros,residential,True,101.31299999999999,"LINESTRING (-0.4157973 39.5280418, -0.4157923 39.5278927, -0.4157051 39.5271337)",,,,
71897827,False,,Calle Llanterners,residential,False,65.286,"LINESTRING (-0.4157051 39.5271337, -0.4150001 39.5273551)",,,,
743425250,False,,Calle de los Arrieros,residential,False,101.31299999999999,"LINESTRING (-0.4157051 39.5271337, -0.4157923 39.5278927, -0.4157973 39.5280418)",,,,
71897824,True,,Calle Corretgers,residential,False,89.206,"LINESTRING (-0.4141803 39.5276174, -0.4137896 39.5268739)",,,,
71897832,True,,Carrer Fusters,residential,False,74.993,"LINESTRING (-0.4137896 39.5268739, -0.4146008 39.5266222)",,,,
71897830,True,,Carrer Fusters,residential,False,33.143,"LINESTRING (-0.4137896 39.5268739, -0.4140262 39.5267521, -0.4140948 39.5266939)",,,,
71897831,True,,Carrer Torners,tertiary,False,61.977000000000004,"LINESTRING (-0.4122533 39.5271897, -0.4121328 39.5272603, -0.4120336 39.5273534, -0.4119504 39.5274093, -0.4118506 39.527437, -0.4117594 39.527439, -0.411652 39.5274371)",,,,
71898092,True,,,residential,False,22.78,"LINESTRING (-0.4122533 39.5271897, -0.412084 39.5271972, -0.4119951 39.5271692)",,,,
71897825,False,,Calle Moliners,residential,False,88.398,"LINESTRING (-0.4150001 39.5273551, -0.4146008 39.5266222)",,,,
71897827,False,,Calle Llanterners,residential,True,65.286,"LINESTRING (-0.4150001 39.5273551, -0.4157051 39.5271337)",,,,
743425251,True,,Calle Llanterners,residential,False,76.122,"LINESTRING (-0.4150001 39.5273551, -0.4145854 39.5274889, -0.4141803 39.5276174)",,,,
71897825,False,,Calle Moliners,residential,True,88.398,"LINESTRING (-0.4146008 39.5266222, -0.4150001 39.5273551)",,,,
71897832,True,,Carrer Fusters,residential,False,20.6,"LINESTRING (-0.4146008 39.5266222, -0.414826 39.5265578)",,,,
"[240447505, 240447502]",False,,Calle Cadirers,residential,False,255.67399999999998,"LINESTRING (-0.4131619 39.5279807, -0.4131669 39.528057, -0.4132163 39.5281218, -0.4143262 39.5284758, -0.4144391 39.5284767, -0.4150137 39.5282947, -0.4157973 39.5280418)",,,,
743425249,True,,Calle Llanterners,residential,False,97.26,"LINESTRING (-0.4131619 39.5279807, -0.4132114 39.5279273, -0.4141803 39.5276174)",,,,
71897833,True,,Calle de los Arrieros,residential,False,28.851,"LINESTRING (-0.415685 39.5268747, -0.4157051 39.5271337)",,,,
743425250,False,,Calle de los Arrieros,residential,True,95.364,"LINESTRING (-0.4161929 39.5288197, -0.4158391 39.5283827, -0.4157973 39.5280418)",,,,
71897829,True,,Carrer Fusters,tertiary,False,74.208,"LINESTRING (-0.4140948 39.5266939, -0.4144676 39.5265742, -0.4149115 39.5264771)",,,,
71897831,True,,Carrer Torners,tertiary,False,167.56099999999998,"LINESTRING (-0.4140463 39.5265913, -0.4138079 39.5266702, -0.4129938 39.5269396, -0.4122533 39.5271897)",,,,
71898038,True,,Carrer Fusters,residential,False,64.986,"LINESTRING (-0.4140463 39.5265913, -0.4138892 39.526611, -0.4136268 39.5266833, -0.4134327 39.5267374, -0.4133193 39.5267414)",,,,
71898092,True,,,residential,False,22.016,"LINESTRING (-0.4119951 39.5271692, -0.4119449 39.5271413, -0.4118572 39.5270682, -0.411799 39.5270447)",,,,
1128202419,False,CV-308,Carrer del Camí de Rocafort,tertiary,False,8.5,"LINESTRING (-0.411799 39.5270447, -0.4117586 39.5271145)",50,,,
1128202419,False,CV-308,Carrer del Camí de Rocafort,tertiary,True,78.503,"LINESTRING (-0.411799 39.5270447, -0.4121254 39.5267015, -0.4123525 39.5265242, -0.4123801 39.5265015)",50,,,
115504689,True,,,tertiary,False,7.356,"LINESTRING (-0.4158224 39.5263554, -0.4158526 39.5263319, -0.4158764 39.5263044)",40,2,roundabout,
115504689,True,,,tertiary,False,25.14,"LINESTRING (-0.4154874 39.5261378, -0.4154618 39.5261907, -0.41546 39.5262473, -0.415482 39.5263012, -0.4155256 39.5263466)",40,2,roundabout,
115504703,True,,Carrer Fusters,tertiary,False,33.441,"LINESTRING (-0.4154874 39.5261378, -0.4153735 39.5261954, -0.4152772 39.5262238, -0.4152446 39.5262304, -0.4151315 39.5262532)",,,,
115504696,True,CV-31,,primary,False,31.96,"LINESTRING (-0.4164042 39.5263845, -0.4164368 39.5264518, -0.416493 39.5265091, -0.4165681 39.5265516, -0.4166559 39.5265757)",40,2,roundabout,
115682246,True,,Carrer Fusters,residential,False,31.565,"LINESTRING (-0.414826 39.5265578, -0.415158 39.5264353)",,,,
"[71897832, 115504704]",True,,"['Carrer Fusters', 'Carrer Traginers']",residential,False,114.213,"LINESTRING (-0.414826 39.5265578, -0.4154663 39.5264232, -0.4155706 39.5264614, -0.4156251 39.5265483, -0.415685 39.5268747)",,,,
71897829,True,,Carrer Fusters,tertiary,False,33.254999999999995,"LINESTRING (-0.415158 39.5264353, -0.4152921 39.52639, -0.4153201 39.5263809, -0.4154087 39.5263606, -0.4154664 39.5263508, -0.4155256 39.5263466)",,,,
115504689,True,,,tertiary,False,9.251,"LINESTRING (-0.4155615 39.5260782, -0.4155197 39.5261045, -0.4154874 39.5261378)",40,2,roundabout,
115504689,True,,,tertiary,False,4.858,"LINESTRING (-0.4156014 39.5263838, -0.415619 39.526387, -0.4156565 39.5263939)",40,2,roundabout,
240447508,True,,Carrer Traginers,residential,False,56.583,"LINESTRING (-0.4156014 39.5263838, -0.4156943 39.5265248, -0.415705 39.526651, -0.415685 39.5268747)",,,,
115682247,True,,Carrer Arquebisbe Fabià Fuero,tertiary,False,30.894,"LINESTRING (-0.4157301 39.526056, -0.4155398 39.5258201)",,1,,
115504689,True,,,tertiary,False,15.015,"LINESTRING (-0.4157301 39.526056, -0.415672 39.5260518, -0.4156145 39.5260593, -0.4155615 39.5260782)",40,2,roundabout,
115504689,True,,,tertiary,False,12.350999999999999,"LINESTRING (-0.4158772 39.5261433, -0.4158338 39.526099, -0.4157743 39.5260677)",40,2,roundabout,
115504689,True,,,tertiary,False,18.564,"LINESTRING (-0.4158764 39.5263044, -0.4158998 39.5262517, -0.4159 39.5261961, -0.4158772 39.5261433)",40,2,roundabout,
115504698,True,,,tertiary,False,49.208,"LINESTRING (-0.4158764 39.5263044, -0.4159623 39.5262832, -0.4160643 39.5262702, -0.4161957 39.5262826, -0.4162789 39.5263137, -0.4163473 39.5263521, -0.4164042 39.5263845)",40,2,,
115504696,True,CV-31,,primary,False,23.139,"LINESTRING (-0.4164585 39.5261862, -0.4164163 39.5262475, -0.4163977 39.5263153, -0.4164042 39.5263845)",40,2,roundabout,
115504697,True,,,tertiary,False,51.917,"LINESTRING (-0.4164585 39.5261862, -0.4163505 39.5262095, -0.4162428 39.5262227, -0.4161485 39.5262155, -0.4160198 39.526196, -0.4159457 39.5261708, -0.4158772 39.5261433)",40,2,,
115504689,True,,,tertiary,False,4.008,"LINESTRING (-0.4157743 39.5260677, -0.4157301 39.526056)",40,2,roundabout,
42453226,False,,Carrer del Metge Nicolàs Alonso Ferrer,residential,True,47.277,"LINESTRING (-0.4134733 39.5316677, -0.4136005 39.5320814)",,,,
163702797,True,,Carrer del Metge Nicolàs Alonso Ferrer,residential,False,11.024,"LINESTRING (-0.4134733 39.5316677, -0.4135597 39.5315943)",,,,
187006626,True,,,residential,False,11.787,"LINESTRING (-0.4143325 39.5315601, -0.4142951 39.5316621)",,,,
163702793,True,CV-307,Carrer del Baró de Campolivar,tertiary,False,87.955,"LINESTRING (-0.4143325 39.5315601, -0.4143101 39.5315477, -0.4141492 39.5315001, -0.4135242 39.5313243, -0.413433 39.5313098, -0.4133713 39.5313305)",,,,
163702795,True,CV-307,,tertiary,False,14.655000000000001,"LINESTRING (-0.4142951 39.5316621, -0.4142831 39.5316805, -0.4142751 39.5317134, -0.4142827 39.5317475, -0.4143131 39.5317837)",,,roundabout,
163702795,True,CV-307,,tertiary,False,14.421000000000001,"LINESTRING (-0.4145185 39.5317347, -0.4145253 39.5317117, -0.4145165 39.5316789, -0.4145049 39.5316617, -0.4144752 39.5316372, -0.4144533 39.5316271)",,,roundabout,
163702793,True,CV-307,Carrer del Baró de Campolivar,tertiary,False,9.925,"LINESTRING (-0.4133257 39.5314753, -0.4133526 39.5315187, -0.4133981 39.5315402)",,,,
163702793,True,CV-307,Carrer del Baró de Campolivar,tertiary,False,68.083,"LINESTRING (-0.4135597 39.5315943, -0.4136303 39.5316135, -0.4140951 39.5317396, -0.4142109 39.5317711, -0.4143131 39.5317837)",,,,
163702796,False,,Avinguda de Joan Carles I,residential,False,51.9,"LINESTRING (-0.4143718 39.531465, -0.4142796 39.5310037)",,,,
187006626,True,,,residential,False,11.099,"LINESTRING (-0.4143718 39.531465, -0.4143325 39.5315601)",,,,
163702793,True,CV-307,Carrer del Baró de Campolivar,tertiary,False,5.799,"LINESTRING (-0.4133713 39.5313305, -0.4133338 39.5313739)",,,,
163702794,True,,,residential,False,19.332,"LINESTRING (-0.4144533 39.5316271, -0.4143718 39.531465)",,,,
163702795,True,CV-307,,tertiary,False,3.73,"LINESTRING (-0.4144533 39.5316271, -0.4144113 39.5316184)",,,roundabout,
163702793,True,CV-307,Carrer del Baró de Campolivar,tertiary,False,9.365,"LINESTRING (-0.4144113 39.5316184, -0.4143325 39.5315601)",,,,
