osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,junction,tunnel,width
28519041,CV-846,Avenida de Navarra,tertiary,False,False,29.705,,"LINESTRING (-0.7696067 38.3487763, -0.7694962 38.3485236)",,,
28519041,CV-846,Avenida de Navarra,tertiary,False,True,34.272,,"LINESTRING (-0.7696067 38.3487763, -0.7697351 38.3490676)",,,
19632596,,Avenida de Navarra,tertiary,False,False,63.469,yes,"LINESTRING (-0.7694962 38.3485236, -0.7692799 38.3479786)",,,
28519041,CV-846,Avenida de Navarra,tertiary,False,True,29.705,,"LINESTRING (-0.7694962 38.3485236, -0.7696067 38.3487763)",,,
19632596,,Avenida de Navarra,tertiary,False,True,63.469,yes,"LINESTRING (-0.7692799 38.3479786, -0.7694962 38.3485236)",,,
22563669,,Avenida de la Constitución,tertiary,False,False,18.582,,"LINESTRING (-0.7692799 38.3479786, -0.7692565 38.3479062, -0.7692276 38.3478166)",,,
22265129,,calle Kennedy,residential,True,False,103.171,,"LINESTRING (-0.7690257 38.3473256, -0.7681307 38.3479324)",,,
22563669,,Avenida de la Constitución,tertiary,False,False,10.085,,"LINESTRING (-0.7690257 38.3473256, -0.7690055 38.3472363)",,,
22563669,,Avenida de la Constitución,tertiary,False,True,21.754,,"LINESTRING (-0.7690257 38.3473256, -0.7691258 38.3475048)",,,
22563669,,Avenida de la Constitución,tertiary,False,False,7.183,,"LINESTRING (-0.7689668 38.3470653, -0.7689622 38.3470008)",,,
22563669,,Avenida de la Constitución,tertiary,False,True,19.312,,"LINESTRING (-0.7689668 38.3470653, -0.7690055 38.3472363)",,,
78413413,,calle Pedro Galipienso,residential,True,False,22.115,,"LINESTRING (-0.7689723 38.3467882, -0.7687986 38.3469331)",,,
19632597,,calle de San José,tertiary,False,False,80.37799999999999,,"LINESTRING (-0.7689723 38.3467882, -0.7690959 38.3465756, -0.7692164 38.3462986, -0.7692605 38.3462095, -0.7693071 38.3461154)",,,
22563669,,Avenida de la Constitución,tertiary,False,True,23.714,,"LINESTRING (-0.7689723 38.3467882, -0.7689567 38.346925, -0.7689622 38.3470008)",,,
19632597,,calle de San José,tertiary,False,True,80.521,,"LINESTRING (-0.7698138 38.3447212, -0.769658 38.3451002, -0.7696334 38.345147, -0.7695429 38.345413)",,,
19632601,,calle de San Pedro,tertiary,False,False,170.429,,"LINESTRING (-0.7698138 38.3447212, -0.7697839 38.3446469, -0.7697733 38.3445523, -0.7697751 38.3444255, -0.769802 38.3443323, -0.7698754 38.3441727, -0.7706732 38.3434344)",,,
45019952,,calle comandante Ramón Franco,residential,True,False,34.394999999999996,,"LINESTRING (-0.7698138 38.3447212, -0.769933 38.3447521, -0.7701576 38.344868)",,,
21985761,,calle Lepanto,tertiary,True,False,94.805,,"LINESTRING (-0.7657223 38.3504559, -0.7665263 38.349882)",,,
22563672,,,secondary,True,False,6.146,,"LINESTRING (-0.7657223 38.3504559, -0.7656906 38.3504438, -0.7656558 38.3504395)",roundabout,,
21985762,,calle Sagunto,residential,True,False,71.955,,"LINESTRING (-0.7664613 38.3467644, -0.7659923 38.3472968)",,,
22265127,,calle Parque Doctor Calatayud,residential,True,False,106.169,,"LINESTRING (-0.7664613 38.3467644, -0.7672808 38.3474705)",,,
21985762,,calle Sagunto,residential,True,False,71.304,,"LINESTRING (-0.7659923 38.3472968, -0.7654871 38.347801)",,,
78426311,,calle Médico Antonio Pavía,residential,True,False,41.016,,"LINESTRING (-0.7659923 38.3472968, -0.7656067 38.3470856)",,,
22318821,,calle José Vicedo Calatayud,residential,True,False,66.08,,"LINESTRING (-0.7651088 38.3480649, -0.7644942 38.3477173)",,,
21985762,,calle Sagunto,residential,True,False,39.236000000000004,,"LINESTRING (-0.7651088 38.3480649, -0.7650281 38.3481266, -0.7649415 38.348189, -0.7647787 38.3483046)",,,
21985762,,calle Sagunto,residential,True,False,54.035,,"LINESTRING (-0.7647787 38.3483046, -0.7642957 38.348609)",,,
22323554,,calle Bailén,residential,True,False,76.856,,"LINESTRING (-0.7647787 38.3483046, -0.7653552 38.3488274)",,,
22323555,,calle Obispo Alcaraz,residential,True,False,43.138,,"LINESTRING (-0.7642957 38.348609, -0.763963 38.3483219)",,,
21985762,,calle Sagunto,residential,True,False,55.202,,"LINESTRING (-0.7642957 38.348609, -0.7639088 38.348876, -0.7638432 38.3489526)",,,
22265127,,calle Parque Doctor Calatayud,residential,True,False,54.528,,"LINESTRING (-0.7667086 38.346314, -0.7664613 38.3467644)",,,
21985763,,calle Santa Faz,residential,True,False,58.849,,"LINESTRING (-0.7667086 38.346314, -0.7662902 38.3460154, -0.7661996 38.3459677)",,,
21985763,,calle Santa Faz,residential,True,False,42.249,,"LINESTRING (-0.7659147 38.345797, -0.7654793 38.3456304)",,,
78413464,,calle San Agustín,residential,True,False,70.689,,"LINESTRING (-0.7659147 38.345797, -0.7661136 38.3455525, -0.7663578 38.3452647)",,,
21985763,,calle Santa Faz,residential,True,False,27.34,,"LINESTRING (-0.7654793 38.3456304, -0.7651968 38.3455238)",,,
22404873,,calle Virgen de las Nieves,residential,True,False,81.996,,"LINESTRING (-0.7654793 38.3456304, -0.7662187 38.3451749)",,,
21985763,,calle Santa Faz,residential,True,False,36.035,,"LINESTRING (-0.7651468 38.3455138, -0.7647585 38.345403)",,,
22404866,,calle de la Cruz,residential,True,False,82.025,,"LINESTRING (-0.7651468 38.3455138, -0.7658756 38.3450475)",,,
21985763,,calle Santa Faz,residential,True,False,40.479,,"LINESTRING (-0.7647585 38.345403, -0.764305 38.3453254)",,,
22328774,,calle Santísima Trinidad,residential,True,False,100.098,,"LINESTRING (-0.7647585 38.345403, -0.7655956 38.3447871)",,,
22018675,,calle Doctor Marañón,residential,True,False,66.113,,"LINESTRING (-0.7641221 38.3458081, -0.7647927 38.3460854)",,,
22265054,,calle Miguel Hernández,residential,True,False,55.994,,"LINESTRING (-0.7641221 38.3458081, -0.764305 38.3453254)",,,
22018675,,calle Doctor Marañón,residential,True,False,50.348,,"LINESTRING (-0.7647927 38.3460854, -0.7653149 38.3462785)",,,
22265043,,calle 9 de Octubre,residential,True,False,52.885,,"LINESTRING (-0.7647927 38.3460854, -0.7644756 38.3464908)",,,
22018675,,calle Doctor Marañón,residential,True,False,39.768,,"LINESTRING (-0.7656341 38.3464173, -0.7660351 38.3465876)",,,
22091506,,calle Magallanes,residential,False,False,70.37100000000001,,"LINESTRING (-0.7656341 38.3464173, -0.7658006 38.3462823, -0.7659276 38.346159, -0.7661996 38.3459677)",,,
21985763,,calle Santa Faz,residential,True,False,31.427999999999997,,"LINESTRING (-0.7661996 38.3459677, -0.766071 38.3458726, -0.7659147 38.345797)",,,
22091506,,calle Magallanes,residential,False,True,70.37100000000001,,"LINESTRING (-0.7661996 38.3459677, -0.7659276 38.346159, -0.7658006 38.3462823, -0.7656341 38.3464173)",,,
22018675,,calle Doctor Marañón,residential,True,False,31.829,,"LINESTRING (-0.7653149 38.3462785, -0.7656341 38.3464173)",,,
22091865,,calle Santa Lucía,residential,True,False,74.852,,"LINESTRING (-0.7653149 38.3462785, -0.7657395 38.3459397, -0.7659147 38.345797)",,,
21985763,,calle Santa Faz,residential,True,False,4.5,,"LINESTRING (-0.7651968 38.3455238, -0.7651468 38.3455138)",,,
22265043,,calle 9 de Octubre,residential,True,False,71.705,,"LINESTRING (-0.7651968 38.3455238, -0.7647927 38.3460854)",,,
78413413,,calle Pedro Galipienso,residential,True,False,21.549,,"LINESTRING (-0.7677755 38.3476282, -0.7675959 38.3477613)",,,
