osmid,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,tunnel,junction
51034479,CL-612,Carretera de Villamartín de Campos a Zamora,primary,50,8,False,False,59.896,"LINESTRING (-5.4157076 41.86177, -5.4157771 41.8617201, -5.4159942 41.8615859, -5.416292 41.8614568)",,,
157403661,,Avenida de Andrés Vázquez,primary,50,,False,True,207.799,"LINESTRING (-5.4157076 41.86177, -5.4160194 41.8621093, -5.4164648 41.862594, -5.4168275 41.8629766, -5.4168499 41.863002, -5.4168775 41.8630332, -5.4171168 41.8633159)",2,,
451753289,,Avenida de Andrés Vázquez,secondary,50,,False,False,159.71,"LINESTRING (-5.4157076 41.86177, -5.4156289 41.8616841, -5.4155864 41.8616365, -5.4150486 41.8610442, -5.4148231 41.8607974, -5.4146255 41.8605811)",2,,
451753290,,Calle Cercas de San Pedro,residential,,,False,True,129.406,"LINESTRING (-5.4157076 41.86177, -5.4151281 41.8621158, -5.4144396 41.8624476)",,,
418066912,,Calle Cercas de San Miguel,secondary,30,,False,False,254.85500000000002,"LINESTRING (-5.4120064 41.8673128, -5.410466 41.8653911, -5.4104289 41.8653448)",,,
418066917,CL-612,Calle Feria,primary,50,8,False,False,35.964,"LINESTRING (-5.4120064 41.8673128, -5.4121712 41.8672409, -5.412393 41.8671664)",,,
418066917,CL-612,Calle Feria,primary,50,8,False,True,30.415,"LINESTRING (-5.4120064 41.8673128, -5.4119237 41.8673567, -5.4118409 41.8674005, -5.4117206 41.8674837)",,,
418066917,CL-612,Calle Feria,primary,50,8,False,False,11.629,"LINESTRING (-5.4112738 41.8679478, -5.4113501 41.86786)",,,
418066920,,Calle Rincón de la Gloria,residential,,,False,False,14.69,"LINESTRING (-5.4112738 41.8679478, -5.4114512 41.8679488)",,,
418066917,CL-612,Calle Feria,primary,50,8,False,True,37.034,"LINESTRING (-5.4112738 41.8679478, -5.4111146 41.8681565, -5.4110529 41.8682374)",,,
418066916,CL-612,Calle Feria,primary,50,8,False,False,67.832,"LINESTRING (-5.4104984 41.8688111, -5.4107828 41.8685658, -5.4108958 41.8684297, -5.4109871 41.8683237)",,,
157403661,,Avenida de Andrés Vázquez,primary,50,,False,True,5.424,"LINESTRING (-5.4171168 41.8633159, -5.4171535 41.8633563)",2,,
51034480,,Calle La Fuente,residential,,,False,False,92.807,"LINESTRING (-5.4171168 41.8633159, -5.4167164 41.8632922, -5.4164599 41.8633579, -5.4160931 41.8635492)",,,
157403661,,Avenida de Andrés Vázquez,primary,50,,False,False,207.79899999999998,"LINESTRING (-5.4171168 41.8633159, -5.4168775 41.8630332, -5.4168499 41.863002, -5.4168275 41.8629766, -5.4164648 41.862594, -5.4160194 41.8621093, -5.4157076 41.86177)",2,,
51034486,,Camino Barrabueyes,residential,,,False,False,392.3500000000001,"LINESTRING (-5.4163771 41.8664329, -5.4153239 41.8671312, -5.4142608 41.8677348, -5.4141962 41.8677715, -5.4131092 41.8680741, -5.4129111 41.8681293, -5.4126562 41.8681907, -5.4125599 41.8682068, -5.4123895 41.8681933)",,,
52091573,,Camino Villalobos,unclassified,,,False,True,56.882999999999996,"LINESTRING (-5.4163771 41.8664329, -5.4162209 41.8662395, -5.4160941 41.8660825, -5.4160231 41.8659945)",,,
51034481,,Calle Cercas de Santiago,secondary,30,,False,False,184.171,"LINESTRING (-5.4144396 41.8624476, -5.4148954 41.8626854, -5.4152965 41.8629623, -5.4160931 41.8635492)",,,
418066919,,Calle Las Cruces,residential,,,False,True,162.98700000000002,"LINESTRING (-5.4144396 41.8624476, -5.4144114 41.862302, -5.414358 41.8622619, -5.4140183 41.8620071, -5.4134244 41.8618098, -5.4132866 41.861764, -5.412922 41.861622)",,,
451753290,,Calle Cercas de San Pedro,residential,,,False,False,129.406,"LINESTRING (-5.4144396 41.8624476, -5.4151281 41.8621158, -5.4157076 41.86177)",,,
"[437680248, 451780021, 451780022]",,Calle Miraflores,residential,,,False,False,26.593000000000004,"LINESTRING (-5.4144396 41.8624476, -5.4143745 41.862595, -5.4143493 41.8626387, -5.4143283 41.8626716)",,building_passage,
721670608,,Calle Cercas de Santiago,secondary,30,,False,True,27.807000000000002,"LINESTRING (-5.4144396 41.8624476, -5.4142731 41.8624383, -5.4141082 41.8624114)",,,
418066919,,Calle Las Cruces,residential,,,False,False,43.327,"LINESTRING (-5.4124584 41.8614414, -5.412922 41.861622)",,,
675609654,ZA-L-2325,Carretera de Quintanilla del Monte,tertiary,50,,False,True,339.2460000000001,"LINESTRING (-5.4124584 41.8614414, -5.4123672 41.8615408, -5.4122507 41.8615937, -5.4120646 41.8616567, -5.4119072 41.8617022, -5.410296 41.8621682, -5.4100657 41.862269, -5.409872 41.8623873, -5.4097277 41.8625007, -5.4095841 41.8626298, -5.4094856 41.8627625, -5.4093446 41.8629985, -5.4092398 41.8631199)",,,
51034487,,Calle de San Isidro,residential,,,False,False,16.188,"LINESTRING (-5.4133326 41.8623168, -5.4132333 41.8624422)",,,
"[721670608, 675609655]",,"['Calle Cercas de San Pedro', 'Calle Cercas de Santiago']",secondary,30,,False,False,65.13499999999999,"LINESTRING (-5.4133326 41.8623168, -5.4138334 41.8623667, -5.4141082 41.8624114)",,,
675609655,,Calle Cercas de San Pedro,secondary,30,,False,True,46.44,"LINESTRING (-5.4133326 41.8623168, -5.4130221 41.8622698, -5.4127787 41.8622578)",,,
675609657,,Calle de San Isidro,residential,,,False,False,8.202,"LINESTRING (-5.4126044 41.8633643, -5.4125621 41.863431)",,,
418066911,,Calle Castañón,residential,,,False,False,89.456,"LINESTRING (-5.4126044 41.8633643, -5.4129278 41.8635338, -5.4131951 41.8636939, -5.413353 41.863727, -5.4135123 41.8637857)",,,
675609657,,Calle de San Isidro,residential,,,False,True,37.094,"LINESTRING (-5.4126044 41.8633643, -5.4127327 41.863145, -5.4127855 41.8630592)",,,
51034487,,Calle de San Isidro,residential,,,False,True,16.188,"LINESTRING (-5.4132333 41.8624422, -5.4133326 41.8623168)",,,
675609656,,Calle de San Isidro,residential,,,False,False,21.995,"LINESTRING (-5.4132333 41.8624422, -5.4131277 41.8626237)",,,
51034483,,Ronda de San Pedro,residential,,,False,False,69.512,"LINESTRING (-5.4132333 41.8624422, -5.4127354 41.8624411, -5.412396 41.8624692)",,,
51034483,,Ronda de San Pedro,residential,,,False,False,9.48,"LINESTRING (-5.4116912 41.8625661, -5.4115809 41.8625889)",,,
51034483,,Ronda de San Pedro,residential,,,False,True,59.352,"LINESTRING (-5.4116912 41.8625661, -5.412396 41.8624692)",,,
52732349,,Calle Once Casas,residential,,,False,False,49.945,"LINESTRING (-5.4116912 41.8625661, -5.4117963 41.8626574, -5.4119019 41.8627305, -5.4119924 41.8627838, -5.4121433 41.8628597)",,,
51034484,,Calle Limpia,residential,,,False,False,67.379,"LINESTRING (-5.4116996 41.8634325, -5.411301 41.8632024, -5.4110173 41.8631106)",,,
51034484,,Calle Limpia,residential,,,False,True,72.956,"LINESTRING (-5.4116996 41.8634325, -5.4121458 41.8637489, -5.4123552 41.8638697)",,,
52732332,,Calle Aseo,residential,,,False,True,36.867999999999995,"LINESTRING (-5.4116996 41.8634325, -5.4118076 41.86334, -5.4118782 41.8632723, -5.4119547 41.863163)",,,
51034484,,Calle Limpia,residential,,,False,False,50.26,"LINESTRING (-5.4110173 41.8631106, -5.4107971 41.8629887, -5.4106423 41.863021, -5.4104716 41.8630066)",,,
51034484,,Calle Limpia,residential,,,False,True,67.379,"LINESTRING (-5.4110173 41.8631106, -5.411301 41.8632024, -5.4116996 41.8634325)",,,
51034485,,Calle San Pedro,residential,,,False,False,71.12899999999999,"LINESTRING (-5.4110173 41.8631106, -5.4110138 41.8631667, -5.4108534 41.8633993, -5.4106458 41.8636818)",,,
51034485,,Calle San Pedro,residential,,,False,True,74.459,"LINESTRING (-5.4110173 41.8631106, -5.4112417 41.8628974, -5.4115809 41.8625889)",,,
51034482,,Calle San Francisco,residential,,,False,True,41.501,"LINESTRING (-5.4092398 41.8631199, -5.4094028 41.8632863, -5.4095352 41.8634214)",,,
445807343,,Calle San Francisco,residential,,,False,True,137.503,"LINESTRING (-5.4092398 41.8631199, -5.4087404 41.8626768, -5.4086585 41.8626042, -5.4084058 41.8623665, -5.4081308 41.8622062)",,,
675609653,ZA-L-2325,Carretera de Quintanilla del Monte,tertiary,50,,False,True,84.589,"LINESTRING (-5.4092398 41.8631199, -5.4091428 41.8631889, -5.4088673 41.8633263, -5.408515 41.863484, -5.4083749 41.863511)",,,
675609654,ZA-L-2325,Carretera de Quintanilla del Monte,tertiary,50,,False,False,339.246,"LINESTRING (-5.4092398 41.8631199, -5.4093446 41.8629985, -5.4094856 41.8627625, -5.4095841 41.8626298, -5.4097277 41.8625007, -5.409872 41.8623873, -5.4100657 41.862269, -5.410296 41.8621682, -5.4119072 41.8617022, -5.4120646 41.8616567, -5.4122507 41.8615937, -5.4123672 41.8615408, -5.4124584 41.8614414)",,,
"[51034483, 52732333]",,"['Rincón Alegre', 'Ronda de San Pedro']",residential,,,False,False,79.663,"LINESTRING (-5.4104716 41.8630066, -5.410314 41.8631122, -5.4103216 41.8632136, -5.4101296 41.8635189, -5.4100825 41.8636335)",,,
51034483,,Ronda de San Pedro,residential,,,False,True,104.029,"LINESTRING (-5.4104716 41.8630066, -5.4108281 41.8628081, -5.4112645 41.8626546, -5.4115809 41.8625889)",,,
51034484,,Calle Limpia,residential,,,False,True,50.260000000000005,"LINESTRING (-5.4104716 41.8630066, -5.4106423 41.863021, -5.4107971 41.8629887, -5.4110173 41.8631106)",,,
51034480,,Calle La Fuente,residential,,,False,False,21.242,"LINESTRING (-5.4160931 41.8635492, -5.4158718 41.8636458)",,,
51034480,,Calle La Fuente,residential,,,False,True,92.807,"LINESTRING (-5.4160931 41.8635492, -5.4164599 41.8633579, -5.4167164 41.8632922, -5.4171168 41.8633159)",,,
51034481,,Calle Cercas de Santiago,secondary,30,,False,False,94.125,"LINESTRING (-5.4160931 41.8635492, -5.4163042 41.8636966, -5.4165146 41.8638849, -5.4166931 41.8641421, -5.4167313 41.8642343)",,,
51034481,,Calle Cercas de Santiago,secondary,30,,False,True,184.171,"LINESTRING (-5.4160931 41.8635492, -5.4152965 41.8629623, -5.4148954 41.8626854, -5.4144396 41.8624476)",,,
51034480,,Calle La Fuente,residential,,,False,False,31.636,"LINESTRING (-5.4149831 41.864143, -5.4148102 41.8643967)",,,
51034480,,Calle La Fuente,residential,,,False,True,92.049,"LINESTRING (-5.4149831 41.864143, -5.4155381 41.8638355, -5.4158718 41.8636458)",,,
52732357,,Calle Sillera,residential,,,False,True,69.60900000000001,"LINESTRING (-5.4149831 41.864143, -5.4148702 41.8639978, -5.4146818 41.8637855, -5.4145511 41.8636065)",,,
51034480,,Calle La Fuente,residential,,,False,True,31.636,"LINESTRING (-5.4148102 41.8643967, -5.4149831 41.864143)",,,
51034480,,Calle La Fuente,residential,,,False,False,15.502,"LINESTRING (-5.4148102 41.8643967, -5.4148585 41.8644122, -5.4148626 41.8645124)",,,
52732327,,Calle Corralones,residential,,,False,True,95.62899999999999,"LINESTRING (-5.4148102 41.8643967, -5.4147072 41.8643675, -5.4145354 41.8643233, -5.4143572 41.8642521, -5.4142011 41.8641683, -5.4140402 41.8640504, -5.4138745 41.8639186)",,,
51034480,,Calle La Fuente,residential,,,False,False,42.775,"LINESTRING (-5.4148626 41.8645124, -5.4148358 41.8646717, -5.4147606 41.8647937, -5.4147402 41.8648823)",,,
51034480,,Calle La Fuente,residential,,,False,True,15.502,"LINESTRING (-5.4148626 41.8645124, -5.4148585 41.8644122, -5.4148102 41.8643967)",,,
52732335,,Plaza de Santa María,residential,,,False,False,18.933999999999997,"LINESTRING (-5.4148626 41.8645124, -5.4149671 41.8644989, -5.4150889 41.8644886)",,,
52091573,,Camino Villalobos,unclassified,,,False,False,56.882999999999996,"LINESTRING (-5.4160231 41.8659945, -5.4160941 41.8660825, -5.4162209 41.8662395, -5.4163771 41.8664329)",,,
100724763,CL-612,Carretera a Medina de Rioseco,primary,50,8,False,True,88.449,"LINESTRING (-5.4160231 41.8659945, -5.4158097 41.8660044, -5.4154657 41.8660154, -5.4152384 41.8660324, -5.4149625 41.8660742)",2,,
418066913,,Calle Cercas de Santa María,secondary,30,,False,True,94.49,"LINESTRING (-5.4160231 41.8659945, -5.4162454 41.8656362, -5.4164534 41.8652083)",,,
418066914,,Calle Doctor Ballester Nieto,residential,,,False,False,37.682,"LINESTRING (-5.4160231 41.8659945, -5.4159023 41.8657465, -5.4158712 41.8656751)",,,
51034480,,Calle La Fuente,residential,,,False,True,42.775000000000006,"LINESTRING (-5.4147402 41.8648823, -5.4147606 41.8647937, -5.4148358 41.8646717, -5.4148626 41.8645124)",,,
"[418066914, 451780023]",,"['Calle Doctor Ballester Nieto', 'Calle Real']",residential,,,False,False,129.799,"LINESTRING (-5.4147402 41.8648823, -5.4142435 41.8646589, -5.4142075 41.8646499, -5.4139108 41.8644559, -5.413895 41.8644456, -5.4135816 41.8642444, -5.4134972 41.8641813)",,,
418066914,,Calle Doctor Ballester Nieto,residential,,,False,True,23.996000000000002,"LINESTRING (-5.4147402 41.8648823, -5.4148279 41.8649206, -5.4148961 41.8649556, -5.4149824 41.8650005)",,,
51034489,,Calle del Olivo,residential,,,False,False,87.147,"LINESTRING (-5.4149824 41.8650005, -5.4147447 41.8652846, -5.4145201 41.865472, -5.4143289 41.8656093)",,,
418066914,,Calle Doctor Ballester Nieto,residential,,,False,False,23.996000000000002,"LINESTRING (-5.4149824 41.8650005, -5.4148961 41.8649556, -5.4148279 41.8649206, -5.4147402 41.8648823)",,,
418066914,,Calle Doctor Ballester Nieto,residential,,,False,True,105.207,"LINESTRING (-5.4149824 41.8650005, -5.4152753 41.8652063, -5.4152972 41.8652222, -5.4157736 41.8655811, -5.4158712 41.8656751)",,,
51034490,,Calle Alta Sangre,residential,,,False,False,73.93100000000001,"LINESTRING (-5.4149625 41.8660742, -5.414838 41.8659488, -5.4143289 41.8656093)",,,
100724763,CL-612,Carretera a Medina de Rioseco,primary,50,8,False,False,88.449,"LINESTRING (-5.4149625 41.8660742, -5.4152384 41.8660324, -5.4154657 41.8660154, -5.4158097 41.8660044, -5.4160231 41.8659945)",2,,
100724763,CL-612,Carretera a Medina de Rioseco,primary,50,8,False,True,74.78399999999999,"LINESTRING (-5.4149625 41.8660742, -5.4148296 41.8661, -5.4146178 41.8661537, -5.4142725 41.866285, -5.4141479 41.8663528)",2,,
51034489,,Calle del Olivo,residential,,,False,False,76.052,"LINESTRING (-5.4143289 41.8656093, -5.4141945 41.8656228, -5.4134608 41.865826)",,,
51034489,,Calle del Olivo,residential,,,False,True,87.14699999999999,"LINESTRING (-5.4143289 41.8656093, -5.4145201 41.865472, -5.4147447 41.8652846, -5.4149824 41.8650005)",,,
51034490,,Calle Alta Sangre,residential,,,False,False,64.337,"LINESTRING (-5.4143289 41.8656093, -5.413868 41.8653751, -5.413684 41.8652867)",,,
51034490,,Calle Alta Sangre,residential,,,False,True,73.93100000000001,"LINESTRING (-5.4143289 41.8656093, -5.414838 41.8659488, -5.4149625 41.8660742)",,,
51034500,,Calle Real,residential,,,False,False,37.561,"LINESTRING (-5.4127816 41.863995, -5.412375 41.8639652, -5.4123302 41.8639619)",,,
51034500,,Calle Real,residential,,,False,True,63.498000000000005,"LINESTRING (-5.4127816 41.863995, -5.413039 41.8640301, -5.4133988 41.8641269, -5.4134972 41.8641813)",,,
52732358,,Callejón San Nicolás,residential,,,False,False,25.156,"LINESTRING (-5.4127816 41.863995, -5.4127027 41.8641759, -5.4126902 41.8642107)",,,
51034497,,Calle Una Acera,residential,,,False,False,89.375,"LINESTRING (-5.4119493 41.8639192, -5.4118718 41.8641106, -5.4117722 41.8642992, -5.4114174 41.8646011)",,,
51034500,,Calle Real,residential,,,False,False,111.383,"LINESTRING (-5.4119493 41.8639192, -5.4115097 41.8638596, -5.4110722 41.8637922, -5.4106458 41.8636818)",,,
51034500,,Calle Real,residential,,,False,True,31.907,"LINESTRING (-5.4119493 41.8639192, -5.412132 41.8639363, -5.4122834 41.8639559, -5.4123302 41.8639619)",,,
326839856,,Calle Amargura,residential,,,False,True,15.606,"LINESTRING (-5.4115711 41.8647363, -5.411706 41.8648343)",,,
51034498,,Plaza Argüello,residential,,,False,False,41.402,"LINESTRING (-5.4115711 41.8647363, -5.4113631 41.8648634, -5.4111846 41.8649725)",,,
326839856,,Calle Amargura,residential,,,False,False,19.698,"LINESTRING (-5.4115711 41.8647363, -5.4114364 41.8646178, -5.4114174 41.8646011)",,,
326839856,,Calle Amargura,residential,,,False,False,39.361,"LINESTRING (-5.4114174 41.8646011, -5.411084 41.8643488)",,,
51034497,,Calle Una Acera,residential,,,False,True,89.375,"LINESTRING (-5.4114174 41.8646011, -5.4117722 41.8642992, -5.4118718 41.8641106, -5.4119493 41.8639192)",,,
326839856,,Calle Amargura,residential,,,False,True,19.698,"LINESTRING (-5.4114174 41.8646011, -5.4114364 41.8646178, -5.4115711 41.8647363)",,,
51034496,,Plaza Santo Domingo,residential,,,False,True,16.491,"LINESTRING (-5.4134217 41.8659151, -5.4135818 41.8660033)",,,
326839857,,Plaza Santo Domingo,residential,,,True,False,11.038,"LINESTRING (-5.4134217 41.8659151, -5.4134599 41.8658804, -5.4134608 41.865826)",,,roundabout
326839856,,Calle Amargura,residential,,,False,False,19.074,"LINESTRING (-5.4130205 41.8658142, -5.4128502 41.8656987)",,,
52732354,,Calle de la Soledad,residential,,,False,False,67.047,"LINESTRING (-5.4130205 41.8658142, -5.4128529 41.8659722, -5.4126205 41.8662081, -5.4125577 41.8663066)",,,
326839856,,Calle Amargura,residential,,,False,True,13.919999999999998,"LINESTRING (-5.4130205 41.8658142, -5.4131232 41.8658307, -5.4131738 41.8658027)",,,
52732363,,Calle Cantarranas,residential,,,False,False,28.237,"LINESTRING (-5.4116477 41.8655664, -5.4113564 41.8656984)",,,
52732363,,Calle Cantarranas,residential,,,False,True,63.095,"LINESTRING (-5.4116477 41.8655664, -5.412002 41.8655205, -5.4121227 41.8654778, -5.4123368 41.8653569)",,,
418066909,,Calle Borrenes,residential,,,False,False,76.366,"LINESTRING (-5.4116477 41.8655664, -5.4112956 41.8651137, -5.4111846 41.8649725)",,,
418066909,,Calle Borrenes,residential,,,False,False,58.95,"LINESTRING (-5.4111846 41.8649725, -5.4107889 41.8645318)",,,
51034498,,Plaza Argüello,residential,,,False,True,41.402,"LINESTRING (-5.4111846 41.8649725, -5.4113631 41.8648634, -5.4115711 41.8647363)",,,
418066909,,Calle Borrenes,residential,,,False,True,76.366,"LINESTRING (-5.4111846 41.8649725, -5.4112956 41.8651137, -5.4116477 41.8655664)",,,
52732363,,Calle Cantarranas,residential,,,False,True,28.237,"LINESTRING (-5.4113564 41.8656984, -5.4116477 41.8655664)",,,
51034495,,Calle Nueva,residential,,,False,False,56.527,"LINESTRING (-5.4113564 41.8656984, -5.4111511 41.8655969, -5.4108838 41.8653402)",,,
52732353,,Calle Parra,residential,,,False,False,45.661,"LINESTRING (-5.4113564 41.8656984, -5.4115132 41.8658261, -5.4116339 41.8659497, -5.4116942 41.8660216)",,,
51034495,,Calle Nueva,residential,,,False,False,78.743,"LINESTRING (-5.4108838 41.8653402, -5.4103507 41.8647538)",,,
51034495,,Calle Nueva,residential,,,False,True,56.527,"LINESTRING (-5.4108838 41.8653402, -5.4111511 41.8655969, -5.4113564 41.8656984)",,,
