osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,lanes,width
1123831591,True,N-141e,Carrer Major,tertiary,30,False,117.098,"LINESTRING (2.7943793 41.9755967, 2.7957746 41.9757783)",,,
36781189,False,,Carrer Prudenci Bertrana,residential,,False,88.799,"LINESTRING (2.7943793 41.9755967, 2.7943951 41.9755426, 2.7946066 41.9748162)",,,
32938011,True,,Carrer Sant Antoni,residential,,False,17.501,"LINESTRING (2.7978031 41.9774427, 2.7976514 41.9774273, 2.7975929 41.9774246)",,,
123150891,False,,Carrer de Sant Grau,residential,,False,67.441,"LINESTRING (2.7978031 41.9774427, 2.7977831 41.9774984, 2.7975927 41.9780287)",,,
32938011,True,,Carrer Sant Antoni,residential,,False,37.050000000000004,"LINESTRING (2.7975929 41.9774246, 2.7972267 41.9774161, 2.797145 41.9774195)",,,
74902428,True,,Carrer del Garbí,residential,,False,154.25,"LINESTRING (2.7975929 41.9774246, 2.7975927 41.9773766, 2.7975881 41.9760374)",,,
32938011,True,,Carrer Sant Antoni,residential,,False,68.124,"LINESTRING (2.797145 41.9774195, 2.7970577 41.9774244, 2.7963417 41.9772959)",,,
"[263062524, 124182878]",False,,Carrer de les Filadores,residential,,False,100.08900000000001,"LINESTRING (2.797145 41.9774195, 2.797132 41.9774873, 2.7971125 41.977576, 2.7970969 41.977938, 2.7975336 41.9780179, 2.7975927 41.9780287)",,,
263062526,True,,Carrer d'Enric Granados,residential,,False,81.209,"LINESTRING (2.7962115 41.9772725, 2.7960066 41.9766272, 2.7959858 41.9765617)",,,
263897214,True,,Carrer de Sant Dionís,residential,,False,91.992,"LINESTRING (2.7962115 41.9772725, 2.7952278 41.9771127, 2.7951243 41.9770959)",,,
32756953,True,,Carrer Agustí Cabruja,residential,,False,198.178,"LINESTRING (2.7951243 41.9770959, 2.7951134 41.9771349, 2.7950176 41.9774772, 2.7949473 41.9776108, 2.7948912 41.9776918, 2.7934228 41.9773047)",,,
263897214,True,,Carrer de Sant Dionís,residential,,False,137.03900000000002,"LINESTRING (2.7951243 41.9770959, 2.7936534 41.9769784, 2.793476 41.9769642)",,,
31720169,True,,,residential,,False,16.837,"LINESTRING (2.7895475 41.9758505, 2.7894994 41.9758975, 2.7894379 41.9759043, 2.7893841 41.9758813)",roundabout,,
31720169,True,,,residential,,False,9.093,"LINESTRING (2.7893902 41.9757848, 2.7894393 41.9757664, 2.7894939 41.9757714)",roundabout,,
