osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,junction,tunnel
156206695,Calle Terrero,residential,False,False,14.566,"LINESTRING (-2.1613698 39.204593, -2.1614165 39.2044671)",,,,,
156205897,Calle Agustina de Aragón,residential,False,False,120.272,"LINESTRING (-2.1613698 39.204593, -2.1627586 39.2045729, -2.1627654 39.2045728)",,,,,
156206700,Calle Terrero,residential,False,True,32.525999999999996,"LINESTRING (-2.1613698 39.204593, -2.1613192 39.2047061, -2.161279 39.2048241, -2.1612527 39.2048706)",,,,,
156205897,Calle Agustina de Aragón,residential,False,False,62.076,"LINESTRING (-2.1627654 39.2045728, -2.1634855 39.2045558)",,,,,
156206301,,residential,False,False,3.423,"LINESTRING (-2.1627654 39.2045728, -2.1627743 39.2046028)",,,,,
156205897,Calle Agustina de Aragón,residential,False,True,120.272,"LINESTRING (-2.1627654 39.2045728, -2.1627586 39.2045729, -2.1613698 39.204593)",,,,,
"[156206304, 156206299]",Calle General Espartero,residential,False,True,139.358,"LINESTRING (-2.1627654 39.2045728, -2.1626948 39.2043867, -2.1625251 39.2039537, -2.1623638 39.2036608, -2.1622765 39.2035595, -2.1621949 39.2035039, -2.1621005 39.2034662)",,,,,
156205946,Calle Alfredo Atienza,tertiary,False,False,35.134,"LINESTRING (-2.1578783 39.2057374, -2.1574706 39.2057318)",N-301,,,,
156205946,Calle Alfredo Atienza,tertiary,False,True,26.42,"LINESTRING (-2.1578783 39.2057374, -2.1581846 39.2057483)",N-301,,,,
156205901,Calle Alcázar de Toledo,residential,False,False,71.791,"LINESTRING (-2.1578783 39.2057374, -2.157864 39.206266, -2.1578657 39.2063829)",,,,,
156205903,Calle Alfonso X el Sabio,residential,False,False,43.514,"LINESTRING (-2.1531222 39.2034792, -2.1531351 39.203088)",,,,,
156206854,Calle Belchite,residential,False,True,53.395,"LINESTRING (-2.1531222 39.2034792, -2.1537375 39.2034222)",,,,,
156205903,Calle Alfonso X el Sabio,residential,False,True,104.576,"LINESTRING (-2.1531222 39.2034792, -2.1531113 39.2035972, -2.1530963 39.2041217, -2.1530861 39.2043172, -2.1530808 39.204419)",,,,,
156205946,Calle Alfredo Atienza,tertiary,False,False,11.369,"LINESTRING (-2.1530024 39.2049069, -2.1528765 39.2048763)",N-301,,,,
156205903,Calle Alfonso X el Sabio,residential,False,False,54.839,"LINESTRING (-2.1530024 39.2049069, -2.1530551 39.2047275, -2.1530748 39.2045327, -2.1530808 39.204419)",,,,,
156205946,Calle Alfredo Atienza,tertiary,False,True,22.733999999999998,"LINESTRING (-2.1530024 39.2049069, -2.1530594 39.2049187, -2.1532578 39.2049582)",N-301,,,,
156206043,Calle Cartagena,residential,False,True,128.586,"LINESTRING (-2.1530808 39.204419, -2.1544777 39.2048259)",,,,,
156205903,Calle Alfonso X el Sabio,residential,False,False,104.576,"LINESTRING (-2.1530808 39.204419, -2.1530861 39.2043172, -2.1530963 39.2041217, -2.1531113 39.2035972, -2.1531222 39.2034792)",,,,,
156205903,Calle Alfonso X el Sabio,residential,False,True,54.839,"LINESTRING (-2.1530808 39.204419, -2.1530748 39.2045327, -2.1530551 39.2047275, -2.1530024 39.2049069)",,,,,
156205908,Calle Alfonso X el Sabio,residential,False,True,48.165,"LINESTRING (-2.1530509 39.2025467, -2.1531253 39.202976)",,,,,
156205903,Calle Alfonso X el Sabio,residential,False,True,43.514,"LINESTRING (-2.1531351 39.203088, -2.1531222 39.2034792)",,,,,
176728473,Avenida Juan Ramón Ramírez,residential,True,False,54.577,"LINESTRING (-2.1531351 39.203088, -2.1537639 39.203029)",,,,,
156205917,Calle Alfonso XII,residential,False,False,14.496,"LINESTRING (-2.1544724 39.2049562, -2.1544777 39.2048259)",,,,,
156205917,Calle Alfonso XII,residential,False,True,26.525,"LINESTRING (-2.1544724 39.2049562, -2.1544498 39.2051941)",,,,,
