osmid,oneway,ref,highway,reversed,length,bridge,width,name,geometry,junction
175873961,True,AL-7101,tertiary,False,23.119999999999997,,,Calle del Arrabal de Santa Bárbara,"LINESTRING (-2.1411357 37.3918584, -2.1411685 37.3917839, -2.1411915 37.3916562)",
175873977,False,,residential,False,30.51,,,,"LINESTRING (-2.1415226 37.3916944, -2.1417626 37.3918917)",
175873967,True,,residential,False,13.867,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1415487 37.390633, -2.1416472 37.3907301)",
175873969,False,,residential,False,45.605,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1415487 37.390633, -2.1411081 37.3908467)",
175873969,False,,residential,True,15.962,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1415487 37.390633, -2.1417015 37.3905564)",
175873927,True,,tertiary,False,9.393,,,,"LINESTRING (-2.1410862 37.391657, -2.1411417 37.3916624, -2.1411915 37.3916562)",
175874000,True,,tertiary,False,22.848,,,Calle Príncipe de Asturias,"LINESTRING (-2.1410862 37.391657, -2.1411069 37.3917157, -2.1411357 37.3918584)",
175873954,False,,residential,False,12.287,,,Calle del Sacerdote Juan Bretones,"LINESTRING (-2.1413945 37.3843666, -2.1413158 37.3844577)",
"[175874002, 175873954, 669166938]",False,,residential,True,442.392,,,"['Calle Grenoble', 'Calle del Sacerdote Juan Bretones']","LINESTRING (-2.1413945 37.3843666, -2.1414046 37.3843122, -2.1427725 37.3831741, -2.142853 37.3831528, -2.1431319 37.3833829, -2.1431534 37.3834298, -2.1417425 37.3845466, -2.1414958 37.3844081, -2.1413945 37.3843666)",
"[175873954, 175874002, 669166938]",False,,residential,False,442.392,,,"['Calle Grenoble', 'Calle del Sacerdote Juan Bretones']","LINESTRING (-2.1413945 37.3843666, -2.1414958 37.3844081, -2.1417425 37.3845466, -2.1431534 37.3834298, -2.1431319 37.3833829, -2.142853 37.3831528, -2.1427725 37.3831741, -2.1414046 37.3843122, -2.1413945 37.3843666)",
175873931,True,,residential,False,48.808,,,Calle Ancha,"LINESTRING (-2.1425218 37.3898535, -2.1423621 37.3894333)",
175873919,False,,residential,False,67.107,,,Calle del Salitre,"LINESTRING (-2.1425218 37.3898535, -2.1425365 37.3898468, -2.1427752 37.3897487, -2.1432043 37.3895889)",
175873919,False,,residential,True,55.037,,,Calle del Salitre,"LINESTRING (-2.1425218 37.3898535, -2.1421744 37.390013, -2.1419868 37.3901069)",
175873929,False,,residential,True,8.556,,,,"LINESTRING (-2.1403397 37.3862281, -2.1402673 37.386177)",
175873929,False,,residential,False,29.977,,,,"LINESTRING (-2.1403397 37.3862281, -2.1405195 37.3862793, -2.1406669 37.3862922)",
"[175873978, 96713276]",False,,residential,"[False, True]",105.266,,4,Calle de la Amistad,"LINESTRING (-2.1403397 37.3862281, -2.1402566 37.3863794, -2.1402941 37.3865158, -2.1402217 37.3868675, -2.1405784 37.3869028)",
52531576,False,AL-7101,tertiary,True,44.404,,,,"LINESTRING (-2.1411839 37.3922498, -2.1411256 37.3920801, -2.1411149 37.3919522, -2.1411357 37.3918584)",
175873944,False,,residential,False,65.077,,,Calle de Taberno,"LINESTRING (-2.1411839 37.3922498, -2.1412624 37.3922229, -2.1417626 37.3918917)",
669166918,False,,unclassified,False,99.35399999999998,,,Calle de Taberno,"LINESTRING (-2.1411839 37.3922498, -2.1408172 37.3922975, -2.1405221 37.3923316, -2.14027 37.3923784, -2.1400853 37.3924304)",
175874001,False,,residential,False,32.635,,,Camino de los Caños,"LINESTRING (-2.1420144 37.3895324, -2.1423621 37.3894333)",
175873934,True,,residential,False,20.316,,,Plaza de los Dolores,"LINESTRING (-2.1420144 37.3895324, -2.1419613 37.3893831, -2.1419518 37.3893566)",
175873952,False,,residential,False,36.674,,,Calle de San Juan,"LINESTRING (-2.1404014 37.3902709, -2.1407886 37.390152)",
175873952,False,,residential,True,39.51,,,Calle de San Juan,"LINESTRING (-2.1404014 37.3902709, -2.1399816 37.3903934)",
175874000,True,,tertiary,False,86.725,,,Calle Príncipe de Asturias,"LINESTRING (-2.1404014 37.3902709, -2.1407572 37.3909978)",
101695542,True,AL-7101,tertiary,False,39.493,,5,Calle del Rulador,"LINESTRING (-2.1412615 37.3911803, -2.1411081 37.3908467)",
175874001,False,,residential,False,13.569,,,Camino de los Caños,"LINESTRING (-2.1432178 37.389297, -2.143368 37.3893225)",
175874001,False,,residential,True,8.576,,,Camino de los Caños,"LINESTRING (-2.1432178 37.389297, -2.1431272 37.3893247)",
175876286,False,,residential,True,65.791,,,Camino de los Caños,"LINESTRING (-2.1432178 37.389297, -2.143199 37.3892565, -2.1431373 37.389167, -2.1430702 37.388956, -2.1429764 37.3887599, -2.1429664 37.3887426)",
175876307,False,,residential,False,30.157,,,Camino de los Caños,"LINESTRING (-2.1432043 37.3895889, -2.1431272 37.3893247)",
175873919,False,,residential,True,67.107,,,Calle del Salitre,"LINESTRING (-2.1432043 37.3895889, -2.1427752 37.3897487, -2.1425365 37.3898468, -2.1425218 37.3898535)",
"[175876307, 175876262]",False,,residential,True,106.00599999999999,,,"['Camino de los Caños', 'Calle Almazara']","LINESTRING (-2.1432043 37.3895889, -2.1432419 37.3897125, -2.1432419 37.3898041, -2.1432419 37.3899299, -2.143258 37.3900492, -2.1432794 37.3902176, -2.1432043 37.390241, -2.1431319 37.3902623, -2.1430327 37.3902794, -2.1429147 37.3903433)",
175873936,False,AL-7100,tertiary,False,49.33,,,Calle de la Estación,"LINESTRING (-2.1418165 37.3896844, -2.1419868 37.3901069)",
175873969,False,,residential,True,36.627,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1403773 37.3911297, -2.1407572 37.3909978)",
175873969,False,,residential,False,39.133,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1403773 37.3911297, -2.1402512 37.3912106, -2.140101 37.391347, -2.140064 37.3913769)",
175873982,False,,residential,False,89.14,,,Calle de la Santa Cruz,"LINESTRING (-2.1403773 37.3911297, -2.1403558 37.3911084, -2.1399816 37.3903934)",
175873934,True,,residential,False,17.562,,,Plaza de los Dolores,"LINESTRING (-2.1419518 37.3893566, -2.1417623 37.3894043)",
175873931,True,,residential,False,22.177,,,Calle Ancha,"LINESTRING (-2.1423621 37.3894333, -2.142279 37.3892451)",
175874001,False,,residential,True,32.635,,,Camino de los Caños,"LINESTRING (-2.1423621 37.3894333, -2.1420144 37.3895324)",
175874001,False,,residential,False,37.804,,,Camino de los Caños,"LINESTRING (-2.1423621 37.3894333, -2.1424694 37.3893929, -2.1427269 37.3893481, -2.1427724 37.3893463)",
175873998,True,,residential,False,16.371,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1414394 37.3911391, -2.1412615 37.3911803)",
175873980,False,,residential,False,49.112,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1414394 37.3911391, -2.1416057 37.3908377, -2.1416326 37.3907631, -2.1416472 37.3907301)",
175873963,True,AL-7100,tertiary,False,29.642000000000003,,,Calle de la Estación,"LINESTRING (-2.1417623 37.3894043, -2.1417511 37.3894619, -2.1418087 37.3896651)",
175873975,True,,residential,False,109.395,,,Calle de los Claveles,"LINESTRING (-2.1417623 37.3894043, -2.1407904 37.3896869, -2.1406057 37.3897544)",
175873952,False,,residential,True,51.165,,,Calle de San Juan,"LINESTRING (-2.1413027 37.3899427, -2.1411364 37.3900279, -2.1407886 37.390152)",
101695542,True,AL-7101,tertiary,False,45.211,,5,Calle del Rulador,"LINESTRING (-2.1402349 37.3889483, -2.1400593 37.3885664)",
175876270,False,,residential,False,71.698,,,Calle del Suspiro,"LINESTRING (-2.1402349 37.3889483, -2.1409987 37.3887304)",
"[175876307, 175876262]",False,,residential,False,106.006,,,"['Camino de los Caños', 'Calle Almazara']","LINESTRING (-2.1429147 37.3903433, -2.1430327 37.3902794, -2.1431319 37.3902623, -2.1432043 37.390241, -2.1432794 37.3902176, -2.143258 37.3900492, -2.1432419 37.3899299, -2.1432419 37.3898041, -2.1432419 37.3897125, -2.1432043 37.3895889)",
175876262,False,,residential,True,82.608,,,Calle Almazara,"LINESTRING (-2.1429147 37.3903433, -2.1427323 37.3903859, -2.1425633 37.3904051, -2.1423541 37.3903454, -2.1422924 37.3903518, -2.1420393 37.3904638)",
175876271,False,,residential,True,84.74499999999999,,,Pasaje Arrabal,"LINESTRING (-2.1429147 37.3903433, -2.1429334 37.3903753, -2.1429227 37.3904456, -2.1428798 37.3905756, -2.1428208 37.3907226, -2.1427645 37.3907972, -2.1424736 37.3909559)",
175876267,False,,residential,False,78.237,,,Avenida Presidente Adolfo Suarez,"LINESTRING (-2.1458704 37.3909193, -2.1459469 37.3909462, -2.1459831 37.390989, -2.1461937 37.3913788, -2.1462714 37.3915279)",
175876293,True,,residential,False,8.732,,,,"LINESTRING (-2.1458704 37.3909193, -2.1458479 37.3909001, -2.1458279 37.3908908, -2.1457859 37.3908849)",roundabout
175876261,True,,residential,False,9.956,,,Avenida Presidente Adolfo Suarez,"LINESTRING (-2.145739 37.3908228, -2.1457189 37.3909109)",
175876284,False,,residential,True,321.32300000000004,,,Avenida Presidente Adolfo Suarez,"LINESTRING (-2.145739 37.3908228, -2.1457243 37.3907714, -2.1456706 37.3906372, -2.1455955 37.3904923, -2.1455875 37.3904028, -2.1455768 37.390309, -2.1455499 37.3902174, -2.1454574 37.3900492, -2.1453206 37.389834, -2.1449102 37.3891456, -2.1445924 37.3886276, -2.144461 37.3884507, -2.1444256 37.3883791, -2.1444073 37.388342, -2.1443644 37.3882653, -2.1443146 37.3881814)",
175873970,False,AL-7100,tertiary,True,7.2490000000000006,,,Calle del Arrabal,"LINESTRING (-2.1426861 37.3915178, -2.1426711 37.3914648, -2.1426671 37.3914544)",
175876275,False,,residential,False,97.303,,,,"LINESTRING (-2.1426861 37.3915178, -2.142853 37.3914728, -2.1430032 37.3914152, -2.1430595 37.3913875, -2.1432875 37.391411, -2.1436442 37.3914301, -2.1437488 37.3914344)",
175873946,False,,residential,False,35.82,,,Calle del Viento,"LINESTRING (-2.1411858 37.3890749, -2.1415639 37.3889586)",
175873946,False,,residential,True,74.083,,,Calle del Viento,"LINESTRING (-2.1411858 37.3890749, -2.1404038 37.3893154)",
175876272,False,,residential,False,41.721,,,Calle de Santa Isabel,"LINESTRING (-2.1411858 37.3890749, -2.1409987 37.3887304)",
175876284,False,,residential,False,321.323,,,Avenida Presidente Adolfo Suarez,"LINESTRING (-2.1443146 37.3881814, -2.1443644 37.3882653, -2.1444073 37.388342, -2.1444256 37.3883791, -2.144461 37.3884507, -2.1445924 37.3886276, -2.1449102 37.3891456, -2.1453206 37.389834, -2.1454574 37.3900492, -2.1455499 37.3902174, -2.1455768 37.390309, -2.1455875 37.3904028, -2.1455955 37.3904923, -2.1456706 37.3906372, -2.1457243 37.3907714, -2.145739 37.3908228)",
175876284,False,,residential,True,132.109,,,Avenida Presidente Adolfo Suarez,"LINESTRING (-2.1443146 37.3881814, -2.1442772 37.3881184, -2.1439473 37.3875132, -2.1437837 37.3872426, -2.1436912 37.3871486, -2.1436608 37.3871175)",
175876287,False,,residential,False,44.538,,,Calle de la Cuesta,"LINESTRING (-2.1443146 37.3881814, -2.1443065 37.3881814, -2.1438983 37.388184, -2.1438105 37.3881845)",
175876271,False,,residential,False,40.844,,,Pasaje Arrabal,"LINESTRING (-2.1421234 37.3911957, -2.1424736 37.3909559)",
40814441,True,AL-7100,tertiary,False,78.703,,,Calle de la Concepción,"LINESTRING (-2.1412669 37.3882913, -2.1415639 37.3889586)",
175876264,False,,residential,False,41.189,,,Calle del Águila,"LINESTRING (-2.1412669 37.3882913, -2.1408173 37.3883893)",
174388800,False,AL-8100,tertiary,True,3.602,,5,Avenida del Puente,"LINESTRING (-2.1420256 37.3881407, -2.1419867 37.388131)",
174388800,False,AL-8100,tertiary,False,36.120999999999995,,5,Avenida del Puente,"LINESTRING (-2.1420256 37.3881407, -2.1423221 37.3882149, -2.142418 37.3882309)",
175876287,False,,residential,True,158.359,,,Calle de la Cuesta,"LINESTRING (-2.1420256 37.3881407, -2.1421288 37.3881398, -2.1422602 37.3881525, -2.142515 37.3881866, -2.142692 37.3881994, -2.1428999 37.388212, -2.1433787 37.3882143, -2.1438105 37.3881845)",
175876264,False,,residential,True,41.189,,,Calle del Águila,"LINESTRING (-2.1408173 37.3883893, -2.1412669 37.3882913)",
175876272,False,,residential,False,70.019,,,Calle de Santa Isabel,"LINESTRING (-2.1408173 37.3883893, -2.140504 37.3878109)",
175876272,False,,residential,True,41.176,,,Calle de Santa Isabel,"LINESTRING (-2.1408173 37.3883893, -2.1409987 37.3887304)",
175876264,False,,residential,False,69.845,,,Calle del Águila,"LINESTRING (-2.1408173 37.3883893, -2.1402217 37.3885191, -2.1400593 37.3885664)",
175874001,False,,residential,False,31.56,,,Camino de los Caños,"LINESTRING (-2.1427724 37.3893463, -2.1430997 37.3893332, -2.1431272 37.3893247)",
175874001,False,,residential,True,37.804,,,Camino de los Caños,"LINESTRING (-2.1427724 37.3893463, -2.1427269 37.3893481, -2.1424694 37.3893929, -2.1423621 37.3894333)",
175876259,False,,residential,False,133.48999999999998,,,Pasaje del Puente,"LINESTRING (-2.1427724 37.3893463, -2.1427806 37.3891584, -2.1426411 37.3888579, -2.1425231 37.3886086, -2.142574 37.3885809, -2.1424158 37.3882996, -2.142418 37.3882309)",
174388800,False,AL-8100,tertiary,True,35.934,,5,Avenida del Puente,"LINESTRING (-2.142816 37.3882975, -2.142418 37.3882309)",
"[174388800, 96713284]",False,AL-8100,tertiary,False,221.11499999999998,yes,"['4', '5']",Avenida del Puente,"LINESTRING (-2.142816 37.3882975, -2.1435936 37.3884276, -2.1439677 37.3884789, -2.1442266 37.3884541, -2.1443727 37.3884176, -2.1445324 37.3883666, -2.1447845 37.388264, -2.1452034 37.3881146)",
175876286,False,,residential,False,52.351,,,Camino de los Caños,"LINESTRING (-2.142816 37.3882975, -2.142802 37.3884083, -2.1428342 37.3884765, -2.1428798 37.3885916, -2.1429664 37.3887426)",
174388800,False,AL-8100,tertiary,False,35.934,,5,Avenida del Puente,"LINESTRING (-2.142418 37.3882309, -2.142816 37.3882975)",
174388800,False,AL-8100,tertiary,True,36.120999999999995,,5,Avenida del Puente,"LINESTRING (-2.142418 37.3882309, -2.1423221 37.3882149, -2.1420256 37.3881407)",
175876259,False,,residential,True,133.49,,,Pasaje del Puente,"LINESTRING (-2.142418 37.3882309, -2.1424158 37.3882996, -2.142574 37.3885809, -2.1425231 37.3886086, -2.1426411 37.3888579, -2.1427806 37.3891584, -2.1427724 37.3893463)",
174388800,False,AL-8100,tertiary,True,8.338,,5,Avenida del Puente,"LINESTRING (-2.1418157 37.3880808, -2.1417296 37.3880501)",
174388800,False,AL-8100,tertiary,False,16.133,,5,Avenida del Puente,"LINESTRING (-2.1418157 37.3880808, -2.1418846 37.3881054, -2.1419867 37.388131)",
175876258,True,,residential,False,15.576,,,Calle Ancha,"LINESTRING (-2.1418157 37.3880808, -2.1418015 37.3881312, -2.1418311 37.3881845, -2.141866 37.3881964)",
"[175876288, 175876290, 175876310]",False,,tertiary,False,139.70100000000002,yes,,Calle del Poeta Juan Berbel,"LINESTRING (-2.1457339 37.3918403, -2.1458316 37.3917517, -2.146478 37.3912701, -2.1468481 37.390976, -2.1468644 37.3909626)",
175876288,False,,tertiary,True,37.09,,,Calle del Poeta Juan Berbel,"LINESTRING (-2.1457339 37.3918403, -2.1456586 37.3919181, -2.1454567 37.3920904)",
175876269,True,,residential,False,10.39,,,Avenida Presidente Adolfo Suarez,"LINESTRING (-2.1435195 37.385141, -2.1435029 37.3850485)",
175876284,False,,residential,False,223.26299999999998,,,Avenida Presidente Adolfo Suarez,"LINESTRING (-2.1435195 37.385141, -2.1435302 37.3852049, -2.1435249 37.385271, -2.1434927 37.3854074, -2.1434632 37.3855331, -2.1434524 37.3856567, -2.1434524 37.3859295, -2.1434779 37.3863155, -2.1435007 37.3865497, -2.1435088 37.3867522, -2.1435544 37.3869504, -2.1436268 37.3870825, -2.1436608 37.3871175)",
175876287,False,,residential,False,158.35899999999998,,,Calle de la Cuesta,"LINESTRING (-2.1438105 37.3881845, -2.1433787 37.3882143, -2.1428999 37.388212, -2.142692 37.3881994, -2.142515 37.3881866, -2.1422602 37.3881525, -2.1421288 37.3881398, -2.1420256 37.3881407)",
175876287,False,,residential,True,44.538,,,Calle de la Cuesta,"LINESTRING (-2.1438105 37.3881845, -2.1438983 37.388184, -2.1443065 37.3881814, -2.1443146 37.3881814)",
175876292,False,,residential,True,127.418,,,Parque Elboj,"LINESTRING (-2.1438105 37.3881845, -2.143832 37.3880993, -2.1438789 37.3880202, -2.1439554 37.3878712, -2.1439607 37.3877988, -2.1438025 37.3875367, -2.1436965 37.3873446, -2.1436402 37.3872445, -2.1436608 37.3871175)",
175876293,True,,residential,False,17.862000000000002,,,,"LINESTRING (-2.1457189 37.3909109, -2.1457019 37.3909333, -2.145696 37.3909545, -2.1456992 37.3909806, -2.145715 37.3910058, -2.1457457 37.3910267, -2.1457771 37.3910349)",roundabout
175876261,True,,residential,False,8.053,,,Avenida Presidente Adolfo Suarez,"LINESTRING (-2.1457859 37.3908849, -2.145739 37.3908228)",
175876293,True,,residential,False,6.723,,,,"LINESTRING (-2.1457859 37.3908849, -2.1457503 37.390892, -2.1457189 37.3909109)",roundabout
175876282,True,,tertiary,False,11.11,,,,"LINESTRING (-2.1435571 37.384849, -2.1434365 37.3848773)",
175876266,True,,residential,False,104.191,,,Avenida Presidente Adolfo Suarez,"LINESTRING (-2.1457771 37.3910349, -2.1458664 37.3911891, -2.1459429 37.3913215, -2.1459818 37.3914086, -2.1460019 37.3914578, -2.1460086 37.3914875, -2.1459643 37.3915388, -2.1458638 37.3916196, -2.1457484 37.3917155, -2.1457229 37.3917455, -2.1457042 37.3917924, -2.1457339 37.3918403)",
175876293,True,,residential,False,19.098,,,,"LINESTRING (-2.1457771 37.3910349, -2.1458104 37.391034, -2.145841 37.3910242, -2.1458668 37.3910053, -2.1458816 37.3909819, -2.1458852 37.3909676, -2.1458826 37.3909415, -2.1458704 37.3909193)",roundabout
175876305,True,AL-8101,tertiary,False,31.523,,,,"LINESTRING (-2.146934 37.3910485, -2.1469903 37.3909398, -2.1470761 37.3907885)",
175876253,True,,residential,False,59.134,,,Calle del Poeta Juan Berbel,"LINESTRING (-2.1454567 37.3920904, -2.145731 37.3919501, -2.1459736 37.3917573)",
175876288,False,,tertiary,False,37.09,,,Calle del Poeta Juan Berbel,"LINESTRING (-2.1454567 37.3920904, -2.1456586 37.3919181, -2.1457339 37.3918403)",
175876288,False,,tertiary,True,31.671999999999997,,,Calle del Poeta Juan Berbel,"LINESTRING (-2.1454567 37.3920904, -2.1452965 37.3922271, -2.1452097 37.3922968)",
175876267,False,,residential,True,78.237,,,Avenida Presidente Adolfo Suarez,"LINESTRING (-2.1462714 37.3915279, -2.1461937 37.3913788, -2.1459831 37.390989, -2.1459469 37.3909462, -2.1458704 37.3909193)",
175876275,False,,residential,True,97.303,,,,"LINESTRING (-2.1437488 37.3914344, -2.1436442 37.3914301, -2.1432875 37.391411, -2.1430595 37.3913875, -2.1430032 37.3914152, -2.142853 37.3914728, -2.1426861 37.3915178)",
174388800,False,AL-8100,tertiary,False,3.602,,5,Avenida del Puente,"LINESTRING (-2.1419867 37.388131, -2.1420256 37.3881407)",
174388800,False,AL-8100,tertiary,True,16.133,,5,Avenida del Puente,"LINESTRING (-2.1419867 37.388131, -2.1418846 37.3881054, -2.1418157 37.3880808)",
"[175876260, 669166942, 669166940]",False,,residential,"[False, True]",98.108,,,"['Paraje las Labores', 'Calle Huerto de los Caños']","LINESTRING (-2.1429664 37.3887426, -2.1434176 37.3888066, -2.1433961 37.388992, -2.143368 37.3891627, -2.143368 37.3893225)",
175876286,False,,residential,False,65.79100000000001,,,Camino de los Caños,"LINESTRING (-2.1429664 37.3887426, -2.1429764 37.3887599, -2.1430702 37.388956, -2.1431373 37.389167, -2.143199 37.3892565, -2.1432178 37.389297)",
175876286,False,,residential,True,52.351,,,Camino de los Caños,"LINESTRING (-2.1429664 37.3887426, -2.1428798 37.3885916, -2.1428342 37.3884765, -2.142802 37.3884083, -2.142816 37.3882975)",
175876310,False,,tertiary,True,26.918,,,Calle del Poeta Juan Berbel,"LINESTRING (-2.1470761 37.3907885, -2.1468644 37.3909626)",
"[1174001289, 175891678, 175876294, 175876310]",False,,"['residential', 'tertiary']",False,122.50999999999999,yes,,"['Calle del Poeta Juan Berbel', 'Paseo de los Tristes']","LINESTRING (-2.1470761 37.3907885, -2.1471539 37.3906905, -2.1473378 37.3904336, -2.1474166 37.3903043, -2.1474306 37.3902729, -2.1480099 37.3905003)",
"[175874001, 175876308]",False,,"['unclassified', 'residential']",True,249.67699999999996,,,Camino de los Caños,"LINESTRING (-2.1451315 37.39091, -2.1450215 37.3908631, -2.1448472 37.3907373, -2.1446661 37.3906353, -2.1445991 37.3905905, -2.1444824 37.3904901, -2.144418 37.3904028, -2.1442906 37.3902879, -2.1442799 37.3902431, -2.1443242 37.390179, -2.1443617 37.3901406, -2.1443604 37.3901068, -2.1443282 37.3900684, -2.1440948 37.389866, -2.1438816 37.3896526, -2.1437166 37.3895356, -2.1435477 37.3894078, -2.1434618 37.3893588, -2.143368 37.3893225)",
175876284,False,,residential,False,132.109,,,Avenida Presidente Adolfo Suarez,"LINESTRING (-2.1436608 37.3871175, -2.1436912 37.3871486, -2.1437837 37.3872426, -2.1439473 37.3875132, -2.1442772 37.3881184, -2.1443146 37.3881814)",
175876284,False,,residential,True,223.26299999999998,,,Avenida Presidente Adolfo Suarez,"LINESTRING (-2.1436608 37.3871175, -2.1436268 37.3870825, -2.1435544 37.3869504, -2.1435088 37.3867522, -2.1435007 37.3865497, -2.1434779 37.3863155, -2.1434524 37.3859295, -2.1434524 37.3856567, -2.1434632 37.3855331, -2.1434927 37.3854074, -2.1435249 37.385271, -2.1435302 37.3852049, -2.1435195 37.385141)",
175876292,False,,residential,False,127.41800000000002,,,Parque Elboj,"LINESTRING (-2.1436608 37.3871175, -2.1436402 37.3872445, -2.1436965 37.3873446, -2.1438025 37.3875367, -2.1439607 37.3877988, -2.1439554 37.3878712, -2.1438789 37.3880202, -2.143832 37.3880993, -2.1438105 37.3881845)",
758693215,False,,residential,True,128.508,,,,"LINESTRING (-2.1436608 37.3871175, -2.1434958 37.3871679, -2.1422661 37.3868921)",
174389105,True,,tertiary,False,2.121,,,,"LINESTRING (-2.1435029 37.3850485, -2.1435169 37.385033)",roundabout
175874001,False,,residential,False,8.576,,,Camino de los Caños,"LINESTRING (-2.1431272 37.3893247, -2.1432178 37.389297)",
175876307,False,,residential,True,30.157,,,Camino de los Caños,"LINESTRING (-2.1431272 37.3893247, -2.1432043 37.3895889)",
175874001,False,,residential,True,31.56,,,Camino de los Caños,"LINESTRING (-2.1431272 37.3893247, -2.1430997 37.3893332, -2.1427724 37.3893463)",
175876272,False,,residential,True,70.019,,,Calle de Santa Isabel,"LINESTRING (-2.140504 37.3878109, -2.1408173 37.3883893)",
175876291,False,,residential,True,9.131,,,Calle de Santo Domingo,"LINESTRING (-2.140504 37.3878109, -2.1406022 37.3877853)",
175876264,False,,residential,True,69.845,,,Calle del Águila,"LINESTRING (-2.1400593 37.3885664, -2.1402217 37.3885191, -2.1408173 37.3883893)",
175873970,False,AL-7100,tertiary,True,8.161,,,Calle del Arrabal,"LINESTRING (-2.1420393 37.3904638, -2.1419861 37.3904038)",
175873970,False,AL-7100,tertiary,False,66.911,,,Calle del Arrabal,"LINESTRING (-2.1420393 37.3904638, -2.1420694 37.3904977, -2.1423443 37.3907856, -2.1424736 37.3909559)",
175876262,False,,residential,False,82.608,,,Calle Almazara,"LINESTRING (-2.1420393 37.3904638, -2.1422924 37.3903518, -2.1423541 37.3903454, -2.1425633 37.3904051, -2.1427323 37.3903859, -2.1429147 37.3903433)",
175876258,True,,residential,False,14.905000000000001,,,Calle Ancha,"LINESTRING (-2.141866 37.3881964, -2.1418874 37.3882037, -2.1419383 37.3881888, -2.1419786 37.3881589, -2.1419867 37.388131)",
175876270,False,,residential,True,71.698,,,Calle del Suspiro,"LINESTRING (-2.1409987 37.3887304, -2.1402349 37.3889483)",
175876272,False,,residential,False,41.176,,,Calle de Santa Isabel,"LINESTRING (-2.1409987 37.3887304, -2.1408173 37.3883893)",
175876272,False,,residential,True,41.721,,,Calle de Santa Isabel,"LINESTRING (-2.1409987 37.3887304, -2.1411858 37.3890749)",
175876310,False,,tertiary,False,26.918,,,Calle del Poeta Juan Berbel,"LINESTRING (-2.1468644 37.3909626, -2.1470761 37.3907885)",
447103046,True,AL-8101,tertiary,False,11.36,,,,"LINESTRING (-2.1468644 37.3909626, -2.146934 37.3910485)",
"[175876288, 175876290, 175876310]",False,,tertiary,True,139.70100000000002,yes,,Calle del Poeta Juan Berbel,"LINESTRING (-2.1468644 37.3909626, -2.1468481 37.390976, -2.146478 37.3912701, -2.1458316 37.3917517, -2.1457339 37.3918403)",
175879311,False,,residential,False,20.270000000000003,,,Callejón Lobdar,"LINESTRING (-2.1472987 37.3838089, -2.1472693 37.3837045, -2.1472291 37.3836363)",
175879323,False,,residential,False,53.405,,,Callejón Lobdar,"LINESTRING (-2.1472987 37.3838089, -2.1474597 37.3837301, -2.1475348 37.383696, -2.1475053 37.3836662, -2.1474309 37.383652, -2.1472968 37.383652, -2.1472291 37.3836363)",
175879311,False,,residential,True,56.922,,,Callejón Lobdar,"LINESTRING (-2.1472987 37.3838089, -2.1473042 37.3838281, -2.1473343 37.3839248, -2.1473793 37.3839859, -2.1474604 37.384025, -2.1475731 37.3840633, -2.1477528 37.384106)",
175879331,False,,residential,False,4.197,,,Calle del Muro,"LINESTRING (-2.1455587 37.3886326, -2.1455841 37.3886645)",
174389109,False,,tertiary,False,33.18,,,Calle de Ramón y Cajal,"LINESTRING (-2.1460655 37.3856219, -2.1462866 37.3858631)",
174389109,False,,tertiary,True,50.027,,,Calle de Ramón y Cajal,"LINESTRING (-2.1460655 37.3856219, -2.1457322 37.3852582)",
175879332,False,,residential,False,32.239,,,Calle Huelva,"LINESTRING (-2.1460655 37.3856219, -2.1458377 37.3857086, -2.1457368 37.3857478)",
175879307,False,,tertiary,True,105.767,,,Calle de Córdoba,"LINESTRING (-2.1446663 37.3870388, -2.1447836 37.3869852, -2.1451873 37.3868163, -2.1457231 37.3865921)",
175879321,False,,tertiary,True,46.983999999999995,,,Calle de Inocencio Arias,"LINESTRING (-2.1446663 37.3870388, -2.1446173 37.3868318, -2.1445901 37.386621)",
1169805922,False,,residential,False,71.069,,,Calle de Inocencio Arias,"LINESTRING (-2.1446663 37.3870388, -2.1446682 37.387047, -2.1447353 37.3871898, -2.1447668 37.3872485, -2.144915 37.3875244, -2.1449606 37.3876331)",
174389109,False,,tertiary,True,33.18,,,Calle de Ramón y Cajal,"LINESTRING (-2.1462866 37.3858631, -2.1460655 37.3856219)",
175879315,False,,residential,False,32.388,,,Calle de Salvador Madariaga,"LINESTRING (-2.1462866 37.3858631, -2.145965 37.3860029)",
175879315,False,,residential,True,116.012,,,Calle de Salvador Madariaga,"LINESTRING (-2.1462866 37.3858631, -2.1474363 37.3853591)",
174389109,False,,tertiary,False,46.552,,,Calle de Ramón y Cajal,"LINESTRING (-2.1462866 37.3858631, -2.1462997 37.3858774, -2.1465919 37.3862043)",
175879308,True,,residential,False,30.264,,,Calle de Andalucía,"LINESTRING (-2.1469186 37.388217, -2.1467255 37.3879922)",
175891654,False,,residential,True,54.553,,,Calle Alberto Sanchez,"LINESTRING (-2.1469186 37.388217, -2.1468377 37.3882531, -2.1467774 37.3882936, -2.146428 37.3885135)",
