osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,ref,tunnel
694858938,primary,40,roundabout,True,False,15.427,"LINESTRING (-0.4303117 38.3971778, -0.4304001 38.3971744, -0.4304853 38.3971556)",,,,
37897233,tertiary,,,True,False,32.887,"LINESTRING (-0.4304853 38.3971556, -0.4306376 38.3971662, -0.4308516 38.3972193)",1,Avenida Diagonal,,
694157213,primary,40,roundabout,True,False,26.884999999999998,"LINESTRING (-0.4304853 38.3971556, -0.4305535 38.3971274, -0.4306134 38.3970893, -0.4306626 38.3970428, -0.4306993 38.3969896)",,,,
52022904,primary,40,roundabout,True,False,6.865,"LINESTRING (-0.4306993 38.3969896, -0.4307225 38.3969306)",,,,
25684036,secondary,,,False,True,54.309,"LINESTRING (-0.4410455 38.4005392, -0.4411119 38.4005124, -0.4416578 38.4004704)",,avenida de Tángel,CV-821,
25684056,secondary,,roundabout,True,False,15.014,"LINESTRING (-0.4410455 38.4005392, -0.441018 38.4004871, -0.4409913 38.400464, -0.440934 38.4004486)",,,CV-821,
25684176,residential,,,False,False,27.695,"LINESTRING (-0.440741 38.4006206, -0.4405297 38.4005818, -0.440431 38.4005978)",,calle Hernán Cortés,,
52021834,secondary,,roundabout,True,False,15.313,"LINESTRING (-0.440741 38.4006206, -0.4408017 38.4006701, -0.4408854 38.4006917)",,,CV-821,
25684183,tertiary,,,False,False,128.246,"LINESTRING (-0.4408854 38.4006917, -0.4408326 38.4018443)",,avinguda del Comtat de Fabraquer,,
52021835,secondary,,roundabout,True,False,24.96,"LINESTRING (-0.4408854 38.4006917, -0.4409618 38.4006775, -0.4409961 38.4006594, -0.441025 38.400627, -0.4410443 38.4005928, -0.4410455 38.4005392)",,,CV-821,
25684056,secondary,,roundabout,True,False,8.689,"LINESTRING (-0.440934 38.4004486, -0.4408343 38.4004472)",,,CV-821,
25870440,residential,,,True,False,25.48,"LINESTRING (-0.440934 38.4004486, -0.440896 38.4002214)",,avinguda del Comtat de Fabraquer,,
52021834,secondary,,roundabout,True,False,15.173,"LINESTRING (-0.4407663 38.4004916, -0.4407362 38.4005303, -0.4407311 38.400574, -0.440741 38.4006206)",,,CV-821,
25684056,secondary,,roundabout,True,False,7.753,"LINESTRING (-0.4408343 38.4004472, -0.4407989 38.4004657, -0.4407663 38.4004916)",,,CV-821,
25684153,tertiary,,,True,False,79.77,"LINESTRING (-0.4390629 38.3974727, -0.4394159 38.3981346)",,calle Pintor Velázquez,,
824803051,residential,,,False,True,21.497,"LINESTRING (-0.4390629 38.3974727, -0.4391288 38.3974431, -0.4392393 38.3973411)",,,,
25870566,residential,,,True,False,68.882,"LINESTRING (-0.4380978 38.4018402, -0.4374925 38.4014418)",,calle Juan Sebastián Elcano,,
25684175,residential,,,False,False,58.127,"LINESTRING (-0.4380978 38.4018402, -0.437869 38.4021759, -0.4377449 38.4022796)",,Calle Colón,,
25684175,residential,,,False,True,48.243,"LINESTRING (-0.4380978 38.4018402, -0.4382375 38.4016288, -0.4384087 38.4014862)",,Calle Colón,,
25684175,residential,,,False,True,17.004,"LINESTRING (-0.4376115 38.4023912, -0.4377449 38.4022796)",,Calle Colón,,
25870586,residential,,,True,False,34.387,"LINESTRING (-0.4376115 38.4023912, -0.4379692 38.4025218)",,Passeig de la Maigmona,,
25684175,residential,,,False,False,59.529,"LINESTRING (-0.4376115 38.4023912, -0.4372081 38.4024584, -0.4369506 38.4025239)",,Calle Colón,,
25684241,residential,,,False,False,52.479,"LINESTRING (-0.4369506 38.4025239, -0.4372918 38.4029128)",,calle Cervantes,,
25871236,residential,,,True,False,43.147,"LINESTRING (-0.4369506 38.4025239, -0.4364843 38.4026544)",,calle San Juan Bautista,,
25684175,residential,,,False,True,59.529,"LINESTRING (-0.4369506 38.4025239, -0.4372081 38.4024584, -0.4376115 38.4023912)",,Calle Colón,,
25684176,residential,,,False,True,86.127,"LINESTRING (-0.4396444 38.401042, -0.4400233 38.4007567, -0.4402808 38.4006221, -0.440431 38.4005978)",,calle Hernán Cortés,,
25684175,residential,,,False,False,19.408,"LINESTRING (-0.4385952 38.4013908, -0.4384087 38.4014862)",,Calle Colón,,
25870501,residential,,,True,False,101.866,"LINESTRING (-0.4385952 38.4013908, -0.4386958 38.4014657, -0.4394297 38.4020323)",,Calle Cañaret,,
25684183,tertiary,,,False,True,123.155,"LINESTRING (-0.4392566 38.4054329, -0.4394225 38.4052767, -0.4400748 38.4047722, -0.4401792 38.404605)",,avinguda del Comtat de Fabraquer,,
25684495,tertiary,,roundabout,True,False,34.741,"LINESTRING (-0.4392566 38.4054329, -0.4391381 38.4053517, -0.4390229 38.405338, -0.4389056 38.4053713)",,Glorieta Víctimas del Terrorismo,,
25869961,residential,,,True,False,68.29,"LINESTRING (-0.435912 38.4000907, -0.4351847 38.4003194)",,calle Pintor Baeza Gómez,,
"[1225534407, 25684231]",residential,,,True,False,289.63,"LINESTRING (-0.435912 38.4000907, -0.4361845 38.401257, -0.4362613 38.4014672, -0.4363326 38.4017185, -0.4363903 38.4018184, -0.4364957 38.402001, -0.4369506 38.4025239)",,"['calle Cervantes', 'carrer Major']",,
25684241,residential,,,False,True,98.46600000000001,"LINESTRING (-0.4389056 38.4053713, -0.4384612 38.4046848, -0.4383956 38.4045811)",,calle Cervantes,,
86997218,tertiary,,roundabout,True,False,26.47,"LINESTRING (-0.4389056 38.4053713, -0.4388599 38.4054035, -0.4388218 38.4054504, -0.438801 38.4055151, -0.4388101 38.4055823)",,Glorieta Víctimas del Terrorismo,,
25871185,residential,,,True,False,101.108,"LINESTRING (-0.4388101 38.4055823, -0.4376908 38.405822)",,carrer del Salt,,
86997218,tertiary,,roundabout,True,False,8.405,"LINESTRING (-0.4388101 38.4055823, -0.4388492 38.4056514)",,Glorieta Víctimas del Terrorismo,,
52021836,tertiary,,roundabout,True,False,24.558,"LINESTRING (-0.4388492 38.4056514, -0.4389303 38.4057025, -0.4390133 38.4057129, -0.439107 38.4057142)",,Glorieta Víctimas del Terrorismo,,
87352509,tertiary,,roundabout,True,False,38.817,"LINESTRING (-0.439107 38.4057142, -0.4392025 38.4056754, -0.4392765 38.4055904, -0.4392889 38.405516, -0.4392566 38.4054329)",,Glorieta Víctimas del Terrorismo,,
25868754,residential,,,False,False,107.602,"LINESTRING (-0.4344616 38.3980896, -0.4341226 38.3971591)",,Avinguda Jaume I,,
52021839,tertiary,,roundabout,True,False,15.929,"LINESTRING (-0.4344616 38.3980896, -0.4344149 38.3981061, -0.4343749 38.3981454, -0.4343663 38.3981978)",,plaza José Sala Pérez,CV-7710,
52021838,tertiary,,roundabout,True,False,17.652,"LINESTRING (-0.43449 38.3982793, -0.4345405 38.3982715, -0.4345966 38.3982341, -0.4346091 38.3981742)",,plaza José Sala Pérez,CV-7710,
25868781,tertiary,,,False,False,95.454,"LINESTRING (-0.4346091 38.3981742, -0.4356608 38.3979343)",,calle Mosén Pedro Mena,CV-7710,
52021839,tertiary,,roundabout,True,False,17.747,"LINESTRING (-0.4346091 38.3981742, -0.4345843 38.3981249, -0.4345322 38.3980942, -0.4344616 38.3980896)",,plaza José Sala Pérez,CV-7710,
25868781,tertiary,,,False,False,94.904,"LINESTRING (-0.4356608 38.3979343, -0.4365745 38.3974699)",,calle Mosén Pedro Mena,CV-7710,
25868781,tertiary,,,False,True,95.454,"LINESTRING (-0.4356608 38.3979343, -0.4346091 38.3981742)",,calle Mosén Pedro Mena,CV-7710,
25869823,residential,,,True,False,122.464,"LINESTRING (-0.4356608 38.3979343, -0.4350409 38.3969459)",,calle del Carmen,,
25868783,tertiary,,,False,True,86.686,"LINESTRING (-0.4343663 38.3981978, -0.43341 38.3984124)",,calle Tomás Capelo,CV-7710,
25868782,tertiary,,roundabout,True,False,15.136,"LINESTRING (-0.4343663 38.3981978, -0.4343895 38.39824, -0.4344294 38.3982665, -0.43449 38.3982793)",,plaza José Sala Pérez,CV-7710,
25868783,tertiary,,,False,False,86.686,"LINESTRING (-0.43341 38.3984124, -0.4343663 38.3981978)",,calle Tomás Capelo,CV-7710,
25869917,residential,,,True,False,118.74,"LINESTRING (-0.43341 38.3984124, -0.4330741 38.3973775)",,calle Doctor Ivorra,,
25869958,residential,,,True,False,100.537,"LINESTRING (-0.43341 38.3984124, -0.4322959 38.3986472)",,calle Tomás Capelo,,
25869964,residential,,,True,False,28.693,"LINESTRING (-0.43341 38.3984124, -0.4335236 38.3986546)",,carrer de l'Ordana,,
25868784,tertiary,50,,False,False,142.27,"LINESTRING (-0.43341 38.3984124, -0.4322535 38.3978749, -0.4320048 38.3977611)",2,Avenida Diagonal,CV-7710,
25868784,tertiary,50,,False,True,18.603,"LINESTRING (-0.4318183 38.3976797, -0.4320048 38.3977611)",2,Avenida Diagonal,CV-7710,
663139695,tertiary,50,,False,False,98.57900000000001,"LINESTRING (-0.4318183 38.3976797, -0.4316338 38.3975918, -0.4309375 38.3972602, -0.4308516 38.3972193)",2,Avenida Diagonal,CV-7710,
25868754,residential,,,False,True,107.602,"LINESTRING (-0.4341226 38.3971591, -0.4344616 38.3980896)",,Avinguda Jaume I,,
25869854,residential,,,True,False,83.464,"LINESTRING (-0.4341226 38.3971591, -0.4350409 38.3969459)",,calle Capitán Juan Martí,,
25869855,residential,,,True,False,94.545,"LINESTRING (-0.4341226 38.3971591, -0.4330741 38.3973775)",,calle Doctor Gadea,,
25869855,residential,,,True,False,102.674,"LINESTRING (-0.4330741 38.3973775, -0.4319478 38.3976485)",,calle Doctor Gadea,,
25869917,residential,,,True,False,39.631,"LINESTRING (-0.4330741 38.3973775, -0.4329519 38.3970342)",,calle Doctor Ivorra,,
25869855,residential,,,True,False,11.807,"LINESTRING (-0.4319478 38.3976485, -0.4318183 38.3976797)",,calle Doctor Gadea,,
25869924,residential,,,True,False,41.291,"LINESTRING (-0.4318174 38.3972915, -0.4319478 38.3976485)",,calle Cura Planelles,,
25869928,residential,,,True,False,102.924,"LINESTRING (-0.4318174 38.3972915, -0.4329519 38.3970342)",,calle Manuel Amorós,,
25869924,residential,,,True,False,35.953,"LINESTRING (-0.4317115 38.396979, -0.4318174 38.3972915)",,calle Cura Planelles,,
25869961,residential,,,True,False,90.976,"LINESTRING (-0.4351847 38.4003194, -0.4342248 38.4006411)",,calle Pintor Baeza Gómez,,
25871290,residential,,,True,False,129.409,"LINESTRING (-0.4351847 38.4003194, -0.4347992 38.3991955)",,avinguda de la Rambla,,
25869961,residential,,,True,False,74.838,"LINESTRING (-0.4342248 38.4006411, -0.4334352 38.4009058)",,calle Pintor Baeza Gómez,,
25870149,residential,,,False,False,46.925,"LINESTRING (-0.4342248 38.4006411, -0.4343643 38.4010487)",,carrer María Zambrano,,
25870149,residential,,,False,True,46.925,"LINESTRING (-0.4343643 38.4010487, -0.4342248 38.4006411)",,carrer María Zambrano,,
25869969,residential,,,False,False,124.024,"LINESTRING (-0.4304299 38.399035, -0.4312098 38.399968)",,calle La Moleta,,
25869961,residential,,,True,False,78.466,"LINESTRING (-0.4322985 38.4012868, -0.4314706 38.4015643)",,calle Pintor Baeza Gómez,,
25869969,residential,,,False,False,88.656,"LINESTRING (-0.4322985 38.4012868, -0.4328365 38.4019635)",,calle La Moleta,,
25869969,residential,,,False,True,174.657,"LINESTRING (-0.4322985 38.4012868, -0.4312098 38.399968)",,calle La Moleta,,
25869969,residential,,,False,True,88.656,"LINESTRING (-0.4328365 38.4019635, -0.4322985 38.4012868)",,calle La Moleta,,
1225534405,residential,,,False,True,73.226,"LINESTRING (-0.4328365 38.4019635, -0.4321404 38.4023324)",,carrer de la Mar,,
651961944,residential,,,True,False,86.854,"LINESTRING (-0.4328365 38.4019635, -0.4335232 38.4017819, -0.4337938 38.4018032)",,carrer de la Mar,,
25869969,residential,,,False,False,174.657,"LINESTRING (-0.4312098 38.399968, -0.4322985 38.4012868)",,calle La Moleta,,
25869969,residential,,,False,True,124.024,"LINESTRING (-0.4312098 38.399968, -0.4304299 38.399035)",,calle La Moleta,,
25869981,residential,,,True,False,96.813,"LINESTRING (-0.4312098 38.399968, -0.43228 38.3997343)",,calle del Mercado,,
25869981,residential,,,True,False,102.343,"LINESTRING (-0.4347992 38.3991955, -0.4359287 38.3989434)",,calle del Mercado,,
25871290,residential,,,True,False,105.38,"LINESTRING (-0.4347992 38.3991955, -0.43449 38.3982793)",,avinguda de la Rambla,,
25870466,residential,,,True,False,78.08,"LINESTRING (-0.4360727 38.3989144, -0.4369411 38.3987415)",,calle Constancia de la Mora,,
52024190,residential,,,True,False,132.495,"LINESTRING (-0.4360727 38.3989144, -0.4359635 38.3991961, -0.4358949 38.3998688, -0.435912 38.4000907)",,calle San José,,
1225534406,residential,,,False,True,57.081,"LINESTRING (-0.4356578 38.4017113, -0.4358332 38.4022059)",,avinguda de la Rambla,,
25871290,residential,,,True,False,160.17399999999998,"LINESTRING (-0.4356578 38.4017113, -0.4356184 38.4015853, -0.4355428 38.4013557, -0.4354601 38.4011166, -0.4351847 38.4003194)",,avinguda de la Rambla,,
595754989,residential,,,True,False,201.424,"LINESTRING (-0.4334754 38.4034813, -0.4324674 38.4038737, -0.4324009 38.4039193, -0.4319095 38.4043378, -0.4316812 38.4045679)",,calle de San Antonio,,
958879907,residential,,,False,False,78.02,"LINESTRING (-0.4316812 38.4045679, -0.431098 38.4051003)",,calle de San Antonio,,
25870020,residential,,,False,False,125.70500000000001,"LINESTRING (-0.4316812 38.4045679, -0.4314187 38.4043524, -0.4312425 38.4041778, -0.43112 38.4040171, -0.4308288 38.4036612)",1,calle de Manolo Morán,,
25870020,residential,,,False,True,71.525,"LINESTRING (-0.4316812 38.4045679, -0.4318982 38.404705, -0.4323232 38.4049687)",1,calle de Manolo Morán,,
779888047,residential,,,False,True,66.87,"LINESTRING (-0.4358332 38.4022059, -0.4360442 38.4027841)",,Rambla de la Libertad,,
