osmid,name,highway,width,oneway,reversed,length,geometry,maxspeed,bridge,lanes,ref,junction
41143712,Carrer la Farola,residential,7,False,False,55.094,"LINESTRING (-0.2714566 39.0678878, -0.2716734 39.0683538)",,,,,
41143713,Passeig de Lepant,residential,6,True,False,140.239,"LINESTRING (-0.2714566 39.0678878, -0.2729021 39.0673124)",,,,,
41143713,Passeig de Lepant,residential,6,True,False,138.338,"LINESTRING (-0.2698035 39.0685706, -0.2712186 39.0679869)",,,,,
42103053,Passeig de Lepant,residential,6,True,False,8.276,"LINESTRING (-0.2698035 39.0685706, -0.2697559 39.068506)",,,,,
42103051,Camí del Clot,residential,7,True,False,51.858,"LINESTRING (-0.2700993 39.0689765, -0.2698035 39.0685706)",,,,,
458811434,Camí del Clot,residential,7,True,False,40.440000000000005,"LINESTRING (-0.2700993 39.0689765, -0.2701706 39.0691925, -0.2701586 39.0692715, -0.2701101 39.0693197)",,,,,
41200147,Passeig de Lepant,residential,5,False,False,171.46400000000003,"LINESTRING (-0.2697559 39.068506, -0.2696785 39.068536, -0.2691248 39.0687378, -0.2690868 39.0687519, -0.2683961 39.0690002, -0.2683227 39.0689133, -0.2682655 39.0688935, -0.2680097 39.0689966)",,,,,
41143713,Passeig de Lepant,residential,6,True,False,23.315,"LINESTRING (-0.2712186 39.0679869, -0.2714566 39.0678878)",,,,,
"[210281450, 41935947]",Camí del Pont del Riu,unclassified,5,False,False,82.08699999999999,"LINESTRING (-0.2668411 39.0675332, -0.2669462 39.067725, -0.2670592 39.0679401, -0.2671761 39.0682234)",50,yes,,,
41935949,Carrer Joan d'Àustria,residential,6,True,False,101.114,"LINESTRING (-0.2678103 39.0687669, -0.2667907 39.0692144)",,,,,
631871203,"Carrer del ""Matadero""",residential,5,True,False,30.801,"LINESTRING (-0.2680097 39.0689966, -0.2678103 39.0687669)",,,,,
41200147,Passeig de Lepant,residential,5,False,True,171.46399999999997,"LINESTRING (-0.2680097 39.0689966, -0.2682655 39.0688935, -0.2683227 39.0689133, -0.2683961 39.0690002, -0.2690868 39.0687519, -0.2691248 39.0687378, -0.2696785 39.068536, -0.2697559 39.068506)",,,,,
41935948,Carrer Umbría,residential,6,True,False,34.424,"LINESTRING (-0.2662748 39.0697218, -0.2661114 39.0694394)",,,,,
59535392,Passeig de Colon,residential,6,True,False,41.138,"LINESTRING (-0.2662748 39.0697218, -0.2658653 39.069911)",,,,,
440006998,Passeig de Lepant,residential,6,True,False,170.10299999999998,"LINESTRING (-0.2662748 39.0697218, -0.2677698 39.0690945, -0.2680097 39.0689966)",,,,,
41935948,Carrer Umbría,residential,6,True,False,23.755,"LINESTRING (-0.266424 39.0699013, -0.2662748 39.0697218)",,,,,
41935948,Carrer Umbría,residential,6,True,False,53.075,"LINESTRING (-0.2668405 39.0702524, -0.266424 39.0699013)",,,,,
58946136,Gran Via de les Germanies,primary,,False,True,18.689,"LINESTRING (-0.2668405 39.0702524, -0.2666792 39.0703645)",,,2,CV-50,
"[58946136, 988572028]","['Gran Via de les Germanies', 'Avinguda de la Valldigna']",primary,,False,False,192.34400000000002,"LINESTRING (-0.2668405 39.0702524, -0.2673083 39.0699091, -0.2674976 39.0697816, -0.2677624 39.0696033, -0.2679974 39.0694767, -0.2682217 39.0693757, -0.2683402 39.0693465, -0.2684686 39.0693379, -0.2686531 39.0693436)",,,2,CV-50,
440037507,Passeig Colon,residential,6,True,False,61.459,"LINESTRING (-0.2625769 39.0705878, -0.2632852 39.0705321)",,,,,
58946136,Gran Via de les Germanies,primary,,False,False,114.094,"LINESTRING (-0.2628818 39.0731838, -0.2633095 39.0728619, -0.2638281 39.0724675)",,,2,CV-50,
58946136,Gran Via de les Germanies,primary,,False,True,75.394,"LINESTRING (-0.2628818 39.0731838, -0.2624344 39.0735162, -0.2624073 39.0735363, -0.2622567 39.0736572)",,,2,CV-50,
61574127,Carrer la Mar,residential,,True,False,37.524,"LINESTRING (-0.2628818 39.0731838, -0.2631076 39.0734068, -0.2631376 39.0734553)",,,,,
42939941,Carrer del Matadero,residential,5,True,False,82.1,"LINESTRING (-0.2671761 39.0682234, -0.2672728 39.0682781, -0.2674686 39.0684137, -0.2676166 39.0685687, -0.2678103 39.0687669)",,,,,
53541058,,unclassified,,False,False,97.546,"LINESTRING (-0.2671761 39.0682234, -0.2670645 39.0682206, -0.266918 39.0681954, -0.2666625 39.0681822, -0.2664903 39.0681742, -0.2664545 39.0681798, -0.2663916 39.0681895, -0.2663718 39.0681936, -0.2662796 39.0682126, -0.2661738 39.0682344, -0.266071 39.068272)",,,,,
"[210281450, 41935947]",Camí del Pont del Riu,unclassified,5,False,True,82.08699999999999,"LINESTRING (-0.2671761 39.0682234, -0.2670592 39.0679401, -0.2669462 39.067725, -0.2668411 39.0675332)",50,yes,,,
"[53528936, 442036073]","['Avinguda de les Corts Valencianes', 'Carrer del Riu']",residential,4,True,False,93.268,"LINESTRING (-0.266071 39.068272, -0.2664573 39.0683333, -0.2664993 39.0683837, -0.266646 39.0688424)",,,,,
53541058,,unclassified,,False,True,97.546,"LINESTRING (-0.266071 39.068272, -0.2661738 39.0682344, -0.2662796 39.0682126, -0.2663718 39.0681936, -0.2663916 39.0681895, -0.2664545 39.0681798, -0.2664903 39.0681742, -0.2666625 39.0681822, -0.266918 39.0681954, -0.2670645 39.0682206, -0.2671761 39.0682234)",,,,,
41935949,Carrer Joan d'Àustria,residential,6,True,False,64.339,"LINESTRING (-0.2667907 39.0692144, -0.2662389 39.0694288, -0.2661114 39.0694394)",,,,,
53568477,Carrer Mestre Sansaloni,residential,12,False,True,195.007,"LINESTRING (-0.262288 39.0683538, -0.2625067 39.0700993)",,,,,
53528936,Avinguda de les Corts Valencianes,residential,4,True,False,168.388,"LINESTRING (-0.262288 39.0683538, -0.2636538 39.0680352, -0.2638684 39.0680233, -0.2641758 39.0680493)",,,,,
53568477,Carrer Mestre Sansaloni,residential,12,False,False,32.066,"LINESTRING (-0.2625388 39.0703866, -0.2625067 39.0700993)",,,,,
59789989,Metge Paco Valiente,residential,5,True,False,14.155,"LINESTRING (-0.265667 39.069539, -0.2657228 39.0696587)",,,,,
60726234,Metge Paco Valiente,residential,5,True,False,84.327,"LINESTRING (-0.265667 39.069539, -0.2647305 39.0697546)",,,,,
54588853,Del Molí,residential,5,True,False,16.772,"LINESTRING (-0.2658653 39.069911, -0.265995 39.0700233)",,,,,
59535392,Passeig de Colon,residential,6,True,False,4.835,"LINESTRING (-0.2658653 39.069911, -0.2658215 39.0699381)",,,,,
54588852,Escriptor Josep Monleon Bennacel,residential,5,False,True,76.387,"LINESTRING (-0.2652084 39.0684126, -0.2643546 39.0685929)",,,,,
62121589,Passeig de la República de Malta,residential,5,True,False,77.5,"LINESTRING (-0.2652084 39.0684126, -0.2654751 39.0690781)",,,,,
59535392,Passeig de Colon,residential,6,True,False,226.312,"LINESTRING (-0.2658215 39.0699381, -0.2647846 39.07019, -0.2644563 39.0702349, -0.263413 39.0703186, -0.2632611 39.0703315)",,,,,
53528936,Avinguda de les Corts Valencianes,residential,4,True,False,81.01400000000001,"LINESTRING (-0.2641758 39.0680493, -0.2644807 39.0680764, -0.2651038 39.0681562)",,,,,
54588843,Carrer Na Violant D'Hungria,residential,8,True,False,55.564,"LINESTRING (-0.2647305 39.0697546, -0.2645584 39.0692731)",,,,,
60726234,Metge Paco Valiente,residential,5,True,False,98.062,"LINESTRING (-0.2647305 39.0697546, -0.264781 39.0698691, -0.2657228 39.0696587)",,,,,
53568477,Carrer Mestre Sansaloni,residential,12,False,False,195.007,"LINESTRING (-0.2625067 39.0700993, -0.262288 39.0683538)",,,,,
53568477,Carrer Mestre Sansaloni,residential,12,False,True,32.066,"LINESTRING (-0.2625067 39.0700993, -0.2625388 39.0703866)",,,,,
60726235,Metge Paco Valiente,residential,5,False,False,129.029,"LINESTRING (-0.2625067 39.0700993, -0.2639949 39.0699919)",,,,,
54588849,Republica de Malta,residential,5,True,False,11.347,"LINESTRING (-0.2656415 39.068313, -0.2656086 39.0682142)",,,,,
62121589,Passeig de la República de Malta,residential,5,True,False,39.215,"LINESTRING (-0.2656415 39.068313, -0.2655611 39.068324, -0.2652018 39.0684006)",,,,,
60726235,Metge Paco Valiente,residential,5,False,True,129.029,"LINESTRING (-0.2639949 39.0699919, -0.2625067 39.0700993)",,,,,
62121589,Passeig de la República de Malta,residential,5,True,False,1.451,"LINESTRING (-0.2652018 39.0684006, -0.2652084 39.0684126)",,,,,
54588843,Carrer Na Violant D'Hungria,residential,8,True,False,77.654,"LINESTRING (-0.2645584 39.0692731, -0.2643546 39.0685929)",,,,,
54588848,Carrer Metge Vicent Narbón,residential,,False,True,82.056,"LINESTRING (-0.2645584 39.0692731, -0.2654751 39.0690781)",,,,,
41935949,Carrer Joan d'Àustria,residential,6,True,False,39.932,"LINESTRING (-0.2661114 39.0694394, -0.265667 39.069539)",,,,,
62121589,Passeig de la República de Malta,residential,5,True,False,48.926,"LINESTRING (-0.2661114 39.0694394, -0.2659317 39.0690221)",,,,,
54588852,Escriptor Josep Monleon Bennacel,residential,5,False,False,76.387,"LINESTRING (-0.2643546 39.0685929, -0.2652084 39.0684126)",,,,,
54588843,Carrer Na Violant D'Hungria,residential,8,True,False,62.386,"LINESTRING (-0.2643546 39.0685929, -0.2642285 39.0682028, -0.2641758 39.0680493)",,,,,
53528936,Avinguda de les Corts Valencianes,residential,4,True,False,44.055,"LINESTRING (-0.2651038 39.0681562, -0.2656086 39.0682142)",,,,,
