osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,bridge,junction,access,lanes
164833586,False,CV-5121,Ronda d'Alzira,tertiary,True,28.679,"LINESTRING (-0.4395461 39.1950345, -0.4397067 39.1948086)",,,,,
503010362,False,CV-5121,Ronda d'Alzira,tertiary,True,16.185,"LINESTRING (-0.4404858 39.1933882, -0.4405459 39.1932503)",,,,,
164833586,False,CV-5121,Ronda d'Alzira,tertiary,False,39.218,"LINESTRING (-0.4404858 39.1933882, -0.4404418 39.1934889, -0.44034 39.1937223)",,,,,
370566143,False,CV-5121,Ronda d'Alzira,tertiary,True,111.793,"LINESTRING (-0.4407583 39.1927565, -0.4411027 39.1917872)",,,,,
10559059,True,,Carrer de la muntanya,residential,False,183.745,"LINESTRING (-0.4407583 39.1927565, -0.4407049 39.1927152, -0.4396048 39.1920127, -0.4391585 39.1916667)",,,,,
503010362,False,CV-5121,Ronda d'Alzira,tertiary,False,57.942,"LINESTRING (-0.4407583 39.1927565, -0.4407287 39.192842, -0.4407231 39.1928583, -0.4406722 39.1929948, -0.4405459 39.1932503)",,,,,
370566143,False,CV-5121,Ronda d'Alzira,tertiary,False,111.793,"LINESTRING (-0.4411027 39.1917872, -0.4407583 39.1927565)",,,,,
370566143,False,CV-5121,Ronda d'Alzira,tertiary,True,75.152,"LINESTRING (-0.4411027 39.1917872, -0.4413314 39.191135)",,,,,
370566143,False,CV-5121,Ronda d'Alzira,tertiary,False,75.152,"LINESTRING (-0.4413314 39.191135, -0.4411027 39.1917872)",,,,,
10563180,True,,Carrer de Jaume Bleda,residential,False,57.908,"LINESTRING (-0.4413314 39.191135, -0.4412167 39.191112, -0.4408049 39.1908254)",,,,,
164833586,False,CV-5121,Ronda d'Alzira,tertiary,False,65.407,"LINESTRING (-0.44034 39.1937223, -0.4400743 39.1942733)",,,,,
10561474,True,,Calle Beata Josefa Naval,residential,False,46.578,"LINESTRING (-0.44034 39.1937223, -0.4402771 39.1936872, -0.4399016 39.1934773)",,,,,
164833586,False,CV-5121,Ronda d'Alzira,tertiary,True,39.218,"LINESTRING (-0.44034 39.1937223, -0.4404418 39.1934889, -0.4404858 39.1933882)",,,,,
10563105,False,,Plaça Major,residential,False,5.341,"LINESTRING (-0.4368382 39.1892321, -0.4368208 39.189186)",,,,,
"[10559132, 757716126]",True,,Calle Valencia,residential,False,79.166,"LINESTRING (-0.4368382 39.1892321, -0.4367985 39.189255, -0.4365926 39.1893882, -0.4365411 39.1894228, -0.4363608 39.1896518, -0.4362326 39.1897569)",,,,,
11918232,True,,Calle Sant Josep de Calasanz,residential,False,89.963,"LINESTRING (-0.4376467 39.1900824, -0.4384426 39.1895589)",,,,,
10559059,True,,Carrer de la muntanya,residential,False,117.685,"LINESTRING (-0.4376467 39.1900824, -0.436889 39.1893103, -0.4368652 39.1892858, -0.4368382 39.1892321)",,,,,
10559059,True,,Carrer de la muntanya,residential,False,77.85,"LINESTRING (-0.4391585 39.1916667, -0.438621 39.191104)",,,,,
10559872,True,,Calle Germanías,residential,False,80.976,"LINESTRING (-0.4391585 39.1916667, -0.4385774 39.1921542, -0.4385209 39.1922016)",,,,,
70849791,True,,Plaça de la Verge dels Dolors,residential,False,87.21,"LINESTRING (-0.4362326 39.1897569, -0.4362124 39.1897399, -0.436173 39.189704, -0.4360386 39.1895666, -0.4359334 39.1895105, -0.4358321 39.1894728, -0.4355264 39.1893851, -0.4354093 39.1893366)",,,,,
10559872,True,,Calle Germanías,residential,False,83.59,"LINESTRING (-0.4385209 39.1922016, -0.4384752 39.1922434, -0.4378938 39.1927751)",,,,,
361071434,True,,Carrer dels arbres,residential,False,114.827,"LINESTRING (-0.4385209 39.1922016, -0.4386061 39.192257, -0.4395419 39.1928651)",,,,,
"[361071434, 756332142]",True,,Carrer dels arbres,residential,False,100.00000000000001,"LINESTRING (-0.4395419 39.1928651, -0.4396986 39.192952, -0.4403395 39.1933071, -0.4404858 39.1933882)",,,,,
10559944,True,,Calle Cervantes,residential,False,115.965,"LINESTRING (-0.4378938 39.1927751, -0.4368872 39.192083)",,,,,
10559872,True,,Calle Germanías,residential,False,63.376999999999995,"LINESTRING (-0.4378938 39.1927751, -0.4374192 39.1931871, -0.4374042 39.1932004)",,,,,
164833586,False,CV-5121,Ronda d'Alzira,tertiary,False,67.428,"LINESTRING (-0.4400743 39.1942733, -0.4397067 39.1948086)",,,,,
164833586,False,CV-5121,Ronda d'Alzira,tertiary,True,65.407,"LINESTRING (-0.4400743 39.1942733, -0.44034 39.1937223)",,,,,
10559944,True,,Calle Cervantes,residential,False,63.705,"LINESTRING (-0.4400743 39.1942733, -0.4399713 39.1942008, -0.4395271 39.1938881)",,,,,
10560027,True,,Carrer de Lluís Vives,residential,False,52.516,"LINESTRING (-0.4358648 39.1913834, -0.4362526 39.1910191)",30,,,,
"[140946592, 70849756]",True,,"['Calle Valencia', 'Calle Cervantes']",residential,False,170.928,"LINESTRING (-0.4358648 39.1913834, -0.4350944 39.1908711, -0.4348326 39.1915936)",,,,,
140946607,False,,Calle Cervantes,residential,False,5.645,"LINESTRING (-0.436864 39.1920671, -0.4368106 39.1920377)",,,,,
"[361071434, 70976851]",True,,"['Carrer Lepanto', 'Carrer dels arbres']",residential,False,201.419,"LINESTRING (-0.436864 39.1920671, -0.4368828 39.1920513, -0.4374461 39.1915468, -0.4375005 39.1914982, -0.4375704 39.1915466, -0.4384713 39.1921674, -0.4385209 39.1922016)",,,,,
10560027,True,,Carrer de Lluís Vives,residential,False,121.541,"LINESTRING (-0.4349068 39.1940486, -0.4351641 39.1929739)",30,,,,
10560977,True,CV-5122,Avenida del País Valenciano,tertiary,False,96.722,"LINESTRING (-0.4349068 39.1940486, -0.4359889 39.1942795)",,,,,
10592531,True,,Calle de San Dionisio,residential,False,73.125,"LINESTRING (-0.4348326 39.1915936, -0.4343417 39.1910572)",,,,,
70849756,True,,Calle Valencia,residential,False,47.446,"LINESTRING (-0.4348326 39.1915936, -0.4346913 39.192006)",,,,,
10561082,True,,Calle Jovellanos,residential,False,58.709,"LINESTRING (-0.4346913 39.192006, -0.4353705 39.1920468)",,,,,
70849756,True,,Calle Valencia,residential,False,30.153,"LINESTRING (-0.4346913 39.192006, -0.4345987 39.1922675)",,,,,
10597704,True,,Calle Pintor Ribera,residential,False,77.925,"LINESTRING (-0.4343249 39.1933742, -0.4334605 39.1931685)",,,,,
70849756,True,,Calle Valencia,residential,False,59.918,"LINESTRING (-0.4343249 39.1933742, -0.4342034 39.1938425, -0.4341867 39.1939023)",,,,,
10569738,True,,Carrer Ferran d'Aragó,residential,False,76.038,"LINESTRING (-0.4342187 39.194515, -0.4333668 39.1943369)",,,,,
1122123993,False,,Calle Valencia,residential,True,44.265,"LINESTRING (-0.4342187 39.194515, -0.4342865 39.1949096)",,,,,
10569663,True,,Calle Santa Teresa,residential,False,20.946,"LINESTRING (-0.4343453 39.195189, -0.434584 39.1952245)",,,,,
1122123993,False,,Calle Valencia,residential,False,31.478,"LINESTRING (-0.4343453 39.195189, -0.4342865 39.1949096)",,,,,
10560027,True,,Carrer de Lluís Vives,residential,False,64.491,"LINESTRING (-0.4347536 39.1946163, -0.4349068 39.1940486)",30,,,,
10569738,True,,Carrer Ferran d'Aragó,residential,False,47.452,"LINESTRING (-0.4347536 39.1946163, -0.4342187 39.194515)",,,,,
10560027,True,,Carrer de Lluís Vives,residential,False,35.372,"LINESTRING (-0.4346667 39.1949272, -0.4347536 39.1946163)",30,,,,
10560027,True,,Carrer de Lluís Vives,residential,False,33.818,"LINESTRING (-0.434584 39.1952245, -0.4346667 39.1949272)",30,,,,
10560977,True,CV-5122,Avenida del País Valenciano,tertiary,False,11.601,"LINESTRING (-0.4379264 39.1946869, -0.4380567 39.1947131)",,,,,
10561002,True,,Calle Gómez Ferrer,residential,False,97.452,"LINESTRING (-0.4379264 39.1946869, -0.4379483 39.1946488, -0.438557 39.1939602)",,,,,
