osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,access,maxspeed,junction
24173597,2,N-110,Avenida de Valladolid,trunk,False,False,56.343999999999994,"LINESTRING (-3.2050444 41.5734621, -3.2048954 41.5734007, -3.2047738 41.5733316, -3.2045207 41.5731459)",,,,
"[59453177, 496369517, 1199738766, 24173599]","['1', '2']",N-110,"['Carretera de Madrid', 'Puente de los 16 ojos']",trunk,False,True,255.96900000000002,"LINESTRING (-3.2050444 41.5734621, -3.2050745 41.5734162, -3.2061214 41.5716718, -3.2062335 41.5714965, -3.206341 41.5713766)",yes,yes,,
258821613,,,Avenida de Valladolid,trunk,False,True,32.925,"LINESTRING (-3.2050444 41.5734621, -3.2051488 41.5735008, -3.2053991 41.5735935)",,,,
27395378,,,Calle de las Escuelas,residential,False,True,23.316,"LINESTRING (-3.2017657 41.5729764, -3.201818 41.5727704)",,,,
288237959,,,Calle Mayor,living_street,False,False,6.555,"LINESTRING (-3.2017657 41.5729764, -3.201837 41.5730015)",,,,
197637655,,,Calle de las Escuelas,residential,False,True,90.29299999999999,"LINESTRING (-3.2017657 41.5729764, -3.2017511 41.5730336, -3.2013439 41.5737231)",,,,
94534253,,,Calle Posadillas,residential,False,False,93.953,"LINESTRING (-3.203695 41.5737224, -3.2045207 41.5731459)",,,,
288237959,,,Calle Mayor,living_street,False,False,17.937,"LINESTRING (-3.203695 41.5737224, -3.2038643 41.5738223)",,,,
288237959,,,Calle Mayor,living_street,False,True,57.619,"LINESTRING (-3.203695 41.5737224, -3.203382 41.5735654, -3.2031056 41.5734511)",,,,
94534253,,,Calle Posadillas,residential,False,True,93.953,"LINESTRING (-3.2045207 41.5731459, -3.203695 41.5737224)",,,,
24173597,2,N-110,Avenida de Valladolid,trunk,False,False,33.125,"LINESTRING (-3.2045207 41.5731459, -3.2043269 41.5730142, -3.2042087 41.5729633)",,,,
24173597,2,N-110,Avenida de Valladolid,trunk,False,True,56.343999999999994,"LINESTRING (-3.2045207 41.5731459, -3.2047738 41.5733316, -3.2048954 41.5734007, -3.2050444 41.5734621)",,,,
24173597,2,N-110,Avenida de Valladolid,trunk,False,True,33.125,"LINESTRING (-3.2042087 41.5729633, -3.2043269 41.5730142, -3.2045207 41.5731459)",,,,
27395379,,,Paseo de las Acacias,residential,False,False,139.528,"LINESTRING (-3.2042087 41.5729633, -3.20382 41.572736, -3.2034326 41.5724963, -3.2029579 41.5722032, -3.2028939 41.5721921)",,,,
287551189,2,N-110,Avenida de Valladolid,trunk,False,False,85.47800000000001,"LINESTRING (-3.2042087 41.5729633, -3.2040581 41.5729197, -3.2039801 41.5729066, -3.2038481 41.5728961, -3.2036201 41.5728779, -3.2031981 41.5728464)",,,,
27395379,,,Paseo de las Acacias,residential,False,True,3.783,"LINESTRING (-3.2028496 41.5721844, -3.2028939 41.5721921)",,,,
143119996,,,Paseo del Conde de San Esteban,residential,False,False,62.065,"LINESTRING (-3.2028496 41.5721844, -3.2022308 41.5720068, -3.202153 41.5719845)",,,,
143119999,,,Paseo de las Acacias,residential,False,True,89.066,"LINESTRING (-3.2028496 41.5721844, -3.2028093 41.5722185, -3.2021412 41.572785)",,,,
143119991,,,Calle Isaac García Alonso,residential,False,True,54.158,"LINESTRING (-3.202153 41.5719845, -3.2019465 41.5724464)",,,,
143119996,,,Paseo del Conde de San Esteban,residential,False,True,62.065,"LINESTRING (-3.202153 41.5719845, -3.2022308 41.5720068, -3.2028496 41.5721844)",,,,
287551187,,,Calle Isaac García Alonso,residential,False,False,80.16499999999999,"LINESTRING (-3.202153 41.5719845, -3.2024166 41.5713608, -3.2024435 41.5712971)",,,,
287551200,,,Paseo del Conde de San Esteban,residential,False,False,61.887,"LINESTRING (-3.202153 41.5719845, -3.2020977 41.5719638, -3.2014876 41.5717356)",,,,
143120001,,,Avenida de la Rambla,residential,False,False,85.26400000000001,"LINESTRING (-3.2012611 41.5715863, -3.2007983 41.5717492, -3.2003337 41.5719128)",,,,
179541201,,,Avenida de la Rambla,residential,False,True,112.594,"LINESTRING (-3.2012611 41.5715863, -3.2014239 41.5715314, -3.2024332 41.5711908, -3.2024949 41.57117)",,,,
179541225,,,Paseo del Conde de San Esteban,residential,False,False,44.736,"LINESTRING (-3.2012611 41.5715863, -3.2009063 41.5713629, -3.2008497 41.5713272)",,,,
287551200,,,Paseo del Conde de San Esteban,residential,False,True,25.277,"LINESTRING (-3.2012611 41.5715863, -3.2013735 41.5716776, -3.2014306 41.5717066, -3.2014876 41.5717356)",,,,
143120001,,,Avenida de la Rambla,residential,False,True,31.256,"LINESTRING (-3.199469 41.5724633, -3.1996491 41.5722166)",,,,
287551189,2,N-110,Avenida de Valladolid,trunk,False,True,42.887,"LINESTRING (-3.199469 41.5724633, -3.1997902 41.5725934, -3.1999302 41.5726343)",,,,
561084046,,SO-P-5004,Carretera de Alcubilla a Liceras,tertiary,False,True,3.488,"LINESTRING (-3.2082172 41.576354, -3.2082144 41.5763853)",,,,
179541215,,,Calle Mayor,living_street,False,False,16.03,"LINESTRING (-3.2082172 41.576354, -3.2081488 41.5763113, -3.2081043 41.5762413)",,,,
305284445,,SO-P-5004,Camino de Matanza,tertiary,False,False,25.651,"LINESTRING (-3.2082172 41.576354, -3.2082823 41.5762522, -3.2083878 41.5761647)",,,,
305284445,,SO-P-5004,Camino de Matanza,tertiary,False,False,158.958,"LINESTRING (-3.2083878 41.5761647, -3.2085071 41.5761065, -3.2086873 41.576028, -3.2089846 41.5759115, -3.2093881 41.5757476, -3.2095458 41.5756715, -3.2096348 41.5755957, -3.2096977 41.5755011, -3.2097212 41.5753925, -3.2097183 41.575277)",,,,
305284445,,SO-P-5004,Camino de Matanza,tertiary,False,True,25.651,"LINESTRING (-3.2083878 41.5761647, -3.2082823 41.5762522, -3.2082172 41.576354)",,,,
682493255,,,Calle Mayor,residential,False,False,25.717000000000002,"LINESTRING (-3.2083878 41.5761647, -3.2082744 41.5762131, -3.2081853 41.5762409, -3.2081481 41.576246, -3.2081043 41.5762413)",,,,
287551274,,,Calle Tenerías,residential,False,False,35.667,"LINESTRING (-3.2096732 41.5747745, -3.2098087 41.5748103, -3.2100698 41.5748959)",,,,
