osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,lanes,junction,tunnel
32653860,True,Carrer del Sol,residential,False,93.465,"LINESTRING (-0.3496873 39.5254955, -0.349861 39.525046, -0.3498654 39.5249939, -0.3498273 39.5249422, -0.349806 39.5249217, -0.3497374 39.5248011, -0.3497329 39.5246993)",,,,,
"[64024658, 219269559]",False,Camí del Cementeri,residential,"[False, True]",94.373,"LINESTRING (-0.3504614 39.5240312, -0.3504109 39.5241031, -0.3501039 39.52458, -0.3500503 39.5246851, -0.3500769 39.5248049)",,,,,
219269561,True,Carrer Matricers,residential,False,74.655,"LINESTRING (-0.3504614 39.5240312, -0.3506213 39.5240908, -0.350892 39.524191, -0.351233 39.524341)",,,,,
62729640,True,Carrer Mosaiquers,residential,False,76.38600000000001,"LINESTRING (-0.3540321 39.525477, -0.3543087 39.5249317, -0.3543583 39.5248378)",,,,,
1029638161,False,Avinguda de la Senyera,secondary,True,125.90699999999998,"LINESTRING (-0.3534062 39.5292479, -0.3533481 39.5293566, -0.3531496 39.5297275, -0.3530853 39.5298575, -0.3530612 39.5299046, -0.353041 39.5299433, -0.3529427 39.5301456, -0.3528585 39.5302983)",CV-300,50,,,
1029638164,True,Avinguda de la Senyera,secondary,False,47.339000000000006,"LINESTRING (-0.3534062 39.5292479, -0.3534771 39.5291666, -0.3536108 39.5290306, -0.353634 39.5290191, -0.3536901 39.5289826, -0.3537007 39.5289751, -0.3537658 39.5289291)",CV-300,50,1,,
364905560,True,,residential,False,3.2300000000000004,"LINESTRING (-0.3462131 39.5250638, -0.3462189 39.5250724, -0.3462278 39.5250792, -0.346239 39.5250836)",,,1,roundabout,
62729485,False,Carrer del Calvari,tertiary,False,51.15,"LINESTRING (-0.3434171 39.5281397, -0.3440107 39.5281841)",,,,,
69214196,False,Carrer del Tribunal de les Aigües,residential,True,103.205,"LINESTRING (-0.3434171 39.5281397, -0.3436689 39.5272321)",,,,,
261467728,False,Carrer d'Aragó,tertiary,True,16.713,"LINESTRING (-0.3449302 39.5282811, -0.3448656 39.5284229)",,,,,
"[64024696, 261467729]",False,"['Carrer del Calvari', 'Carrer de Sant Pere']",tertiary,False,34.692,"LINESTRING (-0.3449302 39.5282811, -0.3449989 39.5282399, -0.3450994 39.5282383, -0.3453137 39.5282644)",,,,,
62729649,True,Carrer Manyans,residential,False,78.789,"LINESTRING (-0.3531531 39.5243284, -0.3526935 39.5249419)",,,,,
219269561,True,Carrer Matricers,residential,False,141.974,"LINESTRING (-0.351233 39.524341, -0.3526935 39.5249419)",,,,,
62729640,True,Carrer Mosaiquers,residential,False,92.851,"LINESTRING (-0.3536233 39.5262502, -0.353662 39.5261788, -0.3540321 39.525477)",,,,,
219269561,True,Carrer Matricers,residential,False,129.313,"LINESTRING (-0.3526935 39.5249419, -0.3540321 39.525477)",,,,,
62729649,True,Carrer Manyans,residential,False,91.962,"LINESTRING (-0.3526935 39.5249419, -0.3523591 39.5253887, -0.3522016 39.5256209, -0.3521751 39.5256655)",,,,,
64024569,False,Carrer de Joan Fuster,residential,False,91.197,"LINESTRING (-0.3469309 39.5247083, -0.3478526 39.5251172)",,,,,
64024572,True,Plaça de Miguel Hernández,residential,False,49.388,"LINESTRING (-0.3469309 39.5247083, -0.3472305 39.524329)",,,,,
64024569,False,Carrer de Joan Fuster,residential,True,91.197,"LINESTRING (-0.3478526 39.5251172, -0.3469309 39.5247083)",,,,,
64024612,True,Plaça de la Llibertat,residential,False,47.675,"LINESTRING (-0.3478526 39.5251172, -0.3481341 39.5247475)",,,,,
64024572,True,Plaça de Miguel Hernández,residential,False,50.001,"LINESTRING (-0.3466336 39.5250951, -0.3469309 39.5247083)",,,,,
710256383,False,Carrer de la Garrigosa,residential,False,31.742,"LINESTRING (-0.3466336 39.5250951, -0.3464608 39.5250229, -0.3462895 39.5250444)",,,,,
"[219269562, 64024575]",True,"['Plaça de Miguel Hernández', ""Carrer de l'Horta""]",residential,False,140.027,"LINESTRING (-0.3472305 39.524329, -0.34695 39.524214, -0.3468691 39.5242006, -0.3468046 39.5242537, -0.3463212 39.5249099, -0.3462635 39.5250245)",,,,,
64024578,False,Carrer d'Aragó,residential,False,82.89,"LINESTRING (-0.3459109 39.5260274, -0.3459081 39.5259782, -0.3459905 39.5257614, -0.3461406 39.5253056)",,,,,
64024580,True,Carrer d'Aragó,residential,False,48.79900000000001,"LINESTRING (-0.3459109 39.5260274, -0.3458358 39.5260498, -0.3457892 39.5260909, -0.3456715 39.5264)",,,,,
69143862,True,Carrer del Mestre Serrano,residential,False,94.87899999999999,"LINESTRING (-0.3459109 39.5260274, -0.3459932 39.5260706, -0.3468585 39.5264674)",,,,,
64024600,True,Carrer de l'Horta,residential,False,92.37599999999999,"LINESTRING (-0.3493724 39.5246874, -0.3493031 39.5248035, -0.3492269 39.5248656, -0.3491879 39.5248912, -0.3487614 39.5249199, -0.3484993 39.5248905, -0.348445 39.5248791)",,,,,
64024641,True,,unclassified,False,47.771,"LINESTRING (-0.3493724 39.5246874, -0.3493816 39.5247346, -0.349411 39.5247766, -0.349457 39.5248086, -0.3495143 39.5248266, -0.3495761 39.5248286, -0.3496352 39.5248144, -0.3496846 39.5247857, -0.3497185 39.5247457, -0.3497329 39.5246993)",,,2,roundabout,
219269562,True,Carrer de l'Horta,residential,False,30.417,"LINESTRING (-0.348445 39.5248791, -0.3482884 39.5248128, -0.3481341 39.5247475)",,,,,
219269562,True,Carrer de l'Horta,residential,False,90.4,"LINESTRING (-0.3481341 39.5247475, -0.3472305 39.524329)",,,,,
64024608,True,Plaça de la Llibertat,residential,False,50.288,"LINESTRING (-0.3478834 39.5256647, -0.3481604 39.5252661)",,,,,
64024617,True,Carrer de la Garrigosa,residential,False,31.147,"LINESTRING (-0.3478834 39.5256647, -0.347575 39.5255168)",,,,,
32653743,True,Carrer de les Glories Valencianes,residential,False,40.608,"LINESTRING (-0.3481604 39.5252661, -0.3485589 39.5254633)",,,,,
64024608,True,Plaça de la Llibertat,residential,False,49.474,"LINESTRING (-0.3481604 39.5252661, -0.348445 39.5248791)",,,,,
64024612,True,Plaça de la Llibertat,residential,False,50.411,"LINESTRING (-0.347575 39.5255168, -0.3478526 39.5251172)",,,,,
69143859,True,Carrer Palleter,residential,False,40.631,"LINESTRING (-0.347575 39.5255168, -0.3473396 39.5258339)",,,,,
64024617,True,Carrer de la Garrigosa,residential,False,93.375,"LINESTRING (-0.347575 39.5255168, -0.3468331 39.525188, -0.3466336 39.5250951)",,,,,
64024617,True,Carrer de la Garrigosa,residential,False,45.656,"LINESTRING (-0.3487353 39.5260408, -0.3482752 39.5258343)",,,,,
32653860,True,Carrer del Sol,residential,False,10.455,"LINESTRING (-0.3492416 39.5263066, -0.3493173 39.5262329)",,,,,
64024617,True,Carrer de la Garrigosa,residential,False,52.528,"LINESTRING (-0.3492416 39.5263066, -0.3487353 39.5260408)",,,,,
64024624,True,Carrer del Vicari Marti,residential,False,159.95,"LINESTRING (-0.352654 39.5281428, -0.3533374 39.5268044)",,,,,
64024677,True,Carrer de Julio Benlloch,residential,False,98.745,"LINESTRING (-0.352654 39.5281428, -0.3532583 39.5285322, -0.3534446 39.5285937, -0.3535075 39.528612, -0.3535721 39.5286647)",,,,,
64024624,True,Carrer del Vicari Marti,residential,False,66.324,"LINESTRING (-0.3533374 39.5268044, -0.3536233 39.5262502)",,,,,
64024704,True,Carrer de Túria,residential,False,73.0,"LINESTRING (-0.3533374 39.5268044, -0.3530079 39.5266831, -0.3526207 39.5264565)",,,,,
64024626,True,Carrer del Doctor Ferrer,residential,False,124.843,"LINESTRING (-0.3493173 39.5262329, -0.3504386 39.5269488)",,,,,
32653860,True,Carrer del Sol,residential,False,41.686,"LINESTRING (-0.3493173 39.5262329, -0.3494086 39.5261403, -0.3494547 39.5260788, -0.3495346 39.5259017)",,,,,
1111973192,True,,residential,False,6.354,"LINESTRING (-0.3512821 39.5274794, -0.3512836 39.5274965, -0.3512926 39.5275122, -0.351308 39.5275245, -0.3513147 39.527527)",,,,roundabout,
32653860,True,Carrer del Sol,residential,False,47.028,"LINESTRING (-0.3495346 39.5259017, -0.3496106 39.5257004, -0.3496873 39.5254955)",,,,,
64024628,False,Carrer de València,residential,True,236.544,"LINESTRING (-0.3495346 39.5259017, -0.3509119 39.5267617, -0.3510017 39.526816, -0.3513411 39.5274354)",,,,,
64024641,True,,unclassified,False,6.089,"LINESTRING (-0.3497329 39.5246993, -0.3497316 39.5246719, -0.3497234 39.5246453)",,,2,roundabout,
