osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref,bridge,junction
24017279,2,Avinguda de Girona,secondary,False,True,8.699,"LINESTRING (2.4932287 42.1840267, 2.4932988 42.1840852)",,,,
33711028,,Carrer del Pare Antoni Soler,residential,False,False,119.207,"LINESTRING (2.4932287 42.1840267, 2.4926039 42.1834658, 2.4923827 42.1832586, 2.4923112 42.1831979)",,,,
"[787253552, 787253553]","['2', '3']","[""Carrer de l'Escultor Llimona"", 'Plaça del Palau']",secondary,False,False,70.226,"LINESTRING (2.4932287 42.1840267, 2.4935632 42.1835269, 2.4935667 42.183509, 2.4935684 42.1834923, 2.4935626 42.1834537)",,,,
72723318,3,Carrer de Camil Mulleras,secondary,False,False,46.751,"LINESTRING (2.4891654 42.1808499, 2.4886024 42.1807978)",50,,,
1257614172,,154,busway,False,False,46.751,"LINESTRING (2.4891654 42.1808499, 2.4886024 42.1807978)",,,,
72886481,3,Carrer del Bisbe Lorenzana,secondary,False,True,50.209,"LINESTRING (2.4891654 42.1808499, 2.4897525 42.1809708)",,,,
1257614172,,154,busway,False,True,50.209,"LINESTRING (2.4891654 42.1808499, 2.4897525 42.1809708)",,,,
"[177691513, 179307475]",2,Carrer de Marià Vayreda,secondary,False,True,81.96600000000001,"LINESTRING (2.4891654 42.1808499, 2.4892015 42.1807528, 2.4892952 42.180491, 2.4894279 42.1801389)",30,GI-524,,
331689615,3,Carrer de Camil Mulleras,secondary,False,True,4.121,"LINESTRING (2.4859579 42.1806273, 2.4859992 42.1806064)",50,,,
1257614172,,154,busway,False,True,4.121,"LINESTRING (2.4859579 42.1806273, 2.4859992 42.1806064)",,,,
397525288,2,Carrer del Pare Roca,secondary,True,False,5.027,"LINESTRING (2.4859579 42.1806273, 2.4859111 42.1806563)",,,,
1257614172,,154,busway,False,False,8.811,"LINESTRING (2.4859579 42.1806273, 2.4858521 42.1806158)",,,,
72708837,2,Ronda del Fluvià,residential,True,False,90.792,"LINESTRING (2.4889585 42.1783891, 2.4890042 42.1784018, 2.4890926 42.1784163, 2.4897571 42.1784892, 2.4898003 42.1784936, 2.4899392 42.1785007, 2.4899959 42.1784987, 2.490047 42.1785)",50,,,
713706909,,Avinguda d'Extremadura,residential,True,False,34.468,"LINESTRING (2.4889585 42.1783891, 2.4889066 42.1783684, 2.488744 42.1782963, 2.4886814 42.1782634, 2.4886244 42.1782253, 2.4886133 42.1782164)",50,,,
68245205,,Ronda del Fluvià,residential,True,False,48.483,"LINESTRING (2.490047 42.1785, 2.4901511 42.1785056, 2.4906315 42.1785492)",50,,,
179307475,2,Carrer de Marià Vayreda,secondary,False,False,107.08099999999999,"LINESTRING (2.490047 42.1785, 2.4900082 42.1786013, 2.489961 42.1787245, 2.4898678 42.1789717, 2.4896989 42.1794278)",30,GI-524,,
"[72709776, 179307474, 596181324]",2,"['Carretera de Santa Pau', 'Pont de Can Rosset']",secondary,False,True,55.333,"LINESTRING (2.490047 42.1785, 2.4900639 42.1784498, 2.4900674 42.1784394, 2.490157 42.1781968, 2.4901731 42.1781548, 2.4902245 42.1780201)",30,GI-524,yes,
153260364,1,Carrer del Bisbe Serra,residential,True,False,96.178,"LINESTRING (2.4841992 42.1847853, 2.4833178 42.1853524)",30,,,
694684946,,Carrer del Pintor Domenge,residential,False,False,54.511,"LINESTRING (2.4841992 42.1847853, 2.4846304 42.1851571)",,,,
694684946,,Carrer del Pintor Domenge,residential,False,True,54.67,"LINESTRING (2.4841992 42.1847853, 2.4837666 42.1844125)",,,,
31804003,,Carrer de Xavier Bolós,residential,False,False,96.994,"LINESTRING (2.4841226 42.1829152, 2.4841187 42.1826623, 2.4841159 42.1825767, 2.4840988 42.1820431)",,,,
31804003,,Carrer de Xavier Bolós,residential,False,True,96.99400000000001,"LINESTRING (2.4840988 42.1820431, 2.4841159 42.1825767, 2.4841187 42.1826623, 2.4841226 42.1829152)",,,,
142036747,,Carrer de Xavier Bolós,residential,True,False,49.474999999999994,"LINESTRING (2.4840988 42.1820431, 2.4840763 42.1819925, 2.4840568 42.1819669, 2.4838086 42.1816548)",,,,
72723319,3,Avinguda dels Reis Catòlics,secondary,True,False,97.79299999999999,"LINESTRING (2.4831024 42.1808182, 2.4831528 42.1807746, 2.4832204 42.180735, 2.4839187 42.1803956, 2.484076 42.1803192)",50,,,
24017279,2,Avinguda de Girona,secondary,False,False,8.699,"LINESTRING (2.4932988 42.1840852, 2.4932287 42.1840267)",,,,
24017279,2,Avinguda de Girona,secondary,False,True,118.314,"LINESTRING (2.4932988 42.1840852, 2.493442 42.1842111, 2.4942242 42.1848988)",,,,
37198316,,Ronda de Sant Bernat,residential,False,False,137.994,"LINESTRING (2.4932988 42.1840852, 2.4932641 42.1841599, 2.4929103 42.1846612, 2.4927291 42.1849119, 2.4925985 42.1850977, 2.4925389 42.1851901)",,,,
37198316,,Ronda de Sant Bernat,residential,False,True,137.994,"LINESTRING (2.4925389 42.1851901, 2.4925985 42.1850977, 2.4927291 42.1849119, 2.4929103 42.1846612, 2.4932641 42.1841599, 2.4932988 42.1840852)",,,,
179153956,,Ronda de Sant Bernat,residential,False,False,69.006,"LINESTRING (2.4925389 42.1851901, 2.4925784 42.1852914, 2.4927749 42.1857164, 2.4927957 42.1857499, 2.4928214 42.1857718)",,,,
