osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,maxspeed,junction
204128922,Calle nostra Señora de las Nieves,tertiary,False,True,106.66,,"LINESTRING (-6.1992208 37.382151, -6.2004047 37.3819636)",,,
204258178,Avenida Concepción Rodríguez Solís,tertiary,False,True,73.507,SE-3401,"LINESTRING (-6.1992208 37.382151, -6.1993463 37.3828045)",,,
75023589,Calle San Juan Bosco,tertiary,False,True,80.91900000000001,,"LINESTRING (-6.1992208 37.382151, -6.1987607 37.3821854, -6.1983188 37.3821037)",,,
204258178,Avenida Concepción Rodríguez Solís,tertiary,False,False,73.507,SE-3401,"LINESTRING (-6.1993463 37.3828045, -6.1992208 37.382151)",,,
204258178,Avenida Concepción Rodríguez Solís,tertiary,False,True,82.786,SE-3401,"LINESTRING (-6.1993463 37.3828045, -6.1994621 37.3835433)",,,
"[79886081, 204253675, 204253677]","['Plaza de Santa Inés', 'Calle Juan Pablo', 'Calle Sor Ángela de la Cruz']",residential,True,False,140.425,,"LINESTRING (-6.1993463 37.3828045, -6.1995799 37.3827827, -6.2000821 37.3827358, -6.2001664 37.3828335, -6.2002443 37.3829238, -6.1998465 37.3832388)",,,
204258178,Avenida Concepción Rodríguez Solís,tertiary,False,False,82.786,SE-3401,"LINESTRING (-6.1994621 37.3835433, -6.1993463 37.3828045)",,,
204258178,Avenida Concepción Rodríguez Solís,tertiary,False,True,27.486,SE-3401,"LINESTRING (-6.1994621 37.3835433, -6.1994816 37.38379)",,,
204258178,Avenida Concepción Rodríguez Solís,tertiary,False,False,29.065,SE-3401,"LINESTRING (-6.1995295 37.3840486, -6.1994816 37.38379)",,,
75023518,Calle María Auxiliadora,residential,True,False,84.388,,"LINESTRING (-6.1995295 37.3840486, -6.1998538 37.3837719, -6.2002035 37.3835115)",,,
204258178,Avenida Concepción Rodríguez Solís,tertiary,False,True,14.184999999999999,SE-3401,"LINESTRING (-6.1995295 37.3840486, -6.199524 37.3840907, -6.199513 37.3841755)",,,
204258178,Avenida Concepción Rodríguez Solís,tertiary,False,False,88.277,SE-3401,"LINESTRING (-6.1992449 37.3849359, -6.1994522 37.3844638, -6.1994851 37.3843889, -6.199513 37.3841755)",,,
204258178,Avenida Concepción Rodríguez Solís,tertiary,False,True,77.522,SE-3401,"LINESTRING (-6.1992449 37.3849359, -6.199212 37.385015, -6.1989697 37.3855979)",,,
204202637,Avenida Virgen del Rosario,tertiary,False,True,69.285,SE-3401,"LINESTRING (-6.1989697 37.3855979, -6.1987056 37.3861846)",,,
