osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,access
76111337,1,Calle Castellanos,residential,40,False,True,140.032,"LINESTRING (-3.3850077 38.7617268, -3.3850336 38.7613303, -3.3850772 38.7610545, -3.3851541 38.7608219, -3.3852134 38.7604808)",,,
206559034,1,Calle del Pintor Mendoza,residential,40,True,False,121.517,"LINESTRING (-3.3850077 38.7617268, -3.3841413 38.7615502, -3.383827 38.7614947, -3.3836452 38.7614741)",,,
371708328,1,Calle Castellanos,residential,40,True,False,72.77,"LINESTRING (-3.3850077 38.7617268, -3.3849168 38.762322, -3.3849104 38.7623768)",,,
206559034,1,Calle del Pintor Mendoza,residential,40,True,False,96.757,"LINESTRING (-3.3874176 38.7618301, -3.3873174 38.761834, -3.3872191 38.7618336, -3.3863018 38.761831)",,,
221256546,2,Calle del Seis de Junio,tertiary,40,True,False,64.95100000000001,"LINESTRING (-3.3874176 38.7618301, -3.3872929 38.7623057, -3.3872696 38.7624027)",,,
221256549,2,Calle del Capitán Fillol,residential,40,False,True,122.52799999999999,"LINESTRING (-3.3874176 38.7618301, -3.3874879 38.7618278, -3.3876104 38.761824, -3.3888292 38.7617785)",,,
370962718,1,Calle del Mediodía,residential,40,True,False,28.816,"LINESTRING (-3.3805326 38.7599277, -3.3805817 38.7596714)",,,
371728583,1,Calle Empedrada,residential,40,False,True,65.875,"LINESTRING (-3.3805326 38.7599277, -3.3804428 38.7599244, -3.3797737 38.7598999)",,,
164459457,2,Calle de Torrecilla,residential,40,False,False,99.02000000000001,"LINESTRING (-3.3849104 38.7623768, -3.3860024 38.7624102, -3.3860515 38.7624127)",,,
164459457,2,Calle de Torrecilla,residential,40,False,True,124.417,"LINESTRING (-3.3849104 38.7623768, -3.3848309 38.7623734, -3.3846579 38.7623661, -3.3843702 38.7623508, -3.3841235 38.7623249, -3.3837265 38.7622656, -3.3834896 38.762233)",,,
371708328,1,Calle Castellanos,residential,40,True,False,72.203,"LINESTRING (-3.3849104 38.7623768, -3.384756 38.7629632, -3.3847431 38.7630129)",,,
204782734,1,,tertiary,40,True,False,2.217,"LINESTRING (-3.3880044 38.7585984, -3.3879789 38.7585969)",roundabout,,
420117894,2,Calle del Seis de Junio,residential,40,False,True,64.979,"LINESTRING (-3.3880044 38.7585984, -3.3880281 38.758496, -3.3880908 38.7581732, -3.3881258 38.7580218)",,,
370962718,1,Calle del Mediodía,residential,40,True,False,72.585,"LINESTRING (-3.3802387 38.7612989, -3.3803815 38.7606557)",,,
371346513,1,Calle de la Veracruz,residential,40,True,False,68.156,"LINESTRING (-3.3802387 38.7612989, -3.3794597 38.7612169)",,,
86501389,1,Calle del Buensuceso,residential,40,True,False,56.391,"LINESTRING (-3.3822062 38.7617189, -3.3820112 38.7622027)",,,
371346513,1,Calle de la Veracruz,residential,40,True,False,177.927,"LINESTRING (-3.3822062 38.7617189, -3.3821491 38.761697, -3.3818654 38.7615881, -3.3815474 38.7615008, -3.3808999 38.7613806, -3.3803149 38.7613107, -3.3802387 38.7612989)",,,
371708337,1,Calle Real,residential,40,True,False,18.699,"LINESTRING (-3.3832495 38.7624697, -3.3833155 38.7623096)",,,
86501272,,Calle de la Luna,residential,,True,False,111.705,"LINESTRING (-3.381558 38.7552784, -3.3828324 38.7551317)",,,
86501273,,Calle la Verónica,residential,,True,False,33.902,"LINESTRING (-3.3847756 38.7554034, -3.38486 38.7551057)",,,
416529336,1,,residential,,True,False,2.886,"LINESTRING (-3.3806314 38.7584239, -3.3805984 38.7584273)",roundabout,,
216933260,2,Calle de las Zarzas,residential,40,False,False,122.328,"LINESTRING (-3.3806314 38.7584239, -3.3806288 38.7583526, -3.380621 38.7580047, -3.380618 38.7574291, -3.3806057 38.7573243)",,,
214788057,2,Calle Tomás Antequera,residential,,False,False,52.080000000000005,"LINESTRING (-3.3843103 38.7577134, -3.3844418 38.7573735, -3.3844556 38.7573236, -3.3844766 38.7572635)",,8,
416529335,1,,residential,,True,False,3.049,"LINESTRING (-3.3843103 38.7577134, -3.3842927 38.7577139, -3.3842757 38.7577173)",roundabout,,
86501346,1,Travesía de los Chalanes,residential,,False,False,100.97,"LINESTRING (-3.3797539 38.7583029, -3.3798172 38.7578829, -3.3798409 38.7573981)",,,
216933255,1,Avenida Primero de Julio,residential,,True,False,60.937999999999995,"LINESTRING (-3.3797539 38.7583029, -3.3794491 38.7582677, -3.379057 38.7582327)",,,
416529336,1,,residential,,True,False,2.009,"LINESTRING (-3.3806041 38.7585642, -3.3806271 38.7585664)",roundabout,,
371346513,1,Calle de la Veracruz,residential,40,True,False,110.108,"LINESTRING (-3.3834402 38.761938, -3.3833423 38.7619249, -3.3825669 38.7618214, -3.3822062 38.7617189)",,,
371346514,1,Calle de la Veracruz,residential,40,False,True,34.488,"LINESTRING (-3.3834402 38.761938, -3.3836654 38.761981, -3.3838282 38.7620059)",,,
371708336,1,Calle Real,residential,40,True,False,54.563,"LINESTRING (-3.3834402 38.761938, -3.3834591 38.7618971, -3.383621 38.7615266, -3.3836327 38.7614994, -3.3836452 38.7614741)",,,
204782734,1,,tertiary,40,True,False,3.883,"LINESTRING (-3.3879638 38.7587514, -3.3879861 38.7587531, -3.3880083 38.7587509)",roundabout,,
216933257,2,Calle del Seis de Junio,tertiary,40,False,False,57.555,"LINESTRING (-3.3879638 38.7587514, -3.3879577 38.7588011, -3.3879038 38.7592459, -3.3879013 38.7592667)",,,
86501365,1,Calle del Coso,residential,30,True,False,83.835,"LINESTRING (-3.3804613 38.7602388, -3.3814134 38.7603701)",,,
370962718,1,Calle del Mediodía,residential,40,True,False,35.141,"LINESTRING (-3.3804613 38.7602388, -3.3805326 38.7599277)",,,
417081363,1,Plaza de San Juan,residential,40,True,False,66.765,"LINESTRING (-3.3806057 38.7573243, -3.3811886 38.756932)",,,
216933260,2,Calle de las Zarzas,residential,40,False,True,122.328,"LINESTRING (-3.3806057 38.7573243, -3.380618 38.7574291, -3.380621 38.7580047, -3.3806288 38.7583526, -3.3806314 38.7584239)",,,
420117894,2,Calle del Seis de Junio,residential,40,False,False,19.812,"LINESTRING (-3.3883436 38.757127, -3.388295 38.7573011)",,,
420117894,2,Calle del Seis de Junio,residential,40,False,True,95.81400000000001,"LINESTRING (-3.3883436 38.757127, -3.3883657 38.7570412, -3.3884631 38.7565461, -3.3885223 38.7563341, -3.3885377 38.7562791)",,,
86501349,,Calle Calatrava,residential,,True,False,175.309,"LINESTRING (-3.3833556 38.7565007, -3.381342 38.7563593)",,,
86501387,,Calle Libertad,residential,,True,False,29.818,"LINESTRING (-3.3833556 38.7565007, -3.3834016 38.7562886, -3.383413 38.7562363)",,,
86501318,,Calle Cantarranas,residential,,True,False,72.213,"LINESTRING (-3.3885377 38.7562791, -3.389348 38.7561292)",,,
420117894,2,Calle del Seis de Junio,residential,40,False,False,95.814,"LINESTRING (-3.3885377 38.7562791, -3.3885223 38.7563341, -3.3884631 38.7565461, -3.3883657 38.7570412, -3.3883436 38.757127)",,,
420117894,2,Calle del Seis de Junio,residential,40,False,True,116.124,"LINESTRING (-3.3885377 38.7562791, -3.3885591 38.7561851, -3.3887714 38.7552508)",,,
217112549,1,Calle de las Correderas,residential,40,False,False,30.587,"LINESTRING (-3.3826069 38.7579206, -3.3824842 38.7581785)",,,
416529342,,,residential,,False,True,12.707,"LINESTRING (-3.3826069 38.7579206, -3.3827372 38.7579729)",,,
217112549,1,Calle de las Correderas,residential,40,False,True,18.037,"LINESTRING (-3.3826069 38.7579206, -3.3826484 38.7578246, -3.3826734 38.7577669)",,,
86501339,,Calle Sor Cándida,residential,,True,False,76.463,"LINESTRING (-3.388774 38.7624648, -3.3888292 38.7617785)",,,
164459457,2,Calle de Torrecilla,residential,40,False,False,29.134,"LINESTRING (-3.388774 38.7624648, -3.3891095 38.7624793)",,,
164459457,2,Calle de Torrecilla,residential,40,False,True,130.62599999999998,"LINESTRING (-3.388774 38.7624648, -3.3874063 38.7624052, -3.3873647 38.7624042, -3.3872696 38.7624027)",,,
205658139,1,Calle de la Constitución,residential,40,True,False,42.646,"LINESTRING (-3.3903334 38.7605855, -3.3903556 38.7605177, -3.3904551 38.7602139)",,,
221256546,2,Calle del Seis de Junio,tertiary,40,True,False,5.973000000000001,"LINESTRING (-3.3869944 38.7636226, -3.3869877 38.7636544, -3.386984 38.7636757)",,,
164459457,2,Calle de Torrecilla,residential,40,False,False,130.626,"LINESTRING (-3.3872696 38.7624027, -3.3873647 38.7624042, -3.3874063 38.7624052, -3.388774 38.7624648)",,,
164459457,2,Calle de Torrecilla,residential,40,False,True,105.652,"LINESTRING (-3.3872696 38.7624027, -3.3872178 38.7623993, -3.3871635 38.7623971, -3.3860515 38.7624127)",,,
221256546,2,Calle del Seis de Junio,tertiary,40,True,False,66.008,"LINESTRING (-3.3872696 38.7624027, -3.3871987 38.7626782, -3.3871292 38.7629861)",,,
86501216,1,Calle de la Unión,residential,40,True,False,68.27900000000001,"LINESTRING (-3.3860515 38.7624127, -3.386163 38.7621283, -3.3862619 38.7619003, -3.3863018 38.761831)",,,
164459457,2,Calle de Torrecilla,residential,40,False,False,105.652,"LINESTRING (-3.3860515 38.7624127, -3.3871635 38.7623971, -3.3872178 38.7623993, -3.3872696 38.7624027)",,,
164459457,2,Calle de Torrecilla,residential,40,False,True,99.02000000000001,"LINESTRING (-3.3860515 38.7624127, -3.3860024 38.7624102, -3.3849104 38.7623768)",,,
110561562,,Calle del Pocico,residential,,True,False,67.93,"LINESTRING (-3.381342 38.7563593, -3.3813272 38.7568613, -3.3813128 38.7568967, -3.3812851 38.756965)",,,
86501226,,Calle Cometa,residential,,True,False,60.865,"LINESTRING (-3.3793067 38.7557632, -3.3794118 38.755222)",,,
86501333,,Travesía Pocico,residential,,True,False,58.02,"LINESTRING (-3.3793067 38.7557632, -3.3793996 38.755776, -3.3799656 38.755854)",,,
86501318,,Calle Cantarranas,residential,,True,False,59.857,"LINESTRING (-3.3896471 38.7560738, -3.3901202 38.7559337, -3.3902417 38.7558257)",,,
205658139,1,Calle de la Constitución,residential,40,True,False,59.616,"LINESTRING (-3.3900138 38.7618384, -3.3900407 38.7617308, -3.3901614 38.7613148)",,,
221256549,2,Calle del Capitán Fillol,residential,40,False,False,56.547999999999995,"LINESTRING (-3.3900138 38.7618384, -3.3899768 38.7618346, -3.3898959 38.7618262, -3.3897002 38.7618128, -3.3894213 38.7617942, -3.3893645 38.7617917)",,,
164459457,2,Calle de Torrecilla,residential,40,False,True,49.881,"LINESTRING (-3.3896848 38.7624807, -3.3891095 38.7624793)",,,
205658139,1,Calle de la Constitución,residential,40,True,False,76.906,"LINESTRING (-3.3896848 38.7624807, -3.3899475 38.7619678, -3.3900138 38.7618384)",,,
206637224,,Calle Virgen,residential,,True,False,22.153,"LINESTRING (-3.385179 38.7585558, -3.3852022 38.7587542)",,,
86501247,,Calle Loenzo Luzuriaga,residential,,True,False,145.994,"LINESTRING (-3.3852516 38.757198, -3.3852725 38.7570939, -3.3855125 38.7559009)",,,
86501301,,Paseo Luis Palacios,residential,,True,False,64.087,"LINESTRING (-3.3852516 38.757198, -3.3850696 38.7571826, -3.384675 38.7571975, -3.3845141 38.7572008)",,,
86501339,,Calle Sor Cándida,residential,,True,False,60.46,"LINESTRING (-3.3888773 38.761198, -3.3890341 38.7606682)",,,
86501353,1,Calle de los Caldereros,residential,40,True,False,60.625,"LINESTRING (-3.3888773 38.761198, -3.3895397 38.7612392, -3.3895743 38.7612413)",,,
417081360,1,Calle de las Zarzas,residential,40,True,False,55.861,"LINESTRING (-3.3804845 38.7568309, -3.3806057 38.7573243)",,,
"[371708337, 371708333]",1,Calle Real,residential,40,True,False,41.015,"LINESTRING (-3.3830171 38.7634086, -3.3830313 38.7633409, -3.3830936 38.7630446)",,,
371708345,1,Calle de la Esperanza,residential,40,True,False,123.705,"LINESTRING (-3.3830171 38.7634086, -3.3829433 38.7633905, -3.3817275 38.7630915, -3.3816564 38.763074)",,,
86501375,,Calle Méndez Núñez,residential,,True,False,189.368,"LINESTRING (-3.3813093 38.7557791, -3.383413 38.7562363)",,,
110561562,,Calle del Pocico,residential,,True,False,31.057,"LINESTRING (-3.3813093 38.7557791, -3.381326 38.7560581)",,,
86501339,,Calle Sor Cándida,residential,,True,False,64.683,"LINESTRING (-3.3888292 38.7617785, -3.3888773 38.761198)",,,
221256549,2,Calle del Capitán Fillol,residential,40,False,False,122.52799999999999,"LINESTRING (-3.3888292 38.7617785, -3.3876104 38.761824, -3.3874879 38.7618278, -3.3874176 38.7618301)",,,
221256549,2,Calle del Capitán Fillol,residential,40,False,True,46.436,"LINESTRING (-3.3888292 38.7617785, -3.3888752 38.7617796, -3.3893645 38.7617917)",,,
86501311,,Calle de La Virgen,residential,,True,False,62.508,"LINESTRING (-3.3866188 38.7567811, -3.3869835 38.7562962)",,,
86501318,,Calle Cantarranas,residential,,True,False,175.50400000000002,"LINESTRING (-3.3866188 38.7567811, -3.3867692 38.7567417, -3.3885377 38.7562791)",,,
206637224,,Calle Virgen,residential,,True,False,67.861,"LINESTRING (-3.3854369 38.7579821, -3.385408 38.7580335, -3.3852566 38.7583032, -3.385179 38.7585558)",,,
416529333,1,,residential,,True,False,3.6109999999999998,"LINESTRING (-3.3854369 38.7579821, -3.3854576 38.7579834, -3.3854783 38.7579813)",roundabout,,
86501216,1,Calle de la Unión,residential,40,True,False,117.538,"LINESTRING (-3.3863018 38.761831, -3.3867337 38.7609098, -3.386758 38.7608581, -3.386766 38.7608379)",,,
206559034,1,Calle del Pintor Mendoza,residential,40,True,False,113.211,"LINESTRING (-3.3863018 38.761831, -3.3856482 38.7618219, -3.3850077 38.7617268)",,,
86501342,,Calle Convento,residential,,True,False,45.574,"LINESTRING (-3.3835398 38.7557232, -3.3830167 38.7556835)",,,
86501387,,Calle Libertad,residential,,True,False,54.993,"LINESTRING (-3.3835398 38.7557232, -3.3836412 38.755235)",,,
86501354,,Calle del Cristo,residential,,True,False,4.376,"LINESTRING (-3.3900396 38.7593445, -3.3900144 38.7593104)",,,
86501336,,Calle Manuel León,residential,,True,False,130.543,"LINESTRING (-3.3900396 38.7593445, -3.3900337 38.7593868, -3.3899928 38.7596778, -3.3896385 38.7604697)",,,
86501273,,Calle la Verónica,residential,,True,False,65.129,"LINESTRING (-3.3842615 38.7572064, -3.3842941 38.7570807, -3.3844129 38.7566327)",,,
86501301,,Paseo Luis Palacios,residential,,True,False,87.09200000000001,"LINESTRING (-3.3842615 38.7572064, -3.3841833 38.7572069, -3.3833121 38.7572075, -3.3832571 38.7572076)",,,
86501247,,Calle Loenzo Luzuriaga,residential,,True,False,107.297,"LINESTRING (-3.3855125 38.7559009, -3.3859004 38.7549846)",,,
86501342,,Calle Convento,residential,,True,False,32.225,"LINESTRING (-3.3855125 38.7559009, -3.3854167 38.7558792, -3.3851505 38.7558361)",,,
86501389,1,Calle del Buensuceso,residential,40,True,False,69.907,"LINESTRING (-3.3820112 38.7622027, -3.3817696 38.7628025)",,,
86501351,1,Calle Bonilla,residential,40,True,False,111.395,"LINESTRING (-3.3820112 38.7622027, -3.3831034 38.7624382, -3.3831696 38.7624525, -3.3832495 38.7624697)",,,
205658139,1,Calle de la Constitución,residential,40,True,False,52.74,"LINESTRING (-3.3882632 38.7637963, -3.3883122 38.763761, -3.3886805 38.7634514)",,,
359876279,1,Calle de Postas,residential,40,True,False,111.833,"LINESTRING (-3.3882632 38.7637963, -3.3881979 38.7637785, -3.3881288 38.7637639, -3.3876949 38.7637, -3.387067 38.7636302, -3.3870469 38.7636275, -3.3869944 38.7636226)",,,
370962718,1,Calle del Mediodía,residential,40,True,False,46.873,"LINESTRING (-3.3803815 38.7606557, -3.3804085 38.7605282, -3.3804613 38.7602388)",,,
86501346,1,Travesía de los Chalanes,residential,,False,True,100.97,"LINESTRING (-3.3798409 38.7573981, -3.3798172 38.7578829, -3.3797539 38.7583029)",,,
417081349,1,Calle de Chalanes,residential,,True,False,67.185,"LINESTRING (-3.3798409 38.7573981, -3.3803341 38.7573809, -3.3806057 38.7573243)",,,
86501339,,Calle Sor Cándida,residential,,True,False,111.716,"LINESTRING (-3.3891042 38.7604043, -3.3893034 38.7594117)",,,
367269917,,Calle Bernardo Balbuena,residential,20,True,False,46.894999999999996,"LINESTRING (-3.3891042 38.7604043, -3.3891592 38.760411, -3.3896385 38.7604697)",,,
86501258,,Calle San Juan,residential,,True,False,44.876000000000005,"LINESTRING (-3.3808851 38.7567852, -3.3806058 38.756641, -3.3804515 38.7565649)",,,
417081367,1,Travesía de San Juan,residential,40,True,False,35.765,"LINESTRING (-3.3808851 38.7567852, -3.3808501 38.7568081, -3.3804845 38.7568309)",,,
86501273,,Calle la Verónica,residential,,True,False,45.755,"LINESTRING (-3.3846529 38.7558036, -3.3847756 38.7554034)",,,
86501342,,Calle Convento,residential,,True,False,96.933,"LINESTRING (-3.3846529 38.7558036, -3.3835398 38.7557232)",,,
293207414,,Calle Rosales,residential,,False,False,65.812,"LINESTRING (-3.3799656 38.755854, -3.3801289 38.755276)",,,
86501333,,Travesía Pocico,residential,,True,False,38.498,"LINESTRING (-3.3799656 38.755854, -3.3803353 38.7559159, -3.3803997 38.7559266)",,,
371708337,1,Calle Real,residential,40,True,False,24.698,"LINESTRING (-3.3830936 38.7630446, -3.3831396 38.7628254)",,,
86501393,1,Calle del Picadero,residential,40,True,False,117.91,"LINESTRING (-3.3830936 38.7630446, -3.3818752 38.7628218, -3.3817696 38.7628025)",,,
86501258,,Calle San Juan,residential,,True,False,30.968,"LINESTRING (-3.3811886 38.756932, -3.3810653 38.7568723, -3.3808851 38.7567852)",,,
205658139,1,Calle de la Constitución,residential,40,True,False,72.447,"LINESTRING (-3.3892665 38.7630435, -3.3894509 38.7628292, -3.3896306 38.7625708, -3.3896553 38.7625297, -3.3896848 38.7624807)",,,
373247293,1,Calle Salida de los Llanos,residential,40,True,False,69.279,"LINESTRING (-3.3892665 38.7630435, -3.3891907 38.762972, -3.3887577 38.7625631)",,,
373247294,2,Calle Salida de los Llanos,residential,40,False,False,117.176,"LINESTRING (-3.3892665 38.7630435, -3.3893565 38.7630978, -3.3898659 38.7634049, -3.390266 38.763747)",,,
416529335,1,,residential,,True,False,2.58,"LINESTRING (-3.3842757 38.7578397, -3.3842901 38.7578427, -3.3843049 38.7578437)",roundabout,,
86501389,1,Calle del Buensuceso,residential,40,True,False,31.745,"LINESTRING (-3.3817696 38.7628025, -3.3816564 38.763074)",,,
86501393,1,Calle del Picadero,residential,40,True,False,158.24300000000002,"LINESTRING (-3.3817696 38.7628025, -3.3812012 38.7626828, -3.3805976 38.7625314, -3.380198 38.7624766, -3.3800837 38.7624695, -3.3800021 38.7624644)",,,
86501389,1,Calle del Buensuceso,residential,40,True,False,62.242000000000004,"LINESTRING (-3.383155 38.7606104, -3.3827841 38.7610292, -3.3827471 38.761071)",,,
86501383,1,Calle de las Cruces,residential,40,True,False,147.594,"LINESTRING (-3.3797724 38.7634836, -3.3802137 38.7634913, -3.3807819 38.7635298, -3.3814469 38.7636749)",,,
370962718,1,Calle del Mediodía,residential,40,True,False,115.095,"LINESTRING (-3.3797724 38.7634836, -3.379933 38.7627135, -3.3800021 38.7624644)",,,
371708328,1,Calle Castellanos,residential,40,True,False,66.68,"LINESTRING (-3.3847431 38.7630129, -3.3845947 38.7636013)",,,
86501283,1,Calle de Cervantes,residential,40,True,False,105.12899999999999,"LINESTRING (-3.3847431 38.7630129, -3.3851946 38.7630281, -3.3859549 38.7630444)",,,
86501309,,Calle Cuberos,residential,,True,False,59.022,"LINESTRING (-3.388295 38.7573011, -3.3889714 38.7573605)",,,
420117894,2,Calle del Seis de Junio,residential,40,False,True,19.812,"LINESTRING (-3.388295 38.7573011, -3.3883436 38.757127)",,,
420117894,2,Calle del Seis de Junio,residential,40,False,False,81.471,"LINESTRING (-3.388295 38.7573011, -3.3882846 38.7573494, -3.3881258 38.7580218)",,,
370962720,1,Calle de las Zarzas,residential,40,True,False,88.86000000000001,"LINESTRING (-3.3806509 38.7593625, -3.3806099 38.7586659, -3.3806041 38.7585642)",,,
86501351,1,Calle Bonilla,residential,40,True,False,167.526,"LINESTRING (-3.3801245 38.7618797, -3.3806982 38.7619791, -3.3814893 38.7621282, -3.3819255 38.7621905, -3.3820112 38.7622027)",,,
370962718,1,Calle del Mediodía,residential,40,True,False,65.348,"LINESTRING (-3.3801245 38.7618797, -3.3802229 38.7613581, -3.3802387 38.7612989)",,,
