osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,access
86501258,,Calle San Juan,residential,,True,False,79.973,"LINESTRING (-3.3821645 38.7571724, -3.3819474 38.7571492, -3.3812851 38.756965)",,,
205389580,,Calle del Jabalón,residential,,False,True,63.623000000000005,"LINESTRING (-3.3821645 38.7571724, -3.3821279 38.7577011, -3.382124 38.7577437)",,,
86501258,,Calle San Juan,residential,,True,False,9.137,"LINESTRING (-3.3812851 38.756965, -3.3811886 38.756932)",,,
86501354,,Calle del Cristo,residential,,True,False,62.67,"LINESTRING (-3.3900144 38.7593104, -3.3893034 38.7594117)",,,
206559034,1,Calle del Pintor Mendoza,residential,40,True,False,91.073,"LINESTRING (-3.3836452 38.7614741, -3.383157 38.7613165, -3.3828098 38.7611872, -3.3827292 38.7611523, -3.3826888 38.7611368)",,,
371708332,1,Calle Real,residential,40,False,False,77.703,"LINESTRING (-3.3836452 38.7614741, -3.3837916 38.7612012, -3.3839897 38.760829)",,,destination
86501216,1,Calle de la Unión,residential,40,True,False,70.75699999999999,"LINESTRING (-3.3859549 38.7630444, -3.3860416 38.7624492, -3.3860515 38.7624127)",,,
86501283,1,Calle de Cervantes,residential,40,True,False,100.67600000000002,"LINESTRING (-3.3859549 38.7630444, -3.3869845 38.7630572, -3.3870647 38.7630645, -3.3871149 38.7630699)",,,
86501258,,Calle San Juan,residential,,True,False,21.363,"LINESTRING (-3.3804515 38.7565649, -3.3802441 38.7564612)",,,
417081360,1,Calle de las Zarzas,residential,40,True,False,29.728,"LINESTRING (-3.3804515 38.7565649, -3.3804677 38.7567336, -3.3804845 38.7568309)",,,
86501353,1,Calle de los Caldereros,residential,40,True,False,114.63799999999999,"LINESTRING (-3.3875554 38.7612161, -3.3876679 38.7612148, -3.3886668 38.7612039, -3.3887889 38.7612005, -3.3888773 38.761198)",,,
221256546,2,Calle del Seis de Junio,tertiary,40,True,False,69.312,"LINESTRING (-3.3875554 38.7612161, -3.3874429 38.7617123, -3.3874176 38.7618301)",,,
110561562,,Calle del Pocico,residential,,True,False,24.427,"LINESTRING (-3.3812979 38.7555596, -3.3813093 38.7557791)",,,
86501389,1,Calle del Buensuceso,residential,40,True,False,69.242,"LINESTRING (-3.3816564 38.763074, -3.3814469 38.7636749)",,,
86501225,,Travesía Verónica,residential,,True,False,100.134,"LINESTRING (-3.3836412 38.755235, -3.3837124 38.7552449, -3.3847756 38.7554034)",,,
205658139,1,Calle de la Constitución,residential,40,True,False,82.454,"LINESTRING (-3.3901614 38.7613148, -3.3903334 38.7605855)",,,
86501370,,Calle Bataneros,residential,,True,False,96.718,"LINESTRING (-3.3835017 38.7589487, -3.38239 38.7590199)",,,
86501389,1,Calle del Buensuceso,residential,40,True,False,70.105,"LINESTRING (-3.3835017 38.7589487, -3.3834895 38.7595791)",,,
100482329,,Calle de La Virgen,residential,,False,True,65.422,"LINESTRING (-3.3854966 38.7578335, -3.3855394 38.7578139, -3.38587 38.7574237, -3.3859155 38.7573498)",,,
416529333,1,,residential,,True,False,3.607,"LINESTRING (-3.3854966 38.7578335, -3.3854769 38.7578284, -3.3854562 38.7578265)",roundabout,,
371708337,1,Calle Real,residential,40,True,False,40.684,"LINESTRING (-3.3831396 38.7628254, -3.3832495 38.7624697)",,,
86501283,1,Calle de Cervantes,residential,40,True,False,140.596,"LINESTRING (-3.3831396 38.7628254, -3.3838014 38.762911, -3.3847431 38.7630129)",,,
86501339,,Calle Sor Cándida,residential,,True,False,11.021,"LINESTRING (-3.3887577 38.7625631, -3.388774 38.7624648)",,,
371708345,1,Calle de la Esperanza,residential,40,True,False,105.819,"LINESTRING (-3.3858142 38.7636394, -3.3845947 38.7636013)",,,
86501216,1,Calle de la Unión,residential,40,True,False,67.276,"LINESTRING (-3.3858142 38.7636394, -3.385941 38.7631031, -3.3859549 38.7630444)",,,
86501389,1,Calle del Buensuceso,residential,40,True,False,47.03699999999999,"LINESTRING (-3.3834895 38.7595791, -3.3834517 38.7599147, -3.3834489 38.7599386, -3.3834397 38.7600003)",,,
"[371728586, 100482301]",1,"['Calle del Maestro Ibáñez', 'Plaza de España']",residential,40,True,False,113.54,"LINESTRING (-3.3834895 38.7595791, -3.3838962 38.7595768, -3.3840653 38.7595876, -3.384356 38.7596324, -3.3846214 38.7597006, -3.3847603 38.759643)",,,
86501339,,Calle Sor Cándida,residential,,True,False,71.575,"LINESTRING (-3.3886114 38.7631966, -3.3887577 38.7625631)",,,
86501243,,Calle Arpa,residential,,True,False,28.529,"LINESTRING (-3.3886114 38.7631966, -3.3887357 38.7632201, -3.3888601 38.7632436, -3.3889285 38.7632638)",,,
86501370,,Calle Bataneros,residential,,True,False,77.59100000000001,"LINESTRING (-3.3852022 38.7587542, -3.3847632 38.7587931, -3.384687 38.7588002, -3.3843134 38.7588352)",,,
206637224,,Calle Virgen,residential,,True,False,108.04599999999999,"LINESTRING (-3.3852022 38.7587542, -3.3851958 38.7588793, -3.385164 38.7590054, -3.3850831 38.7592299, -3.3848359 38.759562, -3.3848247 38.7595816, -3.3847603 38.759643)",,,
86501217,,Calle Nueva,residential,,True,False,166.682,"LINESTRING (-3.3864289 38.756994, -3.3883436 38.757127)",,,
86501311,,Calle de La Virgen,residential,,True,False,28.837,"LINESTRING (-3.3864289 38.756994, -3.3865266 38.7568838, -3.3866188 38.7567811)",,,
"[1049393001, 216620690]",,Calle de La Virgen,residential,,False,False,51.002,"LINESTRING (-3.3864289 38.756994, -3.3861521 38.7572808, -3.3860277 38.7573039)",,,
86501389,1,Calle del Buensuceso,residential,40,True,False,77.074,"LINESTRING (-3.3826888 38.7611368, -3.3822616 38.7616521, -3.38223 38.7616902, -3.3822062 38.7617189)",,,
86501387,,Calle Libertad,residential,,True,False,58.108000000000004,"LINESTRING (-3.383413 38.7562363, -3.3834236 38.7562005, -3.3835249 38.7557845, -3.3835398 38.7557232)",,,
371708345,1,Calle de la Esperanza,residential,40,True,False,138.45100000000002,"LINESTRING (-3.3845947 38.7636013, -3.3831381 38.7634234, -3.3830859 38.763417, -3.3830171 38.7634086)",,,
86501273,,Calle la Verónica,residential,,True,False,51.201,"LINESTRING (-3.3844129 38.7566327, -3.3845515 38.7561851)",,,
86501349,,Calle Calatrava,residential,,True,False,92.983,"LINESTRING (-3.3844129 38.7566327, -3.3838983 38.7565456, -3.3833556 38.7565007)",,,
86501219,1,Calle de Córdoba,residential,40,True,False,148.953,"LINESTRING (-3.3797737 38.7598999, -3.379479 38.761136, -3.3794597 38.7612169)",,,
371728583,1,Calle Empedrada,residential,40,False,False,65.875,"LINESTRING (-3.3797737 38.7598999, -3.3804428 38.7599244, -3.3805326 38.7599277)",,,
86501372,1,Calle Escuelas,residential,,True,False,18.779,"LINESTRING (-3.3850022 38.7604434, -3.3852134 38.7604808)",,,
86501309,,Calle Cuberos,residential,,True,False,28.424,"LINESTRING (-3.3901772 38.7574423, -3.390505 38.7574424)",,,
205389578,,Calle Angosta,residential,,True,False,179.845,"LINESTRING (-3.3901772 38.7574423, -3.3902417 38.7558257)",,,
110561562,,Calle del Pocico,residential,,True,False,33.521,"LINESTRING (-3.381326 38.7560581, -3.381342 38.7563593)",,,
